,cash-on-hand,receivables-total,pre-paid-expenses,other-current-assets,total-current-assets,net-property-plant-equipment,long-term-investments,goodwill-intangible-assets-total,other-long-term-assets,total-long-term-assets,total-assets,total-current-liabilities,long-term-debt,other-non-current-liabilities,total-long-term-liabilities,total-liabilities,common-stock-net,retained-earnings-accumulated-deficit,comprehensive-income,total-share-holder-equity,total-liabilities-share-holders-equity
2022-12-31,524.40000,418.10000,,613.50000,1556.00000,108.20000,253.20000,4785.60000,181.90000,5442.90000,6998.90000,1477.20000,1437.30000,266.90000,2056.40000,3533.60000,1.10000,2171.10000,-31.00000,3465.30000,6998.90000
2022-09-30,380.70000,419.70000,,1096.60000,1897.00000,105.80000,253.60000,4780.00000,144.50000,5400.40000,7297.40000,1545.20000,1859.80000,227.70000,2458.40000,4003.60000,1.10000,2064.80000,-103.80000,3293.80000,7297.40000
2022-06-30,441.80000,442.40000,,1048.60000,1932.80000,107.50000,243.50000,4924.80000,140.40000,5543.29900,7476.10000,1599.60000,1959.20000,263.40000,2614.60000,4214.20000,1.10000,1968.00000,-31.90000,3261.90000,7476.10000
2022-03-31,708.10000,380.30000,,1846.80000,2935.20000,106.70000,244.50000,4646.70000,140.20000,5262.90000,8198.10000,2341.10000,1593.60000,202.40000,2289.70000,4630.80000,1.10000,2203.70000,29.10000,3567.30000,8198.10000
2021-12-31,379.00000,369.60000,,782.70000,1531.30000,105.20000,245.80000,4694.00000,125.80000,5283.20000,6814.50000,1169.30000,1299.30000,239.20000,2040.40000,3209.70000,1.10000,2145.50000,55.60000,3604.80000,6814.50000
2021-09-30,419.10000,372.50000,,1707.20000,2498.80000,102.40000,36.00000,4725.70000,103.40000,5083.90000,7582.70000,2017.70000,1298.90000,242.30000,2068.00000,4085.70000,1.30000,2031.10000,66.00000,3497.00000,7582.70000
2021-06-30,569.60000,372.80000,,1238.40000,2180.80000,95.60000,41.10000,4569.90000,93.10000,4915.70000,7096.50000,1604.00000,1298.50000,233.40000,2050.00000,3654.00000,1.30000,1962.20000,85.80000,3442.50000,7096.50000
2021-03-31,358.80000,374.80000,,1299.50000,2033.10000,83.40000,40.70000,4596.10000,96.30000,4925.00000,6958.10000,1694.10000,1138.80000,219.90000,1859.80000,3553.90000,1.30000,1901.70000,79.80000,3404.20000,6958.10000
2020-12-31,337.80000,390.40000,,838.60000,1566.80000,82.60000,42.70000,4624.10000,89.30000,4949.70000,6516.50000,1313.30000,1135.20000,209.40000,1854.30000,3167.60000,1.20000,1809.80000,75.00000,3348.90000,6516.50000
2020-09-30,235.50000,341.60000,,805.20000,1382.30000,82.60000,53.20000,4361.90000,80.70000,4694.50000,6076.80000,1128.30000,869.10000,202.50000,1604.00000,2732.30000,1.20000,1767.80000,29.00000,3344.50000,6076.80000
2020-06-30,386.60000,376.80000,,17.80000,781.20000,75.60000,61.30000,4256.60000,73.80000,4585.09900,5366.30000,496.50000,868.60000,192.70000,1583.50000,2080.00000,1.20000,1703.70000,-2.60000,3286.30000,5366.30000
2020-03-31,208.80000,408.00000,,15.30000,632.10000,70.70000,62.30000,4280.90000,77.50000,4605.40000,5237.50000,358.10000,868.10000,180.70000,1569.30000,1927.40000,1.20000,1629.60000,0.10000,3310.10000,5237.50000
