,cash-on-hand,receivables-total,inventory,pre-paid-expenses,total-current-assets,net-property-plant-equipment,long-term-investments,goodwill-intangible-assets-total,other-long-term-assets,total-long-term-assets,total-assets,total-current-liabilities,long-term-debt,other-non-current-liabilities,total-long-term-liabilities,total-liabilities,common-stock-net,retained-earnings-accumulated-deficit,comprehensive-income,total-share-holder-equity,total-liabilities-share-holders-equity
2022-12-31,45.59100,351.44800,1591.06000,30.89200,2018.99100,193.70900,1.24800,997.44300,84.43800,1546.44600,3565.43700,675.71400,1361.76100,35.47100,1654.52900,2330.24300,0.03900,653.48400,5.89500,1235.19400,3565.43700
2022-09-30,49.07900,549.79600,1539.57200,61.03200,2199.47900,184.38700,1.19000,999.17500,48.21300,1488.57600,3688.05500,737.26000,1500.33700,26.74400,1759.91700,2497.17700,0.03900,620.69200,-0.70800,1190.87800,3688.05500
2022-06-30,91.48100,756.58500,1579.10100,43.31700,2470.48400,183.48000,1.17900,1002.34700,45.04400,1491.62100,3962.10500,891.03500,1575.66700,32.10900,1842.01200,2733.04700,0.04000,662.70900,1.66800,1229.05800,3962.10500
2022-03-31,35.36500,679.92700,1641.15500,42.31000,2398.75700,180.50400,1.18400,999.19800,42.21300,1483.38400,3882.14100,958.44800,1483.80800,32.94000,1749.41500,2707.86300,0.04000,611.58300,3.90000,1174.27800,3882.14100
2021-12-31,24.32100,376.57100,1339.10000,29.09300,1769.08500,179.00800,1.23100,1001.17800,37.96700,1461.04600,3230.13100,744.41600,1171.57800,31.54500,1414.32200,2158.73800,0.04000,526.87400,-7.48400,1071.39300,3230.13100
2021-09-30,83.47500,476.15000,1043.40700,23.36800,1626.40000,111.33900,1.24200,293.36700,28.87800,655.83290,2282.23300,722.13600,352.07500,34.17600,574.88500,1297.02100,0.04000,451.40100,-9.08700,985.21200,2282.23300
2021-06-30,58.46500,585.56600,894.65400,18.71600,1557.40100,111.66100,1.29300,295.63400,26.97800,656.63400,2214.03500,697.73400,413.05800,38.07900,641.55300,1339.28700,0.04000,346.66700,-7.00500,874.74800,2214.03500
2021-03-31,27.07800,487.60200,977.22800,25.39000,1517.29800,109.83000,1.30500,279.76800,24.45600,624.39500,2141.69300,843.34200,420.76200,38.94500,640.42300,1483.76500,0.04000,137.71000,-6.15000,657.92800,2141.69300
2020-12-31,34.12800,289.20000,780.98900,17.61000,1121.92700,108.24100,1.29200,280.34800,21.98700,617.74300,1739.67000,483.24900,404.14900,38.26100,616.95100,1100.20000,0.04000,133.87000,-14.01900,639.47000,1739.67000
2020-09-30,74.74900,366.41200,612.82400,12.69600,1066.68100,109.08600,1.31400,209.88200,20.39600,520.90800,1587.58900,482.51800,328.22500,32.84600,515.57000,998.08800,0.04000,98.03300,-21.60200,589.50100,1587.58900
2020-06-30,44.18500,453.40500,628.41800,11.13900,1137.14700,111.25800,1.27400,203.39900,18.59300,517.65000,1654.79700,552.11600,429.24600,29.00800,615.89000,1168.00600,0.04000,8.21200,-24.73200,486.79100,1654.79700
2020-03-31,17.80800,345.91500,858.19000,16.46500,1238.37800,113.98700,1.26000,203.21200,16.29100,509.40300,1747.78100,652.29000,569.69700,26.47000,747.09300,1399.38300,0.04000,-122.59400,-24.29900,348.39800,1747.78100
2019-12-31,28.58300,226.53900,702.27400,16.17200,973.56800,112.24600,1.22700,199.63400,19.90200,509.69800,1483.26600,390.84600,499.66200,27.97000,682.24000,1073.08600,0.04000,-64.74000,-10.35900,410.18000,1483.26600
2019-09-30,36.69300,307.79800,616.21700,12.38400,973.09200,112.81600,1.23700,199.36800,19.01700,508.31600,1481.40800,363.63300,535.72000,26.73700,711.80500,1075.43800,0.04000,-60.74300,-13.80500,405.97000,1481.40800
2019-06-30,60.69400,417.12600,694.44700,10.92200,1183.18900,113.36000,1.21300,200.16700,18.79900,507.39300,1690.58200,503.62700,668.36300,27.19100,843.78590,1347.41300,0.04000,-118.17700,-11.08400,343.16900,1690.58200
2019-03-31,28.58100,313.12700,815.74200,16.11600,1173.56600,107.69000,1.20000,200.22200,18.37900,504.78400,1678.35000,597.62300,677.24300,26.46900,855.85000,1453.47300,0.04000,-227.63300,-11.05200,224.87700,1678.35000
2018-12-31,16.35800,207.80100,672.57900,18.50600,915.24400,106.96400,1.21300,200.47600,16.97400,325.62700,1240.87100,305.61000,657.59300,24.67900,711.67100,1017.28100,0.04000,-218.64600,-10.99700,223.59000,1240.87100
