,cash-on-hand,receivables-total,inventory,pre-paid-expenses,other-current-assets,total-current-assets,net-property-plant-equipment,long-term-investments,goodwill-intangible-assets-total,other-long-term-assets,total-long-term-assets,total-assets,total-current-liabilities,long-term-debt,other-non-current-liabilities,total-long-term-liabilities,total-liabilities,common-stock-net,retained-earnings-accumulated-deficit,comprehensive-income,total-share-holder-equity,total-liabilities-share-holders-equity
2022-09-30,163.00000,2445.00000,1766.00000,,4325.00000,8699.00000,62894.00000,3324.00000,7295.00000,6772.00000,94836.00000,103535.00000,12172.00000,38162.00000,17625.00000,62790.00000,74962.00000,23480.00000,4684.00000,-1374.00000,28573.00000,103535.00000
2022-06-30,2272.00000,2522.00000,1584.00000,,5010.00000,11388.00000,61264.00000,3329.00000,7297.00000,6157.00000,92290.00000,103678.00000,13166.00000,38259.00000,17112.00000,62215.00000,75381.00000,23427.00000,4483.00000,-1396.00000,28297.00000,103678.00000
2022-03-31,444.00000,2505.00000,1512.00000,,3922.00000,8383.00000,60121.00000,3330.00000,7297.00000,5449.00000,92469.00000,100852.00000,10581.00000,36659.00000,17597.00000,61141.00000,71722.00000,21657.00000,5516.00000,-1436.00000,29130.00000,100852.00000
2021-12-31,283.00000,2568.00000,1631.00000,328.00000,2459.00000,7269.00000,59774.00000,3326.00000,8189.00000,2129.00000,92321.00000,99590.00000,8673.00000,37426.00000,17915.00000,61999.00000,70672.00000,21610.00000,5373.00000,-1458.00000,28918.00000,99590.00000
2021-09-30,180.00000,2059.00000,1593.00000,426.00000,5040.00000,9298.00000,58386.00000,3311.00000,7405.00000,4685.00000,90506.00000,99804.00000,13223.00000,34775.00000,18261.00000,59349.00000,72572.00000,21573.00000,4562.00000,-1616.00000,27232.00000,99804.00000
2021-06-30,240.00000,1975.00000,1538.00000,450.00000,2720.00000,6923.00000,59226.00000,3335.00000,7405.00000,4790.00000,91040.00000,97963.00000,11676.00000,34585.00000,18557.00000,59403.00000,71079.00000,21369.00000,4434.00000,-1640.00000,26884.00000,97963.00000
2021-03-31,477.00000,2080.00000,1476.00000,,2629.00000,6662.00000,58421.00000,3354.00000,7381.00000,4953.00000,90041.00000,96703.00000,11836.00000,33248.00000,18379.00000,57829.00000,69665.00000,21310.00000,4673.00000,-1671.00000,27038.00000,96703.00000
2020-12-31,172.00000,2507.00000,1550.00000,309.00000,2348.00000,6886.00000,57848.00000,3338.00000,8146.00000,1950.00000,89019.00000,95905.00000,10843.00000,33957.00000,16985.00000,58601.00000,69444.00000,21258.00000,4189.00000,-1717.00000,26461.00000,95905.00000
2020-09-30,413.00000,2176.00000,1565.00000,632.00000,15043.00000,19829.00000,56788.00000,533.00000,7395.00000,4184.00000,84706.00000,104535.00000,17560.00000,33145.00000,19952.00000,58909.00000,76469.00000,21930.00000,4035.00000,-2016.00000,28066.00000,104535.00000
2020-06-30,675.00000,2273.00000,1735.00000,589.00000,852.00000,6124.00000,67980.00000,966.00000,8946.00000,4256.00000,97604.00000,103728.00000,9537.00000,37146.00000,20240.00000,63307.00000,72844.00000,23984.00000,4480.00000,-1980.00000,30884.00000,103728.00000
2020-03-31,1192.00000,2425.00000,1677.00000,,1242.00000,6536.00000,67396.00000,2262.00000,8946.00000,4109.00000,97590.00000,104126.00000,10448.00000,34615.00000,20153.00000,60926.00000,71374.00000,23902.00000,6455.00000,-2018.00000,32752.00000,104126.00000
2019-12-31,135.00000,2425.00000,1616.00000,296.00000,1624.00000,6096.00000,57200.00000,1713.00000,8080.00000,15183.00000,97727.00000,103823.00000,9940.00000,28998.00000,22211.00000,59850.00000,69790.00000,23824.00000,7576.00000,-1793.00000,34033.00000,103823.00000
2019-09-30,378.00000,2335.00000,1800.00000,338.00000,1418.00000,6269.00000,67978.00000,1897.00000,9759.00000,862.00000,95635.00000,102359.00000,12191.00000,33635.00000,17413.00000,60211.00000,72402.00000,22131.00000,7336.00000,-1777.00000,29957.00000,102359.00000
2019-06-30,382.00000,2096.00000,1724.00000,,1525.00000,5727.00000,67141.00000,1829.00000,9863.00000,903.00000,94627.00000,100822.00000,9503.00000,36648.00000,17089.00000,62938.00000,72441.00000,20660.00000,7124.00000,-1683.00000,28381.00000,100822.00000
2019-03-31,422.00000,2439.00000,1657.00000,,1457.00000,5975.00000,66567.00000,1790.00000,9847.00000,2234.00000,93593.00000,100054.00000,9776.00000,36861.00000,19292.00000,62679.00000,72455.00000,20834.00000,7806.00000,-1731.00000,27599.00000,100054.00000
2018-12-31,268.00000,2080.00000,1418.00000,265.00000,1130.00000,5161.00000,54560.00000,1622.00000,7080.00000,598.00000,72753.00000,77914.00000,7647.00000,31144.00000,9631.00000,48219.00000,55866.00000,12588.00000,9219.00000,-1700.00000,22048.00000,77914.00000
2018-09-30,310.00000,1671.00000,1455.00000,,2266.00000,5702.00000,54185.00000,2203.00000,6410.00000,2842.00000,73380.00000,79082.00000,9212.00000,32188.00000,12177.00000,49444.00000,58656.00000,10862.00000,9128.00000,-1520.00000,20426.00000,79082.00000
2018-06-30,190.00000,1643.00000,1429.00000,,1348.00000,4610.00000,54604.00000,2049.00000,6405.00000,2853.00000,73465.00000,78075.00000,8918.00000,32115.00000,12162.00000,49121.00000,58039.00000,10782.00000,8820.00000,-1538.00000,20036.00000,78075.00000
2018-03-31,189.00000,1751.00000,1367.00000,,974.00000,4281.00000,54129.00000,1972.00000,6405.00000,2809.00000,73073.00000,77354.00000,9339.00000,31120.00000,12134.00000,47973.00000,57312.00000,10316.00000,8924.00000,-1551.00000,20042.00000,77354.00000
2017-12-31,120.00000,1786.00000,1477.00000,260.00000,691.00000,4334.00000,53758.00000,1871.00000,7090.00000,581.00000,72251.00000,76585.00000,9636.00000,30948.00000,9948.00000,47579.00000,57215.00000,9865.00000,7936.00000,-659.00000,19370.00000,76585.00000
2017-09-30,227.00000,1504.00000,1527.00000,,736.00000,3994.00000,52811.00000,2215.00000,6405.00000,2582.00000,71397.00000,75391.00000,8559.00000,30886.00000,8065.00000,48330.00000,56889.00000,9789.00000,7119.00000,-628.00000,18502.00000,75391.00000
2017-06-30,260.00000,1395.00000,1469.00000,,787.00000,3911.00000,51748.00000,2123.00000,6399.00000,2499.00000,69991.00000,73902.00000,9502.00000,30155.00000,7941.00000,47195.00000,56697.00000,8717.00000,6938.00000,-682.00000,17205.00000,73902.00000
2017-03-31,486.00000,1570.00000,1453.00000,,776.00000,4285.00000,50716.00000,2019.00000,6399.00000,2339.00000,68567.00000,72852.00000,7842.00000,31096.00000,7836.00000,47829.00000,55671.00000,8629.00000,7023.00000,-735.00000,17181.00000,72852.00000
2016-12-31,261.00000,1706.00000,1524.00000,194.00000,563.00000,4248.00000,49964.00000,1859.00000,7017.00000,487.00000,67362.00000,71610.00000,8115.00000,30231.00000,5710.00000,46655.00000,54770.00000,8550.00000,6854.00000,-799.00000,16840.00000,71610.00000
2016-09-30,251.00000,1392.00000,1516.00000,147.00000,493.00000,3799.00000,48888.00000,1797.00000,6405.00000,1045.00000,65800.00000,69599.00000,9027.00000,28707.00000,6998.00000,44380.00000,53407.00000,8592.00000,6837.00000,-471.00000,16192.00000,69599.00000
2016-06-30,893.00000,1279.00000,1351.00000,143.00000,477.00000,4143.00000,43682.00000,1649.00000,3294.00000,1103.00000,57226.00000,61369.00000,7266.00000,24787.00000,6198.00000,38651.00000,45917.00000,8160.00000,6585.00000,-493.00000,15452.00000,61369.00000
2016-03-31,218.00000,1328.00000,1304.00000,157.00000,704.00000,3711.00000,42623.00000,1614.00000,3294.00000,1069.00000,55794.00000,59505.00000,7518.00000,24186.00000,6250.00000,37972.00000,45490.00000,6778.00000,6565.00000,-463.00000,14015.00000,59505.00000
2015-12-31,607.00000,1369.00000,1348.00000,198.00000,667.00000,4189.00000,41554.00000,1591.00000,3864.00000,459.00000,54459.00000,58648.00000,8119.00000,23468.00000,4846.00000,36927.00000,45046.00000,6680.00000,6458.00000,-474.00000,13602.00000,58648.00000
2015-09-30,238.00000,1433.00000,1310.00000,142.00000,712.00000,4123.00000,39781.00000,1591.00000,3294.00000,1159.00000,52476.00000,56599.00000,6746.00000,23245.00000,5781.00000,36577.00000,43323.00000,6606.00000,6487.00000,-501.00000,13276.00000,56599.00000
2015-06-30,271.00000,1440.00000,1260.00000,120.00000,844.00000,4452.00000,38668.00000,1377.00000,3294.00000,1316.00000,51490.00000,55942.00000,6736.00000,23054.00000,5724.00000,36351.00000,43087.00000,6530.00000,6278.00000,-386.00000,12855.00000,55942.00000
2015-03-31,275.00000,1702.00000,1227.00000,163.00000,1013.00000,5053.00000,37226.00000,1373.00000,3294.00000,1322.00000,50103.00000,55156.00000,8021.00000,21353.00000,5789.00000,34719.00000,42740.00000,6170.00000,6250.00000,-409.00000,12416.00000,55156.00000
2014-12-31,318.00000,1633.00000,1410.00000,167.00000,1287.00000,5615.00000,36270.00000,1365.00000,3614.00000,669.00000,48712.00000,54327.00000,7198.00000,21805.00000,4627.00000,35172.00000,42370.00000,5876.00000,6095.00000,-416.00000,11957.00000,54327.00000
2014-09-30,218.00000,1464.00000,1385.00000,176.00000,2203.00000,5446.00000,34884.00000,1352.00000,3044.00000,2191.00000,46833.00000,52279.00000,7579.00000,20666.00000,5101.00000,33127.00000,40706.00000,5788.00000,6202.00000,-417.00000,11573.00000,52279.00000
2014-06-30,419.00000,1637.00000,1261.00000,224.00000,2020.00000,5561.00000,33887.00000,1355.00000,3044.00000,2174.00000,45938.00000,51499.00000,7243.00000,20473.00000,4845.00000,32689.00000,39932.00000,5861.00000,6023.00000,-317.00000,11567.00000,51499.00000
2014-03-31,228.00000,1972.00000,1013.00000,216.00000,2049.00000,5478.00000,33127.00000,1348.00000,3046.00000,2127.00000,45108.00000,50586.00000,6351.00000,20458.00000,4651.00000,32536.00000,38887.00000,5785.00000,6213.00000,-299.00000,11699.00000,50586.00000
2013-12-31,316.00000,1836.00000,1176.00000,192.00000,1642.00000,5940.00000,32628.00000,1199.00000,3646.00000,610.00000,44156.00000,50096.00000,6994.00000,19330.00000,4278.00000,31460.00000,38454.00000,5783.00000,6183.00000,-324.00000,11642.00000,50096.00000
2013-09-30,287.00000,1602.00000,1210.00000,,2111.00000,5210.00000,31861.00000,1203.00000,3087.00000,1976.00000,43278.00000,48488.00000,6453.00000,18548.00000,3959.00000,30793.00000,37246.00000,5699.00000,6079.00000,-536.00000,11242.00000,48488.00000
2013-06-30,190.00000,1647.00000,1154.00000,,2872.00000,5863.00000,31554.00000,836.00000,3125.00000,2024.00000,42563.00000,48426.00000,7377.00000,18043.00000,3865.00000,29989.00000,37366.00000,5650.00000,5836.00000,-483.00000,11060.00000,48426.00000
2013-03-31,35.00000,1831.00000,1039.00000,,2243.00000,5148.00000,30909.00000,853.00000,3128.00000,1835.00000,41968.00000,47116.00000,6972.00000,17277.00000,3778.00000,29216.00000,36188.00000,5571.00000,5961.00000,-820.00000,10928.00000,47116.00000
2012-12-31,248.00000,1717.00000,1259.00000,326.00000,1017.00000,5140.00000,30773.00000,861.00000,3666.00000,649.00000,41698.00000,46838.00000,7763.00000,16851.00000,3711.00000,28450.00000,36213.00000,5493.00000,5790.00000,-877.00000,10625.00000,46838.00000
2012-09-30,81.00000,1679.00000,1257.00000,,1636.00000,4653.00000,31523.00000,807.00000,3141.00000,2134.00000,42233.00000,46886.00000,6562.00000,17144.00000,4708.00000,28446.00000,35008.00000,5420.00000,6753.00000,-507.00000,11878.00000,46886.00000
2012-06-30,162.00000,1678.00000,1251.00000,,1621.00000,4712.00000,30921.00000,842.00000,3141.00000,2286.00000,41704.00000,46416.00000,6806.00000,17003.00000,4371.00000,27657.00000,34463.00000,5351.00000,6847.00000,-455.00000,11953.00000,46416.00000
