,cash-on-hand,receivables-total,inventory,pre-paid-expenses,other-current-assets,total-current-assets,net-property-plant-equipment,long-term-investments,goodwill-intangible-assets-total,other-long-term-assets,total-long-term-assets,total-assets,total-current-liabilities,long-term-debt,other-non-current-liabilities,total-long-term-liabilities,total-liabilities,common-stock-net,retained-earnings-accumulated-deficit,comprehensive-income,total-share-holder-equity,total-liabilities-share-holders-equity
2022-12-31,315.00000,1195.00000,192.00000,196.00000,,1898.00000,1766.00000,132.00000,8312.00000,144.00000,10939.00000,12837.00000,1551.00000,3978.00000,812.00000,5356.00000,6907.00000,2.00000,8290.00000,-21.00000,5930.00000,12837.00000
2022-09-30,700.00000,1280.00000,183.00000,171.00000,,2334.00000,1707.00000,138.00000,8305.00000,132.00000,10889.00000,13223.00000,1602.00000,3980.00000,787.00000,5349.00000,6951.00000,2.00000,8263.00000,-31.00000,6272.00000,13223.00000
2022-06-30,790.00000,1293.00000,187.00000,156.00000,,2426.00000,1664.00000,147.00000,8339.00000,137.00000,10886.00000,13312.00000,1577.00000,3983.00000,728.00000,5285.00000,6862.00000,2.00000,8083.00000,-23.00000,6450.00000,13312.00000
2022-03-31,712.00000,1371.00000,197.00000,195.00000,,2475.00000,1668.00000,155.00000,8369.00000,155.00000,10967.00000,13442.00000,1700.00000,3985.00000,742.00000,5327.00000,7027.00000,2.00000,7926.00000,-16.00000,6415.00000,13442.00000
2021-12-31,872.00000,1438.00000,208.00000,223.00000,,2741.00000,1707.00000,141.00000,8262.00000,163.00000,10870.00000,13611.00000,1753.00000,4010.00000,792.00000,5375.00000,7128.00000,2.00000,7649.00000,-14.00000,6483.00000,13611.00000
2021-09-30,987.00000,1473.00000,205.00000,189.00000,,2854.00000,1634.00000,124.00000,8209.00000,155.00000,10718.00000,13572.00000,1759.00000,4006.00000,801.00000,5381.00000,7140.00000,2.00000,7333.00000,-13.00000,6432.00000,13572.00000
2021-06-30,560.00000,1255.00000,199.00000,132.00000,,2146.00000,1622.00000,111.00000,8217.00000,176.00000,10715.00000,12861.00000,1551.00000,4008.00000,792.00000,5370.00000,6921.00000,2.00000,10246.00000,-10.00000,5940.00000,12861.00000
2021-03-31,1230.00000,1382.00000,223.00000,164.00000,,2999.00000,1624.00000,527.00000,8011.00000,170.00000,10932.00000,13931.00000,1707.00000,4010.00000,842.00000,5434.00000,7141.00000,2.00000,9690.00000,-31.00000,6790.00000,13931.00000
2020-12-31,1158.00000,1520.00000,223.00000,157.00000,,3058.00000,1627.00000,521.00000,8040.00000,176.00000,10968.00000,14026.00000,1776.00000,4013.00000,847.00000,5441.00000,7217.00000,2.00000,9303.00000,-21.00000,6809.00000,14026.00000
2020-09-30,1605.00000,1421.00000,205.00000,117.00000,,3348.00000,1544.00000,480.00000,8072.00000,164.00000,10795.00000,14143.00000,2389.00000,4018.00000,782.00000,5308.00000,7697.00000,2.00000,8800.00000,-42.00000,6446.00000,14143.00000
2020-06-30,988.00000,1126.00000,154.00000,112.00000,,2380.00000,1505.00000,495.00000,7930.00000,158.00000,10610.00000,12990.00000,1843.00000,4020.00000,753.00000,5266.00000,7109.00000,2.00000,8307.00000,-55.00000,5881.00000,12990.00000
2020-03-31,342.00000,972.00000,126.00000,120.00000,,1560.00000,1461.00000,496.00000,7832.00000,188.00000,10489.00000,12049.00000,1129.00000,4033.00000,699.00000,5217.00000,6346.00000,2.00000,8197.00000,-58.00000,5703.00000,12049.00000
2019-12-31,1192.00000,1063.00000,123.00000,112.00000,,2490.00000,1453.00000,482.00000,7740.00000,160.00000,10353.00000,12843.00000,1990.00000,3966.00000,711.00000,5166.00000,7156.00000,2.00000,8174.00000,-39.00000,5687.00000,12843.00000
2019-09-30,434.00000,1117.00000,112.00000,116.00000,,1779.00000,1351.00000,474.00000,7755.00000,152.00000,10240.00000,12019.00000,2011.00000,3188.00000,685.00000,4354.00000,6365.00000,2.00000,7992.00000,-55.00000,5654.00000,12019.00000
2019-06-30,273.00000,1088.00000,105.00000,100.00000,,1566.00000,1307.00000,458.00000,7777.00000,141.00000,10194.00000,11760.00000,1904.00000,3169.00000,689.00000,4347.00000,6251.00000,2.00000,7849.00000,-58.00000,5509.00000,11760.00000
2019-03-31,464.00000,1079.00000,98.00000,137.00000,,1778.00000,1277.00000,454.00000,7805.00000,126.00000,10159.00000,11937.00000,2282.00000,3131.00000,713.00000,4314.00000,6596.00000,2.00000,7694.00000,-55.00000,5341.00000,11937.00000
2018-12-31,135.00000,1012.00000,99.00000,144.00000,,1390.00000,1288.00000,436.00000,7770.00000,119.00000,9613.00000,11003.00000,1485.00000,3429.00000,745.00000,4251.00000,5736.00000,2.00000,7602.00000,-59.00000,5267.00000,11003.00000
2018-09-30,263.00000,1097.00000,95.00000,148.00000,,1603.00000,1194.00000,456.00000,7615.00000,118.00000,9383.00000,10986.00000,1389.00000,3394.00000,761.00000,4232.00000,5621.00000,2.00000,7546.00000,-58.00000,5365.00000,10986.00000
2018-06-30,132.00000,1055.00000,91.00000,137.00000,,1415.00000,1168.00000,456.00000,7580.00000,128.00000,9332.00000,10747.00000,1262.00000,3408.00000,738.00000,4222.00000,5484.00000,2.00000,7401.00000,-57.00000,5263.00000,10747.00000
2018-03-31,124.00000,1026.00000,94.00000,127.00000,,1371.00000,1156.00000,474.00000,7566.00000,128.00000,9324.00000,10695.00000,1117.00000,3718.00000,717.00000,4512.00000,5629.00000,2.00000,7249.00000,-41.00000,5066.00000,10695.00000
2017-12-31,137.00000,924.00000,95.00000,150.00000,,1306.00000,1145.00000,462.00000,7454.00000,136.00000,9197.00000,10503.00000,1057.00000,3748.00000,663.00000,4491.00000,5548.00000,2.00000,7138.00000,-48.00000,4955.00000,10503.00000
2017-09-30,350.00000,960.00000,100.00000,134.00000,,1544.00000,1097.00000,459.00000,7193.00000,146.00000,8895.00000,10439.00000,1052.00000,3759.00000,722.00000,4559.00000,5611.00000,2.00000,6946.00000,-48.00000,4828.00000,10439.00000
2017-06-30,314.00000,947.00000,83.00000,156.00000,,1500.00000,1045.00000,451.00000,7029.00000,146.00000,8671.00000,10171.00000,917.00000,3732.00000,709.00000,4521.00000,5438.00000,2.00000,6847.00000,-60.00000,4733.00000,10171.00000
2017-03-31,367.00000,960.00000,77.00000,154.00000,,1558.00000,1027.00000,443.00000,6934.00000,147.00000,8551.00000,10109.00000,985.00000,3725.00000,658.00000,4461.00000,5446.00000,2.00000,6715.00000,-68.00000,4663.00000,10109.00000
2016-12-31,359.00000,926.00000,82.00000,155.00000,9.00000,1531.00000,1029.00000,443.00000,6949.00000,148.00000,8569.00000,10100.00000,981.00000,3728.00000,654.00000,4459.00000,5440.00000,2.00000,6613.00000,-72.00000,4660.00000,10100.00000
2016-09-30,406.00000,966.00000,82.00000,179.00000,9.00000,1642.00000,952.00000,452.00000,6972.00000,155.00000,8531.00000,10173.00000,1046.00000,3815.00000,542.00000,4433.00000,5479.00000,2.00000,6520.00000,-61.00000,4694.00000,10173.00000
2016-06-30,283.00000,975.00000,80.00000,163.00000,9.00000,1510.00000,937.00000,453.00000,6986.00000,223.00000,8599.00000,10109.00000,1111.00000,3835.00000,520.00000,4429.00000,5540.00000,2.00000,6384.00000,-56.00000,4569.00000,10109.00000
2016-03-31,128.00000,952.00000,82.00000,138.00000,193.00000,1493.00000,925.00000,471.00000,7004.00000,204.00000,8604.00000,10097.00000,1090.00000,3740.00000,529.00000,4341.00000,5431.00000,2.00000,6244.00000,-40.00000,4666.00000,10097.00000
2015-12-31,133.00000,901.00000,84.00000,207.00000,176.00000,1501.00000,925.00000,473.00000,6889.00000,174.00000,8461.00000,9962.00000,1173.00000,3492.00000,514.00000,4076.00000,5249.00000,2.00000,6199.00000,-38.00000,4713.00000,9962.00000
2015-09-30,123.00000,914.00000,86.00000,194.00000,166.00000,1648.00000,886.00000,478.00000,6899.00000,163.00000,8426.00000,10074.00000,1133.00000,3571.00000,680.00000,4320.00000,5453.00000,2.00000,6066.00000,-31.00000,4621.00000,10074.00000
2015-06-30,150.00000,937.00000,109.00000,173.00000,,1530.00000,906.00000,,7009.00000,275.00000,8190.00000,9720.00000,1242.00000,3568.00000,566.00000,4134.00000,5376.00000,2.00000,5793.00000,-25.00000,4344.00000,9720.00000
