,cash-on-hand,receivables-total,inventory,other-current-assets,total-current-assets,net-property-plant-equipment,long-term-investments,goodwill-intangible-assets-total,other-long-term-assets,total-long-term-assets,total-assets,total-current-liabilities,long-term-debt,other-non-current-liabilities,total-long-term-liabilities,total-liabilities,common-stock-net,retained-earnings-accumulated-deficit,comprehensive-income,total-share-holder-equity,total-liabilities-share-holders-equity
2022-09-30,702.80000,1899.80000,3781.20000,515.90000,6899.70000,12462.50000,831.70000,1106.30000,1384.10000,16537.90000,23437.60000,5130.30000,3329.30000,2233.60000,6572.00000,11702.30000,3.40000,13858.00000,-2280.80000,11735.30000,23437.60000
2022-06-30,839.10000,2251.90000,3640.90000,566.80000,7298.70000,12569.40000,756.80000,1162.10000,1380.40000,16686.90000,23985.60000,5632.00000,3351.90000,2017.10000,6444.60000,12076.60000,3.50000,13634.90000,-1887.10000,11909.00000,23985.60000
2022-03-31,881.90000,1530.10000,3326.50000,486.90000,6225.40000,12837.60000,727.20000,1196.40000,1423.90000,17197.70000,23423.10000,5051.70000,3377.60000,2132.30000,6580.60000,11632.30000,3.60000,13196.50000,-1618.30000,11790.80000,23423.10000
2021-12-31,769.50000,1531.90000,2741.40000,282.50000,5325.30000,12475.30000,691.80000,1172.20000,1374.70000,16711.10000,22036.40000,4787.40000,3382.20000,2102.10000,6500.50000,11287.90000,3.70000,12014.20000,-1891.80000,10748.50000,22036.40000
2021-09-30,842.80000,1081.50000,2273.60000,401.20000,4599.10000,12269.20000,671.10000,1171.70000,1367.30000,16482.40000,21081.50000,3494.50000,3947.70000,2009.70000,7005.80000,10500.30000,3.80000,11419.10000,-1868.50000,10581.20000,21081.50000
2021-06-30,1417.60000,930.50000,2194.40000,445.10000,4987.60000,12062.80000,668.70000,1201.30000,1383.70000,16485.90000,21473.50000,4137.90000,3967.90000,1778.60000,6820.00000,10957.90000,3.80000,11075.90000,-1624.30000,10515.60000,21473.50000
2021-03-31,692.00000,851.60000,1860.70000,323.00000,3727.30000,11798.90000,673.90000,1180.00000,1346.80000,16174.80000,19902.10000,3355.00000,3970.80000,1707.20000,6750.10000,10105.10000,3.80000,10667.70000,-1923.50000,9797.00000,19902.10000
2020-12-31,574.00000,881.10000,1739.20000,326.90000,3521.20000,11854.30000,673.10000,1173.00000,1388.80000,16268.60000,19789.80000,3146.50000,4073.80000,1753.50000,6888.10000,10034.60000,3.80000,10511.00000,-1806.20000,9755.20000,19789.80000
2020-09-30,923.00000,794.60000,1681.30000,349.90000,3748.80000,11318.20000,683.50000,1125.00000,1319.10000,15102.80000,18851.60000,2865.70000,4519.50000,1731.70000,7281.70000,10147.40000,3.80000,9721.60000,-2053.80000,8704.20000,18851.60000
2020-06-30,1073.30000,689.60000,1954.00000,338.70000,4055.60000,11153.30000,713.80000,1107.60000,1325.80000,14965.00000,19020.60000,3112.90000,4527.90000,1661.40000,7244.00000,10356.90000,3.80000,9747.00000,-2113.20000,8663.70000,19020.60000
