,cash-on-hand,receivables-total,pre-paid-expenses,other-current-assets,total-current-assets,net-property-plant-equipment,goodwill-intangible-assets-total,other-long-term-assets,total-long-term-assets,total-assets,total-current-liabilities,long-term-debt,other-non-current-liabilities,total-long-term-liabilities,total-liabilities,common-stock-net,retained-earnings-accumulated-deficit,comprehensive-income,total-share-holder-equity,total-liabilities-share-holders-equity
2012-09-30,1469.24600,35.07500,26.96300,25.59600,1556.88000,2052.06900,2100.61400,305.29600,4526.41100,6083.29100,688.75000,4776.43900,165.76000,4954.00700,5642.75700,1.21800,-2409.68700,1.93400,440.53400,6083.29100
2012-06-30,108.66500,26.24900,25.15000,143.10000,303.16400,2066.76500,2121.38900,261.77400,4490.49600,4793.66000,1050.83200,3091.38200,159.18900,3262.63300,4313.46500,1.21500,-2357.24200,0.24800,480.19500,4793.66000
2012-03-31,548.77910,23.91600,14.93200,16.99300,604.62000,1575.26200,1644.43400,222.64900,3482.00900,4086.62900,113.93300,3565.22600,135.85400,3713.12400,3827.05700,1.16000,-2303.77000,1.22700,259.57200,4086.62900
2011-12-31,75.35500,22.10000,14.24600,17.65500,129.35600,1583.39300,1639.78400,211.80200,3477.04300,3606.39900,126.88100,3349.48500,129.28200,3490.83100,3617.71200,1.09700,-2281.13900,0.48500,-11.31300,3606.39900
2011-09-30,209.31800,17.84200,16.60800,16.78500,260.55300,1560.82900,1550.00300,193.32300,3348.58500,3609.13800,132.89400,3334.20100,123.59200,3469.94500,3602.83900,1.09400,-2252.05700,-0.61700,6.29900,3609.13800
2011-06-30,304.53400,18.27200,14.63900,15.36200,352.80700,1553.94200,1551.42800,188.08100,3340.20200,3693.00900,129.23100,3319.36200,119.21100,3450.85700,3580.08800,1.11400,-2143.77400,2.42400,112.92100,3693.00900
2011-03-31,127.54500,19.34700,10.60300,15.89200,173.38700,1538.29300,1530.59900,181.09700,3292.87100,3466.25800,120.24700,3004.99900,115.55900,3132.93300,3253.18000,1.13300,-2038.93900,2.35900,213.07800,3466.25800
2010-12-31,97.72600,18.78400,12.44200,17.77500,146.72700,1534.31800,1500.01200,174.00800,3253.44800,3400.17500,130.58400,2827.45000,112.00800,2952.48100,3083.06500,1.14800,-1929.67000,2.17500,317.11000,3400.17500
2010-09-30,230.91400,19.00700,13.02300,15.23100,278.17500,1498.16500,1437.61500,162.75000,3145.76100,3423.93600,155.15300,2792.44300,104.41300,2896.85600,3052.00900,1.14900,-1880.16700,1.73500,371.92700,3423.93600
2010-06-30,260.24500,17.06500,11.98700,13.80200,303.09900,1490.54200,1433.11000,157.72000,3130.59000,3433.68900,156.81700,2777.83900,101.20900,2879.04800,3035.86500,1.14600,-1845.67900,1.30500,397.82400,3433.68900
2010-03-31,148.93400,14.82500,9.77800,10.97700,184.51400,1472.66800,1420.54700,152.56600,3086.12700,3270.64100,139.23800,2472.23500,96.86100,2569.09600,2708.33400,1.17100,-1673.60600,-1.80500,562.30700,3270.64100
2009-12-31,196.95400,19.64400,9.84800,10.39200,236.83800,1496.93800,1435.59100,106.37700,3076.80800,3313.64600,158.72500,2460.40200,94.57000,2554.97200,2713.69700,1.17100,-1627.60200,-2.80300,599.94900,3313.64600
2009-09-30,318.70900,15.63000,10.22600,10.18100,354.74600,1469.06700,1385.20000,102.73500,2996.85700,3351.60300,114.25400,2508.41900,90.98000,2599.39900,2713.65300,1.16700,-1582.37200,-3.77700,637.95000,3351.60300
2009-06-30,214.76100,13.64200,8.80800,9.71200,246.92300,1478.30800,1399.96700,99.24000,3008.58800,3255.51100,96.97100,2383.58700,87.82600,2471.41300,2568.38400,1.16600,-1532.26300,-1.94500,687.12700,3255.51100
2009-03-31,126.51600,14.08000,8.93900,11.20000,160.73500,1482.95300,1405.38900,96.35600,3011.28500,3172.02000,91.80300,2348.06900,81.99900,2430.06800,2521.87100,1.18700,-1452.92100,-1.79900,650.14900,3172.02000
