,cash-on-hand,receivables-total,inventory,other-current-assets,total-current-assets,net-property-plant-equipment,other-long-term-assets,total-long-term-assets,total-assets,total-current-liabilities,long-term-debt,other-non-current-liabilities,total-long-term-liabilities,total-liabilities,common-stock-net,retained-earnings-accumulated-deficit,comprehensive-income,total-share-holder-equity,total-liabilities-share-holders-equity
2018-11-30,7953.00000,1795.00000,12205.00000,1001.00000,22954.00000,19879.00000,981.00000,20860.00000,43814.00000,22473.00000,6480.00000,1382.00000,7862.00000,30335.00000,4.00000,8387.00000,-1331.00000,13479.00000,43814.00000
2018-08-31,7259.00000,1669.00000,11040.00000,321.00000,20289.00000,19681.00000,860.00000,20541.00000,40830.00000,19926.00000,6487.00000,1314.00000,7801.00000,27727.00000,4.00000,7887.00000,-1199.00000,13103.00000,40830.00000
2018-05-31,7044.00000,1593.00000,10626.00000,430.00000,19693.00000,19178.00000,734.00000,19912.00000,39605.00000,19411.00000,6492.00000,1255.00000,7747.00000,27158.00000,4.00000,7176.00000,-1038.00000,12447.00000,39605.00000
2018-02-28,5830.00000,2001.00000,10671.00000,397.00000,18899.00000,19049.00000,755.00000,19804.00000,38703.00000,18913.00000,6505.00000,1232.00000,7737.00000,26650.00000,4.00000,6727.00000,-897.00000,12053.00000,38703.00000
2017-11-30,6885.00000,1559.00000,11213.00000,240.00000,19897.00000,18682.00000,799.00000,19481.00000,39378.00000,20360.00000,6478.00000,1184.00000,7662.00000,28022.00000,4.00000,6300.00000,-1037.00000,11356.00000,39378.00000
2017-08-31,5779.00000,1432.00000,9834.00000,272.00000,17317.00000,18161.00000,869.00000,19030.00000,36347.00000,17495.00000,6573.00000,1200.00000,7773.00000,25268.00000,4.00000,5988.00000,-1014.00000,11079.00000,36347.00000
2017-05-31,5725.00000,1462.00000,9736.00000,333.00000,17256.00000,17535.00000,840.00000,18375.00000,35631.00000,21394.00000,2821.00000,1231.00000,4052.00000,25446.00000,2.00000,5508.00000,-1321.00000,10185.00000,35631.00000
2017-02-28,5965.00000,1597.00000,9530.00000,368.00000,17460.00000,17342.00000,828.00000,18170.00000,35630.00000,18860.00000,2815.00000,1243.00000,4058.00000,22918.00000,2.00000,8140.00000,-1333.00000,12712.00000,35630.00000
2016-11-30,6116.00000,1498.00000,10721.00000,235.00000,18570.00000,17156.00000,806.00000,17962.00000,36532.00000,19161.00000,3933.00000,1207.00000,5140.00000,24301.00000,2.00000,7882.00000,-1439.00000,12231.00000,36532.00000
2016-08-31,4729.00000,1252.00000,8969.00000,268.00000,15218.00000,17043.00000,902.00000,17945.00000,33163.00000,15575.00000,4061.00000,1195.00000,5256.00000,20831.00000,2.00000,7686.00000,-1099.00000,12332.00000,33163.00000
2016-05-31,6021.00000,1300.00000,8927.00000,294.00000,16542.00000,16491.00000,840.00000,17331.00000,33873.00000,16999.00000,3921.00000,1205.00000,5126.00000,22125.00000,2.00000,7225.00000,-1126.00000,11748.00000,33873.00000
2016-02-29,4855.00000,1453.00000,8908.00000,313.00000,15529.00000,16065.00000,794.00000,16859.00000,32388.00000,15433.00000,4886.00000,835.00000,5721.00000,21154.00000,2.00000,7001.00000,-1344.00000,11234.00000,32388.00000
2015-11-30,6283.00000,1359.00000,10382.00000,,18858.00000,15867.00000,726.00000,16593.00000,35451.00000,18293.00000,4845.00000,,6078.00000,24371.00000,2.00000,6704.00000,-1105.00000,11080.00000,35451.00000
2015-08-31,6419.00000,1224.00000,8908.00000,228.00000,16779.00000,15401.00000,837.00000,16238.00000,33017.00000,16539.00000,4852.00000,783.00000,5635.00000,22174.00000,2.00000,6518.00000,-1121.00000,10843.00000,33017.00000
2015-05-31,6805.00000,1195.00000,8869.00000,,17634.00000,15083.00000,774.00000,15857.00000,33491.00000,16736.00000,4826.00000,,5941.00000,22677.00000,2.00000,6164.00000,-726.00000,10814.00000,33491.00000
2015-02-28,7453.00000,1287.00000,8558.00000,,18058.00000,14872.00000,670.00000,15542.00000,33600.00000,18249.00000,3830.00000,,4926.00000,23175.00000,2.00000,5937.00000,-797.00000,10425.00000,33600.00000
2014-11-30,7619.00000,1248.00000,9644.00000,,19156.00000,14798.00000,659.00000,15457.00000,34613.00000,16019.00000,5034.00000,,6024.00000,22043.00000,2.00000,7782.00000,-388.00000,12570.00000,34613.00000
2014-08-31,7315.00000,1148.00000,8456.00000,,17588.00000,14830.00000,606.00000,15436.00000,33024.00000,14412.00000,5093.00000,,6097.00000,20509.00000,2.00000,7458.00000,-76.00000,12515.00000,33024.00000
2014-05-31,7275.00000,1115.00000,8483.00000,,17533.00000,14583.00000,585.00000,15168.00000,32701.00000,14687.00000,4985.00000,,5993.00000,20680.00000,2.00000,7051.00000,-69.00000,12021.00000,32701.00000
2014-02-28,6482.00000,1244.00000,8267.00000,,16634.00000,14348.00000,584.00000,14932.00000,31566.00000,13884.00000,4985.00000,,5973.00000,19857.00000,2.00000,6899.00000,-157.00000,11709.00000,31566.00000
2013-11-30,6439.00000,1145.00000,9337.00000,,17473.00000,14254.00000,592.00000,14846.00000,32319.00000,14933.00000,4987.00000,,5977.00000,20910.00000,2.00000,6571.00000,-41.00000,11409.00000,32319.00000
2013-08-31,6124.00000,1201.00000,7894.00000,,15840.00000,13881.00000,562.00000,14443.00000,30283.00000,13257.00000,4998.00000,,6014.00000,19271.00000,2.00000,6283.00000,-122.00000,11012.00000,30283.00000
2013-05-31,6510.00000,1134.00000,7635.00000,,15863.00000,13546.00000,597.00000,14143.00000,30006.00000,13509.00000,4887.00000,,5850.00000,19359.00000,2.00000,5802.00000,81.00000,10647.00000,30006.00000
2013-02-28,5651.00000,1300.00000,7582.00000,,15110.00000,13386.00000,593.00000,13979.00000,29089.00000,13045.00000,4806.00000,,5761.00000,18806.00000,2.00000,5478.00000,111.00000,10283.00000,29089.00000
2012-11-30,5576.00000,1175.00000,8152.00000,,15405.00000,13251.00000,667.00000,13918.00000,29323.00000,14135.00000,1366.00000,,2356.00000,16491.00000,2.00000,8099.00000,173.00000,12832.00000,29323.00000
2012-08-31,4854.00000,1026.00000,7096.00000,,13526.00000,12961.00000,653.00000,13614.00000,27140.00000,12260.00000,1381.00000,,2362.00000,14622.00000,2.00000,7834.00000,156.00000,12518.00000,27140.00000
2012-05-31,5976.00000,1018.00000,7044.00000,,14591.00000,12596.00000,649.00000,13245.00000,27836.00000,12366.00000,1373.00000,,2287.00000,14653.00000,2.00000,7611.00000,319.00000,13183.00000,27836.00000
2012-02-29,5785.00000,1092.00000,6934.00000,,14360.00000,12519.00000,632.00000,13151.00000,27511.00000,12409.00000,1380.00000,,2283.00000,14692.00000,2.00000,7339.00000,306.00000,12819.00000,27511.00000
2011-11-30,5915.00000,982.00000,7618.00000,,14993.00000,12381.00000,630.00000,13011.00000,28004.00000,13311.00000,1330.00000,,2246.00000,15557.00000,2.00000,7175.00000,205.00000,12447.00000,28004.00000
2011-08-31,5613.00000,965.00000,6638.00000,,13706.00000,12432.00000,623.00000,13055.00000,26761.00000,12050.00000,1253.00000,,2138.00000,14188.00000,2.00000,7111.00000,373.00000,12573.00000,26761.00000
2011-05-31,6215.00000,948.00000,6396.00000,,14069.00000,12300.00000,605.00000,12905.00000,26974.00000,12494.00000,1247.00000,,1939.00000,14433.00000,2.00000,6994.00000,484.00000,12541.00000,26974.00000
2011-02-28,5379.00000,1116.00000,6127.00000,,13138.00000,12102.00000,476.00000,12578.00000,25716.00000,10746.00000,2144.00000,,2846.00000,13592.00000,2.00000,6863.00000,340.00000,12124.00000,25716.00000
2010-11-30,5284.00000,985.00000,6852.00000,,13558.00000,12019.00000,466.00000,12485.00000,26043.00000,11502.00000,2143.00000,,2834.00000,14336.00000,2.00000,6685.00000,270.00000,11707.00000,26043.00000
2010-08-31,4749.00000,884.00000,5638.00000,,11708.00000,11314.00000,793.00000,12107.00000,23815.00000,10063.00000,2141.00000,,2822.00000,12885.00000,2.00000,6590.00000,122.00000,10930.00000,23815.00000
2010-05-31,5267.00000,818.00000,5546.00000,,12057.00000,11058.00000,784.00000,11842.00000,23899.00000,10189.00000,2132.00000,,2738.00000,12927.00000,2.00000,6614.00000,151.00000,10972.00000,23899.00000
2010-02-28,4719.00000,951.00000,5365.00000,,11501.00000,11105.00000,760.00000,11865.00000,23366.00000,9865.00000,2134.00000,,2758.00000,12623.00000,2.00000,6495.00000,145.00000,10743.00000,23366.00000
2009-11-30,4189.00000,849.00000,6223.00000,,11627.00000,11115.00000,736.00000,11851.00000,23478.00000,10285.00000,2135.00000,,2762.00000,13047.00000,2.00000,6288.00000,150.00000,10431.00000,23478.00000
2009-08-31,3727.00000,834.00000,5405.00000,,10337.00000,10900.00000,742.00000,11642.00000,21979.00000,9281.00000,2130.00000,,2594.00000,11875.00000,2.00000,6101.00000,110.00000,10104.00000,21979.00000
2009-05-31,3668.00000,747.00000,5277.00000,,10087.00000,10498.00000,719.00000,11217.00000,21304.00000,9259.00000,2145.00000,,2572.00000,11831.00000,2.00000,5806.00000,-57.00000,9473.00000,21304.00000
2009-02-28,3282.00000,880.00000,4995.00000,,9691.00000,10354.00000,692.00000,11046.00000,20737.00000,8998.00000,2198.00000,,2618.00000,11616.00000,2.00000,5676.00000,-218.00000,9121.00000,20737.00000
