,cash-on-hand,receivables-total,inventory,other-current-assets,total-current-assets,net-property-plant-equipment,long-term-investments,goodwill-intangible-assets-total,other-long-term-assets,total-long-term-assets,total-assets,total-current-liabilities,long-term-debt,other-non-current-liabilities,total-long-term-liabilities,total-liabilities,common-stock-net,retained-earnings-accumulated-deficit,comprehensive-income,other-share-holders-equity,total-share-holder-equity,total-liabilities-share-holders-equity
2022-12-31,3315.00000,5701.00000,6811.00000,968.00000,16795.00000,4254.00000,102.00000,19301.00000,1687.00000,25823.00000,42618.00000,10744.00000,1283.00000,1676.00000,6333.00000,17077.00000,7.00000,250.00000,-2806.00000,,25541.00000,42618.00000
2022-09-30,2318.00000,6273.00000,5415.00000,1039.00000,15045.00000,4185.00000,91.00000,19252.00000,1671.00000,25606.00000,40651.00000,8918.00000,1277.00000,1621.00000,6649.00000,15567.00000,7.00000,614.00000,-3592.00000,,25084.00000,40651.00000
2022-06-30,2655.00000,6947.00000,4184.00000,978.00000,14764.00000,4300.00000,93.00000,19660.00000,1640.00000,26142.00000,40906.00000,7856.00000,1283.00000,1693.00000,6979.00000,14835.00000,7.00000,1252.00000,-3223.00000,,26071.00000,40906.00000
2022-03-31,2321.00000,7275.00000,4986.00000,1296.00000,15878.00000,4333.00000,91.00000,19974.00000,1886.00000,26755.00000,42633.00000,9653.00000,1154.00000,1704.00000,7044.00000,16697.00000,7.00000,750.00000,-2821.00000,,25936.00000,42633.00000
2021-12-31,4545.00000,4811.00000,5180.00000,1010.00000,15546.00000,4329.00000,76.00000,20151.00000,1804.00000,26798.00000,42344.00000,9558.00000,1100.00000,1719.00000,7163.00000,16721.00000,7.00000,524.00000,-2898.00000,,25623.00000,42344.00000
2021-09-30,2882.00000,5818.00000,4417.00000,1029.00000,14146.00000,4310.00000,67.00000,20355.00000,1796.00000,26976.00000,41122.00000,7805.00000,1101.00000,1724.00000,8338.00000,16143.00000,7.00000,666.00000,-3645.00000,,24979.00000,41122.00000
2021-06-30,2900.00000,6792.00000,3541.00000,1052.00000,14285.00000,4341.00000,68.00000,20620.00000,1740.00000,27211.00000,41496.00000,7252.00000,1101.00000,1816.00000,8619.00000,15871.00000,7.00000,941.00000,-3245.00000,,25625.00000,41496.00000
2021-03-31,2518.00000,6792.00000,4321.00000,1405.00000,15036.00000,4299.00000,64.00000,20730.00000,1987.00000,27513.00000,42549.00000,8999.00000,1102.00000,1814.00000,8772.00000,17771.00000,7.00000,268.00000,-3367.00000,,24778.00000,42549.00000
2020-12-31,3795.00000,4926.00000,4882.00000,1165.00000,14768.00000,4396.00000,66.00000,21016.00000,1939.00000,27881.00000,42649.00000,8548.00000,1102.00000,1867.00000,9038.00000,17586.00000,7.00000,,-2890.00000,,25063.00000,42649.00000
2020-09-30,2920.00000,5627.00000,4374.00000,1167.00000,14088.00000,4273.00000,62.00000,21024.00000,1954.00000,27602.00000,41690.00000,7734.00000,1102.00000,1864.00000,9610.00000,17344.00000,7.00000,,-3796.00000,,24346.00000,41690.00000
2020-06-30,2869.00000,6772.00000,3589.00000,1192.00000,14422.00000,4293.00000,62.00000,21139.00000,1974.00000,27758.00000,42180.00000,7529.00000,1102.00000,1957.00000,9850.00000,17379.00000,7.00000,508.00000,-3845.00000,,24801.00000,42180.00000
2020-03-31,1973.00000,6775.00000,4401.00000,1530.00000,14679.00000,4358.00000,64.00000,21268.00000,2336.00000,28299.00000,42978.00000,9199.00000,614.00000,1989.00000,9700.00000,18899.00000,7.00000,-155.00000,-3933.00000,,24079.00000,42978.00000
2019-12-31,1769.00000,5528.00000,5032.00000,1190.00000,13519.00000,4546.00000,66.00000,21653.00000,2326.00000,28878.00000,42397.00000,8238.00000,115.00000,2192.00000,9604.00000,17842.00000,7.00000,-425.00000,-3270.00000,,24555.00000,42397.00000
2019-09-30,2097.00000,6574.00000,4403.00000,1043.00000,14117.00000,4503.00000,70.00000,21835.00000,2440.00000,29118.00000,43235.00000,8993.00000,116.00000,2132.00000,8981.00000,17974.00000,7.00000,-397.00000,-2667.00000,,25261.00000,43235.00000
2019-06-30,2083.00000,7434.00000,3918.00000,1010.00000,14445.00000,4543.00000,64.00000,22081.00000,2464.00000,29477.00000,43922.00000,8614.00000,117.00000,2156.00000,9241.00000,17855.00000,7.00000,97.00000,-2375.00000,,26067.00000,43922.00000
2019-03-31,,,,,,,,0.00000,,,0.00000,,,,,0.00000,0.00000,,,0.00000,0.00000,0.00000
2018-12-31,2275.00000,5260.00000,5310.00000,10127.00000,22972.00000,7340.00000,138.00000,22248.00000,58477.00000,88507.00000,108683.00000,13310.00000,5784.00000,12956.00000,20220.00000,33530.00000,0.00000,,,75153.00000,75153.00000,108683.00000
2018-09-30,1799.00000,6547.00000,4898.00000,10096.00000,23340.00000,7078.00000,144.00000,22341.00000,59073.00000,89002.00000,109648.00000,13242.00000,10215.00000,12598.00000,24407.00000,37649.00000,0.00000,,,71999.00000,71999.00000,109648.00000
2018-06-30,2745.00000,7331.00000,4362.00000,10203.00000,24641.00000,7061.00000,195.00000,26930.00000,59481.00000,94086.00000,116129.00000,13049.00000,9736.00000,14254.00000,25377.00000,38426.00000,0.00000,,,77703.00000,77703.00000,116129.00000
2017-12-31,,,,,,,,0.00000,,,0.00000,,,,,0.00000,0.00000,,,0.00000,0.00000,0.00000
