,cash-on-hand,receivables-total,pre-paid-expenses,other-current-assets,total-current-assets,net-property-plant-equipment,long-term-investments,goodwill-intangible-assets-total,other-long-term-assets,total-long-term-assets,total-assets,total-current-liabilities,long-term-debt,other-non-current-liabilities,total-long-term-liabilities,total-liabilities,common-stock-net,retained-earnings-accumulated-deficit,comprehensive-income,total-share-holder-equity,total-liabilities-share-holders-equity
2013-12-31,78.87600,116.29100,13.52200,0.78700,217.23500,64.84400,,159.99700,1.82400,227.25300,444.48800,192.11000,,,6.05900,198.16900,0.48100,202.21000,-0.04600,246.31900,444.48800
2013-09-30,52.12100,90.50300,12.10700,4.52200,164.76500,63.14500,2.07800,161.63900,0.69000,228.65000,393.41500,181.64600,,,4.14100,185.78700,0.48100,191.69800,-0.20900,207.62800,393.41500
2013-06-30,3.06800,121.25600,11.81100,4.90500,146.55200,55.37800,2.10300,163.30000,0.79500,222.37600,368.92800,183.26200,,,5.51100,188.77300,0.48100,180.64900,-0.20900,180.15500,368.92800
2013-03-31,4.49500,76.22000,10.25500,1.03500,97.54900,48.17000,2.01200,165.04200,0.98000,217.82500,315.37400,149.81300,,,5.36300,155.17600,0.48100,171.60200,-0.26800,160.19800,315.37400
2012-12-31,6.40600,99.61800,9.00000,1.07400,122.05300,45.38100,2.03700,166.81100,1.19700,216.61300,338.66600,169.73500,18.00000,,23.63200,193.36700,0.48100,163.10900,-0.26800,145.29900,338.66600
2012-09-30,0.10300,78.21800,8.17100,2.52100,94.06400,43.01700,2.02900,155.06900,1.23400,202.03000,296.09400,144.65400,28.00000,,33.43100,178.08500,0.48100,153.73300,-0.27300,118.00900,296.09400
2012-06-30,0.36200,100.46000,8.15900,3.18400,117.26000,42.50000,1.90300,156.74000,1.46700,203.18600,320.44600,150.01200,65.70000,,70.82700,220.83900,0.48100,142.90100,-0.35500,99.60700,320.44600
2012-03-31,9.93200,58.88800,8.36100,1.40300,83.67900,40.72100,1.95300,148.52500,1.48500,194.08400,277.76300,129.02200,56.00000,,60.99400,190.01600,0.48100,135.79600,-0.35500,87.74700,277.76300
2011-12-31,1.35100,90.01200,8.34800,2.28600,107.09200,40.91500,1.95300,141.72200,1.61400,188.29900,295.39100,151.64000,60.70000,,65.64100,217.28100,0.48100,130.11500,-0.35500,78.11000,295.39100
2011-09-30,5.28000,75.45600,8.00800,2.48300,94.33300,40.78000,2.10100,121.64300,1.66700,167.40300,261.73600,133.05200,58.00000,,63.97200,197.02400,0.48100,121.41600,-0.27500,64.71200,261.73600
2011-06-30,1.43700,90.48600,8.23800,4.06700,107.33400,40.51100,2.10100,122.78900,1.78800,167.82000,275.15400,133.25200,31.50000,,37.45200,170.70400,0.48100,113.91000,-0.27500,104.45000,275.15400
2011-03-31,2.24800,66.47400,7.91500,1.89600,81.63900,41.38600,2.12600,123.93700,1.91200,170.76400,252.40300,115.59400,22.50000,,28.41100,144.00500,0.48100,108.28600,-0.27500,108.39800,252.40300
2010-12-31,2.13900,81.86000,7.80100,3.54300,98.44900,34.85100,2.12600,125.13800,2.23700,165.58300,264.03200,124.64900,26.50000,,32.41100,157.06000,0.48100,102.55800,-0.27500,106.97200,264.03200
2010-09-30,6.44900,77.13900,7.64200,2.01900,97.36100,35.32100,2.14900,126.46300,2.17900,167.39900,264.76000,141.10700,16.50000,,23.73700,164.84400,0.48100,95.34800,-0.27700,99.91600,264.76000
2010-06-30,6.21700,89.50300,7.47000,3.88600,110.36400,35.69500,2.09400,127.86300,0.20900,166.63500,276.99900,132.38300,,,7.13700,139.52000,0.48100,88.62500,-0.31200,137.47900,276.99900
2010-03-31,9.05100,63.07600,7.81400,1.49300,84.71300,36.19000,2.14500,129.26300,0.23500,168.94200,253.65500,107.64800,,,7.05900,114.70700,0.48100,82.37600,-0.29600,138.94800,253.65500
2009-12-31,15.74600,81.24500,7.92100,1.43700,109.68700,35.75000,1.97600,122.02900,0.21000,160.98300,270.67000,129.25300,,,7.05900,136.31200,0.48100,77.50400,-0.40500,134.35800,270.67000
2009-09-30,7.89500,85.61300,7.76600,1.76700,105.59600,31.96100,2.09700,123.26800,0.22400,158.03300,263.62900,131.08000,,,8.09200,139.17200,0.48100,70.84800,-0.35900,124.45700,263.62900
2009-06-30,9.44900,83.18300,8.81100,2.11300,106.14500,28.45400,2.80000,123.82900,0.22700,155.62100,261.76600,130.95500,,,8.08000,139.03500,0.48100,63.37300,-0.42200,122.73100,261.76600
2009-03-31,7.39300,65.59600,8.59700,1.55100,85.72300,27.87400,3.73300,123.13800,0.24100,155.27800,241.00100,119.27700,,,8.03000,127.30700,0.48100,56.50000,-0.41700,113.69400,241.00100
