,cash-on-hand,receivables-total,pre-paid-expenses,other-current-assets,total-current-assets,net-property-plant-equipment,long-term-investments,goodwill-intangible-assets-total,other-long-term-assets,total-long-term-assets,total-assets,total-current-liabilities,long-term-debt,other-non-current-liabilities,total-long-term-liabilities,total-liabilities,common-stock-net,retained-earnings-accumulated-deficit,comprehensive-income,total-share-holder-equity,total-liabilities-share-holders-equity
2022-09-30,225.28700,569.15910,59.09600,6.60800,860.15000,175.19600,22.62700,3504.54200,50.44300,3815.22300,4675.37300,812.24800,1046.19200,14.19900,1315.82700,2128.07500,0.48100,1406.77700,-0.84600,2547.29800,4675.37300
2022-06-30,287.52800,600.11200,61.93800,7.70900,957.28700,177.90700,26.46400,3525.92900,46.21700,3829.75900,4787.04600,833.85900,1233.08800,8.80700,1494.86000,2328.71900,0.48100,1353.54400,-0.80900,2458.32700,4787.04600
2022-03-31,288.23500,501.20000,63.58600,6.87800,859.89900,177.50800,34.34200,3549.63300,45.31300,3863.90700,4723.80600,766.46000,1292.18200,8.73500,1569.61200,2336.07200,0.48100,1313.59800,-0.74300,2387.73400,4723.80600
2021-12-31,361.47100,539.19600,55.51300,8.15100,964.33100,181.19300,46.35300,3440.65600,45.97100,3767.83000,4732.16100,829.50100,1311.27600,2.89300,1578.62800,2408.12900,0.48100,1273.61400,-0.04600,2324.03200,4732.16100
2021-09-30,283.48300,541.62800,47.54600,5.59900,878.25600,176.74500,64.91600,3464.17100,43.48400,3804.68200,4682.93800,816.22500,1397.87000,3.13200,1665.94000,2482.16500,0.48100,1218.83200,-0.04600,2200.77300,4682.93800
2021-06-30,267.99600,604.56000,52.41300,3.95900,928.92800,177.71200,79.05700,3372.19300,39.13900,3712.07500,4641.00300,765.77900,1519.46500,4.90200,1767.23300,2533.01200,0.48100,1174.66200,-0.04600,2107.99100,4641.00300
2021-03-31,1309.78200,347.89000,38.10600,4.57400,1700.35200,169.29500,112.91000,1172.43300,33.80600,1531.43800,3231.79000,525.35600,591.48300,,645.44100,1170.79700,0.48100,1149.13200,-0.04600,2060.99300,3231.79000
2020-12-31,675.81000,403.91700,30.86400,2.47900,1113.07000,168.00400,82.64000,1169.61700,33.79200,1494.20400,2607.27400,564.27700,,,56.88600,621.16300,0.48100,1112.15600,-0.04600,1986.11100,2607.27400
2020-09-30,574.28000,383.41900,29.74300,3.15700,990.59900,170.83300,75.27800,1182.02700,33.64600,1501.56400,2492.16300,535.04500,,,58.97300,594.01800,0.48100,1058.06200,-0.04600,1898.14500,2492.16300
2020-06-30,403.68800,433.66600,33.34300,3.24500,873.94200,174.96700,101.76400,1194.14300,,1508.65400,2382.59600,494.26200,,,59.00600,553.26800,0.48100,1018.77800,-0.04600,1829.32800,2382.59600
2020-03-31,340.23500,334.80100,33.96400,3.22000,712.22000,175.46000,85.77600,1206.53400,,1507.15600,2219.37600,445.05500,,,61.48900,506.54400,0.48100,964.88600,-0.04600,1712.83200,2219.37600
2019-12-31,272.08100,380.57100,24.71700,2.32800,679.69700,171.86100,42.23500,1219.03100,37.36600,1511.91700,2191.61400,509.09300,,,65.46300,574.55600,0.48100,917.33600,-0.04600,1617.05800,2191.61400
2019-09-30,194.36900,347.98600,24.54400,2.90700,569.80600,169.95000,71.10400,1203.62000,,1485.28300,2055.08900,476.81400,,,58.67800,535.49200,0.48100,870.54600,-0.04600,1519.59700,2055.08900
2019-06-30,42.37100,381.37900,26.88100,2.93900,453.57000,170.15000,71.46200,1213.38900,,1495.86100,1949.43100,453.73200,15.00000,,74.06900,527.80100,0.48100,830.15600,-0.04600,1421.63000,1949.43100
2019-03-31,76.39500,298.98000,23.83900,3.06000,402.27400,164.61700,75.31800,1224.20500,,1507.02800,1909.30200,403.38000,85.00000,,147.17700,550.55700,0.48100,798.15700,-0.04600,1358.74500,1909.30200
2018-12-31,178.58500,303.60900,33.25800,3.40600,518.85800,155.17700,70.33800,1030.57000,,1272.10500,1790.96300,423.90200,,,42.21500,466.11700,0.48100,771.92500,-0.04600,1324.84600,1790.96300
2018-09-30,271.80100,294.80400,32.79000,2.29900,601.69400,156.49800,61.15600,1032.30800,,1262.92800,1864.62200,397.03800,,,45.45800,442.49600,0.48100,740.37300,-0.04600,1422.12600,1864.62200
2018-06-30,152.70600,312.35300,34.98500,1.94400,501.98800,154.46400,57.58000,1033.34000,,1257.77100,1759.75900,373.88200,,,45.58800,419.47000,0.48100,701.44900,-0.04600,1340.28900,1759.75900
2018-03-31,276.47400,223.80200,30.26200,2.09800,532.63600,154.25400,48.38800,878.79600,,1092.98800,1625.62400,319.54900,,,44.86100,364.41000,0.48100,662.28800,-0.04600,1261.21400,1625.62400
2017-12-31,229.08500,257.52700,32.20600,1.99700,520.81500,152.31500,38.51000,887.60400,,1090.53600,1611.35100,371.46200,,,48.15300,419.61500,0.48100,624.46300,-0.04600,1191.73600,1611.35100
2017-09-30,164.51400,209.80600,23.21900,2.18200,399.72100,149.14200,39.80000,900.58800,,1093.39700,1493.11800,359.30900,,,56.03100,415.34000,0.48100,538.02300,-0.04600,1077.77800,1493.11800
2017-06-30,79.78100,246.03700,23.67600,2.78400,352.27800,147.95600,31.34700,904.59500,,1086.23100,1438.50900,359.58200,,,61.32500,420.90700,0.48100,499.76000,-0.04600,1017.60200,1438.50900
2017-03-31,83.78700,163.72300,21.44500,2.62000,271.57500,142.10900,30.90300,908.51700,,1084.10600,1355.68100,322.24500,,,66.59900,388.84400,0.48100,468.18200,-0.04600,966.83700,1355.68100
2016-12-31,56.42400,203.22900,21.03900,2.26800,282.96000,124.26800,30.74100,917.49600,,1074.98500,1357.94500,361.50100,10.00000,,80.91900,442.42000,0.48100,435.87600,-0.04600,915.52500,1357.94500
2016-09-30,47.07800,206.10900,21.38400,2.75600,277.32700,120.96300,27.88100,923.85100,,1075.43900,1352.76600,348.49200,34.00000,,122.01900,470.51100,0.48100,384.23400,-0.04600,882.25500,1352.76600
2016-06-30,63.96900,233.47700,22.97600,3.52900,323.95100,115.88600,29.75200,940.88400,,1089.10100,1413.05200,352.93000,135.00000,,230.81400,583.74400,0.48100,361.97000,-0.04600,829.30800,1413.05200
2016-03-31,53.67300,149.13000,20.98400,1.74900,225.53600,114.29100,33.44200,941.64200,,1092.47300,1318.00900,289.68400,140.00000,,236.33600,526.02000,0.48100,343.09800,-0.04600,791.98900,1318.00900
2015-12-31,46.51000,197.44000,22.33400,1.93100,268.21500,101.11200,35.42200,949.04400,,1088.35500,1356.57000,337.57200,66.00000,,160.14100,497.71300,0.48100,326.01900,-0.04600,858.85700,1356.57000
2015-09-30,247.73800,129.22800,18.04400,6.82100,411.50500,68.09200,15.00000,161.63300,21.08000,266.87700,678.38200,242.47400,,,4.81300,247.28700,0.48100,317.40100,-0.04600,431.09500,678.38200
2015-06-30,204.10300,152.17800,18.97900,10.59000,395.52400,67.90800,15.00000,163.46700,3.74400,250.51000,646.03400,240.74400,,,4.67300,245.41700,0.48100,297.25900,-0.04600,400.61700,646.03400
2015-03-31,194.72100,105.79000,17.35200,0.23800,327.77500,67.30100,,157.25700,15.73800,240.60700,568.38200,197.65400,,,4.34000,201.99400,0.48100,278.42300,-0.04600,366.38800,568.38200
2014-12-31,206.16700,112.67900,17.85100,0.33900,337.03600,65.91000,,158.86400,0.73700,232.77600,569.81200,232.83900,,,,232.83900,0.48100,261.15000,-0.04600,336.97300,569.81200
2014-09-30,157.43100,111.80300,15.56100,0.44600,293.00000,66.69400,,160.37600,0.73900,229.26300,522.26300,221.36100,,,4.91100,226.27200,0.48100,245.83300,-0.04600,295.99100,522.26300
2014-06-30,88.89200,147.94500,15.83800,0.59800,261.03200,67.16000,,156.81500,0.68300,225.78500,486.81700,215.76400,,,4.57400,220.33800,0.48100,228.83300,-0.04600,266.47900,486.81700
2014-03-31,97.14500,86.62400,15.15800,0.93300,207.61900,66.22200,1.28000,158.38700,0.20700,226.62200,434.24100,161.38200,,,6.15500,167.53700,0.48100,214.09300,-0.04600,266.70400,434.24100
