,cash-on-hand,receivables-total,inventory,other-current-assets,total-current-assets,net-property-plant-equipment,long-term-investments,goodwill-intangible-assets-total,other-long-term-assets,total-long-term-assets,total-assets,total-current-liabilities,long-term-debt,other-non-current-liabilities,total-long-term-liabilities,total-liabilities,common-stock-net,retained-earnings-accumulated-deficit,comprehensive-income,total-share-holder-equity,total-liabilities-share-holders-equity
2022-12-31,28338.00000,4133.00000,13224.00000,4712.00000,50407.00000,80860.00000,5912.00000,33609.00000,11315.00000,131696.00000,182103.00000,32155.00000,37684.00000,4980.00000,46662.00000,78817.00000,31580.00000,70405.00000,-562.00000,103286.00000,182103.00000
2022-09-30,22559.00000,7469.00000,12831.00000,6404.00000,49263.00000,75763.00000,5822.00000,33859.00000,10134.00000,125578.00000,174841.00000,27813.00000,37240.00000,5760.00000,47143.00000,74956.00000,30912.00000,71024.00000,-2051.00000,99885.00000,174841.00000
2022-06-30,27044.00000,6063.00000,12174.00000,5307.00000,50588.00000,71660.00000,5929.00000,34014.00000,8227.00000,119830.00000,170418.00000,27218.00000,32548.00000,5178.00000,41982.00000,69200.00000,29858.00000,72985.00000,-1625.00000,101218.00000,170418.00000
2022-03-31,38696.00000,7074.00000,11935.00000,4863.00000,62568.00000,66718.00000,6036.00000,33824.00000,7210.00000,113788.00000,176356.00000,29322.00000,32788.00000,5191.00000,43898.00000,73220.00000,29244.00000,74894.00000,-1002.00000,103136.00000,176356.00000
2021-12-31,29253.00000,9457.00000,10776.00000,9072.00000,58558.00000,63245.00000,6298.00000,34233.00000,6072.00000,109848.00000,168406.00000,27462.00000,33510.00000,5071.00000,45553.00000,73015.00000,28006.00000,68265.00000,-880.00000,95391.00000,168406.00000
2021-09-30,34635.00000,8400.00000,9798.00000,8471.00000,61304.00000,59733.00000,7003.00000,34470.00000,5452.00000,106658.00000,167962.00000,29572.00000,35610.00000,5451.00000,48303.00000,77875.00000,27592.00000,63642.00000,-1147.00000,90087.00000,167962.00000
2021-06-30,24857.00000,7460.00000,8817.00000,8238.00000,49372.00000,58166.00000,6917.00000,34786.00000,5356.00000,105225.00000,154597.00000,24836.00000,31714.00000,5397.00000,44554.00000,69390.00000,26655.00000,59647.00000,-1095.00000,85207.00000,154597.00000
2021-03-31,22397.00000,7208.00000,8487.00000,7681.00000,45773.00000,57330.00000,6813.00000,35379.00000,5327.00000,104849.00000,150622.00000,24151.00000,33237.00000,5412.00000,46664.00000,70815.00000,26272.00000,54638.00000,-1103.00000,79807.00000,150622.00000
2020-12-31,23895.00000,6782.00000,8427.00000,8145.00000,47249.00000,56584.00000,7344.00000,35997.00000,5917.00000,105842.00000,153091.00000,24754.00000,33897.00000,4981.00000,47299.00000,72053.00000,25556.00000,56233.00000,-751.00000,81038.00000,153091.00000
2020-09-30,18253.00000,7140.00000,9273.00000,2119.00000,36785.00000,59205.00000,6399.00000,36836.00000,6036.00000,108476.00000,145261.00000,22112.00000,36059.00000,4730.00000,48595.00000,70707.00000,23335.00000,52159.00000,-940.00000,74554.00000,145261.00000
2020-06-30,25815.00000,7441.00000,8969.00000,2165.00000,44390.00000,58036.00000,6785.00000,37246.00000,6082.00000,108149.00000,152539.00000,22481.00000,36093.00000,4437.00000,48048.00000,70529.00000,25516.00000,57646.00000,-1152.00000,82010.00000,152539.00000
2020-03-31,20803.00000,8455.00000,9246.00000,2997.00000,41501.00000,56770.00000,6823.00000,36705.00000,5911.00000,106209.00000,147710.00000,23895.00000,36455.00000,4328.00000,47461.00000,71356.00000,25251.00000,52644.00000,-1541.00000,76354.00000,147710.00000
2019-12-31,13123.00000,7659.00000,8744.00000,1713.00000,31239.00000,55386.00000,7243.00000,37103.00000,5553.00000,105285.00000,136524.00000,22310.00000,25308.00000,4439.00000,36710.00000,59020.00000,25261.00000,53523.00000,-1280.00000,77504.00000,136524.00000
2019-09-30,12025.00000,6880.00000,8638.00000,2414.00000,29957.00000,53563.00000,8247.00000,35746.00000,6255.00000,103811.00000,133768.00000,25064.00000,23707.00000,4085.00000,34462.00000,59526.00000,25290.00000,49674.00000,-722.00000,74242.00000,133768.00000
2019-06-30,11944.00000,6233.00000,8696.00000,2366.00000,29239.00000,51377.00000,8206.00000,35832.00000,6105.00000,101520.00000,130759.00000,19705.00000,25089.00000,4388.00000,36107.00000,55812.00000,25140.00000,50429.00000,-622.00000,74947.00000,130759.00000
2019-03-31,12033.00000,6957.00000,7765.00000,2305.00000,29060.00000,50040.00000,8719.00000,35978.00000,5661.00000,100398.00000,129458.00000,18911.00000,25737.00000,4847.00000,36886.00000,55797.00000,25346.00000,49128.00000,-813.00000,73661.00000,129458.00000
2018-12-31,11650.00000,6722.00000,7253.00000,3162.00000,28787.00000,48976.00000,9430.00000,36349.00000,4421.00000,99176.00000,127963.00000,16626.00000,25098.00000,5114.00000,36774.00000,53400.00000,25365.00000,50172.00000,-974.00000,74563.00000,127963.00000
2018-09-30,13186.00000,5457.00000,7401.00000,3546.00000,29590.00000,47071.00000,11113.00000,36513.00000,3955.00000,98652.00000,128242.00000,19574.00000,24823.00000,5998.00000,37185.00000,56759.00000,25492.00000,47094.00000,-1103.00000,71483.00000,128242.00000
2018-06-30,12225.00000,4636.00000,7344.00000,3398.00000,27603.00000,45914.00000,12316.00000,36449.00000,3690.00000,98369.00000,125972.00000,17571.00000,24632.00000,6438.00000,38354.00000,55925.00000,25470.00000,45666.00000,-1089.00000,70047.00000,125972.00000
2018-03-31,16197.00000,4879.00000,7146.00000,3408.00000,31630.00000,43735.00000,12916.00000,36701.00000,3614.00000,96966.00000,128596.00000,19961.00000,24770.00000,6362.00000,38470.00000,58431.00000,26430.00000,44418.00000,-683.00000,70165.00000,128596.00000
2017-12-31,14002.00000,5607.00000,6983.00000,2908.00000,29500.00000,41109.00000,12291.00000,37134.00000,3215.00000,93749.00000,123249.00000,17421.00000,25037.00000,4657.00000,36809.00000,54230.00000,26074.00000,42083.00000,862.00000,69019.00000,123249.00000
2017-09-30,17504.00000,5954.00000,6929.00000,2767.00000,33154.00000,39472.00000,9903.00000,37447.00000,7112.00000,93934.00000,127088.00000,20689.00000,27498.00000,5022.00000,35463.00000,56152.00000,26547.00000,42779.00000,1610.00000,70936.00000,127088.00000
2017-06-30,25929.00000,5397.00000,6324.00000,2967.00000,40617.00000,38130.00000,10385.00000,22969.00000,10006.00000,81490.00000,122107.00000,18782.00000,27855.00000,4343.00000,34700.00000,53482.00000,25781.00000,41670.00000,1174.00000,68625.00000,122107.00000
2017-03-31,17295.00000,4921.00000,5801.00000,8041.00000,36058.00000,36911.00000,11980.00000,23256.00000,7443.00000,79590.00000,115648.00000,21305.00000,20678.00000,4536.00000,27499.00000,48804.00000,25890.00000,40091.00000,863.00000,66844.00000,115648.00000
2016-12-31,17099.00000,4690.00000,5553.00000,8166.00000,35508.00000,36171.00000,10896.00000,23593.00000,7159.00000,77819.00000,113327.00000,20302.00000,20649.00000,4420.00000,26799.00000,47101.00000,25373.00000,40747.00000,106.00000,66226.00000,113327.00000
2016-09-30,17769.00000,4952.00000,5783.00000,7712.00000,36216.00000,34707.00000,10211.00000,23392.00000,7691.00000,76001.00000,112217.00000,20093.00000,24043.00000,3755.00000,29009.00000,49102.00000,25070.00000,37645.00000,400.00000,63115.00000,112217.00000
2016-06-30,17689.00000,4426.00000,5800.00000,3273.00000,31188.00000,33804.00000,8961.00000,27813.00000,8065.00000,78643.00000,109831.00000,18711.00000,24053.00000,4407.00000,29753.00000,48464.00000,24317.00000,37130.00000,-80.00000,61367.00000,109831.00000
2016-03-31,15091.00000,4216.00000,5751.00000,2339.00000,27397.00000,32644.00000,9474.00000,28082.00000,7870.00000,78070.00000,105467.00000,17526.00000,21775.00000,3745.00000,26767.00000,44293.00000,24088.00000,36526.00000,560.00000,61174.00000,105467.00000
2015-12-31,25313.00000,4787.00000,5167.00000,3053.00000,38320.00000,31858.00000,7851.00000,15265.00000,8165.00000,63139.00000,101459.00000,15646.00000,20036.00000,3738.00000,24728.00000,40374.00000,23411.00000,37614.00000,60.00000,61085.00000,101459.00000
2015-09-30,20843.00000,4101.00000,4965.00000,4304.00000,36205.00000,31597.00000,7447.00000,15048.00000,8255.00000,62347.00000,98552.00000,15080.00000,20059.00000,3814.00000,26375.00000,41455.00000,23001.00000,34431.00000,-335.00000,57097.00000,98552.00000
2015-06-30,13870.00000,3860.00000,4818.00000,2267.00000,26710.00000,32683.00000,8935.00000,15263.00000,6901.00000,63782.00000,90492.00000,13529.00000,12116.00000,3901.00000,19268.00000,32797.00000,22625.00000,34425.00000,645.00000,57695.00000,90492.00000
2015-03-31,14118.00000,3246.00000,4418.00000,2636.00000,26466.00000,33296.00000,8224.00000,14977.00000,6603.00000,63100.00000,89566.00000,15035.00000,12112.00000,4033.00000,19607.00000,34642.00000,22395.00000,32461.00000,68.00000,54924.00000,89566.00000
2014-12-31,14054.00000,4427.00000,4273.00000,3018.00000,27730.00000,33238.00000,9120.00000,15307.00000,6505.00000,64170.00000,91900.00000,16011.00000,12059.00000,4190.00000,20024.00000,36035.00000,21781.00000,33418.00000,666.00000,55865.00000,91900.00000
2014-09-30,15594.00000,3647.00000,4115.00000,2479.00000,27509.00000,33135.00000,8667.00000,14935.00000,6370.00000,63107.00000,90616.00000,14904.00000,12103.00000,3985.00000,19639.00000,34543.00000,21894.00000,33233.00000,946.00000,56073.00000,90616.00000
2014-06-30,17311.00000,3489.00000,3943.00000,2008.00000,29006.00000,33115.00000,8228.00000,15318.00000,6126.00000,62787.00000,91793.00000,12251.00000,13180.00000,2928.00000,20295.00000,32546.00000,22475.00000,35652.00000,1120.00000,59247.00000,91793.00000
2014-03-31,19046.00000,3505.00000,3763.00000,1733.00000,30554.00000,32502.00000,7850.00000,15580.00000,5446.00000,61378.00000,91932.00000,13552.00000,13172.00000,2868.00000,20342.00000,33894.00000,22166.00000,34716.00000,1156.00000,58038.00000,91932.00000
2013-12-31,20087.00000,3582.00000,4172.00000,1649.00000,32084.00000,31428.00000,7694.00000,15663.00000,5489.00000,60274.00000,92358.00000,13568.00000,13165.00000,2972.00000,20534.00000,34102.00000,21536.00000,35477.00000,1243.00000,58256.00000,92358.00000
2013-09-30,19146.00000,3719.00000,4533.00000,1517.00000,31350.00000,30346.00000,8097.00000,15901.00000,4857.00000,59201.00000,90551.00000,13875.00000,13157.00000,3683.00000,21224.00000,35099.00000,21113.00000,33291.00000,1048.00000,55452.00000,90551.00000
2013-06-30,17350.00000,3474.00000,4542.00000,1561.00000,29048.00000,29345.00000,7003.00000,15625.00000,4640.00000,56613.00000,85661.00000,11389.00000,13150.00000,3573.00000,20432.00000,31821.00000,20678.00000,33017.00000,145.00000,53840.00000,85661.00000
2013-03-31,17073.00000,3536.00000,4358.00000,1601.00000,28677.00000,28418.00000,6007.00000,15563.00000,4418.00000,54406.00000,83083.00000,11798.00000,13143.00000,3521.00000,20091.00000,31889.00000,20098.00000,31506.00000,-410.00000,51194.00000,83083.00000
2012-12-31,18162.00000,3833.00000,4734.00000,2512.00000,31358.00000,27983.00000,4917.00000,15945.00000,4148.00000,52993.00000,84351.00000,12898.00000,13136.00000,3702.00000,20250.00000,33148.00000,19464.00000,32138.00000,-399.00000,51203.00000,84351.00000
