,cash-on-hand,receivables-total,inventory,pre-paid-expenses,total-current-assets,net-property-plant-equipment,goodwill-intangible-assets-total,other-long-term-assets,total-long-term-assets,total-assets,total-current-liabilities,long-term-debt,other-non-current-liabilities,total-long-term-liabilities,total-liabilities,common-stock-net,retained-earnings-accumulated-deficit,comprehensive-income,total-share-holder-equity,total-liabilities-share-holders-equity
2022-09-30,479.30000,1079.90000,834.10000,126.10000,2519.40000,742.90000,10140.00000,138.90000,11307.00000,13826.40000,1418.50000,3618.40000,414.40000,4719.40000,6137.90000,0.50000,4335.40000,-964.20000,7688.50000,13826.40000
2022-06-30,278.80000,1129.30000,821.50000,107.80000,2337.40000,774.20000,10513.40000,139.90000,11710.10000,14047.50000,1403.00000,3645.70000,429.10000,4782.60000,6185.60000,0.50000,4157.10000,-605.00000,7861.90000,14047.50000
2022-03-31,284.30000,1132.40000,801.30000,119.40000,2337.40000,807.30000,10659.80000,169.80000,11913.70000,14251.10000,1408.30000,3831.80000,426.30000,5010.40000,6418.70000,0.50000,3985.80000,-451.90000,7832.40000,14251.10000
2021-12-31,474.70000,1083.80000,752.90000,118.00000,2429.40000,827.50000,10728.30000,321.40000,12000.90000,14430.30000,1498.40000,4099.40000,585.00000,5309.90000,6808.30000,0.50000,3773.20000,-430.00000,7622.00000,14430.30000
2021-09-30,551.80000,1031.30000,833.20000,118.60000,2534.90000,858.10000,10604.70000,225.10000,11912.60000,14447.50000,1421.80000,4441.70000,395.40000,5609.10000,7030.90000,0.50000,3611.40000,-460.80000,7416.60000,14447.50000
2021-06-30,695.10000,963.30000,867.20000,125.30000,2650.90000,873.00000,10281.70000,193.60000,11572.00000,14222.90000,1053.30000,4742.00000,351.90000,5857.20000,6910.50000,0.50000,3477.30000,-416.70000,7312.40000,14222.90000
2021-03-31,3234.20000,639.20000,328.00000,79.20000,4280.60000,484.70000,2537.20000,122.20000,3337.80000,7618.40000,652.40000,3243.30000,274.50000,3629.70000,4282.10000,0.40000,3412.60000,-424.90000,3336.30000,7618.40000
2020-12-31,673.10000,624.10000,347.30000,78.10000,1722.60000,489.30000,2559.70000,245.30000,3362.20000,5084.80000,760.90000,680.90000,375.40000,1095.30000,1856.20000,0.40000,3327.90000,-430.10000,3228.60000,5084.80000
2020-09-30,454.50000,650.20000,365.40000,65.00000,1535.10000,475.70000,2500.10000,111.20000,3301.90000,4837.00000,671.20000,761.10000,261.70000,1139.80000,1811.00000,0.40000,3195.80000,-486.80000,3026.00000,4837.00000
2020-06-30,382.80000,653.00000,392.30000,55.70000,1483.80000,475.40000,2470.50000,105.00000,3254.40000,4738.20000,752.20000,750.80000,243.60000,1106.10000,1858.30000,0.40000,3101.90000,-531.00000,2879.90000,4738.20000
2020-03-31,231.40000,668.10000,401.10000,63.20000,1363.80000,475.50000,2465.50000,79.60000,3221.20000,4585.00000,759.60000,749.10000,208.10000,1072.40000,1832.00000,0.40000,3008.20000,-539.50000,2753.00000,4585.00000
2019-12-31,199.50000,660.90000,393.40000,59.90000,1313.70000,487.90000,2481.30000,225.10000,3266.10000,4579.80000,763.20000,750.00000,351.90000,1101.90000,1865.10000,0.40000,2926.00000,-475.80000,2714.70000,4579.80000
2019-09-30,128.50000,643.70000,404.40000,61.50000,1238.10000,468.20000,2447.70000,87.40000,3241.50000,4479.60000,835.50000,719.30000,231.20000,1073.10000,1908.60000,0.40000,2810.30000,-491.80000,2571.00000,4479.60000
2019-06-30,108.10000,608.80000,390.40000,53.70000,1161.00000,450.90000,2267.90000,89.40000,3039.20000,4200.20000,711.00000,656.20000,238.10000,1016.20000,1727.20000,0.40000,2703.60000,-468.20000,2473.00000,4200.20000
2019-03-31,106.20000,564.40000,393.00000,53.90000,1117.50000,450.70000,2274.10000,90.30000,3044.20000,4161.70000,723.70000,724.60000,237.90000,1088.50000,1812.20000,0.40000,2599.00000,-469.80000,2349.50000,4161.70000
2018-12-31,142.50000,561.80000,364.30000,45.80000,1114.40000,442.60000,2079.50000,84.60000,2694.90000,3809.30000,720.80000,610.10000,248.70000,858.80000,1579.60000,0.40000,2523.70000,-493.20000,2229.70000,3809.30000
2018-09-30,126.10000,551.80000,377.60000,54.10000,1109.60000,446.10000,2113.30000,86.20000,2803.60000,3913.20000,588.00000,823.00000,285.40000,1108.40000,1696.40000,0.40000,2432.50000,-407.60000,2216.80000,3913.20000
2018-06-30,101.40000,539.10000,380.00000,57.00000,1077.50000,446.10000,2127.50000,84.00000,2805.40000,3882.90000,549.00000,939.80000,291.40000,1231.20000,1780.20000,0.40000,2295.30000,-366.50000,2102.70000,3882.90000
2018-03-31,79.90000,534.80000,381.80000,63.70000,1060.20000,441.90000,2193.30000,87.20000,2859.90000,3920.10000,555.20000,1019.20000,289.80000,1309.00000,1864.20000,0.40000,2209.40000,-309.40000,2055.90000,3920.10000
2017-12-31,70.90000,478.10000,400.20000,62.70000,1011.90000,442.80000,2175.60000,88.90000,2834.50000,3846.40000,540.60000,1069.30000,289.20000,1358.50000,1899.10000,0.40000,2139.60000,-329.30000,1947.30000,3846.40000
2017-09-30,82.50000,466.00000,431.90000,60.60000,1041.00000,452.10000,2157.10000,87.50000,2806.50000,3847.50000,525.10000,1193.20000,275.80000,1469.00000,1994.10000,0.40000,2072.00000,-344.80000,1853.40000,3847.50000
2017-06-30,81.70000,467.10000,435.70000,54.20000,1038.70000,446.90000,2109.20000,82.40000,2741.40000,3780.10000,619.80000,1153.50000,275.30000,1428.80000,2048.60000,0.40000,2003.00000,-386.70000,1731.50000,3780.10000
2017-03-31,69.70000,444.80000,415.60000,55.00000,985.10000,443.00000,2073.70000,75.50000,2687.90000,3673.00000,599.60000,1209.60000,259.70000,1469.30000,2068.90000,0.40000,1942.90000,-443.90000,1604.10000,3673.00000
2016-12-31,98.60000,383.70000,314.20000,49.70000,846.20000,340.80000,1428.10000,70.80000,1928.20000,2774.40000,501.80000,515.80000,202.40000,718.20000,1220.00000,0.40000,1912.40000,-451.20000,1554.40000,2774.40000
2016-09-30,119.00000,371.50000,325.00000,35.70000,851.20000,319.40000,1421.20000,71.00000,1942.50000,2793.70000,529.00000,498.40000,221.20000,719.60000,1248.60000,0.40000,1859.40000,-394.20000,1545.10000,2793.70000
2016-06-30,91.20000,367.60000,319.00000,40.90000,830.50000,321.90000,1432.60000,71.00000,1950.00000,2780.50000,402.30000,678.20000,222.90000,901.10000,1303.40000,0.40000,1805.60000,-388.90000,1477.10000,2780.50000
2016-03-31,83.20000,371.80000,322.00000,56.40000,833.40000,322.80000,1391.90000,72.00000,1904.50000,2737.90000,391.30000,707.10000,212.50000,919.60000,1310.90000,0.40000,1759.90000,-381.90000,1427.00000,2737.90000
