,cash-on-hand,receivables-total,inventory,pre-paid-expenses,other-current-assets,total-current-assets,net-property-plant-equipment,long-term-investments,goodwill-intangible-assets-total,other-long-term-assets,total-long-term-assets,total-assets,total-current-liabilities,long-term-debt,other-non-current-liabilities,total-long-term-liabilities,total-liabilities,common-stock-net,retained-earnings-accumulated-deficit,comprehensive-income,total-share-holder-equity,total-liabilities-share-holders-equity
2022-09-30,485.71600,1453.78500,322.21600,333.11500,1324.82200,3919.65400,35029.50000,2053.40400,4477.75600,999.32600,47679.77000,51599.43000,5487.16100,19831.97000,5856.17900,30833.09000,36320.25000,1799.92000,5429.07600,-41.00600,15279.17000,51599.43000
2022-06-30,29.54000,1345.90400,262.42100,289.29500,1340.88300,3268.04300,34407.21000,1719.87800,4477.75600,1027.33700,46648.20000,49916.24000,4260.54500,19583.77000,5894.53100,30598.48000,34859.02000,1796.05600,5301.05400,-42.86400,15057.21000,49916.24000
2022-03-31,46.17500,1468.55800,287.04200,350.90700,1321.00100,3473.68300,33852.60000,1545.43300,4477.11800,1367.01300,45815.47000,49289.15000,5601.30900,17912.46000,5899.40200,28851.15000,34452.46000,1789.09200,5229.06900,-41.57100,14836.69000,49289.15000
2021-12-31,66.77300,1226.06900,267.54700,369.75900,1339.97200,3270.12000,33377.65000,1436.29300,4477.26900,1072.11600,45222.03000,48492.14000,5847.03900,17023.58000,6026.53100,28045.26000,33892.30000,1789.09200,5005.39100,-42.27500,14599.84000,48492.14000
2021-09-30,88.20400,1288.75800,217.28600,177.86900,1301.43600,3073.55300,32467.07000,1356.31300,4453.61800,1204.57400,44940.50000,48014.05000,4258.07700,17420.30000,6097.35500,29344.37000,33602.44000,1789.09200,4906.15100,-71.86500,14411.61000,48014.05000
2021-06-30,217.39700,1224.09200,187.69200,264.45100,1375.20700,3268.83900,31878.60000,1205.30300,4453.61800,1181.94800,43965.85000,47234.64000,5104.57000,15851.36000,6096.78400,27818.18000,32922.75000,1789.09200,4830.05800,-74.34200,14311.89000,47234.64000
2021-03-31,34.11200,1290.20000,308.09300,238.72700,1275.74700,3146.87900,31265.82000,1139.63600,4453.05500,1081.36700,43371.34000,46518.21000,5538.94400,14782.67000,6083.92400,26745.85000,32284.79000,1789.09200,4772.43100,-75.22300,14233.42000,46518.21000
2020-12-31,106.59900,1195.92500,265.59900,252.43900,1309.58100,3130.14300,30882.52000,1107.14300,4445.98800,1040.47100,42969.46000,46099.60000,4915.01200,15125.88000,6090.44700,27121.02000,32036.03000,1789.09200,4613.20100,-76.41100,14063.57000,46099.60000
2020-09-30,729.99300,1113.49500,214.30000,243.78100,918.84400,3220.41300,29092.98000,903.17700,4403.66600,1003.94300,40286.93000,43507.34000,3634.07000,14736.31000,5877.47700,25893.26000,29527.33000,1789.09200,4535.86000,-60.39700,13980.02000,43507.34000
2020-06-30,64.89000,996.29000,176.13800,191.57000,976.52500,2405.41300,28610.78000,884.27300,4427.26600,981.45900,39633.30000,42038.72000,3326.05800,13697.76000,5863.81000,24907.40000,28233.46000,1789.09200,4384.09300,-62.55800,13805.26000,42038.72000
2020-03-31,47.42500,1018.94100,286.49800,269.45700,940.34900,2562.67000,28041.40000,876.32800,4427.26600,963.04500,39086.36000,41648.98000,3395.62800,13898.58000,5840.37900,25043.40000,28439.02000,1759.09200,4322.82500,-63.11100,13209.96000,41648.98000
2019-12-31,15.43200,989.38300,235.47100,342.13500,832.11800,2414.53900,27585.47000,871.63300,4427.26600,961.36800,38709.38000,41123.91000,3605.56300,13770.83000,5835.93800,24888.36000,28493.92000,1729.29200,4177.04800,-65.05900,12629.99000,41123.91000
2019-09-30,22.68800,993.39600,204.01200,312.25300,688.55600,2220.90500,26911.88000,861.68700,4427.26600,1011.09900,37504.49000,39725.39000,3748.91000,13440.17000,5833.17200,23854.87000,27603.78000,1699.29200,4100.22000,-52.01700,12121.61000,39725.39000
2019-06-30,20.57800,964.31400,174.12400,302.49600,670.18500,2131.69700,26304.45000,748.70500,4427.26600,979.61600,36864.21000,38995.91000,3512.12100,13039.18000,5829.42800,23529.19000,27041.31000,1699.29200,3954.49200,-53.64100,11954.59000,38995.91000
