,cash-on-hand,receivables-total,inventory,pre-paid-expenses,other-current-assets,total-current-assets,net-property-plant-equipment,goodwill-intangible-assets-total,other-long-term-assets,total-long-term-assets,total-assets,total-current-liabilities,long-term-debt,other-non-current-liabilities,total-long-term-liabilities,total-liabilities,common-stock-net,retained-earnings-accumulated-deficit,comprehensive-income,total-share-holder-equity,total-liabilities-share-holders-equity
2022-12-31,452.00000,1149.00000,1236.00000,109.00000,,2946.00000,975.00000,887.00000,113.00000,2241.00000,5187.00000,1889.00000,2946.00000,339.00000,3560.00000,5449.00000,225.00000,-947.00000,226.00000,-262.00000,5187.00000
2022-09-30,464.00000,1330.00000,1339.00000,131.00000,,3264.00000,902.00000,903.00000,85.00000,2153.00000,5417.00000,2224.00000,2946.00000,410.00000,3629.00000,5853.00000,225.00000,-998.00000,141.00000,-436.00000,5417.00000
2022-06-30,440.00000,1434.00000,1354.00000,131.00000,,3359.00000,884.00000,923.00000,103.00000,2108.00000,5467.00000,2467.00000,2946.00000,410.00000,3563.00000,6030.00000,225.00000,-1154.00000,180.00000,-563.00000,5467.00000
2022-03-31,479.00000,1502.00000,1340.00000,107.00000,,3428.00000,892.00000,944.00000,109.00000,2140.00000,5568.00000,2136.00000,2946.00000,407.00000,3553.00000,5689.00000,236.00000,-833.00000,226.00000,-121.00000,5568.00000
2021-12-31,926.00000,1171.00000,1216.00000,109.00000,,3422.00000,896.00000,956.00000,114.00000,2153.00000,5575.00000,1939.00000,2949.00000,437.00000,3580.00000,5519.00000,241.00000,-652.00000,232.00000,56.00000,5575.00000
2021-09-30,854.00000,1330.00000,1107.00000,113.00000,,3404.00000,887.00000,1012.00000,121.00000,2191.00000,5595.00000,1879.00000,2950.00000,485.00000,3615.00000,5494.00000,243.00000,-595.00000,226.00000,101.00000,5595.00000
2021-06-30,769.00000,1352.00000,1021.00000,117.00000,,3259.00000,896.00000,964.00000,135.00000,2164.00000,5423.00000,1778.00000,2950.00000,458.00000,3585.00000,5363.00000,247.00000,-640.00000,239.00000,60.00000,5423.00000
2021-03-31,838.00000,1305.00000,948.00000,97.00000,18.00000,3206.00000,894.00000,966.00000,335.00000,2368.00000,5574.00000,1748.00000,2955.00000,472.00000,3609.00000,5357.00000,253.00000,-116.00000,-154.00000,217.00000,5574.00000
2020-12-31,1326.00000,1138.00000,876.00000,149.00000,,3489.00000,908.00000,920.00000,294.00000,2288.00000,5777.00000,1934.00000,2792.00000,481.00000,3422.00000,5356.00000,258.00000,79.00000,-142.00000,421.00000,5777.00000
2020-09-30,1326.00000,1262.00000,811.00000,88.00000,,3487.00000,878.00000,781.00000,273.00000,2088.00000,5575.00000,1737.00000,2787.00000,567.00000,3497.00000,5234.00000,261.00000,15.00000,-156.00000,341.00000,5575.00000
