,cash-on-hand,receivables-total,pre-paid-expenses,other-current-assets,total-current-assets,net-property-plant-equipment,long-term-investments,goodwill-intangible-assets-total,other-long-term-assets,total-long-term-assets,total-assets,total-current-liabilities,long-term-debt,other-non-current-liabilities,total-long-term-liabilities,total-liabilities,common-stock-net,retained-earnings-accumulated-deficit,comprehensive-income,total-share-holder-equity,total-liabilities-share-holders-equity
2022-12-31,12396.00000,2229.00000,477.00000,696.00000,15798.00000,669.00000,2789.00000,4636.00000,824.00000,9563.00000,25361.00000,8474.00000,12696.00000,172.00000,14105.00000,22579.00000,,27541.00000,-267.00000,2782.00000,25361.00000
2022-09-30,9137.00000,2284.00000,612.00000,377.00000,12410.00000,879.00000,2650.00000,4663.00000,1059.00000,9653.00000,22063.00000,8543.00000,8661.00000,180.00000,9850.00000,18393.00000,,26306.00000,-391.00000,3670.00000,22063.00000
2022-06-30,11841.00000,2249.00000,492.00000,342.00000,14924.00000,858.00000,2381.00000,4767.00000,1118.00000,9569.00000,24493.00000,10282.00000,8901.00000,180.00000,10209.00000,20491.00000,,24640.00000,-252.00000,4002.00000,24493.00000
2022-03-31,10549.00000,1611.00000,395.00000,320.00000,12875.00000,844.00000,2200.00000,4875.00000,1103.00000,9509.00000,22384.00000,7478.00000,9260.00000,203.00000,10533.00000,18011.00000,,23783.00000,-183.00000,4373.00000,22384.00000
2021-12-31,11152.00000,1358.00000,404.00000,231.00000,13145.00000,822.00000,3175.00000,4944.00000,1059.00000,10496.00000,23641.00000,6246.00000,9762.00000,199.00000,11217.00000,17463.00000,,24453.00000,-144.00000,6178.00000,23641.00000
2021-09-30,12165.00000,1555.00000,394.00000,238.00000,14352.00000,762.00000,3283.00000,3549.00000,950.00000,8989.00000,23341.00000,5779.00000,10700.00000,116.00000,12017.00000,17796.00000,,23835.00000,-72.00000,5545.00000,23341.00000
2021-06-30,11732.00000,1290.00000,332.00000,435.00000,13789.00000,748.00000,4319.00000,3611.00000,957.00000,10092.00000,23881.00000,6724.00000,10815.00000,122.00000,12358.00000,19082.00000,,23066.00000,-43.00000,4799.00000,23881.00000
2021-03-31,12651.00000,586.00000,286.00000,585.00000,14108.00000,734.00000,3788.00000,3644.00000,901.00000,9547.00000,23655.00000,6468.00000,10853.00000,128.00000,12423.00000,18891.00000,,23233.00000,-160.00000,4764.00000,23655.00000
2020-12-31,11063.00000,529.00000,337.00000,277.00000,12206.00000,756.00000,3759.00000,3707.00000,917.00000,9668.00000,21874.00000,3425.00000,11952.00000,111.00000,13556.00000,16981.00000,,23288.00000,-118.00000,4893.00000,21874.00000
2020-09-30,11197.00000,859.00000,527.00000,,12583.00000,744.00000,3672.00000,3703.00000,875.00000,9562.00000,22145.00000,3968.00000,11750.00000,107.00000,13264.00000,17232.00000,,23453.00000,-196.00000,4913.00000,22145.00000
