,cash-on-hand,receivables-total,pre-paid-expenses,other-current-assets,total-current-assets,net-property-plant-equipment,long-term-investments,goodwill-intangible-assets-total,other-long-term-assets,total-long-term-assets,total-assets,total-current-liabilities,long-term-debt,other-non-current-liabilities,total-long-term-liabilities,total-liabilities,common-stock-net,retained-earnings-accumulated-deficit,comprehensive-income,total-share-holder-equity,total-liabilities-share-holders-equity
2020-06-30,10404.00000,566.00000,483.00000,,11453.00000,736.00000,2946.00000,4277.00000,923.00000,9459.00000,20912.00000,3909.00000,11555.00000,101.00000,13004.00000,16913.00000,,22652.00000,-233.00000,3999.00000,20912.00000
2020-03-31,7189.00000,667.00000,1404.00000,,9260.00000,720.00000,2056.00000,4288.00000,942.00000,8602.00000,17862.00000,4136.00000,8578.00000,93.00000,9895.00000,14031.00000,,22530.00000,-342.00000,3831.00000,17862.00000
2019-12-31,7310.00000,1680.00000,479.00000,364.00000,9833.00000,738.00000,4477.00000,4867.00000,867.00000,11569.00000,21402.00000,5366.00000,8661.00000,104.00000,10103.00000,15469.00000,,23232.00000,-191.00000,5933.00000,21402.00000
2019-09-30,7439.00000,1788.00000,829.00000,,10056.00000,706.00000,4319.00000,4870.00000,885.00000,11390.00000,21446.00000,5528.00000,8539.00000,94.00000,9967.00000,15495.00000,,22061.00000,-265.00000,5951.00000,21446.00000
2019-06-30,6809.00000,1973.00000,1238.00000,,10020.00000,716.00000,4618.00000,4956.00000,545.00000,11474.00000,21494.00000,6349.00000,8749.00000,90.00000,9838.00000,16187.00000,,20111.00000,-230.00000,5307.00000,21494.00000
2019-03-31,4315.00000,1491.00000,1271.00000,,7077.00000,695.00000,8445.00000,4985.00000,529.00000,15289.00000,22366.00000,5576.00000,8785.00000,89.00000,9875.00000,15451.00000,,19132.00000,-169.00000,6915.00000,22366.00000
2018-12-31,6284.00000,1523.00000,600.00000,,8407.00000,656.00000,8408.00000,5035.00000,181.00000,14280.00000,22687.00000,3555.00000,9815.00000,162.00000,10347.00000,13902.00000,,18367.00000,-316.00000,8785.00000,22687.00000
2018-09-30,7131.17200,1719.05900,617.61600,,9467.84700,642.86100,9114.21800,4962.40400,183.14600,14902.63000,24370.48000,3930.22400,9848.58300,148.69900,10488.44000,14418.67000,0.48900,17720.66000,-233.80600,9951.81000,24370.48000
2018-06-30,7332.41800,1715.05500,985.90100,,10033.37000,613.46200,9444.90800,5013.16200,191.34700,15262.88000,25296.25000,5222.48400,8954.90400,143.65100,9601.13700,14823.62000,0.48900,15953.08000,-76.28300,10472.63000,25296.25000
2018-03-31,6862.79000,1530.32100,1111.75300,,9504.86400,573.04000,9432.76300,4894.84500,613.44800,15514.10000,25018.96000,4447.39500,9292.66200,161.34000,9935.22200,14382.62000,0.48800,14975.71000,56.40600,10636.34000,25018.96000
2017-12-31,7402.00000,1218.00000,415.00000,,9035.00000,480.00000,10873.00000,4915.00000,148.00000,16416.00000,25451.00000,3498.00000,10064.00000,147.00000,10692.00000,14190.00000,,13939.00000,238.00000,11261.00000,25451.00000
2017-09-30,7253.32800,1437.76200,433.50500,,9124.59500,457.54800,11114.31000,4946.04900,146.60500,16664.52000,25789.11000,3624.27500,8736.08000,143.82700,9287.84200,12912.12000,0.48600,14513.39000,653.66600,12876.99000,25789.11000
2017-06-30,6356.08900,1230.60200,685.87900,,8272.57000,425.10000,10263.66000,4333.39700,163.59700,15185.75000,23458.32000,3756.95500,7579.71300,134.53700,8111.70000,11868.65000,0.48600,12793.00000,573.91500,11589.67000,23458.32000
2017-03-31,5370.17800,934.25400,683.45000,,6987.88200,381.19700,10140.63000,4354.30500,130.23800,15006.37000,21994.25000,3248.19900,7308.62300,128.56400,7935.03400,11183.23000,0.48600,12072.79000,247.05500,10811.02000,21994.25000
2016-12-31,4299.95500,860.11500,241.44900,,5401.51900,347.01700,9591.06700,4390.79100,108.57900,14437.45000,19838.97000,2858.67000,6199.06000,138.76700,7160.16100,10018.83000,0.48500,11326.85000,-134.68400,9820.14200,19838.97000
2016-09-30,4379.17300,1105.08600,349.32300,,5833.58200,339.80500,9296.41700,4456.55100,107.42900,14200.20000,20033.78000,2905.97600,6381.70900,141.09600,7325.23800,10231.21000,0.48400,10652.94000,322.34600,9802.57000,20033.78000
2016-06-30,4371.78300,982.99300,559.69100,,5914.46700,320.45000,7954.41400,5442.70500,55.13400,13772.70000,19687.17000,2209.65100,7255.20500,143.67400,8202.81400,10412.46000,0.48400,10146.93000,135.44200,9274.70500,19687.17000
2016-03-31,3383.63700,857.14000,623.98600,,4864.76300,299.84500,7594.33800,5506.86600,68.73400,13469.78000,18334.55000,1987.57400,6321.20200,143.24200,7294.60500,9282.17900,0.48400,9566.28900,297.76500,9052.36700,18334.55000
2015-12-31,2648.51100,645.16900,259.55700,,3553.23700,274.78600,7931.36300,5542.53300,118.65600,13867.34000,17420.57000,1439.31000,6158.44300,134.77700,7185.79600,8625.10600,0.48200,9191.86500,244.85200,8795.46900,17420.57000
2015-09-30,3053.66900,890.53200,264.25600,,4298.95700,257.13500,6327.63000,5589.78900,141.25900,12315.81000,16614.77000,1582.80700,5421.32800,131.47400,6505.19000,8087.99700,0.48200,8687.59600,-185.46500,8526.77300,16614.77000
2015-06-30,3189.12800,889.86800,508.41000,,4693.47100,246.10200,6395.46800,5613.02500,79.28000,12333.88000,17027.35000,1931.13400,5399.96600,146.39900,6538.24700,8469.38100,0.48200,7490.86400,-43.12300,8557.96500,17027.35000
2015-03-31,4636.31800,706.77600,487.28500,,5967.48100,214.86300,4973.64400,5610.13100,76.37300,10875.01000,16842.49000,1703.23400,5304.10800,132.98700,6509.13300,8212.36500,0.48100,6973.83200,-224.54500,8630.12500,16842.49000
2014-12-31,4291.67600,643.89400,178.05000,,5113.62000,198.95300,3755.65300,5661.23500,41.51600,9657.35700,14770.98000,1378.70300,3824.19900,103.53300,4825.58100,6204.28600,0.48000,6640.50500,-259.90200,8566.69400,14770.98000
2014-09-30,6237.98000,843.56000,166.30800,,7303.86500,203.79000,1965.18200,5658.35800,48.47100,7880.51500,15184.38000,1589.14500,3888.01900,107.93800,4862.12400,6451.26900,0.48000,6188.67400,-72.20400,8733.11100,15184.38000
2014-06-30,7180.33600,841.13300,380.28400,,8508.75900,168.68100,,2882.49700,33.66600,3091.56400,11600.32000,1507.24500,1765.69900,106.85800,2269.04600,3776.29100,0.48000,5126.42100,78.33500,7824.03200,11600.32000
2014-03-31,6726.12400,627.16000,428.12300,,7855.94000,149.37300,,2769.85500,33.42300,2957.74400,10813.68000,1430.98900,1757.47800,81.17700,2173.28600,3604.27500,0.47800,4549.97000,92.75100,7209.40900,10813.68000
2013-12-31,6763.19000,535.96200,107.10200,,7480.94100,135.05300,,2787.89700,40.56900,2963.51900,10444.46000,1381.74500,1750.58000,75.98100,2152.98600,3534.73100,0.47600,4218.75200,84.72900,6909.72900,10444.46000
2013-09-30,6592.65400,706.23400,107.68800,,7489.04700,119.76600,,2800.05700,35.95800,2956.60800,10445.66000,1825.84400,1767.75700,83.93400,2223.18900,4049.03300,0.46800,3840.67500,39.76100,6396.62200,10445.66000
2013-06-30,5952.80700,649.25000,249.85100,,6926.15000,109.14100,,2790.43300,37.30200,2941.22100,9867.37100,1771.43700,1762.89000,88.08800,2238.27400,4009.71100,0.46700,3007.68600,-75.58200,5857.66000,9867.37100
2013-03-31,5188.63900,471.80700,319.25100,,6030.45200,92.50000,,693.43000,35.10200,824.67500,6855.12700,1605.33900,935.99700,281.48200,1258.95300,2864.29200,0.45200,2570.11400,-88.06000,3990.83500,6855.12700
2012-12-31,5189.83500,367.51200,84.29000,,5682.37500,89.26900,,730.78500,35.82800,887.36700,6569.74200,1461.72600,936.65100,229.23100,1211.04100,2672.76700,0.45000,2368.61100,-23.67600,3896.97500,6569.74200
2012-09-30,4675.21100,493.77700,152.72200,,5365.72900,81.93100,,710.20900,36.71000,852.08000,6217.80900,1475.34000,937.26600,47.81300,1164.60500,2639.94500,0.45000,2105.38600,-62.87200,3577.86400,6217.80900
2012-06-30,3948.95100,429.52000,164.74500,,4578.29900,78.61600,,704.36800,38.48300,850.50700,5428.80600,1366.63500,937.84100,151.30600,1134.38400,2501.01900,0.45000,1524.61500,-107.64700,2927.78700,5428.80600
2012-03-31,3623.16100,324.56200,201.74000,,4203.06200,73.52000,,731.68700,41.31300,889.76500,5092.82700,1290.22900,938.37700,43.52600,1210.93900,2501.16800,0.44900,1163.49400,-51.11200,2591.65900,5092.82700
2011-12-31,2661.43400,264.45300,104.20200,,3066.84400,64.32200,,704.93500,23.49000,903.82700,3970.67100,1105.79800,77.36000,39.18300,290.57800,1396.37600,0.44600,1033.73800,-87.58200,2574.29500,3970.67100
2011-09-30,2408.48400,345.33900,95.90600,,2881.97700,53.84300,,720.84700,21.44400,933.59590,3815.57300,1181.26100,82.83100,37.11900,244.01300,1425.27400,0.44600,858.43800,-59.83500,2390.29900,3815.57300
2011-06-30,1950.49700,321.35800,52.72100,,2376.43500,49.34600,,758.47900,17.15700,983.64000,3360.07500,1126.19300,88.22200,101.35400,244.25500,1370.44800,0.44600,396.52800,19.47600,1989.62700,3360.07500
2011-03-31,1746.65000,221.97800,56.68200,,2105.67000,44.38600,,759.86400,17.46200,959.68100,3065.35100,1086.69600,93.56900,47.20900,254.25400,1340.95000,0.44500,163.54500,10.36000,1724.40100,3065.35100
2010-12-31,1663.26800,162.42600,61.21100,,1957.46400,39.73900,,742.92400,14.41800,948.48910,2905.95300,471.16800,476.26800,42.99000,621.44900,1092.61700,0.43800,69.11000,-32.88900,1813.33600,2905.95300
2010-09-30,1476.22400,248.94600,41.63100,,1840.05800,35.90500,,696.86100,14.83300,906.48700,2746.54500,506.32900,471.11200,28.48100,603.21700,1109.54600,0.43800,-62.86100,-19.04800,1636.99900,2746.54500
2010-06-30,1221.50100,208.05600,70.52100,,1557.67600,34.98800,,662.87100,15.96800,888.06300,2445.73900,465.77600,474.05100,26.89400,595.47890,1061.25500,0.43200,-285.84100,-94.67300,1384.48400,2445.73900
2010-03-31,1237.00300,132.49700,42.78300,,1476.60100,30.81600,,490.36300,14.30700,724.96000,2201.56100,343.59200,480.12400,25.20100,541.34100,884.93300,0.42400,-400.79800,-47.76800,1316.62800,2201.56100
2009-12-31,801.47400,118.65900,36.82800,,1022.94100,30.48900,,522.71000,4.38400,811.28300,1834.22400,408.76500,35.98500,24.05200,103.83000,512.59500,0.40500,-454.67300,-3.00000,1321.62900,1834.22400
2009-09-30,720.58700,169.86400,19.23600,,950.35800,29.33900,,529.77500,4.95800,846.67800,1797.03600,477.58800,50.21300,21.77700,117.72300,595.31100,0.39100,-533.12800,4.81400,1201.72500,1797.03600
2009-06-30,590.85100,150.04500,37.27800,,796.99500,29.66900,,530.26300,5.18600,695.34200,1492.33700,518.73800,58.60200,20.96100,126.14700,644.88500,0.37700,-852.11100,-11.10600,847.45200,1492.33700
2009-03-31,498.60600,104.74700,27.25300,,646.38500,28.56000,,496.00800,14.56800,681.64300,1328.02800,494.31000,66.06800,18.71700,129.05100,623.36100,0.37300,-919.12200,-64.53500,704.66700,1328.02800
