,cash-on-hand,receivables-total,other-current-assets,total-current-assets,net-property-plant-equipment,goodwill-intangible-assets-total,other-long-term-assets,total-long-term-assets,total-assets,total-current-liabilities,long-term-debt,other-non-current-liabilities,total-long-term-liabilities,total-liabilities,common-stock-net,retained-earnings-accumulated-deficit,comprehensive-income,total-share-holder-equity,total-liabilities-share-holders-equity
2022-09-30,593.34800,1101.30500,151.17800,2249.85000,106.28600,223.51000,,660.73500,2910.58500,1234.24900,,34.48100,185.41900,1419.66800,0.10800,282.99200,-71.75900,1490.91700,2910.58500
2022-06-30,590.90900,1091.59800,161.55700,2260.74200,103.61600,224.76800,,673.09300,2933.83500,1266.87300,,33.09700,199.29400,1466.16700,0.11000,249.67000,-47.60700,1467.66800,2933.83500
2022-03-31,550.33000,1071.60800,173.27300,2272.03700,96.42300,225.77500,,678.72900,2950.76600,1289.03100,,32.55700,208.96700,1497.99800,0.11100,225.14500,-23.57400,1452.76800,2950.76600
2021-12-31,619.00100,984.69100,169.86400,2268.54700,93.40300,226.18900,,683.81200,2952.35900,1358.67300,,31.34400,212.63500,1571.30800,0.11100,167.65900,-22.62200,1381.05100,2952.35900
2021-09-30,633.71900,1005.63300,132.13900,2233.75100,93.01600,226.74400,,697.96700,2931.71800,1341.60200,,85.60400,274.07300,1615.67500,0.11100,112.91500,-19.10000,1316.04300,2931.71800
2021-06-30,542.80500,907.94700,143.89600,2053.22900,98.36800,227.66700,,688.13900,2741.36800,1196.31200,,84.34900,285.80600,1482.11800,0.11200,60.17400,-9.09200,1259.25000,2741.36800
2021-03-31,497.93000,799.67300,152.28000,1873.92000,103.70100,228.04300,,691.24900,2565.16900,1076.58600,,82.69000,290.88400,1367.47000,0.11300,16.96200,-13.52900,1197.69900,2565.16900
2020-12-31,574.42600,714.16300,147.51500,1842.73800,109.81700,228.64900,,714.68600,2557.42400,1046.62600,,81.64000,305.50900,1352.13500,0.11300,29.93600,-4.73200,1205.28900,2557.42400
2020-09-30,587.00000,690.25900,576.42200,1853.68100,117.69500,210.98600,,709.41100,2563.09200,1052.78500,0.06200,93.08000,316.27800,1369.06300,0.11400,42.80200,-15.99600,1194.02900,2563.09200
2020-06-30,501.48500,665.40900,553.25400,1720.14800,120.95800,210.91000,,682.22900,2402.37700,977.16700,0.12200,63.10100,268.50400,1245.67100,0.11500,29.69700,-27.15200,1156.70600,2402.37700
2020-03-31,249.91400,853.52900,503.21200,1606.65500,126.60200,210.89500,,668.19700,2274.85200,913.35400,0.18100,26.80500,231.57300,1144.92700,0.11500,22.48500,-33.68600,1129.92500,2274.85200
2019-12-31,270.47800,832.79700,127.13200,1628.84900,128.38500,212.11600,,682.55900,2311.40800,940.69200,0.23900,24.83300,227.03300,1167.72500,0.11500,36.06700,-19.98600,1143.68300,2311.40800
2019-09-30,312.74100,852.84300,465.59900,1631.18300,126.22000,212.04300,,680.38700,2311.57000,977.44000,0.29500,21.24100,222.30000,1199.74000,0.11600,23.59500,-25.87100,1111.83000,2311.57000
2019-06-30,269.44000,842.29400,453.18500,1564.91900,127.98800,212.70100,,674.50000,2239.41900,909.51000,0.35000,20.49500,220.68200,1130.19200,0.11800,22.86800,-15.86000,1109.22700,2239.41900
2019-03-31,269.64500,826.36600,436.00600,1532.01700,125.52200,212.90000,,672.59000,2204.60700,900.73000,0.40400,20.83100,226.84800,1127.57800,0.11800,4.48500,-18.00600,1077.02900,2204.60700
2018-12-31,276.57900,794.44600,402.58500,1473.61000,125.17600,213.10700,,429.48700,1903.09700,819.53600,0.45700,19.90600,20.36300,839.89900,0.11900,,-16.10900,1063.19800,1903.09700
2018-09-30,361.74000,834.34700,416.31300,1612.40000,125.17500,214.02800,,422.50700,2034.90700,896.28000,0.50900,18.87600,19.38500,915.66500,0.12100,31.31300,-9.79200,1119.24200,2034.90700
2018-06-30,308.65600,801.87500,393.59800,1504.12900,130.01000,214.37700,,429.45400,1933.58300,808.87600,0.55900,14.65000,15.20900,824.08500,0.12200,29.24000,-6.40900,1109.49800,1933.58300
2018-03-31,291.98700,784.88900,391.58000,1468.45600,136.83700,215.38500,,425.40400,1893.86000,764.44000,0.60800,14.01500,14.62300,779.06300,0.12400,30.50200,9.01500,1114.79700,1893.86000
2017-12-31,294.75300,732.40500,404.71100,1431.86900,144.88700,215.83100,,435.58500,1867.45400,747.89600,0.65700,13.63600,14.29300,762.18900,0.12400,37.03300,3.50700,1105.26500,1867.45400
2017-09-30,348.33600,737.90100,351.08600,1437.32300,146.60700,216.76200,,495.52900,1932.85200,778.34800,0.70400,13.98200,14.68600,793.03400,0.12500,84.41600,1.70400,1139.81800,1932.85200
2017-06-30,297.79800,708.49300,340.81500,1347.10600,153.56300,216.64800,,489.03200,1836.13800,719.44300,0.75000,11.56100,12.31100,731.75400,0.12600,66.62700,-5.50600,1104.38400,1836.13800
2017-03-31,260.14300,700.41900,335.36000,1295.92200,157.78200,213.29500,,479.28800,1775.21000,682.60000,0.79500,10.87200,11.66700,694.26700,0.12700,64.18700,-15.63800,1080.94300,1775.21000
2016-12-31,260.20100,703.22800,320.80500,1284.23400,161.50900,213.46400,,493.73700,1777.97100,679.89600,0.84000,10.63600,11.47600,691.37200,0.12800,84.56200,-20.50200,1086.59900,1777.97100
2016-09-30,292.45100,742.82400,301.86400,1493.57300,161.21500,213.92800,3.26500,378.40800,1871.98100,729.67600,0.88300,46.49200,47.37500,777.05100,0.12900,90.33300,-7.23900,1094.93000,1871.98100
2016-06-30,238.71400,732.19300,289.28800,1408.11200,157.17000,214.37800,3.34800,374.89600,1783.00800,668.17900,0.92500,44.39600,45.32100,713.50000,0.13000,74.91900,-6.50100,1069.50800,1783.00800
2016-03-31,214.11900,734.37800,286.30700,1380.20100,147.93400,213.33500,3.39400,364.66300,1744.86400,655.31700,0.96600,43.62800,44.59400,699.91100,0.13100,57.70500,-2.30800,1044.95300,1744.86400
