,cash-on-hand,receivables-total,inventory,other-current-assets,total-current-assets,net-property-plant-equipment,long-term-investments,goodwill-intangible-assets-total,other-long-term-assets,total-long-term-assets,total-assets,total-current-liabilities,long-term-debt,other-non-current-liabilities,total-long-term-liabilities,total-liabilities,common-stock-net,retained-earnings-accumulated-deficit,comprehensive-income,other-share-holders-equity,total-share-holder-equity,total-liabilities-share-holders-equity
2022-12-31,17220.00000,11305.00000,78151.00000,2847.00000,109523.00000,10550.00000,983.00000,10368.00000,5613.00000,27577.00000,137100.00000,90052.00000,51811.00000,2211.00000,62896.00000,152948.00000,5061.00000,29473.00000,-9550.00000,,-15848.00000,137100.00000
2022-09-30,14257.00000,12144.00000,79777.00000,3073.00000,109251.00000,10508.00000,979.00000,10416.00000,6327.00000,28307.00000,137558.00000,89618.00000,51788.00000,2250.00000,65575.00000,155193.00000,5061.00000,30107.00000,-11518.00000,,-17635.00000,137558.00000
2022-06-30,11448.00000,12549.00000,79917.00000,2086.00000,106000.00000,10617.00000,981.00000,10486.00000,7289.00000,29479.00000,135479.00000,84799.00000,51794.00000,1891.00000,65471.00000,150270.00000,5061.00000,33382.00000,-11487.00000,,-14791.00000,135479.00000
2022-03-31,12282.00000,11555.00000,79819.00000,2356.00000,106012.00000,10755.00000,992.00000,10557.00000,7394.00000,29789.00000,135801.00000,81692.00000,55150.00000,1879.00000,69377.00000,151069.00000,5061.00000,33189.00000,-11370.00000,,-15268.00000,135801.00000
2021-12-31,16244.00000,11378.00000,78823.00000,2221.00000,108666.00000,10918.00000,975.00000,10630.00000,7286.00000,29886.00000,138552.00000,81992.00000,56806.00000,1750.00000,71406.00000,153398.00000,5061.00000,34408.00000,-11659.00000,,-14846.00000,138552.00000
2021-09-30,19995.00000,12332.00000,81897.00000,2664.00000,116888.00000,11113.00000,963.00000,10701.00000,7107.00000,29958.00000,146846.00000,85771.00000,57042.00000,1722.00000,75341.00000,161112.00000,5061.00000,38551.00000,-14818.00000,,-14266.00000,146846.00000
2021-06-30,21342.00000,11767.00000,81799.00000,4187.00000,119095.00000,11341.00000,883.00000,10778.00000,6754.00000,29840.00000,148935.00000,88224.00000,57025.00000,1571.00000,77196.00000,165420.00000,5061.00000,38660.00000,-16661.00000,,-16485.00000,148935.00000
2021-03-31,21920.00000,11234.00000,82668.00000,4123.00000,119945.00000,11643.00000,980.00000,10847.00000,6541.00000,30090.00000,150035.00000,89892.00000,57554.00000,1477.00000,77984.00000,167876.00000,5061.00000,38073.00000,-16952.00000,,-17841.00000,150035.00000
2020-12-31,25590.00000,10051.00000,81715.00000,4286.00000,121642.00000,11820.00000,1016.00000,10924.00000,6648.00000,30494.00000,152136.00000,87280.00000,61890.00000,1486.00000,82931.00000,170211.00000,5061.00000,38610.00000,-17133.00000,,-18075.00000,152136.00000
2020-09-30,27116.00000,11722.00000,86961.00000,5213.00000,131012.00000,11969.00000,1052.00000,11012.00000,5512.00000,30249.00000,161261.00000,92307.00000,57325.00000,2907.00000,80507.00000,172814.00000,5061.00000,47029.00000,-15779.00000,,-11553.00000,161261.00000
