,cash-on-hand,receivables-total,inventory,pre-paid-expenses,other-current-assets,total-current-assets,net-property-plant-equipment,goodwill-intangible-assets-total,other-long-term-assets,total-long-term-assets,total-assets,total-current-liabilities,long-term-debt,other-non-current-liabilities,total-long-term-liabilities,total-liabilities,common-stock-net,retained-earnings-accumulated-deficit,comprehensive-income,total-share-holder-equity,total-liabilities-share-holders-equity
2022-12-31,2577.00000,7494.00000,978.00000,1439.00000,,12488.00000,8800.00000,17900.00000,2594.00000,31267.00000,43755.00000,11587.00000,11805.00000,1907.00000,16856.00000,28443.00000,153.00000,15312.00000,-153.00000,15312.00000,43755.00000
2022-09-30,1666.00000,8366.00000,989.00000,1277.00000,,12298.00000,8325.00000,17949.00000,2248.00000,30435.00000,42733.00000,10812.00000,11803.00000,1988.00000,17978.00000,28790.00000,154.00000,13955.00000,-166.00000,13943.00000,42733.00000
2022-06-30,1169.00000,8598.00000,909.00000,961.00000,,11637.00000,8125.00000,18001.00000,2243.00000,30277.00000,41914.00000,8976.00000,12834.00000,1976.00000,19287.00000,28263.00000,155.00000,13655.00000,-159.00000,13651.00000,41914.00000
2022-03-31,2174.00000,7831.00000,838.00000,713.00000,,11556.00000,8017.00000,18056.00000,2352.00000,30347.00000,41903.00000,8850.00000,12825.00000,1991.00000,19766.00000,28616.00000,156.00000,13277.00000,-146.00000,13287.00000,41903.00000
2021-12-31,3530.00000,6959.00000,811.00000,1126.00000,,12426.00000,7894.00000,18093.00000,2311.00000,30153.00000,42579.00000,9530.00000,12777.00000,1997.00000,20123.00000,29653.00000,156.00000,12913.00000,-143.00000,12926.00000,42579.00000
2021-09-30,4055.00000,7264.00000,872.00000,737.00000,,12928.00000,7277.00000,18145.00000,2026.00000,29418.00000,42346.00000,8819.00000,12774.00000,2302.00000,22110.00000,30929.00000,159.00000,11398.00000,-140.00000,11417.00000,42346.00000
2021-06-30,3941.00000,7328.00000,863.00000,630.00000,,12762.00000,7164.00000,18198.00000,2010.00000,29380.00000,42142.00000,8591.00000,12764.00000,2284.00000,22379.00000,30970.00000,160.00000,11144.00000,-132.00000,11172.00000,42142.00000
2021-03-31,3517.00000,7229.00000,860.00000,647.00000,,12253.00000,7093.00000,18250.00000,1964.00000,29170.00000,41423.00000,8367.00000,12764.00000,2196.00000,22531.00000,30898.00000,161.00000,10487.00000,-131.00000,10525.00000,41423.00000
2020-12-31,4907.00000,6641.00000,759.00000,1402.00000,1635.00000,15344.00000,7071.00000,18301.00000,1909.00000,29125.00000,44469.00000,9580.00000,14261.00000,2208.00000,24310.00000,33890.00000,167.00000,10482.00000,-128.00000,10579.00000,44469.00000
2020-09-30,4995.00000,7681.00000,853.00000,1023.00000,,14552.00000,7187.00000,19555.00000,1811.00000,30220.00000,44772.00000,10109.00000,14260.00000,2216.00000,24196.00000,34305.00000,167.00000,10394.00000,-121.00000,10467.00000,44772.00000
2020-06-30,4178.00000,7449.00000,832.00000,720.00000,,13179.00000,7063.00000,19616.00000,1743.00000,30296.00000,43475.00000,9727.00000,14259.00000,1862.00000,24036.00000,33763.00000,167.00000,9652.00000,-117.00000,9712.00000,43475.00000
2020-03-31,3278.00000,8054.00000,785.00000,1011.00000,,13128.00000,6956.00000,19672.00000,1623.00000,30075.00000,43203.00000,10177.00000,14299.00000,1606.00000,23964.00000,34141.00000,167.00000,9011.00000,-116.00000,9062.00000,43203.00000
2019-12-31,2245.00000,6660.00000,783.00000,997.00000,,10685.00000,6912.00000,19748.00000,1725.00000,30404.00000,41089.00000,9434.00000,12770.00000,1779.00000,22836.00000,32270.00000,168.00000,8748.00000,-97.00000,8819.00000,41089.00000
2019-09-30,1127.00000,7888.00000,810.00000,1011.00000,,10836.00000,6611.00000,19830.00000,1682.00000,29717.00000,40553.00000,8416.00000,13826.00000,1734.00000,22406.00000,30822.00000,169.00000,9649.00000,-87.00000,9731.00000,40553.00000
2019-06-30,1088.00000,7489.00000,810.00000,772.00000,,10159.00000,6522.00000,19914.00000,1626.00000,29425.00000,39584.00000,8155.00000,13838.00000,1621.00000,22215.00000,30370.00000,169.00000,9120.00000,-75.00000,9214.00000,39584.00000
2019-03-31,755.00000,7951.00000,778.00000,959.00000,,10443.00000,6420.00000,19987.00000,1534.00000,29308.00000,39751.00000,8821.00000,13863.00000,1451.00000,22191.00000,31012.00000,170.00000,8628.00000,-59.00000,8739.00000,39751.00000
2018-12-31,1579.00000,6474.00000,654.00000,973.00000,,9680.00000,6372.00000,20044.00000,1463.00000,27973.00000,37653.00000,8274.00000,13883.00000,1446.00000,21192.00000,29466.00000,171.00000,8068.00000,-52.00000,8187.00000,37653.00000
2018-09-30,1228.00000,7302.00000,719.00000,883.00000,,10132.00000,6025.00000,20102.00000,1615.00000,27811.00000,37943.00000,8039.00000,13889.00000,1518.00000,20801.00000,28840.00000,174.00000,14464.00000,-5535.00000,9103.00000,37943.00000
2018-06-30,1539.00000,7087.00000,690.00000,406.00000,,9722.00000,5864.00000,20076.00000,1537.00000,27656.00000,37378.00000,7833.00000,14387.00000,1176.00000,21318.00000,29151.00000,174.00000,13669.00000,-5616.00000,8227.00000,37378.00000
2018-03-31,10369.00000,5110.00000,435.00000,243.00000,,16157.00000,4285.00000,12455.00000,1424.00000,18638.00000,34795.00000,6415.00000,14392.00000,946.00000,20700.00000,27115.00000,174.00000,13205.00000,-5699.00000,7680.00000,34795.00000
