,cash-on-hand,receivables-total,inventory,other-current-assets,total-current-assets,net-property-plant-equipment,goodwill-intangible-assets-total,other-long-term-assets,total-long-term-assets,total-assets,total-current-liabilities,long-term-debt,other-non-current-liabilities,total-long-term-liabilities,total-liabilities,common-stock-net,retained-earnings-accumulated-deficit,comprehensive-income,total-share-holder-equity,total-liabilities-share-holders-equity
2022-09-30,1884.00000,836.00000,3817.00000,943.00000,8046.00000,2443.00000,2262.00000,3205.00000,7910.00000,15956.00000,3627.00000,3556.00000,2011.00000,5567.00000,9194.00000,28.00000,6492.00000,-942.00000,6762.00000,15956.00000
2022-06-30,1841.00000,876.00000,3739.00000,972.00000,7989.00000,2469.00000,2278.00000,3143.00000,7890.00000,15879.00000,3474.00000,3559.00000,2045.00000,5604.00000,9078.00000,28.00000,6271.00000,-855.00000,6801.00000,15879.00000
2022-03-31,2126.00000,800.00000,3663.00000,1055.00000,8222.00000,2488.00000,2147.00000,3054.00000,7689.00000,15911.00000,3337.00000,3648.00000,2009.00000,5657.00000,8994.00000,28.00000,6058.00000,-779.00000,6917.00000,15911.00000
2021-12-31,2117.00000,838.00000,3468.00000,1018.00000,8046.00000,2538.00000,2149.00000,3094.00000,7781.00000,15827.00000,3136.00000,3761.00000,2115.00000,5876.00000,9012.00000,28.00000,5870.00000,-789.00000,6815.00000,15827.00000
2021-09-30,2182.00000,773.00000,3670.00000,890.00000,8111.00000,2469.00000,2152.00000,2537.00000,7158.00000,15269.00000,3052.00000,3765.00000,2415.00000,6180.00000,9232.00000,29.00000,6498.00000,-1670.00000,6037.00000,15269.00000
2021-06-30,2188.00000,822.00000,3664.00000,874.00000,8200.00000,2488.00000,2155.00000,2536.00000,7179.00000,15379.00000,3007.00000,3826.00000,2445.00000,6271.00000,9278.00000,29.00000,6318.00000,-1676.00000,6101.00000,15379.00000
2021-03-31,2078.00000,883.00000,3705.00000,899.00000,8237.00000,2478.00000,2152.00000,2547.00000,7177.00000,15414.00000,3123.00000,3836.00000,2459.00000,6295.00000,9418.00000,29.00000,6139.00000,-1723.00000,5996.00000,15414.00000
2020-12-31,2254.00000,787.00000,3513.00000,950.00000,8248.00000,2516.00000,2157.00000,2522.00000,7195.00000,15443.00000,3270.00000,3198.00000,3130.00000,6328.00000,9598.00000,29.00000,5973.00000,-1739.00000,5845.00000,15443.00000
2020-09-30,2670.00000,872.00000,4252.00000,825.00000,9312.00000,2438.00000,2159.00000,1952.00000,6549.00000,15861.00000,3991.00000,3865.00000,2264.00000,6129.00000,10120.00000,29.00000,5741.00000,-1717.00000,5741.00000,15861.00000
2020-06-30,2346.00000,764.00000,4262.00000,863.00000,8926.00000,2446.00000,2153.00000,1946.00000,6545.00000,15471.00000,4072.00000,3625.00000,2247.00000,5872.00000,9944.00000,29.00000,5631.00000,-1791.00000,5527.00000,15471.00000
2020-03-31,2446.00000,870.00000,4385.00000,984.00000,9366.00000,2483.00000,2150.00000,1947.00000,6580.00000,15946.00000,4515.00000,3638.00000,2259.00000,5897.00000,10412.00000,29.00000,5727.00000,-1859.00000,5534.00000,15946.00000
2019-12-31,1357.00000,921.00000,4069.00000,894.00000,7923.00000,2527.00000,2150.00000,2418.00000,7095.00000,15018.00000,3846.00000,3249.00000,2405.00000,5654.00000,9500.00000,29.00000,5682.00000,-1847.00000,5518.00000,15018.00000
2019-09-30,1053.00000,1018.00000,4436.00000,856.00000,8093.00000,2497.00000,2142.00000,2330.00000,6969.00000,15062.00000,3766.00000,3604.00000,2240.00000,5844.00000,9610.00000,30.00000,6009.00000,-1729.00000,5452.00000,15062.00000
2019-06-30,857.00000,989.00000,4311.00000,839.00000,7772.00000,2517.00000,2147.00000,2360.00000,7024.00000,14796.00000,3579.00000,3613.00000,2268.00000,5881.00000,9460.00000,30.00000,5794.00000,-1715.00000,5336.00000,14796.00000
2019-03-31,742.00000,1059.00000,4047.00000,835.00000,7439.00000,2523.00000,2141.00000,2377.00000,7041.00000,14480.00000,3432.00000,3523.00000,2292.00000,5815.00000,9247.00000,30.00000,5581.00000,-1736.00000,5233.00000,14480.00000
2018-12-31,1107.00000,1024.00000,3818.00000,785.00000,7494.00000,2615.00000,2218.00000,1937.00000,6770.00000,14264.00000,3506.00000,3526.00000,2040.00000,5566.00000,9072.00000,30.00000,5407.00000,-1762.00000,5192.00000,14264.00000
2018-09-30,1293.00000,1026.00000,4030.00000,706.00000,7841.00000,2593.00000,2209.00000,2026.00000,6828.00000,14669.00000,3423.00000,3857.00000,1846.00000,5703.00000,9126.00000,33.00000,6419.00000,-1297.00000,5543.00000,14669.00000
2018-06-30,731.00000,1121.00000,3925.00000,1170.00000,7710.00000,2608.00000,2207.00000,2033.00000,6848.00000,14558.00000,3397.00000,3879.00000,1920.00000,5799.00000,9196.00000,33.00000,5861.00000,-1343.00000,5362.00000,14558.00000
2018-03-31,836.00000,1110.00000,4090.00000,933.00000,7750.00000,2711.00000,2368.00000,2139.00000,7218.00000,14968.00000,3349.00000,3902.00000,2025.00000,5927.00000,9276.00000,33.00000,5642.00000,-1301.00000,5692.00000,14968.00000
2017-12-31,1262.00000,1363.00000,4150.00000,435.00000,8029.00000,2721.00000,2364.00000,2226.00000,7311.00000,15340.00000,3660.00000,3898.00000,2135.00000,6033.00000,9693.00000,33.00000,5368.00000,-1375.00000,5647.00000,15340.00000
2017-09-30,1294.00000,1344.00000,4518.00000,408.00000,8388.00000,2701.00000,2354.00000,2432.00000,7487.00000,15875.00000,4041.00000,3919.00000,2097.00000,6016.00000,10057.00000,34.00000,5943.00000,-1419.00000,5818.00000,15875.00000
2017-06-30,1129.00000,1236.00000,4655.00000,357.00000,8217.00000,2669.00000,2340.00000,2549.00000,7558.00000,15775.00000,4005.00000,3642.00000,2446.00000,6088.00000,10093.00000,34.00000,5789.00000,-1486.00000,5682.00000,15775.00000
