,cash-on-hand,receivables-total,inventory,pre-paid-expenses,total-current-assets,net-property-plant-equipment,long-term-investments,goodwill-intangible-assets-total,other-long-term-assets,total-long-term-assets,total-assets,total-current-liabilities,long-term-debt,other-non-current-liabilities,total-long-term-liabilities,total-liabilities,common-stock-net,retained-earnings-accumulated-deficit,comprehensive-income,total-share-holder-equity,total-liabilities-share-holders-equity
2016-09-30,2140.55800,1498.38400,1247.97200,144.44400,5281.87800,1562.93300,,3812.70400,817.69100,6689.03600,11970.91000,2494.23800,2653.00800,311.63400,4826.08700,7320.32500,90.52300,10427.25000,-2185.47200,4650.58900,11970.91000
2016-06-30,2103.99500,1593.92000,1173.32900,104.36000,5207.78700,1568.10000,827.49200,3825.60800,,6826.35500,12034.14000,2365.88800,2652.45700,306.58100,5089.57600,7455.46400,90.52300,10302.87000,-2227.76500,4578.67800,12034.14000
2016-03-31,2104.62900,1587.78500,1248.21300,124.02500,5456.83900,1598.75800,,3909.49000,1104.31400,6612.56200,12069.40000,2500.61900,2675.00000,302.70600,4541.79900,7042.41800,90.52300,10148.04000,-1725.53800,5026.98300,12069.40000
2015-12-31,1868.17600,1419.93400,1279.76000,141.03000,5151.01100,1598.18500,,3888.58000,1116.31500,6603.08000,11754.09000,2368.09900,2724.86000,306.65500,4583.27100,6951.37000,90.52300,10047.76000,-1884.72700,4802.72100,11754.09000
2015-09-30,1789.75100,1561.05400,1320.20400,196.91700,5327.90200,1632.80300,,3951.34100,1089.50800,6673.65200,12001.55000,2550.04100,2725.40900,312.86800,4596.76200,7146.80300,90.52300,9950.45800,-1821.80500,4854.75100,12001.55000
2015-06-30,1914.07400,1620.19400,1300.45900,241.68400,5440.94500,1664.02200,811.93000,3956.11800,,6838.33700,12279.28000,2349.12000,2723.96000,336.21400,4822.59300,7171.71300,90.52300,9841.88500,-1738.61800,5107.56900,12279.28000
2015-03-31,2030.70500,1701.01700,1387.68100,188.85500,5784.99700,1643.53800,,3915.13000,993.55000,6552.21800,12337.21000,2767.32400,2724.94300,323.56700,4414.95200,7182.27600,90.52300,9753.93400,-1638.22400,5154.93900,12337.21000
2014-12-31,1962.18600,1572.86400,1453.99600,160.33500,5727.77200,1716.48900,,4102.86600,1021.27200,6840.62700,12568.40000,2339.15100,2725.51000,347.51400,4469.10700,6808.25800,90.52300,9556.31900,-1290.36300,5760.14100,12568.40000
2014-09-30,2037.56800,1711.79800,1441.43900,116.96200,5876.26200,1755.25400,,4198.73200,914.37700,6868.36300,12744.63000,2888.19900,1482.49200,374.40900,3274.06200,6162.26100,90.52300,9382.21800,-1098.56600,6582.36400,12744.63000
2014-06-30,2187.25600,1858.17600,1371.68100,129.83700,6071.58000,1824.29400,1018.78100,4359.70700,,7202.78200,13274.36000,3252.79600,1508.14200,409.57300,3358.75800,6611.55400,90.52300,9174.18900,-823.49800,6662.80800,13274.36000
2014-03-31,2095.98900,2098.06300,1448.98900,183.11900,5949.00000,1827.98000,,4375.14200,950.23600,7153.35800,13102.36000,3367.18100,1508.61100,354.15800,3280.94400,6648.12500,90.52300,8945.60200,-847.07700,6454.23300,13102.36000
2013-12-31,2139.52200,1861.84900,1448.62800,169.26200,5744.87300,1820.31200,,4382.24600,916.50500,7119.06300,12863.94000,3303.10300,1507.01900,339.44000,3262.54700,6565.65000,90.52300,8779.45400,-873.15400,6298.28600,12863.94000
2013-09-30,1945.62300,1968.49000,1465.43100,176.24500,5679.17900,1833.74800,,4565.65900,709.77800,7109.18500,12788.36000,3455.00900,1506.74400,319.85900,3243.58400,6698.59300,90.52300,8596.45600,-922.90600,6089.77100,12788.36000
2013-06-30,1781.41200,1840.82000,1377.40500,182.66900,5531.18600,1808.24000,687.45800,4514.01400,,7009.71200,12540.90000,3520.20300,1495.96000,307.89700,3279.21400,6799.41700,90.52300,8421.27000,-1107.83300,5741.48100,12540.90000
2013-03-31,1677.31900,2017.12600,1473.07200,136.26800,5438.50900,1829.71500,,4543.81700,859.73100,7233.26300,12671.77000,3648.54900,1496.02600,294.58200,3610.81500,7259.36400,90.52300,8229.10600,-1275.83700,5412.40800,12671.77000
2012-12-31,497.63500,1802.40500,1515.32500,152.47700,4095.74700,1844.64300,,4663.11900,857.85200,7365.61400,11461.36000,2488.26000,1509.23800,301.63300,3644.11200,6132.37200,90.52300,8052.79600,-1187.14000,5328.98900,11461.36000
2012-09-30,436.13100,1982.59000,1489.74800,161.12300,4200.08200,1803.41200,,4269.94900,861.13500,6934.49600,11134.58000,2366.46500,1511.79900,287.47700,3616.09900,5982.56400,90.52300,7949.51900,-1281.71900,5152.01400,11134.58000
2012-06-30,838.31700,1992.28400,1400.73200,137.42900,4498.11400,1719.96800,931.12600,4021.07400,,6672.16800,11170.28000,2486.01300,1503.94600,276.74700,3778.53900,6264.55200,90.52300,7787.17500,-1415.90000,4905.73000,11170.28000
2012-03-31,773.45900,2061.50100,1429.01400,100.33600,4497.30100,1721.97000,,4022.61700,647.23600,6391.82300,10889.12000,2489.30000,1515.21700,308.15100,2813.35600,5302.65600,90.52300,7551.26000,-599.16000,5586.46800,10889.12000
2011-12-31,487.98400,1828.11700,1452.66400,129.43900,4043.02300,1691.16200,613.21000,3980.18900,,6284.56100,10327.58000,2120.10900,1659.43400,306.37100,2951.57200,5071.68100,90.52300,7311.21900,-765.35000,5255.90300,10327.58000
2011-09-30,424.35400,1881.30300,1456.07800,93.59700,3999.33400,1712.87000,589.28500,4020.10100,,6322.25600,10321.59000,2235.70900,1668.60000,309.19500,2972.39300,5208.10200,90.52300,7128.17900,-723.52500,5113.48800,10321.59000
2011-06-30,657.46600,1977.85600,1412.15300,111.93400,4305.25600,1797.17900,597.53200,4186.83800,,6581.54900,10886.80000,2391.04300,1691.08600,293.36700,3007.42600,5398.46900,90.52300,6891.40700,-450.99000,5488.33600,10886.80000
2011-03-31,1107.95500,1950.98000,1390.86200,89.69200,4691.32900,1788.37700,,4167.30400,729.85200,6685.53300,11376.86000,2340.42000,1683.73100,267.28500,3452.71300,5793.13300,90.52300,6664.68700,-737.40700,5583.72900,11376.86000
2010-12-31,808.73600,1636.90500,1361.45700,106.41600,4043.94000,1764.55800,,4089.64100,720.70500,6574.90400,10618.84000,1940.86800,1742.46400,241.95700,3463.38300,5404.25100,90.52300,6449.60100,-881.68800,5214.59300,10618.84000
2010-09-30,923.83600,1694.31300,1295.13700,104.21600,4147.59600,1770.98300,,4095.62300,695.51900,6562.12500,10709.72000,2282.10400,1745.81200,212.33200,3435.04000,5717.14400,90.52300,6284.14800,-910.88400,4992.57700,10709.72000
2010-06-30,575.52600,1599.94100,1171.65500,111.54500,3588.79600,1697.88100,687.32000,3936.38500,,6321.58600,9910.38200,2204.89100,1413.63400,196.20800,3246.09100,5450.98200,90.52300,6086.54500,-1208.56100,4459.40000,9910.38200
2010-03-31,380.56100,1563.15000,1196.55800,90.15300,3354.32800,1782.42600,,4090.14900,631.34500,6503.92000,9858.24800,2071.97500,1535.90500,226.26600,3090.72900,5162.70400,90.52300,5917.13600,-780.18500,4695.54400,9858.24800
2009-12-31,233.89900,1368.44900,1232.97900,98.98900,3058.49800,1842.75000,,4203.28600,689.65500,6735.69100,9794.18900,1916.03800,1554.08800,241.52600,3240.36500,5156.40300,90.52300,5808.91500,-705.52400,4637.78600,9794.18900
2009-09-30,189.84900,1452.49400,1266.31900,100.18900,3133.49100,1891.43800,,4240.37000,671.87400,6803.68200,9937.17300,1835.33700,1855.53100,233.27000,3532.22300,5367.56000,90.52300,5747.73400,-696.20000,4569.61300,9937.17300
2009-06-30,187.61100,1417.30500,1254.55000,142.33500,3123.78100,1880.55400,674.62800,4176.93900,,6732.12100,9855.90200,2005.75400,1839.70500,243.27500,3499.70800,5505.46200,90.52300,5722.03800,-843.01900,4350.44000,9855.90200
2009-03-31,166.54800,1532.23200,1335.18600,151.50000,3311.46400,1828.52000,,4051.05400,376.47200,6256.04600,9567.51000,2306.52900,1849.28600,281.79700,2792.32900,5098.85800,90.52300,5720.65000,-628.32600,4468.65200,9567.51000
