,cash-on-hand,receivables-total,inventory,other-current-assets,total-current-assets,net-property-plant-equipment,goodwill-intangible-assets-total,other-long-term-assets,total-long-term-assets,total-assets,total-current-liabilities,long-term-debt,other-non-current-liabilities,total-long-term-liabilities,total-liabilities,common-stock-net,retained-earnings-accumulated-deficit,comprehensive-income,total-share-holder-equity,total-liabilities-share-holders-equity
2022-12-31,198.80000,2563.60000,2626.50000,518.80000,5907.70000,2207.00000,11585.20000,1027.30000,16686.30000,22594.00000,5960.70000,9591.00000,1606.40000,13531.20000,19491.90000,91.20000,3523.20000,-700.60000,3102.10000,22594.00000
2022-09-30,130.50000,2897.60000,2547.80000,541.30000,6117.20000,2041.20000,11276.50000,957.90000,16128.60000,22245.80000,6096.00000,9588.90000,1522.40000,13552.00000,19648.00000,91.10000,3292.60000,-1062.50000,2597.80000,22245.80000
2022-06-30,312.60000,2982.50000,2411.60000,552.80000,6259.50000,1961.90000,11061.20000,927.80000,15793.30000,22052.80000,7198.20000,8593.60000,1541.80000,12630.00000,19828.20000,91.00000,2763.30000,-914.60000,2224.60000,22052.80000
2022-03-31,401.10000,2783.60000,2328.60000,573.10000,6086.40000,1907.30000,11062.80000,836.00000,15644.00000,21730.40000,6953.10000,8592.30000,1450.90000,12543.00000,19496.10000,91.00000,2341.50000,-742.00000,2234.30000,21730.40000
2021-12-31,165.70000,2352.40000,1927.20000,608.40000,5053.70000,1867.30000,11136.10000,789.00000,15613.00000,20666.70000,5719.50000,8590.90000,1420.80000,12510.00000,18229.50000,90.80000,2121.70000,-698.40000,2437.20000,20666.70000
2021-09-30,313.30000,2598.00000,1816.00000,651.10000,5378.40000,1827.20000,11065.10000,691.50000,15358.20000,20736.60000,6478.50000,7604.90000,1455.70000,11567.80000,18046.30000,90.50000,1961.80000,-786.70000,2690.30000,20736.60000
2021-06-30,219.60000,2590.60000,1804.10000,571.40000,5185.70000,1806.30000,11183.30000,580.10000,15333.90000,20519.60000,6190.40000,7603.80000,1379.00000,11488.80000,17679.20000,90.60000,1604.80000,-701.20000,2840.40000,20519.60000
2021-03-31,314.70000,2414.10000,1847.30000,533.50000,5109.60000,1780.40000,11221.30000,594.90000,15325.40000,20435.00000,5651.60000,7862.40000,1367.30000,11704.70000,17356.30000,90.20000,1102.10000,-763.80000,3078.70000,20435.00000
2020-12-31,226.60000,2078.10000,1804.10000,482.60000,4591.40000,1834.50000,11520.30000,694.30000,15810.20000,20401.60000,4594.40000,8266.90000,1373.70000,12196.40000,16790.80000,89.90000,844.30000,-718.30000,3610.80000,20401.60000
2020-09-30,619.90000,2454.50000,1672.80000,428.40000,5175.60000,1780.00000,11504.30000,611.20000,15634.10000,20809.70000,4358.30000,8266.90000,1336.90000,12244.10000,16602.40000,120.40000,8619.50000,-792.30000,4207.30000,20809.70000
