,cash-on-hand,receivables-total,inventory,pre-paid-expenses,other-current-assets,total-current-assets,net-property-plant-equipment,long-term-investments,goodwill-intangible-assets-total,other-long-term-assets,total-long-term-assets,total-assets,total-current-liabilities,long-term-debt,other-non-current-liabilities,total-long-term-liabilities,total-liabilities,common-stock-net,retained-earnings-accumulated-deficit,comprehensive-income,total-share-holder-equity,total-liabilities-share-holders-equity
2022-09-30,536.51900,2493.27100,106.84500,65.80700,,3202.44200,3240.31000,287.08900,7202.35700,307.71300,13759.36000,16961.80000,2537.40900,8867.18700,106.89500,13722.26000,16259.67000,0.09800,846.63400,-135.55100,702.12700,16961.80000
2022-06-30,456.22600,2634.82100,109.52200,63.53900,,3264.10800,3304.59600,298.01900,7204.51800,257.57700,13836.47000,17100.57000,2310.74700,9064.91600,105.13700,14014.65000,16325.40000,0.09800,741.26800,-111.79600,775.17400,17100.57000
2022-03-31,439.98800,2501.74300,107.72200,79.26100,,3128.71400,3439.33700,285.65400,7263.99900,185.16600,13958.30000,17087.01000,2420.44700,8687.48700,108.95400,13648.24000,16068.69000,0.09700,516.45900,-34.87000,1018.32300,17087.01000
2021-12-31,577.27000,2410.50800,107.42800,72.51700,,3167.72300,3479.97200,288.39500,7223.93400,136.67700,13953.76000,17121.49000,2398.53300,8729.15000,119.15800,13786.81000,16185.34000,0.09700,354.33700,-139.24700,936.14800,17121.49000
2021-09-30,1165.29900,2491.08300,114.09600,69.06000,,3839.53800,3463.21200,276.76100,7092.78800,101.46900,13794.40000,17633.94000,2363.05300,8770.88300,163.05100,13942.64000,16305.69000,0.11100,1643.51400,-119.75000,1328.25100,17633.94000
2021-06-30,1243.17900,2550.67800,115.36900,69.36000,,3978.58600,3485.60000,279.16600,7106.14900,95.49000,13831.73000,17810.31000,2386.04000,8798.26300,157.68700,13961.44000,16347.49000,0.11100,1383.76000,-65.89900,1462.82600,17810.31000
2021-03-31,1072.10000,2604.49400,116.32200,73.76500,,3866.68100,3490.44200,289.40400,7041.91500,90.53400,13780.59000,17647.27000,2314.72400,8829.76500,150.72400,13899.33000,16214.05000,0.11000,1089.94000,-122.78300,1433.21500,17647.27000
2020-12-31,521.89100,2438.82100,111.62500,76.38700,,3148.72400,3521.82400,289.68400,7085.69400,79.50100,13839.79000,16988.52000,2476.14300,7917.26300,150.06000,12945.62000,15421.76000,0.11000,852.53700,-66.15400,1566.75200,16988.52000
2020-09-30,836.69700,2428.21200,106.25400,58.51200,,3429.67500,3417.91900,282.35000,6986.45500,96.11000,13617.00000,17046.67000,2499.24100,7866.54500,147.37100,12794.09000,15293.33000,0.12600,2031.60700,-122.53000,1753.34000,17046.67000
2020-06-30,3189.83400,2428.82800,97.90200,63.26600,,5779.83000,3417.91800,283.82900,6903.98500,92.90890,13525.26000,19305.09000,4274.56300,7894.67400,144.12100,12696.71000,16971.27000,0.12600,1872.93300,-135.10700,2333.81700,19305.09000
