,cash-on-hand,receivables-total,inventory,pre-paid-expenses,other-current-assets,total-current-assets,net-property-plant-equipment,long-term-investments,goodwill-intangible-assets-total,other-long-term-assets,total-long-term-assets,total-assets,total-current-liabilities,long-term-debt,other-non-current-liabilities,total-long-term-liabilities,total-liabilities,common-stock-net,retained-earnings-accumulated-deficit,comprehensive-income,total-share-holder-equity,total-liabilities-share-holders-equity
2022-09-30,78.60000,771.40000,800.10000,332.80000,245.70000,2228.60000,18991.00000,226.60000,1485.90000,1.60000,23347.80000,25576.40000,3911.10000,9521.20000,2557.50000,14159.60000,18070.70000,4.10000,-1458.10000,-23.50000,7505.70000,25576.40000
2022-06-30,99.50000,849.20000,491.60000,291.70000,179.70000,1911.70000,18511.70000,223.30000,1485.90000,0.80000,22902.10000,24813.80000,3015.00000,9520.20000,2626.80000,14258.40000,17273.40000,4.10000,-1408.90000,-35.80000,7540.40000,24813.80000
2022-03-31,130.40000,1059.70000,263.20000,263.90000,154.70000,1871.90000,18120.70000,239.10000,1485.90000,0.80000,22493.60000,24365.50000,2594.60000,9179.80000,2984.60000,14239.50000,16834.10000,4.10000,-1372.30000,-85.40000,7531.40000,24365.50000
2021-12-31,94.90000,925.20000,498.70000,195.80000,206.20000,1920.80000,17881.80000,258.90000,1485.90000,0.80000,22236.10000,24156.90000,2746.20000,9183.40000,3002.50000,14137.80000,16884.00000,4.10000,-1580.90000,-126.80000,7272.90000,24156.90000
2021-09-30,56.30000,585.90000,471.40000,159.30000,198.50000,1471.40000,17521.10000,253.30000,1485.90000,,21307.20000,22778.60000,2246.60000,9188.20000,2830.10000,13947.90000,16194.50000,3.90000,-1746.80000,-117.40000,6584.10000,22778.60000
2021-06-30,90.40000,595.40000,330.90000,187.40000,180.10000,1384.20000,17155.10000,251.50000,1485.90000,,20929.60000,22313.80000,1706.90000,9201.60000,2881.00000,13993.40000,15700.30000,3.90000,-1704.10000,-123.60000,6613.50000,22313.80000
2021-03-31,96.70000,848.20000,246.20000,109.30000,188.90000,1593.50000,16836.70000,249.40000,1485.90000,,20601.00000,22194.50000,2258.80000,9202.30000,2805.20000,13910.00000,16168.80000,3.90000,-1669.80000,-75.50000,6025.70000,22194.50000
2020-12-31,125.60000,825.40000,401.10000,86.00000,135.70000,1659.40000,16619.50000,252.00000,1485.90000,,20381.10000,22040.50000,2279.40000,9219.80000,2896.80000,13923.30000,16202.70000,3.90000,-1765.20000,-156.70000,5837.80000,22040.50000
2020-09-30,67.60000,545.80000,396.50000,112.60000,1698.30000,2820.80000,16079.00000,237.10000,1485.90000,0.90000,19880.70000,22701.50000,3446.80000,9208.90000,2828.20000,13829.80000,17276.60000,3.80000,-1849.60000,-193.60000,5424.90000,22701.50000
2020-06-30,153.60000,563.60000,311.80000,142.60000,1688.00000,2859.60000,15772.40000,227.80000,1485.90000,1.40000,19576.90000,22436.50000,3227.70000,8810.20000,2899.00000,13547.00000,16774.70000,3.80000,-1576.70000,-221.90000,5661.80000,22436.50000
2020-03-31,213.00000,755.50000,254.00000,182.80000,1820.10000,3225.40000,15587.20000,210.70000,1485.90000,1.30000,19367.30000,22592.70000,4161.80000,7817.90000,3051.50000,12689.50000,16851.30000,3.80000,-1483.40000,-230.60000,5741.40000,22592.70000
2019-12-31,148.40000,905.40000,424.70000,70.20000,225.70000,1853.90000,16912.20000,228.90000,1485.90000,1.30000,20805.90000,22659.80000,3745.80000,7856.20000,3212.60000,12927.30000,16673.10000,3.80000,-1370.80000,-92.60000,5986.70000,22659.80000
2019-09-30,37.00000,569.60000,448.70000,85.40000,237.60000,1378.30000,16480.90000,217.50000,1903.20000,2.20000,20754.00000,22132.30000,3339.70000,7853.80000,3248.10000,12944.10000,16283.80000,3.80000,-1231.60000,-130.30000,5848.50000,22132.30000
2019-06-30,32.40000,911.70000,318.60000,103.10000,212.20000,1578.00000,16133.80000,215.30000,1905.90000,2.30000,20396.20000,21974.20000,3813.70000,7109.70000,3219.10000,12184.30000,15998.00000,3.80000,-1144.00000,-80.80000,5976.20000,21974.20000
2019-03-31,160.80000,1204.20000,215.70000,144.20000,190.90000,1915.80000,15741.40000,208.50000,1908.70000,2.10000,19974.10000,21889.90000,4015.20000,7110.10000,3205.30000,12095.10000,16110.30000,3.80000,-1358.00000,-52.80000,5779.60000,21889.90000
2018-12-31,121.10000,1146.90000,422.50000,129.50000,235.40000,2055.40000,15542.50000,204.00000,1911.40000,2.10000,19748.60000,21804.00000,4036.80000,7105.40000,3180.10000,12016.30000,16053.10000,3.80000,-1399.30000,-37.20000,5750.90000,21804.00000
2018-09-30,53.80000,537.70000,466.90000,89.70000,221.00000,1369.10000,15174.40000,214.50000,1914.20000,2.60000,19330.30000,20699.40000,3411.20000,7094.50000,3515.70000,12214.50000,15625.70000,3.70000,-1387.50000,2.50000,5073.70000,20699.40000
2018-06-30,81.10000,614.40000,336.50000,109.10000,174.60000,1315.70000,14847.90000,199.60000,1916.90000,4.20000,18992.20000,20307.90000,2560.40000,7092.50000,3471.70000,12284.50000,14844.90000,3.70000,-965.50000,-20.90000,5463.00000,20307.90000
2018-03-31,44.70000,1027.40000,245.30000,155.50000,160.90000,1633.80000,14456.60000,201.30000,1919.60000,5.00000,18464.70000,20098.50000,3226.20000,7286.80000,3359.00000,12366.10000,15592.30000,3.40000,-919.20000,-19.00000,4506.20000,20098.50000
2017-12-31,38.40000,944.70000,471.10000,132.80000,176.30000,1763.30000,14359.50000,204.10000,1922.40000,5.50000,18198.40000,19961.70000,3178.40000,7512.20000,3308.60000,12463.20000,15641.60000,3.40000,-1073.10000,-43.40000,4320.10000,19961.70000
2017-09-30,28.30000,522.90000,511.50000,65.80000,203.90000,1332.40000,14042.10000,207.70000,1925.10000,5.60000,17937.10000,19269.50000,2566.80000,7518.60000,1791.80000,12339.70000,14906.50000,3.40000,-1020.60000,-43.70000,4363.00000,19269.50000
2017-06-30,32.80000,580.30000,393.20000,91.30000,183.20000,1280.80000,13669.30000,195.10000,1927.90000,6.00000,17541.90000,18822.70000,2778.30000,6777.40000,1826.20000,11921.60000,14699.90000,3.30000,-975.60000,-35.60000,4122.80000,18822.70000
2017-03-31,39.20000,832.60000,275.50000,139.10000,184.80000,1471.20000,13288.90000,194.10000,1930.60000,6.50000,17164.70000,18635.90000,3664.10000,5590.70000,1832.60000,10780.70000,14444.80000,3.30000,-874.20000,-19.60000,4191.10000,18635.90000
2016-12-31,36.00000,852.40000,494.40000,130.60000,248.70000,1762.10000,13068.00000,193.30000,1933.40000,6.60000,16929.80000,18691.90000,3452.20000,6058.20000,1855.50000,11168.50000,14620.70000,3.30000,-972.20000,-25.10000,4071.20000,18691.90000
2016-09-30,29.90000,487.90000,533.70000,64.10000,262.90000,1378.50000,12853.80000,200.50000,1936.10000,6.50000,16688.70000,18067.20000,2911.60000,6096.20000,2016.40000,11344.00000,14255.60000,3.30000,-1060.90000,-179.00000,3811.60000,18067.20000
2016-06-30,28.00000,490.30000,414.70000,89.80000,236.80000,1259.60000,12555.90000,190.20000,1937.10000,6.70000,16357.60000,17617.20000,2696.20000,5857.20000,1986.10000,11110.40000,13806.60000,3.20000,-1067.40000,-156.30000,3810.60000,17617.20000
2016-03-31,43.10000,674.30000,318.40000,133.50000,226.10000,1395.40000,12267.20000,194.80000,1941.60000,6.70000,16076.00000,17471.40000,2495.90000,5905.50000,1911.10000,11103.20000,13599.10000,3.20000,-1042.90000,-103.80000,3872.30000,17471.40000
2015-12-31,45.20000,681.00000,536.60000,107.50000,206.90000,1577.20000,12111.50000,187.70000,1944.40000,6.90000,15915.30000,17492.50000,2657.50000,5948.50000,1903.20000,10991.50000,13649.00000,3.20000,-1123.30000,-35.10000,3843.50000,17492.50000
2015-09-30,59.60000,520.20000,564.20000,75.90000,190.80000,1637.80000,11690.70000,195.80000,1947.10000,6.70000,15418.10000,17055.90000,2073.30000,6133.50000,1754.90000,11182.30000,13255.60000,3.20000,-1182.70000,-19.60000,3800.30000,17055.90000
2015-06-30,521.80000,729.80000,468.10000,133.20000,179.00000,2335.70000,16908.30000,200.70000,3924.60000,452.30000,23271.20000,25606.90000,2524.30000,8881.10000,2167.90000,15626.70000,18151.00000,3.20000,1561.10000,-44.40000,7455.90000,25606.90000
2015-03-31,63.60000,1229.00000,318.90000,187.30000,185.00000,2261.00000,16283.40000,208.70000,3928.10000,447.90000,22637.90000,24898.90000,2758.40000,7957.90000,2133.50000,14670.80000,17429.20000,3.20000,1597.50000,-46.60000,7469.70000,24898.90000
2014-12-31,49.80000,949.10000,586.20000,106.50000,219.40000,2194.40000,11057.40000,204.80000,1955.40000,8.30000,22395.40000,24589.80000,3964.30000,8151.50000,1722.60000,14450.20000,18414.50000,3.20000,1494.00000,-50.60000,6175.30000,24589.80000
2014-09-30,33.70000,720.20000,667.60000,103.60000,254.80000,2011.60000,15586.50000,211.70000,3933.60000,443.50000,21698.50000,23710.10000,3048.50000,8397.40000,2148.70000,14654.30000,17702.80000,3.20000,1339.90000,-41.60000,6007.30000,23710.10000
2014-06-30,27.80000,959.70000,469.10000,320.90000,277.00000,2054.50000,15088.80000,201.90000,3936.40000,437.10000,21203.30000,23257.80000,3431.40000,7640.60000,2076.20000,13798.10000,17229.50000,3.20000,1390.60000,-41.40000,6028.30000,23257.80000
2014-03-31,48.90000,1436.70000,225.60000,321.10000,287.80000,2320.10000,14657.70000,203.10000,3939.10000,407.10000,20787.20000,23107.30000,3340.80000,7638.50000,2073.50000,13754.40000,17095.20000,3.20000,1394.40000,-42.50000,6012.10000,23107.30000
2013-12-31,34.80000,1076.40000,500.40000,183.10000,189.20000,2159.20000,14365.10000,204.00000,3941.90000,373.70000,20494.70000,22653.90000,3178.40000,7593.20000,2060.50000,13588.90000,16767.30000,3.20000,1285.50000,-43.60000,5886.60000,22653.90000
