,cash-on-hand,receivables-total,inventory,pre-paid-expenses,other-current-assets,total-current-assets,net-property-plant-equipment,goodwill-intangible-assets-total,other-long-term-assets,total-long-term-assets,total-assets,total-current-liabilities,long-term-debt,other-non-current-liabilities,total-long-term-liabilities,total-liabilities,common-stock-net,retained-earnings-accumulated-deficit,comprehensive-income,total-share-holder-equity,total-liabilities-share-holders-equity
2022-12-31,928.00000,1970.00000,1867.00000,264.00000,731.00000,5760.00000,2446.00000,18822.00000,1500.00000,26710.00000,32469.00000,3803.00000,8915.00000,2035.00000,11094.00000,14896.00000,17.00000,-750.00000,269.00000,17573.00000,32469.00000
2022-09-30,338.00000,1871.00000,1788.00000,262.00000,884.00000,5144.00000,2273.00000,18910.00000,1602.00000,26803.00000,31947.00000,3549.00000,8564.00000,1916.00000,10758.00000,14307.00000,17.00000,-876.00000,532.00000,17640.00000,31947.00000
2022-06-30,276.00000,1917.00000,1752.00000,264.00000,874.00000,5083.00000,2246.00000,19232.00000,1569.00000,27106.00000,32189.00000,3883.00000,8802.00000,1988.00000,11055.00000,14938.00000,17.00000,-1050.00000,433.00000,17251.00000,32189.00000
2022-03-31,325.00000,1866.00000,1736.00000,249.00000,889.00000,5065.00000,2265.00000,19530.00000,1375.00000,27272.00000,32337.00000,4275.00000,9067.00000,2000.00000,11328.00000,15603.00000,17.00000,-1296.00000,222.00000,16735.00000,32337.00000
2021-12-31,1925.00000,1778.00000,1610.00000,205.00000,799.00000,6317.00000,2252.00000,18109.00000,1410.00000,25913.00000,32229.00000,4274.00000,8804.00000,2220.00000,11334.00000,15607.00000,17.00000,-1392.00000,263.00000,16622.00000,32229.00000
2021-09-30,1947.00000,1669.00000,1603.00000,217.00000,792.00000,6229.00000,2109.00000,18047.00000,1444.00000,25649.00000,31877.00000,4022.00000,8824.00000,2296.00000,11394.00000,15416.00000,17.00000,-1473.00000,238.00000,16462.00000,31877.00000
2021-06-30,2675.00000,1675.00000,1430.00000,202.00000,777.00000,6758.00000,2082.00000,16662.00000,1629.00000,24409.00000,31168.00000,4073.00000,8847.00000,2190.00000,11152.00000,15226.00000,17.00000,-1878.00000,237.00000,15942.00000,31168.00000
2021-03-31,2016.00000,1631.00000,1407.00000,192.00000,855.00000,6101.00000,2053.00000,16859.00000,1714.00000,24799.00000,30900.00000,3393.00000,9082.00000,2370.00000,11788.00000,15181.00000,17.00000,-2050.00000,254.00000,15719.00000,30900.00000
2020-12-31,1734.00000,1531.00000,1351.00000,194.00000,1884.00000,6694.00000,2084.00000,15868.00000,1921.00000,24083.00000,30777.00000,3681.00000,9130.00000,2309.00000,11769.00000,15451.00000,17.00000,-2378.00000,207.00000,15326.00000,30777.00000
2020-09-30,2022.00000,1598.00000,1472.00000,174.00000,894.00000,6160.00000,2064.00000,16934.00000,1516.00000,24686.00000,30845.00000,3302.00000,9325.00000,2132.00000,11979.00000,15281.00000,17.00000,-2574.00000,151.00000,15564.00000,30845.00000
2020-06-30,1724.00000,1457.00000,1516.00000,181.00000,925.00000,5803.00000,2079.00000,17261.00000,1500.00000,25022.00000,30823.00000,3108.00000,9278.00000,2236.00000,12099.00000,15207.00000,17.00000,-2405.00000,131.00000,15616.00000,30823.00000
