,cash-on-hand,receivables-total,inventory,other-current-assets,total-current-assets,net-property-plant-equipment,goodwill-intangible-assets-total,other-long-term-assets,total-long-term-assets,total-assets,total-current-liabilities,long-term-debt,other-non-current-liabilities,total-long-term-liabilities,total-liabilities,common-stock-net,retained-earnings-accumulated-deficit,comprehensive-income,total-share-holder-equity,total-liabilities-share-holders-equity
2022-09-30,67.06000,473.70600,4137.94500,82.04500,4760.75600,4343.82000,881.10200,142.76900,7477.27200,12238.03000,6841.47900,4370.77200,203.91200,6602.01200,13443.49000,0.62800,-2494.83300,-3.98300,-1205.46300,12238.03000
2022-06-30,253.90400,453.78400,4005.38400,86.80000,4799.87200,4282.41300,881.29900,138.16400,7267.81700,12067.69000,6413.18900,4669.83300,205.13700,6761.93000,13175.12000,0.63800,-2391.10800,-3.61100,-1107.43000,12067.69000
2022-03-31,191.54600,404.37400,3845.88100,81.58000,4523.38100,4236.62700,881.77300,142.59000,7237.00800,11760.39000,6170.87300,3827.89100,210.49900,5917.78900,12088.66000,0.65900,-1636.26700,-1.73600,-328.27300,11760.39000
2021-12-31,362.11300,385.67400,3686.38300,70.09200,4504.26200,4213.51500,879.34000,139.11200,7214.44500,11718.71000,5874.61500,3826.97800,206.56800,5910.51500,11785.13000,0.67000,-1365.80200,-6.79900,-66.42300,11718.71000
2021-09-30,449.30200,393.76500,3646.98800,72.15400,4562.20900,4201.68500,878.87200,135.50400,7227.17600,11789.38000,5989.75400,3826.07300,212.59100,5940.48300,11930.24000,0.67700,-1430.06000,-7.82800,-140.85300,11789.38000
2021-06-30,631.61800,386.32200,3647.41300,72.99400,4738.34700,4164.15400,881.20700,137.29600,7210.98600,11949.33000,5771.61200,3825.17700,210.46500,5960.02700,11731.64000,0.69100,-1075.76900,-2.59100,217.69400,11949.33000
2021-03-31,610.88000,380.61100,3622.20100,73.94700,4687.63900,4112.89700,879.46600,129.78900,7163.24800,11850.89000,5903.07800,3824.28800,203.37000,5954.78600,11857.86000,0.69700,-1275.40900,-6.29800,-6.97700,11850.89000
2020-12-31,465.64000,330.29400,3653.19500,50.65800,4499.78700,4094.91800,881.03000,125.78000,7096.85500,11596.64000,5262.41700,4123.21700,196.16000,6193.96700,11456.38000,0.71100,-1139.13900,-2.15500,140.25800,11596.64000
2020-09-30,1627.09800,333.53300,3527.49500,45.31500,5533.44100,4072.89700,873.71700,109.99900,6970.51000,12503.95000,5669.38400,4122.42400,188.09500,6125.34200,11794.73000,0.73300,-578.17200,-17.03500,709.22500,12503.95000
2020-06-30,872.42300,330.17300,3528.68300,53.20600,4784.48500,4038.48300,872.99700,106.29990,6944.05000,11728.54000,5022.13600,4127.39700,182.08800,6117.29900,11139.43000,0.74100,-679.50600,-22.11100,589.10000,11728.54000
2020-03-31,287.06700,304.61300,3556.72300,53.39700,4201.80000,4008.64400,910.14100,52.98190,6907.06200,11108.86000,4624.93200,4471.24800,168.63500,6375.08600,11000.02000,0.74200,-1137.39200,-25.75600,108.84400,11108.86000
2019-12-31,40.40600,294.40700,3454.09200,44.75700,3833.66200,3948.20300,936.81400,70.11200,6883.49800,10717.16000,4469.42700,3890.52700,171.28900,5850.39300,10319.82000,0.75600,-889.06600,4.89000,397.34000,10717.16000
2019-09-30,42.80400,300.14000,3348.63100,32.91400,3724.48900,3870.70700,808.25900,60.33800,6648.23500,10372.72000,4580.85400,3703.62800,162.29400,5625.65100,10206.50000,0.75700,-1094.08200,,166.21900,10372.72000
2019-06-30,55.80900,339.97700,3262.42600,42.36100,3700.57300,3754.35100,808.39100,43.52910,6501.37000,10201.94000,4360.39200,3783.73800,167.87900,5696.86900,10057.26000,0.76700,-1115.01500,,144.68200,10201.94000
2019-03-31,56.71700,317.13200,3228.90100,46.89600,3649.64600,3676.71000,808.71700,40.12500,6411.91600,10061.56000,4326.33200,3460.92100,163.15300,5362.86500,9689.19700,0.78300,-896.45000,,372.36500,10061.56000
2018-12-31,31.31500,270.18100,3193.34400,48.26200,3543.10200,3587.00200,807.26000,43.42500,4437.68700,7980.78900,3894.02000,3417.12200,210.41400,3733.10200,7627.12200,0.79000,-909.18600,,353.66700,7980.78900
2018-09-30,40.01900,325.92900,3139.62100,54.46200,3560.03100,3501.93300,789.17800,43.57200,4334.68300,7894.71400,3905.08100,3174.32700,214.28700,3491.25400,7396.33500,0.80300,-768.25100,,498.37900,7894.71400
2018-06-30,36.86800,320.09200,3091.71900,52.03800,3500.71700,3434.88400,789.10400,42.03500,4266.02300,7766.74000,3818.91800,3253.53800,214.86400,3562.83200,7381.75000,0.81000,-863.65700,,384.99000,7766.74000
2018-03-31,38.52500,302.61800,3052.74800,52.52000,3446.41100,3389.76300,789.10400,41.37900,4220.24600,7666.65700,3748.18100,3193.06600,211.80600,3494.64800,7242.82900,0.82300,-824.36100,,423.82800,7666.65700
2017-12-31,46.34800,292.48700,3009.80000,49.03700,3397.67200,3343.80600,789.05800,41.34900,4174.21300,7571.88500,3647.36600,2978.39000,207.67700,3271.47300,6918.83900,0.84300,-612.84000,,653.04600,7571.88500
2017-09-30,37.28700,299.12200,2987.59200,34.48000,3358.48100,3292.68100,787.21000,40.95600,4120.84700,7479.32800,3628.50000,2900.81600,203.98600,3236.64900,6865.14900,0.85300,-654.48400,,614.17900,7479.32800
2017-06-30,26.52800,265.54900,2959.31500,38.19700,3289.58900,3229.39800,786.93800,39.77300,4056.10900,7345.69800,3566.13300,2604.06200,208.14300,2910.25300,6476.38600,0.88000,-428.24200,,869.31200,7345.69800
2017-03-31,27.53900,266.80800,2872.64600,38.54000,3205.53300,3174.65000,785.56800,37.97300,3998.19100,7203.72400,3505.76300,1977.53900,205.21600,2275.36500,5781.12800,0.91300,90.26700,,1422.59600,7203.72400
2016-12-31,146.59800,279.37900,2778.97600,53.02200,3257.97500,3123.43100,785.39900,37.38400,3946.21400,7204.18900,3400.64900,1887.01900,199.21900,2176.40400,5577.05300,0.92900,289.50000,,1627.13600,7204.18900
2016-09-30,560.32000,287.52300,2789.89200,32.02900,3669.76400,3058.68400,757.25100,36.64100,3852.57600,7522.34000,3465.42800,1886.50100,185.43700,2156.14900,5621.57700,0.94700,560.30400,,1900.76300,7522.34000
2016-06-30,398.25900,265.01600,2741.03000,33.82800,3438.13300,2979.24000,757.13000,36.13700,3772.50700,7210.64000,3366.67500,1886.32400,194.67000,2153.95500,5520.63000,0.94900,379.62000,,1690.01000,7210.64000
2016-03-31,716.00800,246.76800,2701.76000,36.92700,3701.46300,2913.92700,757.13000,35.08100,3718.31000,7419.77300,3315.67700,1885.87700,201.92800,2164.25500,5479.93200,0.96700,637.81700,,1939.84100,7419.77300
2015-12-31,116.30100,233.68700,2631.01500,29.02300,3010.02600,2861.55600,757.14200,34.74100,3666.65800,6676.68400,3046.39800,1390.01800,199.18200,1668.97200,4715.37000,0.97700,678.84000,,1961.31400,6676.68400
2015-09-30,276.91600,240.75000,2606.81300,33.08500,3157.56400,2805.15000,757.09300,41.19400,3617.70200,6775.26600,3103.91200,1396.99500,200.07600,1669.26800,4773.18000,0.98700,732.74200,,2002.08600,6775.26600
