,cash-on-hand,receivables-total,inventory,pre-paid-expenses,other-current-assets,total-current-assets,net-property-plant-equipment,goodwill-intangible-assets-total,other-long-term-assets,total-long-term-assets,total-assets,total-current-liabilities,long-term-debt,other-non-current-liabilities,total-long-term-liabilities,total-liabilities,common-stock-net,retained-earnings-accumulated-deficit,comprehensive-income,total-share-holder-equity,total-liabilities-share-holders-equity
2022-09-30,24.70000,786.20000,615.20000,47.50000,432.10000,1905.70000,21686.90000,2336.60000,712.80000,27341.90000,29247.60000,3671.70000,9197.20000,3712.90000,15960.40000,19632.10000,7216.60000,2432.20000,-39.80000,9615.50000,29247.60000
2022-06-30,22.40000,733.50000,636.50000,52.30000,477.40000,1922.10000,21468.60000,2336.60000,717.10000,27266.70000,29188.80000,3859.70000,9196.70000,3841.30000,16018.30000,19878.00000,7212.50000,2136.00000,-41.20000,9310.80000,29188.80000
2022-03-31,22.20000,540.10000,612.70000,44.90000,502.10000,1722.00000,21157.70000,2336.60000,732.40000,27017.90000,28739.90000,3391.30000,9247.10000,3911.60000,16111.10000,19502.40000,7206.40000,2073.30000,-42.60000,9237.50000,28739.90000
2021-12-31,26.20000,568.60000,566.70000,49.30000,499.50000,1710.30000,21002.60000,2336.60000,711.20000,26810.20000,28520.50000,3102.90000,9297.90000,3955.60000,16175.90000,19278.80000,7205.50000,2082.90000,-44.00000,9241.70000,28520.50000
2021-09-30,25.30000,793.40000,545.00000,106.60000,331.50000,1801.80000,20603.90000,2336.60000,703.90000,26380.30000,28182.10000,2670.60000,9297.30000,3901.50000,16199.50000,18870.10000,7201.80000,2161.30000,-45.30000,9312.00000,28182.10000
2021-06-30,58.40000,782.10000,538.10000,78.30000,272.70000,1729.60000,20324.10000,2336.60000,674.70000,26279.20000,28008.80000,2703.90000,9297.30000,3964.40000,16327.80000,19031.70000,7197.60000,1835.00000,-46.60000,8977.10000,28008.80000
2021-03-31,482.00000,672.40000,492.30000,99.30000,255.90000,2001.90000,20102.20000,2336.60000,700.90000,26018.20000,28020.10000,3244.40000,9090.60000,3861.60000,15981.30000,19225.70000,7081.50000,1772.80000,-48.00000,8794.40000,28020.10000
2020-12-31,144.90000,696.80000,504.50000,48.20000,229.90000,1624.30000,19951.00000,2336.60000,682.60000,25490.50000,27114.80000,2355.80000,9190.90000,3848.70000,16040.50000,18396.30000,7080.00000,1702.80000,-49.40000,8718.50000,27114.80000
2020-09-30,361.60000,767.40000,512.10000,67.70000,205.90000,1914.70000,19624.10000,2336.60000,684.20000,24966.50000,26881.20000,2098.20000,9276.40000,3803.40000,15998.80000,18097.00000,7077.00000,1773.50000,-48.40000,8784.20000,26881.20000
2020-06-30,176.20000,805.70000,520.30000,80.50000,207.70000,1790.40000,19191.80000,2336.60000,659.60000,24460.00000,26250.40000,2086.10000,9281.20000,3558.20000,15637.40000,17723.50000,7073.50000,1524.10000,-49.80000,8526.90000,26250.40000
2020-03-31,304.40000,621.70000,498.90000,79.60000,228.20000,1732.80000,19223.20000,2336.60000,680.20000,24451.90000,26184.70000,2397.70000,8993.50000,3105.60000,15281.60000,17679.30000,7072.20000,1505.70000,-48.70000,8505.40000,26184.70000
2019-12-31,23.20000,653.00000,481.60000,78.20000,231.70000,1467.70000,19184.40000,2336.60000,673.50000,24508.20000,25975.90000,2335.90000,8765.50000,3191.80000,15094.70000,17430.60000,7070.40000,1551.50000,-50.00000,8545.30000,25975.90000
2019-09-30,50.10000,729.10000,454.40000,73.90000,204.80000,1512.30000,18976.10000,2336.60000,671.80000,24395.20000,25907.50000,2075.10000,8768.00000,3225.00000,15242.50000,17317.60000,7066.90000,1603.10000,-50.70000,8589.90000,25907.50000
2019-06-30,107.00000,620.80000,488.70000,80.20000,242.70000,1539.40000,18923.30000,2336.60000,681.70000,24179.00000,25718.40000,3482.80000,7141.30000,3236.10000,13380.90000,16863.70000,7563.00000,1349.10000,-29.00000,8854.70000,25718.40000
2019-03-31,547.90000,580.50000,466.50000,66.20000,266.50000,1927.60000,18838.10000,2338.90000,706.20000,24133.10000,26060.70000,3335.40000,7144.70000,3218.40000,13333.60000,16669.00000,8110.40000,1325.70000,-13.20000,9391.70000,26060.70000
