,cash-on-hand,receivables-total,inventory,other-current-assets,total-current-assets,net-property-plant-equipment,long-term-investments,goodwill-intangible-assets-total,other-long-term-assets,total-long-term-assets,total-assets,total-current-liabilities,long-term-debt,other-non-current-liabilities,total-long-term-liabilities,total-liabilities,common-stock-net,retained-earnings-accumulated-deficit,comprehensive-income,other-share-holders-equity,total-share-holder-equity,total-liabilities-share-holders-equity
2017-06-30,518.00000,1353.00000,438.00000,417.00000,2726.00000,39423.00000,7442.00000,25367.00000,,77477.00000,80203.00000,6363.00000,35100.00000,2526.00000,37626.00000,43989.00000,22.00000,-6482.00000,-483.00000,,36214.00000,80203.00000
2017-03-31,486.00000,1440.00000,380.00000,369.00000,2675.00000,39023.00000,7136.00000,25417.00000,,77118.00000,79793.00000,6689.00000,35464.00000,2635.00000,38099.00000,44788.00000,22.00000,-6540.00000,-593.00000,,35005.00000,79793.00000
2016-12-31,787.00000,1550.00000,357.00000,535.00000,3229.00000,38705.00000,7027.00000,25470.00000,,77076.00000,80305.00000,5924.00000,37354.00000,2225.00000,39579.00000,45503.00000,22.00000,-6669.00000,-661.00000,,34802.00000,80305.00000
2016-09-30,1245.00000,1282.00000,325.00000,511.00000,3363.00000,38780.00000,7358.00000,25547.00000,,78241.00000,81604.00000,6044.00000,38518.00000,2074.00000,40592.00000,46636.00000,22.00000,-6560.00000,-557.00000,,34968.00000,81604.00000
2016-06-30,180.00000,1278.00000,361.00000,651.00000,2470.00000,41199.00000,6202.00000,27242.00000,,81847.00000,84317.00000,6566.00000,40201.00000,2077.00000,42278.00000,48844.00000,22.00000,-6053.00000,-554.00000,,35473.00000,84317.00000
2016-03-31,175.00000,1203.00000,364.00000,739.00000,2481.00000,41042.00000,6035.00000,27297.00000,,81748.00000,84229.00000,4396.00000,42105.00000,2182.00000,44287.00000,48683.00000,22.00000,-6106.00000,-414.00000,,35546.00000,84229.00000
2015-12-31,289.00000,1355.00000,407.00000,773.00000,2824.00000,40547.00000,6040.00000,27341.00000,,81280.00000,84104.00000,4065.00000,42406.00000,2230.00000,44636.00000,48701.00000,22.00000,-6103.00000,-461.00000,,35403.00000,84104.00000
2015-09-30,179.00000,1404.00000,445.00000,989.00000,3067.00000,40608.00000,5943.00000,28571.00000,,82610.00000,85677.00000,6191.00000,41630.00000,2014.00000,43644.00000,49835.00000,22.00000,-4242.00000,-328.00000,,35842.00000,85677.00000
2015-06-30,163.00000,1349.00000,474.00000,894.00000,2936.00000,40586.00000,6028.00000,28642.00000,,82674.00000,85610.00000,6499.00000,41399.00000,2207.00000,43606.00000,50105.00000,22.00000,-3350.00000,-291.00000,,35505.00000,85610.00000
2015-03-31,259.00000,1420.00000,453.00000,1101.00000,3289.00000,40289.00000,6011.00000,28669.00000,,82875.00000,86164.00000,6784.00000,41824.00000,2197.00000,44021.00000,50805.00000,22.00000,-2639.00000,-193.00000,,35359.00000,86164.00000
2014-12-31,315.00000,1641.00000,459.00000,1281.00000,3752.00000,38564.00000,6036.00000,26956.00000,,79297.00000,83049.00000,6362.00000,40097.00000,2164.00000,42261.00000,48623.00000,21.00000,-2106.00000,-17.00000,,34426.00000,83049.00000
2014-09-30,472.00000,1696.00000,461.00000,635.00000,3486.00000,38100.00000,6041.00000,26979.00000,,73632.00000,77118.00000,6085.00000,35636.00000,2023.00000,42264.00000,48349.00000,10.00000,-1776.00000,-50.00000,,28769.00000,77118.00000
2014-06-30,363.00000,1633.00000,460.00000,582.00000,3367.00000,37607.00000,5862.00000,27020.00000,,72997.00000,76364.00000,6487.00000,34521.00000,2147.00000,41222.00000,47709.00000,10.00000,-1661.00000,-68.00000,,28655.00000,76364.00000
2014-03-31,513.00000,1838.00000,417.00000,446.00000,3662.00000,36952.00000,5962.00000,26966.00000,,72392.00000,76054.00000,6068.00000,34799.00000,2154.00000,41552.00000,47620.00000,10.00000,-1510.00000,-62.00000,,28434.00000,76054.00000
2013-12-31,598.00000,1721.00000,430.00000,552.00000,3868.00000,35847.00000,5951.00000,26942.00000,,71317.00000,75185.00000,6075.00000,33887.00000,2287.00000,40825.00000,46900.00000,10.00000,-1372.00000,-24.00000,,28285.00000,75185.00000
2013-09-30,816.00000,1420.00000,435.00000,492.00000,3591.00000,35275.00000,6044.00000,26968.00000,,70984.00000,74575.00000,6415.00000,33038.00000,2506.00000,39858.00000,46273.00000,10.00000,-1284.00000,-97.00000,,28302.00000,74575.00000
2013-06-30,1017.00000,1488.00000,428.00000,481.00000,3772.00000,34599.00000,6085.00000,26978.00000,402.00000,70348.00000,74120.00000,7333.00000,31582.00000,2553.00000,38248.00000,45581.00000,10.00000,-1153.00000,-148.00000,,28539.00000,74120.00000
2013-03-31,1106.00000,1290.00000,389.00000,379.00000,3686.00000,31201.00000,5773.00000,24720.00000,618.00000,64622.00000,68308.00000,5582.00000,31514.00000,2685.00000,38418.00000,44000.00000,10.00000,-1035.00000,-157.00000,,24308.00000,68308.00000
2012-12-31,714.00000,1333.00000,374.00000,714.00000,3674.00000,30996.00000,5804.00000,24803.00000,,64571.00000,68245.00000,5228.00000,32000.00000,2846.00000,38917.00000,44145.00000,10.00000,-943.00000,-118.00000,,24100.00000,68245.00000
2012-09-30,831.00000,1296.00000,322.00000,2673.00000,5122.00000,30881.00000,6135.00000,24749.00000,784.00000,64931.00000,70053.00000,6860.00000,32475.00000,2900.00000,39295.00000,46155.00000,11.00000,-733.00000,-56.00000,,23898.00000,70053.00000
2012-06-30,728.00000,1275.00000,313.00000,3015.00000,5331.00000,30613.00000,6114.00000,24595.00000,793.00000,64244.00000,69575.00000,6132.00000,33833.00000,2793.00000,40253.00000,46385.00000,11.00000,-556.00000,-42.00000,,23190.00000,69575.00000
2012-03-31,525.00000,761.00000,177.00000,2439.00000,3902.00000,17304.00000,2180.00000,5993.00000,580.00000,26468.00000,30370.00000,3708.00000,15230.00000,1071.00000,18540.00000,22248.00000,8.00000,-202.00000,-128.00000,,8122.00000,30370.00000
2011-12-31,411.00000,914.00000,172.00000,166.00000,1663.00000,17926.00000,3744.00000,6259.00000,698.00000,29054.00000,30717.00000,4529.00000,14356.00000,1065.00000,17620.00000,22149.00000,8.00000,-3.00000,-115.00000,,8568.00000,30717.00000
2011-09-30,315.70000,830.20000,101.30000,231.00000,1478.20000,17715.90000,3668.70000,6141.90000,771.50000,28679.20000,30157.40000,4395.00000,13851.50000,937.10000,17014.90000,21409.90000,8.10000,56.50000,-32.40000,,8747.50000,30157.40000
2011-06-30,401.00000,919.20000,80.80000,231.60000,1632.60000,17227.50000,4311.70000,5168.90000,340.90000,27337.30000,28969.90000,3030.60000,14000.70000,991.40000,17135.90000,20166.50000,8.10000,117.50000,-113.80000,,8803.40000,28969.90000
2011-03-31,230.90000,843.80000,93.00000,121.10000,1288.80000,17133.70000,4310.40000,5151.90000,224.60000,27117.70000,28406.50000,3397.00000,13866.80000,874.60000,16795.70000,20192.70000,8.10000,84.40000,-192.00000,,8213.80000,28406.50000
2010-12-31,592.90000,971.40000,92.00000,130.60000,1786.90000,17070.70000,4291.10000,5170.10000,301.70000,27121.20000,28908.10000,3644.10000,13812.90000,819.40000,16725.00000,20369.10000,,,-136.50000,,8539.00000,28908.10000
2010-09-30,,,,,,,,0.00000,,,0.00000,,,,,0.00000,0.00000,,,0.00000,0.00000,0.00000
2010-06-30,,,,,,,,0.00000,,,0.00000,,,,,0.00000,0.00000,,,0.00000,0.00000,0.00000
2010-03-31,,,,,,,,0.00000,,,0.00000,,,,,0.00000,0.00000,,,0.00000,0.00000,0.00000
2009-12-31,218.10000,916.30000,71.90000,130.50000,1380.30000,,3695.60000,5004.10000,483.90000,9397.20000,27581.00000,2319.20000,13240.70000,1140.10000,16416.70000,18735.90000,4338.40000,,,4506.70000,8845.10000,27581.00000
