,cash-on-hand,receivables-total,inventory,other-current-assets,total-current-assets,net-property-plant-equipment,long-term-investments,goodwill-intangible-assets-total,other-long-term-assets,total-long-term-assets,total-assets,total-current-liabilities,long-term-debt,other-non-current-liabilities,total-long-term-liabilities,total-liabilities,common-stock-net,retained-earnings-accumulated-deficit,comprehensive-income,other-share-holders-equity,total-share-holder-equity,total-liabilities-share-holders-equity
2022-12-31,794.00000,1840.00000,634.00000,535.00000,3803.00000,35599.00000,7653.00000,21774.00000,,66275.00000,70078.00000,6930.00000,28403.00000,2008.00000,31034.00000,37964.00000,22.00000,-10551.00000,-402.00000,,32114.00000,70078.00000
2022-09-30,723.00000,1873.00000,715.00000,508.00000,3819.00000,35534.00000,7465.00000,21840.00000,,66173.00000,69992.00000,6148.00000,29107.00000,2160.00000,31709.00000,37857.00000,23.00000,-10593.00000,-363.00000,,32135.00000,69992.00000
2022-06-30,417.00000,2063.00000,690.00000,438.00000,3608.00000,35530.00000,7470.00000,21471.00000,,65782.00000,69390.00000,6892.00000,28552.00000,2125.00000,30873.00000,37765.00000,23.00000,-10540.00000,-592.00000,,31625.00000,69390.00000
2022-03-31,348.00000,1661.00000,591.00000,433.00000,3033.00000,35557.00000,7545.00000,21532.00000,,66102.00000,69135.00000,6450.00000,28759.00000,2219.00000,30978.00000,37428.00000,23.00000,-10544.00000,-674.00000,,31707.00000,69135.00000
2021-12-31,1147.00000,1611.00000,562.00000,509.00000,3829.00000,35653.00000,7578.00000,21592.00000,,66587.00000,70416.00000,5821.00000,30674.00000,2000.00000,32674.00000,38495.00000,23.00000,-10595.00000,-411.00000,,31921.00000,70416.00000
2021-09-30,279.00000,1433.00000,457.00000,517.00000,2686.00000,35576.00000,7620.00000,21777.00000,,66954.00000,69640.00000,5825.00000,30002.00000,2160.00000,32823.00000,38648.00000,23.00000,-10617.00000,-642.00000,,30992.00000,69640.00000
2021-06-30,1969.00000,1416.00000,396.00000,502.00000,4283.00000,34570.00000,7650.00000,21436.00000,,65892.00000,70175.00000,5059.00000,31077.00000,2216.00000,33976.00000,39035.00000,23.00000,-10496.00000,-609.00000,,31140.00000,70175.00000
2021-03-31,1423.00000,1425.00000,389.00000,497.00000,3734.00000,35605.00000,7693.00000,22247.00000,,67474.00000,71208.00000,4618.00000,31061.00000,2221.00000,33987.00000,38605.00000,23.00000,-9124.00000,-487.00000,,32603.00000,71208.00000
2020-12-31,1209.00000,1293.00000,348.00000,353.00000,3203.00000,35836.00000,7917.00000,22304.00000,,68770.00000,71973.00000,5074.00000,32131.00000,2202.00000,35061.00000,40135.00000,23.00000,-9936.00000,-407.00000,,31838.00000,71973.00000
2020-09-30,699.00000,1142.00000,317.00000,514.00000,2672.00000,35958.00000,8014.00000,22361.00000,,69149.00000,71821.00000,4376.00000,32660.00000,2093.00000,35500.00000,39876.00000,23.00000,-9945.00000,-255.00000,,31945.00000,71821.00000
2020-06-30,546.00000,1073.00000,336.00000,535.00000,2490.00000,36027.00000,7892.00000,22418.00000,,69294.00000,71784.00000,5202.00000,31441.00000,2249.00000,34458.00000,39660.00000,23.00000,-9802.00000,-199.00000,,32124.00000,71784.00000
2020-03-31,942.00000,1186.00000,307.00000,661.00000,3096.00000,36041.00000,7886.00000,23467.00000,,70434.00000,73530.00000,5608.00000,31405.00000,2260.00000,34458.00000,40066.00000,23.00000,-8568.00000,-62.00000,,33464.00000,73530.00000
2019-12-31,1134.00000,1379.00000,371.00000,354.00000,3238.00000,36419.00000,7759.00000,24127.00000,,70919.00000,74157.00000,5100.00000,31915.00000,2253.00000,34971.00000,40071.00000,23.00000,-7693.00000,-333.00000,,34086.00000,74157.00000
2019-09-30,268.00000,1273.00000,405.00000,419.00000,2365.00000,37934.00000,8387.00000,24693.00000,,74566.00000,76931.00000,6826.00000,32111.00000,2719.00000,35631.00000,42457.00000,23.00000,-7733.00000,-384.00000,,34474.00000,76931.00000
2019-06-30,249.00000,1227.00000,450.00000,374.00000,2300.00000,37840.00000,8124.00000,24746.00000,,74395.00000,76695.00000,5659.00000,33005.00000,2772.00000,36552.00000,42211.00000,23.00000,-7671.00000,-448.00000,,34484.00000,76695.00000
2019-03-31,270.00000,1310.00000,429.00000,253.00000,2262.00000,37782.00000,7770.00000,24791.00000,,74030.00000,76292.00000,5009.00000,33328.00000,2794.00000,36827.00000,41836.00000,23.00000,-7619.00000,-508.00000,,34456.00000,76292.00000
2018-12-31,3331.00000,1498.00000,385.00000,508.00000,5722.00000,37897.00000,7481.00000,24845.00000,,73144.00000,78866.00000,7557.00000,33936.00000,2176.00000,36778.00000,44335.00000,23.00000,-7716.00000,-330.00000,,34531.00000,78866.00000
2018-09-30,3560.00000,1545.00000,383.00000,278.00000,5766.00000,37795.00000,7432.00000,24900.00000,,73297.00000,79063.00000,5489.00000,35268.00000,2407.00000,38308.00000,43797.00000,22.00000,-7744.00000,-495.00000,,35266.00000,79063.00000
2018-06-30,347.00000,1520.00000,420.00000,347.00000,2634.00000,39905.00000,7293.00000,25142.00000,,75681.00000,78315.00000,5379.00000,35366.00000,2495.00000,38442.00000,43821.00000,22.00000,-7993.00000,-690.00000,,34494.00000,78315.00000
2018-03-31,363.00000,1512.00000,442.00000,311.00000,2628.00000,40333.00000,7420.00000,25201.00000,,76383.00000,79011.00000,5429.00000,35543.00000,2381.00000,38447.00000,43876.00000,22.00000,-7365.00000,-667.00000,,35135.00000,79011.00000
2017-12-31,326.00000,1613.00000,424.00000,352.00000,2715.00000,40155.00000,7298.00000,25261.00000,,76340.00000,79055.00000,6181.00000,35015.00000,2735.00000,37750.00000,43931.00000,22.00000,-7754.00000,-541.00000,,35124.00000,79055.00000
2017-09-30,620.00000,1214.00000,428.00000,351.00000,2613.00000,39867.00000,7484.00000,25317.00000,,77738.00000,80351.00000,6174.00000,35116.00000,2537.00000,37653.00000,43827.00000,22.00000,-6429.00000,-469.00000,,36524.00000,80351.00000
