,cash-on-hand,receivables-total,inventory,pre-paid-expenses,other-current-assets,total-current-assets,net-property-plant-equipment,long-term-investments,goodwill-intangible-assets-total,other-long-term-assets,total-long-term-assets,total-assets,total-current-liabilities,long-term-debt,other-non-current-liabilities,total-long-term-liabilities,total-liabilities,common-stock-net,retained-earnings-accumulated-deficit,comprehensive-income,other-share-holders-equity,total-share-holder-equity,total-liabilities-share-holders-equity
2019-08-31,19.00000,371.10000,466.50000,49.60000,,906.20000,1555.10000,225.50000,346.80000,28.70000,2316.40000,3222.60000,540.10000,2210.10000,236.60000,2590.20000,3130.30000,146.80000,911.10000,-34.20000,,92.30000,3222.60000
2019-05-31,12.20000,340.10000,498.30000,110.90000,,961.50000,1597.80000,224.60000,243.50000,20.70000,2086.60000,3048.10000,552.80000,2280.20000,94.00000,2499.90000,3052.70000,146.70000,803.60000,-25.30000,,-4.60000,3048.10000
2019-02-28,17.20000,359.30000,588.20000,103.30000,,1068.00000,1557.00000,222.80000,247.10000,16.30000,2043.20000,3111.20000,666.60000,2288.60000,85.60000,2500.80000,3167.40000,146.60000,722.50000,-13.30000,,-56.20000,3111.20000
2018-11-30,121.60000,340.10000,628.20000,44.70000,,1134.60000,1521.40000,218.20000,167.00000,11.30000,1917.90000,3052.50000,696.80000,2321.80000,86.20000,2522.80000,3219.60000,146.60000,610.40000,-15.90000,,-167.10000,3052.50000
2018-08-31,150.50000,331.10000,447.70000,55.50000,,984.80000,1467.90000,221.70000,168.10000,11.80000,1869.50000,2854.30000,518.30000,2329.50000,84.80000,2581.40000,3099.70000,146.60000,519.70000,-8.50000,,-245.40000,2854.30000
2018-05-31,55.60000,225.90000,549.70000,99.20000,,930.40000,1420.80000,219.80000,170.50000,11.10000,1822.20000,2752.60000,518.70000,2336.70000,84.30000,2568.70000,3087.40000,146.40000,426.40000,-4.30000,,-334.80000,2752.60000
2018-02-28,49.40000,236.60000,630.50000,81.70000,,998.20000,1356.80000,217.40000,171.60000,9.90000,1755.70000,2753.90000,579.30000,2344.40000,87.40000,2566.80000,3146.10000,146.30000,354.50000,13.40000,,-392.20000,2753.90000
2017-11-30,71.10000,224.40000,662.90000,45.90000,,1004.30000,1331.50000,198.60000,170.70000,9.80000,1710.60000,2714.90000,646.50000,2353.20000,74.30000,2599.80000,3246.30000,146.30000,225.80000,5.40000,,-531.40000,2714.90000
2017-08-31,69.80000,213.70000,494.40000,60.50000,,838.40000,1309.50000,196.00000,170.90000,13.00000,1689.40000,2527.80000,516.90000,2360.10000,70.40000,2586.60000,3103.50000,146.20000,176.90000,5.90000,,-575.70000,2527.80000
2017-05-31,57.10000,185.20000,525.00000,90.90000,,858.20000,1271.20000,178.60000,170.20000,7.40000,1627.40000,2485.60000,555.40000,2365.00000,71.20000,2577.40000,3132.80000,146.10000,121.00000,-9.30000,,-647.20000,2485.60000
2017-02-28,37.50000,218.10000,572.40000,84.10000,,912.10000,1185.60000,155.60000,170.40000,8.50000,1520.10000,2432.20000,575.20000,2372.70000,73.60000,2558.60000,3133.80000,146.10000,72.10000,-19.40000,,-701.60000,2432.20000
2016-11-30,69.40000,232.20000,615.90000,18.50000,,936.00000,1134.30000,150.80000,170.00000,9.10000,1464.20000,2400.20000,605.10000,2382.00000,64.80000,2553.70000,3158.80000,146.00000,15.30000,-22.20000,,-758.60000,2400.20000
2016-08-31,,,,,,,,,0.00000,,,0.00000,,,,,0.00000,0.00000,,,0.00000,0.00000,0.00000
2016-05-31,,,,,,,,,,,,0.00000,,,,,,,,,,,
2016-02-29,,,,,,,,,0.00000,,,0.00000,,,,,0.00000,0.00000,,,0.00000,0.00000,0.00000
2015-11-30,,,,,,,,,0.00000,,,0.00000,,,,,0.00000,0.00000,,,0.00000,0.00000,0.00000
2015-05-31,30.60000,171.40000,488.20000,,61.50000,751.70000,1948.40000,,176.60000,126.30000,2251.30000,2055.90000,389.20000,86.50000,222.70000,309.20000,698.40000,1362.60000,,,-5.10000,1357.50000,2055.90000
2014-05-31,,,,,,,,,0.00000,,,0.00000,,,,,0.00000,0.00000,,,0.00000,0.00000,0.00000
