,cash-on-hand,receivables-total,inventory,pre-paid-expenses,total-current-assets,net-property-plant-equipment,long-term-investments,goodwill-intangible-assets-total,other-long-term-assets,total-long-term-assets,total-assets,total-current-liabilities,long-term-debt,other-non-current-liabilities,total-long-term-liabilities,total-liabilities,common-stock-net,retained-earnings-accumulated-deficit,comprehensive-income,total-share-holder-equity,total-liabilities-share-holders-equity
2022-09-30,10422.00000,7354.00000,1226.00000,1451.00000,20453.00000,63673.00000,8204.00000,,2507.00000,74384.00000,94837.00000,13997.00000,16297.00000,7159.00000,31761.00000,45758.00000,21.00000,51278.00000,-5865.00000,49079.00000,94837.00000
2022-06-30,8181.00000,8153.00000,1234.00000,1292.00000,18860.00000,64008.00000,8203.00000,,2622.00000,74833.00000,93693.00000,12216.00000,16295.00000,7206.00000,31275.00000,43491.00000,21.00000,49093.00000,-5313.00000,50202.00000,93693.00000
2022-03-31,7144.00000,7879.00000,1174.00000,1389.00000,17586.00000,64642.00000,8309.00000,,2771.00000,75722.00000,93308.00000,11624.00000,17586.00000,7239.00000,32466.00000,44090.00000,21.00000,45442.00000,-4808.00000,49218.00000,93308.00000
2021-12-31,6591.00000,6670.00000,1208.00000,1581.00000,16050.00000,64911.00000,7113.00000,,2587.00000,74611.00000,90661.00000,12021.00000,18734.00000,7168.00000,33234.00000,45255.00000,21.00000,40674.00000,-4950.00000,45406.00000,90661.00000
2021-09-30,11927.00000,5465.00000,1043.00000,1746.00000,20181.00000,56689.00000,8058.00000,,2376.00000,67123.00000,87304.00000,10449.00000,18748.00000,7200.00000,32740.00000,43189.00000,21.00000,38307.00000,-5123.00000,44115.00000,87304.00000
2021-06-30,10661.00000,4524.00000,1138.00000,849.00000,17172.00000,57717.00000,8013.00000,,2442.00000,68231.00000,85403.00000,8150.00000,18805.00000,7544.00000,32977.00000,41127.00000,21.00000,37116.00000,-4920.00000,44276.00000,85403.00000
2021-03-31,8499.00000,4481.00000,1098.00000,536.00000,14614.00000,58270.00000,8286.00000,,2464.00000,69079.00000,83693.00000,7184.00000,19338.00000,7504.00000,33354.00000,40538.00000,21.00000,35608.00000,-5080.00000,43155.00000,83693.00000
2020-12-31,7856.00000,2754.00000,1002.00000,454.00000,12066.00000,39893.00000,8017.00000,,2528.00000,50552.00000,62618.00000,5366.00000,14750.00000,7209.00000,27403.00000,32769.00000,18.00000,35213.00000,-5218.00000,29849.00000,62618.00000
2020-09-30,7331.00000,2119.00000,1034.00000,575.00000,11059.00000,41269.00000,8295.00000,,2420.00000,52098.00000,63157.00000,4640.00000,14905.00000,7314.00000,27734.00000,32374.00000,18.00000,36448.00000,-5666.00000,30783.00000,63157.00000
2020-06-30,7863.00000,1532.00000,982.00000,676.00000,11053.00000,41120.00000,8334.00000,,2372.00000,51993.00000,63046.00000,4105.00000,14852.00000,7109.00000,27448.00000,31553.00000,18.00000,37351.00000,-5825.00000,31493.00000,63046.00000
2020-03-31,8194.00000,2264.00000,726.00000,1960.00000,13144.00000,40645.00000,8707.00000,,2370.00000,51889.00000,65033.00000,6075.00000,14847.00000,7020.00000,27571.00000,33646.00000,18.00000,37545.00000,-6145.00000,31387.00000,65033.00000
2019-12-31,10227.00000,3401.00000,1026.00000,2259.00000,16913.00000,42269.00000,8687.00000,,2426.00000,53601.00000,70514.00000,7043.00000,14790.00000,7216.00000,28421.00000,35464.00000,18.00000,39742.00000,-5357.00000,35050.00000,70514.00000
2019-09-30,10052.00000,3616.00000,955.00000,594.00000,15217.00000,43814.00000,8916.00000,,2174.00000,55123.00000,70340.00000,5942.00000,14799.00000,7881.00000,29159.00000,35101.00000,18.00000,39484.00000,-5654.00000,35239.00000,70340.00000
2019-06-30,8508.00000,3651.00000,1089.00000,2552.00000,15800.00000,44334.00000,8748.00000,,2111.00000,55461.00000,71261.00000,8996.00000,14809.00000,7868.00000,29191.00000,38187.00000,18.00000,36769.00000,-5827.00000,33074.00000,71261.00000
2019-03-31,8272.00000,3869.00000,1014.00000,528.00000,13683.00000,45942.00000,9302.00000,,2303.00000,57815.00000,71498.00000,7370.00000,14832.00000,9568.00000,31147.00000,38517.00000,18.00000,35534.00000,-5914.00000,32981.00000,71498.00000
2018-12-31,7625.00000,4067.00000,1007.00000,575.00000,13274.00000,45698.00000,9329.00000,,1344.00000,56706.00000,69980.00000,7395.00000,14856.00000,8880.00000,30521.00000,37916.00000,18.00000,34010.00000,-6063.00000,32064.00000,69980.00000
2018-09-30,6677.00000,4499.00000,1239.00000,2308.00000,14723.00000,44736.00000,9553.00000,,1209.00000,55833.00000,70556.00000,7401.00000,14902.00000,8884.00000,31076.00000,38477.00000,18.00000,32495.00000,-5442.00000,32079.00000,70556.00000
2018-06-30,6005.00000,3930.00000,1093.00000,580.00000,11608.00000,46306.00000,9435.00000,,1188.00000,57328.00000,68936.00000,6638.00000,14885.00000,8883.00000,31076.00000,37714.00000,18.00000,30967.00000,-5637.00000,31222.00000,68936.00000
2018-03-31,7048.00000,4192.00000,1053.00000,894.00000,13187.00000,45997.00000,9572.00000,,1572.00000,57540.00000,70727.00000,7109.00000,16709.00000,8950.00000,32900.00000,40009.00000,18.00000,29663.00000,-5371.00000,30718.00000,70727.00000
2017-12-31,10097.00000,4320.00000,1060.00000,1035.00000,16512.00000,45683.00000,9599.00000,,1107.00000,56850.00000,73362.00000,9397.00000,17128.00000,8900.00000,33164.00000,42561.00000,18.00000,29391.00000,-5518.00000,30801.00000,73362.00000
2017-09-30,11691.00000,3364.00000,1023.00000,876.00000,16954.00000,46669.00000,9696.00000,,1081.00000,57907.00000,74861.00000,7131.00000,19673.00000,9180.00000,37018.00000,44149.00000,18.00000,28130.00000,-5292.00000,30712.00000,74861.00000
2017-06-30,11800.00000,3163.00000,1019.00000,3897.00000,19879.00000,46846.00000,9681.00000,,1076.00000,58125.00000,78004.00000,9926.00000,19670.00000,9075.00000,37579.00000,47505.00000,18.00000,28033.00000,-6342.00000,30499.00000,78004.00000
2017-03-31,3361.00000,3359.00000,1097.00000,2911.00000,10728.00000,54440.00000,21153.00000,,1130.00000,77245.00000,87973.00000,7526.00000,25340.00000,9404.00000,44846.00000,52372.00000,18.00000,31804.00000,-5961.00000,35601.00000,87973.00000
2016-12-31,3660.00000,3414.00000,1018.00000,517.00000,8609.00000,58331.00000,21091.00000,,1160.00000,81163.00000,89772.00000,6909.00000,26186.00000,9950.00000,47637.00000,54546.00000,18.00000,31548.00000,-6193.00000,35226.00000,89772.00000
2016-09-30,4324.00000,3320.00000,1108.00000,889.00000,9641.00000,61649.00000,21283.00000,,1130.00000,84643.00000,94284.00000,7537.00000,27353.00000,11433.00000,50291.00000,57828.00000,18.00000,31896.00000,-5444.00000,36456.00000,94284.00000
2016-06-30,4152.00000,3316.00000,1150.00000,641.00000,9259.00000,63685.00000,21385.00000,,1086.00000,86795.00000,96054.00000,7348.00000,27346.00000,11341.00000,50875.00000,58223.00000,18.00000,33248.00000,-5371.00000,37831.00000,96054.00000
2016-03-31,5173.00000,3954.00000,1072.00000,735.00000,10934.00000,66000.00000,21167.00000,,1094.00000,88900.00000,99834.00000,8825.00000,27376.00000,11401.00000,51602.00000,60427.00000,18.00000,34632.00000,-5146.00000,39407.00000,99834.00000
2015-12-31,2368.00000,4514.00000,1124.00000,783.00000,8789.00000,66446.00000,20490.00000,,1063.00000,88695.00000,97484.00000,9256.00000,23453.00000,11408.00000,48146.00000,57402.00000,18.00000,36414.00000,-6247.00000,40082.00000,97484.00000
2015-09-30,2413.00000,4464.00000,1143.00000,1644.00000,9664.00000,71828.00000,22806.00000,,955.00000,96285.00000,105949.00000,8287.00000,24716.00000,12210.00000,53107.00000,61394.00000,18.00000,40786.00000,-6125.00000,44555.00000,105949.00000
2015-06-30,3813.00000,5179.00000,1277.00000,1675.00000,11944.00000,74387.00000,23902.00000,,1020.00000,100059.00000,112003.00000,8734.00000,24787.00000,12291.00000,54300.00000,63034.00000,18.00000,42779.00000,-3641.00000,48969.00000,112003.00000
2015-03-31,2664.00000,5379.00000,1233.00000,1564.00000,10840.00000,74220.00000,23224.00000,,1008.00000,99202.00000,110042.00000,9563.00000,22318.00000,12132.00000,51471.00000,61034.00000,18.00000,43867.00000,-4589.00000,49008.00000,110042.00000
2014-12-31,5062.00000,6807.00000,1331.00000,1868.00000,15068.00000,75444.00000,24335.00000,,888.00000,101471.00000,116539.00000,11537.00000,22383.00000,12312.00000,52729.00000,64266.00000,18.00000,44504.00000,-1902.00000,52273.00000,116539.00000
2014-09-30,5782.00000,7453.00000,1330.00000,1688.00000,16253.00000,75790.00000,24615.00000,,1126.00000,102733.00000,118986.00000,14141.00000,19499.00000,11382.00000,49184.00000,63325.00000,18.00000,45451.00000,585.00000,55661.00000,118986.00000
2014-06-30,6430.00000,8204.00000,1291.00000,2911.00000,18836.00000,75424.00000,24943.00000,,1173.00000,102812.00000,121648.00000,16191.00000,19570.00000,11849.00000,49771.00000,65962.00000,18.00000,43653.00000,2498.00000,55686.00000,121648.00000
2014-03-31,7730.00000,8651.00000,1221.00000,2798.00000,20400.00000,74025.00000,23261.00000,,1050.00000,99625.00000,120025.00000,17117.00000,19494.00000,11860.00000,49287.00000,66404.00000,18.00000,42428.00000,1802.00000,53621.00000,120025.00000
2013-12-31,6518.00000,8487.00000,1194.00000,2824.00000,19023.00000,72827.00000,23907.00000,,943.00000,99034.00000,118057.00000,15129.00000,21073.00000,11684.00000,50436.00000,65565.00000,18.00000,41160.00000,2002.00000,52492.00000,118057.00000
2013-09-30,3883.00000,8405.00000,1268.00000,9001.00000,22557.00000,71129.00000,23792.00000,,908.00000,97203.00000,119760.00000,16335.00000,21096.00000,13200.00000,51888.00000,68223.00000,18.00000,39526.00000,2712.00000,51537.00000,119760.00000
