,cash-on-hand,receivables-total,inventory,pre-paid-expenses,total-current-assets,net-property-plant-equipment,goodwill-intangible-assets-total,other-long-term-assets,total-long-term-assets,total-assets,total-current-liabilities,long-term-debt,other-non-current-liabilities,total-long-term-liabilities,total-liabilities,common-stock-net,retained-earnings-accumulated-deficit,comprehensive-income,total-share-holder-equity,total-liabilities-share-holders-equity
2022-12-31,10778.50000,1442.20000,460.60000,553.50000,13234.80000,1108.40000,1691.60000,521.80000,4916.10000,18150.90000,2742.10000,430.80000,685.80000,1496.10000,4238.20000,2.60000,6522.80000,0.80000,13912.70000,18150.90000
2022-09-30,9770.70000,1385.20000,388.20000,726.90000,12271.00000,1118.70000,1678.80000,132.50000,4435.40000,16706.40000,2609.30000,442.30000,242.90000,1067.50000,3676.80000,2.60000,5703.90000,97.60000,13029.60000,16706.40000
2022-06-30,9253.40000,1332.90000,367.70000,549.50000,11503.50000,1100.10000,1389.20000,127.30000,4078.70000,15582.20000,2556.20000,482.30000,245.20000,1092.50000,3648.70000,2.60000,4773.40000,57.50000,11933.50000,15582.20000
2022-03-31,8238.10000,1292.80000,338.90000,491.50000,10361.30000,1107.40000,1402.20000,110.70000,3894.80000,14256.10000,2180.20000,495.50000,296.40000,1168.90000,3349.10000,2.60000,3962.90000,11.30000,10907.00000,14256.10000
2021-12-31,7524.90000,1136.80000,353.10000,545.80000,9560.60000,1094.10000,1402.20000,110.80000,3871.90000,13432.50000,2142.00000,509.80000,303.30000,1190.50000,3332.50000,2.50000,3200.80000,15.90000,10100.00000,13432.50000
2021-09-30,6960.88500,1100.37200,333.45600,457.82700,8852.54000,1042.34700,1402.15800,75.51800,3766.20500,12618.75000,1914.26400,513.25500,296.97300,1173.77300,3088.03700,2.56200,2430.65900,11.53700,9530.70800,12618.75000
2021-06-30,6707.99300,929.14200,321.62000,498.75900,8457.51400,1021.23300,1402.15800,71.09900,3764.17200,12221.69000,1836.44800,524.92500,294.99300,1188.84200,3025.29000,2.59100,1578.73100,-25.15900,9196.39600,12221.69000
2021-03-31,6923.96800,977.55100,298.86300,338.92500,8539.30700,986.12300,1402.15800,49.26200,3575.75200,12115.06000,1944.05000,530.33000,291.95800,1190.75500,3134.80500,2.58800,1511.80700,-33.30200,8980.25400,12115.06000
2020-12-31,6658.90000,885.40000,280.80000,308.30000,8133.40000,958.50000,1402.20000,49.30000,3618.40000,11751.80000,1877.50000,539.00000,298.00000,1187.50000,3065.00000,2.60000,858.70000,-68.50000,8686.80000,11751.80000
2020-09-30,6151.05800,791.91700,245.46000,270.02100,7458.45600,920.91300,1402.15800,372.29000,3843.17700,11301.63000,2004.02600,546.51400,617.62000,1164.13400,3168.16000,2.60100,254.47900,-40.98200,8133.47300,11301.63000
2020-06-30,5450.76900,791.76800,219.21800,232.56500,6694.32000,728.35700,1402.15800,176.56400,3522.04700,10216.37000,1798.64000,522.06700,376.41800,898.48500,2697.12500,2.60100,-412.95500,-14.12100,7519.24200,10216.37000
2020-03-31,4190.39600,845.26900,187.08700,223.64800,5446.40000,736.30300,1402.15800,160.63500,3446.80100,8893.20100,1538.75000,532.95200,359.84500,892.79700,2431.54700,2.59100,-1250.22500,13.38300,6461.65400,8893.20100
2019-12-31,3808.29400,633.51800,167.50200,213.51500,4822.82900,745.08000,1402.15800,69.38100,3495.63600,8318.46500,1334.82700,538.57600,275.52600,898.39400,2233.22100,2.58900,-1852.97800,-1.97300,6085.24400,8318.46500
2019-09-30,3996.33100,443.31500,162.30600,175.14200,4777.09400,733.50900,447.52500,79.98500,2737.45900,7514.55300,1388.89400,541.56100,267.72600,872.26500,2261.15900,2.57100,-2436.21200,18.84700,5253.39400,7514.55300
