,cash-on-hand,receivables-total,inventory,other-current-assets,total-current-assets,net-property-plant-equipment,goodwill-intangible-assets-total,other-long-term-assets,total-long-term-assets,total-assets,total-current-liabilities,long-term-debt,other-non-current-liabilities,total-long-term-liabilities,total-liabilities,common-stock-net,retained-earnings-accumulated-deficit,comprehensive-income,total-share-holder-equity,total-liabilities-share-holders-equity
2022-12-31,493.00000,1277.00000,1894.00000,114.00000,3778.00000,5160.00000,4874.00000,855.00000,10889.00000,14667.00000,3251.00000,4025.00000,856.00000,6180.00000,9431.00000,2.00000,8973.00000,-205.00000,5236.00000,14667.00000
2022-09-30,461.00000,1594.00000,1975.00000,75.00000,4105.00000,4982.00000,4850.00000,1048.00000,10880.00000,14985.00000,3207.00000,3979.00000,830.00000,6311.00000,9518.00000,2.00000,9065.00000,-152.00000,5467.00000,14985.00000
2022-06-30,456.00000,1635.00000,1826.00000,86.00000,4003.00000,4959.00000,4911.00000,1002.00000,10872.00000,14875.00000,3148.00000,4012.00000,802.00000,6320.00000,9468.00000,2.00000,8857.00000,-143.00000,5407.00000,14875.00000
2022-03-31,487.00000,1648.00000,1671.00000,1123.00000,4929.00000,4997.00000,4968.00000,912.00000,10877.00000,15806.00000,3136.00000,4379.00000,720.00000,6693.00000,9829.00000,2.00000,8694.00000,-145.00000,5977.00000,15806.00000
2021-12-31,459.00000,1580.00000,1504.00000,1103.00000,4646.00000,4996.00000,5003.00000,874.00000,10873.00000,15519.00000,2971.00000,4412.00000,727.00000,6760.00000,9731.00000,2.00000,8557.00000,-182.00000,5788.00000,15519.00000
2021-09-30,717.00000,1707.00000,1630.00000,821.00000,4875.00000,5172.00000,5451.00000,761.00000,11384.00000,16259.00000,3113.00000,4442.00000,661.00000,6939.00000,10052.00000,2.00000,8278.00000,-185.00000,6207.00000,16259.00000
2021-06-30,609.00000,1740.00000,1501.00000,888.00000,4738.00000,5181.00000,5443.00000,736.00000,11360.00000,16098.00000,2295.00000,5223.00000,670.00000,7775.00000,10070.00000,2.00000,8020.00000,-233.00000,6028.00000,16098.00000
2021-03-31,540.00000,1669.00000,1505.00000,83.00000,3797.00000,5466.00000,6187.00000,745.00000,12398.00000,16195.00000,2016.00000,5200.00000,689.00000,7860.00000,9876.00000,2.00000,8260.00000,-248.00000,6319.00000,16195.00000
2020-12-31,564.00000,1515.00000,1379.00000,83.00000,3541.00000,5549.00000,6257.00000,736.00000,12542.00000,16083.00000,2038.00000,5269.00000,677.00000,7937.00000,9975.00000,2.00000,8080.00000,-273.00000,6108.00000,16083.00000
2020-09-30,650.00000,1454.00000,1338.00000,92.00000,3534.00000,5489.00000,6245.00000,741.00000,12475.00000,16009.00000,1789.00000,5495.00000,702.00000,8064.00000,9853.00000,2.00000,8142.00000,-243.00000,6156.00000,16009.00000
2020-06-30,704.00000,1326.00000,1419.00000,77.00000,3526.00000,5478.00000,6242.00000,727.00000,12447.00000,15973.00000,1878.00000,5431.00000,683.00000,7997.00000,9875.00000,2.00000,8071.00000,-209.00000,6098.00000,15973.00000
2020-03-31,680.00000,1436.00000,1659.00000,76.00000,3851.00000,5498.00000,6379.00000,737.00000,12614.00000,16465.00000,2315.00000,5399.00000,667.00000,7958.00000,10273.00000,2.00000,8133.00000,-197.00000,6192.00000,16465.00000
2019-12-31,204.00000,1375.00000,1662.00000,80.00000,3321.00000,5571.00000,6442.00000,674.00000,12687.00000,16008.00000,1789.00000,5611.00000,645.00000,8187.00000,9976.00000,2.00000,7965.00000,-214.00000,6032.00000,16008.00000
2019-09-30,207.00000,1470.00000,1695.00000,68.00000,3440.00000,5534.00000,6498.00000,665.00000,12697.00000,16137.00000,2080.00000,5567.00000,639.00000,7960.00000,10040.00000,2.00000,8029.00000,-203.00000,6097.00000,16137.00000
2019-06-30,186.00000,1518.00000,1730.00000,82.00000,3516.00000,5550.00000,6574.00000,616.00000,12740.00000,16256.00000,2226.00000,5624.00000,680.00000,8084.00000,10310.00000,2.00000,7848.00000,-235.00000,5946.00000,16256.00000
2019-03-31,195.00000,1582.00000,1704.00000,70.00000,3551.00000,5576.00000,6607.00000,627.00000,12810.00000,16361.00000,2352.00000,5602.00000,681.00000,8090.00000,10442.00000,2.00000,7675.00000,-194.00000,5919.00000,16361.00000
2018-12-31,226.00000,1483.00000,1583.00000,73.00000,3365.00000,5600.00000,6652.00000,378.00000,12630.00000,15995.00000,1851.00000,5925.00000,532.00000,8266.00000,10117.00000,2.00000,7573.00000,-245.00000,5878.00000,15995.00000
2018-09-30,193.00000,1772.00000,1625.00000,57.00000,3647.00000,5570.00000,6740.00000,405.00000,12715.00000,16362.00000,2153.00000,5898.00000,471.00000,8214.00000,10367.00000,2.00000,7626.00000,-194.00000,5995.00000,16362.00000
2018-06-30,193.00000,1707.00000,1532.00000,66.00000,3498.00000,5570.00000,6792.00000,400.00000,12762.00000,16260.00000,2068.00000,6033.00000,528.00000,8418.00000,10486.00000,2.00000,7292.00000,-193.00000,5774.00000,16260.00000
2018-03-31,194.00000,1749.00000,1476.00000,64.00000,3483.00000,5632.00000,6889.00000,362.00000,12883.00000,16366.00000,2029.00000,6311.00000,541.00000,8717.00000,10746.00000,2.00000,7026.00000,-212.00000,5620.00000,16366.00000
2017-12-31,191.00000,1386.00000,1509.00000,57.00000,3143.00000,5607.00000,6900.00000,349.00000,12856.00000,15999.00000,1982.00000,6147.00000,534.00000,8537.00000,10519.00000,2.00000,6802.00000,-209.00000,5480.00000,15999.00000
2017-09-30,195.00000,1425.00000,1576.00000,49.00000,3245.00000,5485.00000,6924.00000,370.00000,12779.00000,16024.00000,1771.00000,6325.00000,491.00000,9154.00000,10925.00000,2.00000,6391.00000,-238.00000,5099.00000,16024.00000
2017-06-30,222.00000,1437.00000,1540.00000,63.00000,3262.00000,5403.00000,6940.00000,359.00000,12702.00000,15964.00000,1596.00000,6669.00000,519.00000,9478.00000,11074.00000,2.00000,6142.00000,-286.00000,4890.00000,15964.00000
2017-03-31,197.00000,1405.00000,1495.00000,68.00000,3165.00000,5321.00000,6918.00000,351.00000,12590.00000,15755.00000,1637.00000,6578.00000,535.00000,9391.00000,11028.00000,2.00000,5925.00000,-306.00000,4727.00000,15755.00000
2016-12-31,181.00000,1211.00000,1404.00000,70.00000,2866.00000,5276.00000,6940.00000,375.00000,12591.00000,15457.00000,1795.00000,6311.00000,519.00000,9054.00000,10849.00000,2.00000,5721.00000,-281.00000,4608.00000,15457.00000
2016-09-30,207.00000,1163.00000,1471.00000,59.00000,2900.00000,5197.00000,7017.00000,375.00000,12589.00000,15489.00000,2206.00000,5933.00000,573.00000,8767.00000,10973.00000,2.00000,5680.00000,-348.00000,4516.00000,15489.00000
2016-06-30,240.00000,1177.00000,1445.00000,68.00000,2930.00000,5162.00000,7105.00000,385.00000,12652.00000,15582.00000,2189.00000,6082.00000,568.00000,8940.00000,11129.00000,2.00000,5517.00000,-311.00000,4453.00000,15582.00000
2016-03-31,202.00000,1106.00000,1493.00000,62.00000,2863.00000,5185.00000,7164.00000,404.00000,12753.00000,15616.00000,1847.00000,6565.00000,686.00000,9484.00000,11331.00000,2.00000,5330.00000,-305.00000,4285.00000,15616.00000
2015-12-31,293.00000,1038.00000,1479.00000,68.00000,2878.00000,5130.00000,7168.00000,404.00000,12702.00000,15580.00000,2056.00000,6577.00000,701.00000,9503.00000,11559.00000,2.00000,5146.00000,-390.00000,4021.00000,15580.00000
2015-09-30,309.00000,1120.00000,1484.00000,269.00000,3182.00000,5045.00000,7200.00000,453.00000,12698.00000,15880.00000,1800.00000,7029.00000,711.00000,10124.00000,11924.00000,2.00000,5090.00000,-446.00000,3956.00000,15880.00000
2015-06-30,268.00000,1188.00000,1439.00000,272.00000,3167.00000,5011.00000,7251.00000,457.00000,12719.00000,15886.00000,1821.00000,7072.00000,696.00000,10220.00000,12041.00000,2.00000,4893.00000,-363.00000,3845.00000,15886.00000
2015-03-31,196.00000,1216.00000,1447.00000,307.00000,3166.00000,4957.00000,7240.00000,471.00000,12668.00000,15834.00000,1764.00000,7293.00000,744.00000,10548.00000,12312.00000,2.00000,4656.00000,-441.00000,3522.00000,15834.00000
2014-12-31,214.00000,1200.00000,1509.00000,250.00000,3173.00000,5087.00000,7391.00000,421.00000,12899.00000,16072.00000,2022.00000,7248.00000,768.00000,10460.00000,12482.00000,2.00000,4545.00000,-277.00000,3590.00000,16072.00000
2014-09-30,212.00000,1126.00000,1358.00000,194.00000,2890.00000,4352.00000,4524.00000,369.00000,9245.00000,12135.00000,1398.00000,4563.00000,380.00000,6758.00000,8156.00000,2.00000,4588.00000,78.00000,3979.00000,12135.00000
2014-06-30,175.00000,1226.00000,1354.00000,231.00000,2986.00000,4343.00000,4582.00000,327.00000,9252.00000,12238.00000,1274.00000,4773.00000,388.00000,7005.00000,8279.00000,2.00000,4431.00000,173.00000,3959.00000,12238.00000
2014-03-31,185.00000,1167.00000,1377.00000,220.00000,2949.00000,4301.00000,4374.00000,323.00000,8998.00000,11947.00000,1259.00000,4635.00000,398.00000,6880.00000,8139.00000,2.00000,4191.00000,168.00000,3808.00000,11947.00000
2013-12-31,237.00000,1088.00000,1264.00000,251.00000,2840.00000,4290.00000,4418.00000,297.00000,9005.00000,11845.00000,1470.00000,4254.00000,453.00000,6500.00000,7970.00000,2.00000,4012.00000,171.00000,3875.00000,11845.00000
2013-09-30,222.00000,1148.00000,1274.00000,123.00000,2767.00000,4217.00000,4435.00000,308.00000,8960.00000,11727.00000,1323.00000,4429.00000,478.00000,6735.00000,8058.00000,2.00000,3718.00000,147.00000,3669.00000,11727.00000
2013-06-30,234.00000,1226.00000,1286.00000,92.00000,2838.00000,4177.00000,4440.00000,307.00000,8924.00000,11762.00000,1309.00000,4679.00000,477.00000,7080.00000,8389.00000,2.00000,3456.00000,90.00000,3373.00000,11762.00000
2013-03-31,178.00000,1172.00000,1301.00000,86.00000,2737.00000,4154.00000,4477.00000,319.00000,8950.00000,11687.00000,1293.00000,4779.00000,483.00000,7206.00000,8499.00000,2.00000,3239.00000,85.00000,3188.00000,11687.00000
2012-12-31,249.00000,997.00000,1260.00000,193.00000,2699.00000,4181.00000,4493.00000,337.00000,9011.00000,11710.00000,1364.00000,4779.00000,501.00000,7318.00000,8682.00000,2.00000,3038.00000,123.00000,3028.00000,11710.00000
2012-09-30,237.00000,1072.00000,1269.00000,95.00000,2673.00000,4113.00000,4249.00000,610.00000,8972.00000,11645.00000,1464.00000,4865.00000,591.00000,7171.00000,8635.00000,2.00000,3139.00000,109.00000,3010.00000,11645.00000
2012-06-30,3000.00000,802.00000,775.00000,53.00000,4630.00000,3135.00000,404.00000,397.00000,3936.00000,8566.00000,899.00000,3830.00000,103.00000,5544.00000,6443.00000,2.00000,3024.00000,90.00000,2123.00000,8566.00000
2012-03-31,649.00000,808.00000,768.00000,39.00000,2264.00000,3136.00000,408.00000,383.00000,3927.00000,6191.00000,997.00000,1444.00000,107.00000,3169.00000,4166.00000,2.00000,2882.00000,153.00000,2025.00000,6191.00000
2011-12-31,777.00000,704.00000,779.00000,42.00000,2302.00000,3107.00000,507.00000,268.00000,3882.00000,6184.00000,1114.00000,1445.00000,103.00000,3169.00000,4283.00000,2.00000,2760.00000,138.00000,1901.00000,6184.00000
2011-09-30,649.00000,806.00000,850.00000,49.00000,2354.00000,3058.00000,410.00000,361.00000,3829.00000,6183.00000,1201.00000,1445.00000,144.00000,3073.00000,4274.00000,2.00000,3372.00000,-447.00000,1909.00000,6183.00000
2011-06-30,834.00000,884.00000,748.00000,42.00000,2508.00000,2919.00000,379.00000,308.00000,3606.00000,6114.00000,1192.00000,1446.00000,132.00000,3015.00000,4207.00000,1.00000,3244.00000,-423.00000,1907.00000,6114.00000
2011-03-31,840.00000,888.00000,675.00000,31.00000,2434.00000,2886.00000,378.00000,311.00000,3575.00000,6009.00000,1055.00000,1596.00000,133.00000,3137.00000,4192.00000,1.00000,3066.00000,-417.00000,1817.00000,6009.00000
2010-12-31,516.00000,676.00000,608.00000,247.00000,2047.00000,3219.00000,375.00000,345.00000,3939.00000,5986.00000,1070.00000,1598.00000,133.00000,3289.00000,4359.00000,2.00000,2879.00000,-432.00000,1627.00000,5986.00000
2010-09-30,642.00000,767.00000,652.00000,40.00000,2101.00000,3166.00000,377.00000,345.00000,3888.00000,5989.00000,940.00000,1602.00000,142.00000,3239.00000,4179.00000,1.00000,2894.00000,-392.00000,1810.00000,5989.00000
2010-06-30,435.00000,809.00000,635.00000,30.00000,1909.00000,3155.00000,376.00000,359.00000,3890.00000,5799.00000,886.00000,1605.00000,130.00000,3236.00000,4122.00000,1.00000,2756.00000,-389.00000,1677.00000,5799.00000
2010-03-31,483.00000,774.00000,588.00000,32.00000,1877.00000,3167.00000,314.00000,290.00000,3771.00000,5648.00000,870.00000,1603.00000,120.00000,3209.00000,4079.00000,1.00000,2640.00000,-388.00000,1569.00000,5648.00000
2009-12-31,793.00000,379.00000,531.00000,32.00000,1735.00000,3110.00000,315.00000,355.00000,3780.00000,5515.00000,800.00000,1604.00000,119.00000,3202.00000,4002.00000,1.00000,2571.00000,-385.00000,1513.00000,5515.00000
