,cash-on-hand,receivables-total,inventory,pre-paid-expenses,total-current-assets,net-property-plant-equipment,long-term-investments,goodwill-intangible-assets-total,other-long-term-assets,total-long-term-assets,total-assets,total-current-liabilities,long-term-debt,other-non-current-liabilities,total-long-term-liabilities,total-liabilities,common-stock-net,retained-earnings-accumulated-deficit,comprehensive-income,total-share-holder-equity,total-liabilities-share-holders-equity
2022-12-31,7004.00000,17869.00000,16270.00000,2642.00000,43785.00000,12028.00000,,6046.00000,4593.00000,38158.00000,81943.00000,31531.00000,25714.00000,4604.00000,34521.00000,66052.00000,6560.00000,43514.00000,-2457.00000,15891.00000,81943.00000
2022-09-30,6346.00000,17076.00000,16860.00000,2295.00000,42577.00000,11643.00000,,6898.00000,4434.00000,38330.00000,80907.00000,30202.00000,25509.00000,4536.00000,35083.00000,65285.00000,6523.00000,43304.00000,-3353.00000,15622.00000,80907.00000
2022-06-30,6014.00000,17315.00000,15881.00000,2772.00000,41982.00000,11744.00000,,7084.00000,4607.00000,39125.00000,81107.00000,28963.00000,26219.00000,5006.00000,36385.00000,65348.00000,6464.00000,41263.00000,-2499.00000,15759.00000,81107.00000
2022-03-31,6526.00000,18138.00000,15038.00000,2868.00000,42570.00000,11932.00000,,7260.00000,4672.00000,39706.00000,82276.00000,29532.00000,25277.00000,5007.00000,35647.00000,65179.00000,6281.00000,40820.00000,-1710.00000,17097.00000,82276.00000
2021-12-31,9254.00000,17375.00000,14038.00000,2788.00000,43455.00000,12090.00000,,7366.00000,4131.00000,39338.00000,82793.00000,29847.00000,26033.00000,4805.00000,36430.00000,66277.00000,6398.00000,39282.00000,-1553.00000,16516.00000,82793.00000
2021-09-30,9446.00000,16566.00000,13666.00000,2215.00000,41893.00000,11904.00000,,7474.00000,3891.00000,38891.00000,80784.00000,25976.00000,27154.00000,4564.00000,38113.00000,64089.00000,6352.00000,38361.00000,-1440.00000,16695.00000,80784.00000
2021-06-30,10831.00000,17363.00000,12672.00000,2080.00000,42946.00000,12014.00000,,7548.00000,3938.00000,38751.00000,81697.00000,27508.00000,26204.00000,4524.00000,37309.00000,64817.00000,6293.00000,36934.00000,-1154.00000,16880.00000,81697.00000
2021-03-31,11342.00000,17288.00000,12149.00000,1802.00000,42581.00000,12132.00000,,7589.00000,3955.00000,38148.00000,80729.00000,26578.00000,26356.00000,4480.00000,37534.00000,64112.00000,6215.00000,36697.00000,-1290.00000,16617.00000,80729.00000
2020-12-31,9352.00000,16780.00000,11402.00000,1930.00000,39464.00000,12401.00000,,7702.00000,3827.00000,38860.00000,78324.00000,25717.00000,25999.00000,4358.00000,37229.00000,62946.00000,6230.00000,35167.00000,-888.00000,15378.00000,78324.00000
2020-09-30,9315.00000,15935.00000,11453.00000,1831.00000,38534.00000,12232.00000,,7667.00000,3510.00000,38207.00000,76741.00000,24978.00000,26107.00000,4408.00000,36769.00000,61747.00000,6204.00000,35508.00000,-1448.00000,14994.00000,76741.00000
2020-06-30,8784.00000,15915.00000,11371.00000,1792.00000,37862.00000,12357.00000,,7612.00000,3549.00000,38704.00000,76566.00000,25231.00000,26907.00000,4366.00000,37558.00000,62789.00000,6120.00000,34841.00000,-1815.00000,13777.00000,76566.00000
2020-03-31,7123.00000,16954.00000,11748.00000,1761.00000,37586.00000,12488.00000,,7618.00000,3559.00000,38308.00000,75894.00000,26516.00000,24369.00000,4437.00000,35139.00000,61655.00000,6046.00000,35504.00000,-2012.00000,14239.00000,75894.00000
2019-12-31,8284.00000,17904.00000,11266.00000,1739.00000,39193.00000,12904.00000,,7761.00000,3340.00000,39260.00000,78453.00000,26621.00000,26281.00000,4323.00000,37203.00000,63824.00000,5935.00000,34437.00000,-1567.00000,14629.00000,78453.00000
2019-09-30,7906.00000,17467.00000,12180.00000,1607.00000,39160.00000,12842.00000,,7772.00000,3242.00000,38833.00000,77993.00000,27201.00000,25588.00000,4311.00000,35799.00000,63000.00000,5951.00000,34477.00000,-1783.00000,14993.00000,77993.00000
2019-06-30,7429.00000,18535.00000,12007.00000,1818.00000,39789.00000,13172.00000,,7944.00000,3194.00000,39398.00000,79187.00000,27735.00000,24764.00000,4362.00000,36574.00000,64309.00000,5822.00000,32981.00000,-1499.00000,14878.00000,79187.00000
2019-03-31,7128.00000,17893.00000,12340.00000,1765.00000,39126.00000,13259.00000,,7998.00000,3142.00000,39600.00000,78726.00000,27388.00000,24240.00000,4179.00000,35860.00000,63248.00000,5804.00000,32435.00000,-1588.00000,15478.00000,78726.00000
2018-12-31,7857.00000,17452.00000,11529.00000,1765.00000,38603.00000,13574.00000,,8114.00000,2332.00000,39906.00000,78509.00000,28218.00000,25000.00000,3756.00000,36211.00000,64429.00000,5827.00000,30427.00000,-1684.00000,14080.00000,78509.00000
2018-09-30,8007.00000,16798.00000,11814.00000,1835.00000,38454.00000,13607.00000,,8209.00000,2278.00000,39755.00000,78209.00000,26033.00000,25441.00000,3799.00000,36286.00000,62319.00000,5715.00000,30384.00000,-1568.00000,15890.00000,78209.00000
2018-06-30,8654.00000,16897.00000,11255.00000,1835.00000,38641.00000,13752.00000,,8288.00000,2278.00000,40346.00000,78987.00000,28300.00000,23699.00000,3954.00000,35745.00000,64045.00000,5746.00000,28657.00000,-1496.00000,14942.00000,78987.00000
2018-03-31,7888.00000,16666.00000,10947.00000,1856.00000,37357.00000,13912.00000,,8539.00000,2156.00000,40657.00000,78014.00000,27402.00000,23165.00000,3942.00000,35340.00000,62742.00000,5640.00000,27929.00000,-1016.00000,15272.00000,78014.00000
