,cash-on-hand,receivables-total,inventory,pre-paid-expenses,total-current-assets,net-property-plant-equipment,long-term-investments,goodwill-intangible-assets-total,other-long-term-assets,total-long-term-assets,total-assets,total-current-liabilities,long-term-debt,other-non-current-liabilities,total-long-term-liabilities,total-liabilities,common-stock-net,retained-earnings-accumulated-deficit,comprehensive-income,total-share-holder-equity,total-liabilities-share-holders-equity
2022-11-30,334.00000,573.70000,1340.10000,138.90000,2386.70000,1198.00000,,8600.80000,939.40000,10738.20000,13124.90000,3432.40000,3642.30000,484.70000,4993.30000,8425.70000,2138.60000,3022.50000,-480.60000,4699.20000,13124.90000
2022-08-31,343.90000,565.80000,1379.50000,123.60000,2412.80000,1139.10000,,8606.30100,782.80000,10528.20000,12941.00000,3140.40000,3904.80000,472.80000,5193.90000,8334.30000,2130.90000,3048.40000,-590.00000,4606.70000,12941.00000
2022-05-31,325.80000,493.10000,1344.60000,161.20000,2324.70000,1136.10000,,8719.90000,777.20000,10633.20000,12957.90000,3133.00000,3920.30000,478.50000,5209.80000,8342.80000,2119.20000,2933.60000,-454.60000,4615.10000,12957.90000
2022-02-28,338.40000,516.70000,1244.20000,139.70000,2239.00000,1135.90000,,8777.10000,788.80000,10701.80000,12940.80000,3076.70000,3964.50000,488.90000,5249.90000,8326.60000,2091.30000,2922.40000,-416.00000,4614.20000,12940.80000
2021-11-30,351.70000,549.50000,1182.30000,112.30000,2195.80000,1140.30000,,8788.30000,781.40000,10710.00000,12905.80000,3223.80000,3973.30000,490.90000,5256.50000,8480.30000,2055.10000,2782.40000,-426.50000,4425.50000,12905.80000
2021-08-31,312.60000,541.00000,1202.40000,104.90000,2160.90000,1113.50000,,8857.80000,752.20000,10723.50000,12884.40000,3161.30000,3985.00000,582.40000,5320.00000,8481.30000,2042.10000,2780.00000,-435.60000,4403.10000,12884.40000
2021-05-31,291.80000,500.40000,1147.80000,112.60000,2052.60000,1112.80000,,8923.30000,721.80000,10757.90000,12810.50000,2381.20000,4735.90000,609.80000,6088.50000,8469.70000,2027.10000,2660.50000,-362.30000,4340.80000,12810.50000
2021-02-28,256.10000,515.90000,1073.40000,109.30000,1954.70000,1070.80000,,8897.90000,761.70000,10730.40000,12685.10000,2423.70000,4739.20000,618.00000,6096.70000,8520.40000,1998.40000,2573.60000,-422.50000,4164.70000,12685.10000
2020-11-30,423.60000,528.50000,1032.60000,98.90000,2083.60000,1028.40000,,8225.69900,752.00000,10006.10000,12089.70000,3046.50000,3753.80000,622.20000,5103.20000,8149.70000,1981.30000,2415.60000,-470.80000,3940.00000,12089.70000
2020-08-31,221.00000,496.50000,942.10000,100.00000,1759.60000,960.90000,,7417.40000,722.80000,9101.10000,10860.70000,1953.50000,3737.50000,519.30000,4961.20000,6914.70000,1971.60000,2391.00000,-429.90000,3946.00000,10860.70000
