,cash-on-hand,receivables-total,inventory,other-current-assets,total-current-assets,net-property-plant-equipment,long-term-investments,goodwill-intangible-assets-total,other-long-term-assets,total-long-term-assets,total-assets,total-current-liabilities,long-term-debt,other-non-current-liabilities,total-long-term-liabilities,total-liabilities,common-stock-net,retained-earnings-accumulated-deficit,comprehensive-income,other-share-holders-equity,total-share-holder-equity,total-liabilities-share-holders-equity
2022-12-31,1328.00000,1636.00000,328.00000,471.00000,3763.00000,2045.00000,524.00000,7752.00000,1400.00000,13128.00000,16891.00000,2939.00000,2998.00000,627.00000,4896.00000,7835.00000,6.00000,-2186.00000,-1255.00000,,9056.00000,16891.00000
2022-09-30,1458.00000,1473.00000,373.00000,450.00000,3754.00000,1971.00000,470.00000,7604.00000,1357.00000,12633.00000,16387.00000,3013.00000,2977.00000,614.00000,4646.00000,7659.00000,6.00000,-2253.00000,-1465.00000,,8728.00000,16387.00000
2022-06-30,1822.00000,1502.00000,311.00000,458.00000,4093.00000,2103.00000,488.00000,7840.00000,1384.00000,13128.00000,17221.00000,3519.00000,2776.00000,638.00000,4559.00000,8078.00000,6.00000,-2293.00000,-1270.00000,,9143.00000,17221.00000
2022-03-31,1865.00000,1532.00000,308.00000,457.00000,4162.00000,2167.00000,564.00000,7825.00000,1452.00000,13257.00000,17419.00000,3527.00000,2496.00000,710.00000,4476.00000,8003.00000,6.00000,-2403.00000,-1001.00000,,9416.00000,17419.00000
2021-12-31,2184.00000,1665.00000,248.00000,502.00000,4599.00000,2134.00000,505.00000,6639.00000,1385.00000,11921.00000,16520.00000,3233.00000,1968.00000,696.00000,3940.00000,7173.00000,6.00000,-2482.00000,-1089.00000,,9347.00000,16520.00000
2021-09-30,2100.00000,1499.00000,308.00000,465.00000,4372.00000,2162.00000,499.00000,6674.00000,1358.00000,12046.00000,16418.00000,3272.00000,1964.00000,706.00000,3998.00000,7270.00000,6.00000,-2715.00000,-1061.00000,,9148.00000,16418.00000
2021-06-30,2236.00000,1498.00000,253.00000,469.00000,4456.00000,2272.00000,351.00000,6832.00000,1447.00000,12315.00000,16771.00000,3234.00000,2285.00000,730.00000,4391.00000,7625.00000,6.00000,-2911.00000,-941.00000,,9146.00000,16771.00000
2021-03-31,1974.00000,1335.00000,246.00000,388.00000,3943.00000,2261.00000,391.00000,6219.00000,1219.00000,11454.00000,15397.00000,3169.00000,1000.00000,619.00000,3099.00000,6268.00000,6.00000,-2897.00000,-965.00000,,9129.00000,15397.00000
2020-12-31,1562.00000,1444.00000,203.00000,387.00000,3596.00000,2315.00000,353.00000,6226.00000,1193.00000,11498.00000,15094.00000,2861.00000,1044.00000,616.00000,3159.00000,6020.00000,6.00000,-2976.00000,-990.00000,,9074.00000,15094.00000
2020-09-30,1539.00000,1240.00000,203.00000,453.00000,3435.00000,2225.00000,314.00000,5866.00000,1175.00000,10965.00000,14400.00000,2738.00000,1206.00000,604.00000,3208.00000,5946.00000,6.00000,-3207.00000,-1235.00000,,8454.00000,14400.00000
2020-06-30,1517.00000,1203.00000,348.00000,393.00000,3461.00000,2256.00000,297.00000,5815.00000,1039.00000,10800.00000,14261.00000,2682.00000,1183.00000,603.00000,3190.00000,5872.00000,6.00000,-3241.00000,-1331.00000,,8389.00000,14261.00000
2020-03-31,1388.00000,1237.00000,363.00000,753.00000,3741.00000,2225.00000,325.00000,5677.00000,963.00000,10687.00000,14428.00000,2689.00000,1115.00000,569.00000,3171.00000,5860.00000,6.00000,-2845.00000,-1466.00000,,8568.00000,14428.00000
2019-12-31,1272.00000,1570.00000,358.00000,518.00000,3718.00000,2476.00000,325.00000,7233.00000,948.00000,12564.00000,16282.00000,2727.00000,1201.00000,616.00000,3428.00000,6155.00000,6.00000,-2114.00000,-1117.00000,,10127.00000,16282.00000
2019-09-30,1441.00000,1540.00000,402.00000,416.00000,3799.00000,2433.00000,329.00000,7124.00000,953.00000,12434.00000,16233.00000,3492.00000,707.00000,602.00000,2912.00000,6404.00000,6.00000,-2200.00000,-1266.00000,,9829.00000,16233.00000
2019-06-30,1643.00000,1544.00000,348.00000,515.00000,4050.00000,2554.00000,335.00000,7573.00000,930.00000,11661.00000,15711.00000,3340.00000,1004.00000,761.00000,2060.00000,5400.00000,6.00000,-1979.00000,-1126.00000,,10311.00000,15711.00000
2019-03-31,1648.00000,1631.00000,404.00000,564.00000,4247.00000,2557.00000,347.00000,7737.00000,913.00000,11811.00000,16058.00000,3679.00000,868.00000,732.00000,1921.00000,5600.00000,6.00000,-1927.00000,-1019.00000,,10458.00000,16058.00000
2018-12-31,1618.00000,1853.00000,400.00000,558.00000,4429.00000,2517.00000,345.00000,7796.00000,912.00000,11798.00000,16227.00000,3712.00000,936.00000,761.00000,2081.00000,5793.00000,6.00000,-1937.00000,-1076.00000,,10434.00000,16227.00000
2018-09-30,1886.00000,1648.00000,388.00000,547.00000,4469.00000,2512.00000,390.00000,7760.00000,897.00000,11819.00000,16288.00000,3545.00000,1186.00000,726.00000,2313.00000,5858.00000,6.00000,-2032.00000,-970.00000,,10430.00000,16288.00000
2018-06-30,2034.00000,1612.00000,376.00000,372.00000,4394.00000,2560.00000,393.00000,7889.00000,831.00000,11952.00000,16346.00000,3295.00000,1490.00000,675.00000,2574.00000,5869.00000,6.00000,-2163.00000,-874.00000,,10477.00000,16346.00000
2018-03-31,2112.00000,1328.00000,,546.00000,3986.00000,1642.00000,957.00000,5950.00000,467.00000,9386.00000,13372.00000,2467.00000,184.00000,655.00000,894.00000,3361.00000,6.00000,-1792.00000,-829.00000,,10011.00000,13372.00000
2017-12-31,1856.00000,1379.00000,,483.00000,3718.00000,1631.00000,2019.00000,6198.00000,444.00000,10641.00000,14359.00000,2270.00000,187.00000,665.00000,931.00000,3201.00000,6.00000,-664.00000,-832.00000,,11158.00000,14359.00000
2017-09-30,1877.00000,1365.00000,,526.00000,3768.00000,1636.00000,2044.00000,6223.00000,438.00000,10894.00000,14662.00000,2417.00000,281.00000,675.00000,1049.00000,3466.00000,6.00000,-581.00000,-852.00000,,11196.00000,14662.00000
2017-06-30,2016.00000,1276.00000,208.00000,315.00000,3815.00000,1624.00000,2027.00000,6119.00000,442.00000,10737.00000,14552.00000,2452.00000,276.00000,670.00000,1007.00000,3459.00000,6.00000,-648.00000,-964.00000,,11093.00000,14552.00000
2017-03-31,1850.00000,1326.00000,,586.00000,3762.00000,1961.00000,2010.00000,6175.00000,442.00000,11124.00000,14886.00000,2461.00000,273.00000,633.00000,1008.00000,3469.00000,6.00000,-219.00000,-1045.00000,,11417.00000,14886.00000
2016-12-31,1564.00000,1528.00000,,499.00000,3591.00000,1981.00000,1932.00000,6089.00000,385.00000,10936.00000,14527.00000,2325.00000,268.00000,646.00000,974.00000,3299.00000,6.00000,-213.00000,-1289.00000,,11228.00000,14527.00000
2016-09-30,1499.00000,1294.00000,,535.00000,3328.00000,2367.00000,2269.00000,6270.00000,407.00000,11941.00000,15269.00000,2287.00000,377.00000,668.00000,1236.00000,3523.00000,6.00000,76.00000,-986.00000,,11746.00000,15269.00000
2016-06-30,2147.00000,1229.00000,,513.00000,3889.00000,2405.00000,2270.00000,5921.00000,396.00000,11594.00000,15483.00000,2442.00000,369.00000,699.00000,1239.00000,3681.00000,6.00000,150.00000,-1026.00000,,11802.00000,15483.00000
2016-03-31,1972.00000,1254.00000,,679.00000,3905.00000,2499.00000,2264.00000,5910.00000,472.00000,11811.00000,15716.00000,2648.00000,369.00000,634.00000,1223.00000,3871.00000,6.00000,60.00000,-845.00000,,11845.00000,15716.00000
2015-12-31,1883.00000,1409.00000,,503.00000,3795.00000,2554.00000,2288.00000,5254.00000,984.00000,11080.00000,14875.00000,2096.00000,,635.00000,800.00000,2896.00000,6.00000,268.00000,-923.00000,,11979.00000,14875.00000
2015-09-30,1898.00000,1361.00000,,630.00000,3889.00000,2553.00000,2196.00000,5155.00000,963.00000,10867.00000,14756.00000,2166.00000,,618.00000,809.00000,2975.00000,6.00000,204.00000,-1025.00000,,11781.00000,14756.00000
2015-06-30,1951.00000,1283.00000,,780.00000,4014.00000,2690.00000,2379.00000,5266.00000,467.00000,11021.00000,15035.00000,2110.00000,,623.00000,789.00000,2899.00000,6.00000,88.00000,-582.00000,,12136.00000,15035.00000
2015-03-31,2027.00000,1360.00000,,701.00000,4088.00000,2699.00000,2382.00000,5823.00000,694.00000,11598.00000,15686.00000,2273.00000,,572.00000,867.00000,3140.00000,6.00000,467.00000,-554.00000,,12546.00000,15686.00000
2014-12-31,1918.00000,1505.00000,,629.00000,4052.00000,2809.00000,2466.00000,5926.00000,717.00000,11918.00000,15970.00000,2329.00000,,580.00000,854.00000,3183.00000,6.00000,444.00000,-261.00000,,12787.00000,15970.00000
2014-09-30,2735.00000,1471.00000,,659.00000,4865.00000,2910.00000,2497.00000,5155.00000,696.00000,11258.00000,16123.00000,2293.00000,,583.00000,828.00000,3121.00000,6.00000,302.00000,152.00000,,13002.00000,16123.00000
2014-06-30,3145.00000,1454.00000,,671.00000,5270.00000,3009.00000,2609.00000,4919.00000,682.00000,11219.00000,16489.00000,2264.00000,,582.00000,806.00000,3070.00000,6.00000,237.00000,610.00000,,13419.00000,16489.00000
2014-03-31,3207.00000,1485.00000,,678.00000,5370.00000,2959.00000,2551.00000,4879.00000,784.00000,11173.00000,16543.00000,2498.00000,,562.00000,857.00000,3355.00000,6.00000,225.00000,482.00000,,13188.00000,16543.00000
2013-12-31,2908.00000,1628.00000,,576.00000,5112.00000,2927.00000,2431.00000,4848.00000,665.00000,10871.00000,15983.00000,2292.00000,,561.00000,800.00000,3092.00000,6.00000,177.00000,257.00000,,12891.00000,15983.00000
2013-09-30,2688.00000,2010.00000,,532.00000,5230.00000,3012.00000,2571.00000,4913.00000,617.00000,11113.00000,16343.00000,2645.00000,,554.00000,739.00000,3384.00000,6.00000,27.00000,489.00000,,12959.00000,16343.00000
2013-06-30,2381.00000,1582.00000,,680.00000,4643.00000,2992.00000,2499.00000,4911.00000,598.00000,11000.00000,15643.00000,2171.00000,,624.00000,776.00000,2947.00000,6.00000,,271.00000,,12696.00000,15643.00000
2013-03-31,,,,,,,,0.00000,,,0.00000,,,,,0.00000,0.00000,,,0.00000,0.00000,0.00000
2012-12-31,,,,,,,,0.00000,,,0.00000,,,,,0.00000,0.00000,,,0.00000,0.00000,0.00000
2012-09-30,,,,,,,,0.00000,,,0.00000,,,,,0.00000,0.00000,,,0.00000,0.00000,0.00000
2012-06-30,1133.00000,1369.00000,,613.00000,3115.00000,,1126.00000,5049.00000,526.00000,6701.00000,13090.00000,2467.00000,,778.00000,1704.00000,4171.00000,0.00000,,,8919.00000,8919.00000,13090.00000
2011-06-30,,,,,,,,0.00000,,,0.00000,,,,,0.00000,0.00000,,,0.00000,0.00000,0.00000
