,cash-on-hand,total-current-assets,net-property-plant-equipment,long-term-investments,goodwill-intangible-assets-total,other-long-term-assets,total-long-term-assets,total-assets,total-current-liabilities,long-term-debt,other-non-current-liabilities,total-long-term-liabilities,total-liabilities,common-stock-net,retained-earnings-accumulated-deficit,comprehensive-income,total-share-holder-equity,total-liabilities-share-holders-equity
2022-09-30,41652.00000,381990.00000,3155.00000,154097.00000,14729.00000,47002.00000,218983.00000,600973.00000,496214.00000,32228.00000,24553.00000,56781.00000,552995.00000,21.00000,71782.00000,-12500.00000,47978.00000,600973.00000
2022-06-30,39124.00000,369604.00000,3177.00000,160309.00000,14644.00000,43647.00000,221777.00000,591381.00000,492065.00000,29408.00000,20839.00000,50247.00000,542312.00000,21.00000,70772.00000,-10361.00000,49069.00000,591381.00000
2022-03-31,44303.00000,360894.00000,3207.00000,167247.00000,14444.00000,40725.00000,225623.00000,586517.00000,482588.00000,32931.00000,19330.00000,52261.00000,534849.00000,21.00000,69987.00000,-6938.00000,51668.00000,586517.00000
2021-12-31,28905.00000,342984.00000,3305.00000,174821.00000,14000.00000,38174.00000,230300.00000,573284.00000,467879.00000,32125.00000,17893.00000,50018.00000,517897.00000,21.00000,69201.00000,-1943.00000,55387.00000,573284.00000
2021-09-30,63904.00000,361911.00000,3262.00000,149376.00000,13524.00000,39422.00000,205584.00000,567495.00000,458990.00000,35671.00000,18456.00000,54127.00000,513117.00000,21.00000,68297.00000,-1792.00000,54378.00000,567495.00000
2021-06-30,44573.00000,341315.00000,3295.00000,160288.00000,13274.00000,40714.00000,217571.00000,558886.00000,450595.00000,36360.00000,18257.00000,54617.00000,505212.00000,21.00000,67039.00000,-1202.00000,53674.00000,558886.00000
2021-03-31,43501.00000,340576.00000,3388.00000,156003.00000,13367.00000,40041.00000,212799.00000,553375.00000,445859.00000,37419.00000,17789.00000,55208.00000,501067.00000,21.00000,65740.00000,-2095.00000,52308.00000,553375.00000
2020-12-31,62580.00000,361734.00000,3468.00000,136840.00000,12782.00000,39081.00000,192171.00000,553905.00000,441536.00000,41297.00000,17347.00000,58644.00000,500180.00000,21.00000,64188.00000,322.00000,53725.00000,553905.00000
2020-09-30,44047.00000,351243.00000,3516.00000,134032.00000,12543.00000,39121.00000,189212.00000,540455.00000,426940.00000,42443.00000,17877.00000,60320.00000,487260.00000,21.00000,63391.00000,612.00000,53195.00000,540455.00000
2020-06-30,52392.00000,363522.00000,3616.00000,128120.00000,12360.00000,39034.00000,183130.00000,546652.00000,433901.00000,42579.00000,17692.00000,60271.00000,494172.00000,21.00000,62526.00000,798.00000,52480.00000,546652.00000
2020-03-31,46805.00000,363517.00000,3660.00000,123681.00000,12465.00000,39586.00000,179392.00000,542909.00000,421198.00000,52298.00000,17251.00000,69549.00000,490747.00000,21.00000,62544.00000,503.00000,52162.00000,542909.00000
2019-12-31,22405.00000,320065.00000,3702.00000,122613.00000,12878.00000,36168.00000,175361.00000,495426.00000,385639.00000,40167.00000,17137.00000,57304.00000,442943.00000,21.00000,63186.00000,-1373.00000,52483.00000,495426.00000
2019-09-30,15272.00000,310431.00000,3673.00000,121079.00000,12615.00000,39873.00000,177240.00000,487671.00000,374294.00000,41274.00000,17956.00000,59230.00000,433524.00000,21.00000,62419.00000,-1173.00000,54147.00000,487671.00000
2019-06-30,16932.00000,308760.00000,3690.00000,115580.00000,12709.00000,40980.00000,172959.00000,481719.00000,368209.00000,41008.00000,18962.00000,59970.00000,428179.00000,21.00000,61252.00000,-1344.00000,53540.00000,481719.00000
