,cash-on-hand,receivables-total,inventory,other-current-assets,total-current-assets,net-property-plant-equipment,goodwill-intangible-assets-total,other-long-term-assets,total-long-term-assets,total-assets,total-current-liabilities,long-term-debt,other-non-current-liabilities,total-long-term-liabilities,total-liabilities,common-stock-net,retained-earnings-accumulated-deficit,comprehensive-income,total-share-holder-equity,total-liabilities-share-holders-equity
2022-12-31,8146.00000,1795.00000,5180.00000,492.00000,15613.00000,32627.00000,,1601.00000,35480.00000,51093.00000,6345.00000,9583.00000,6025.00000,19877.00000,26222.00000,161.00000,-3907.00000,-320.00000,24871.00000,51093.00000
2022-09-30,8578.00000,1329.00000,4819.00000,647.00000,15373.00000,31814.00000,,1546.00000,34554.00000,49927.00000,5999.00000,9658.00000,5773.00000,19747.00000,25746.00000,161.00000,-4604.00000,-385.00000,24181.00000,49927.00000
2022-06-30,9492.00000,1412.00000,4670.00000,608.00000,16182.00000,31200.00000,,1501.00000,33931.00000,50113.00000,5932.00000,10054.00000,5783.00000,20134.00000,26066.00000,161.00000,-5008.00000,-386.00000,24047.00000,50113.00000
2022-03-31,8338.00000,1981.00000,4454.00000,529.00000,15302.00000,30708.00000,,1445.00000,33530.00000,48832.00000,6454.00000,8256.00000,5798.00000,18336.00000,24790.00000,161.00000,-5848.00000,-387.00000,24042.00000,48832.00000
2021-12-31,8068.00000,1742.00000,4497.00000,523.00000,14830.00000,30345.00000,,1460.00000,33192.00000,48022.00000,5892.00000,9078.00000,5799.00000,19111.00000,25003.00000,160.00000,-7375.00000,-388.00000,23019.00000,48022.00000
2021-09-30,7672.00000,1522.00000,4120.00000,477.00000,13791.00000,30102.00000,,1574.00000,33126.00000,46917.00000,5523.00000,8768.00000,5595.00000,18863.00000,24386.00000,160.00000,-8481.00000,-572.00000,22531.00000,46917.00000
2021-06-30,6313.00000,1678.00000,4218.00000,390.00000,12599.00000,29836.00000,,1528.00000,32837.00000,45436.00000,5527.00000,8638.00000,5850.00000,18974.00000,24501.00000,160.00000,-9880.00000,-576.00000,20935.00000,45436.00000
2021-03-31,4580.00000,1770.00000,4145.00000,361.00000,10856.00000,29775.00000,,1537.00000,32787.00000,43643.00000,4611.00000,9153.00000,5860.00000,19459.00000,24070.00000,160.00000,-10963.00000,-580.00000,19573.00000,43643.00000
2020-12-31,3657.00000,1412.00000,3893.00000,341.00000,9303.00000,29818.00000,,1560.00000,32841.00000,42144.00000,3417.00000,9677.00000,5974.00000,20059.00000,23476.00000,159.00000,-11681.00000,-583.00000,18668.00000,42144.00000
2020-09-30,2403.00000,1357.00000,3892.00000,419.00000,8071.00000,29911.00000,,1654.00000,33028.00000,41099.00000,3096.00000,9983.00000,6133.00000,20441.00000,23537.00000,158.00000,-12389.00000,-728.00000,17562.00000,41099.00000
2020-06-30,1465.00000,1363.00000,3810.00000,517.00000,7155.00000,29936.00000,,1693.00000,33075.00000,40230.00000,2906.00000,9824.00000,6165.00000,20169.00000,23075.00000,158.00000,-12718.00000,-652.00000,17155.00000,40230.00000
2020-03-31,1602.00000,1106.00000,3854.00000,795.00000,7357.00000,29899.00000,,1691.00000,32862.00000,40219.00000,3143.00000,9829.00000,6197.00000,20113.00000,23256.00000,158.00000,-12771.00000,-668.00000,16963.00000,40219.00000
2019-12-31,2020.00000,1167.00000,4073.00000,655.00000,7915.00000,29584.00000,,1885.00000,32894.00000,40809.00000,3209.00000,9821.00000,6121.00000,20152.00000,23361.00000,158.00000,-12280.00000,-676.00000,17448.00000,40809.00000
2019-09-30,2247.00000,994.00000,4434.00000,672.00000,8347.00000,29330.00000,,1966.00000,32596.00000,40943.00000,3381.00000,9915.00000,5860.00000,20020.00000,23401.00000,158.00000,-12289.00000,-570.00000,17542.00000,40943.00000
2019-06-30,2623.00000,970.00000,4377.00000,760.00000,8730.00000,28841.00000,,2168.00000,32356.00000,41086.00000,3286.00000,9912.00000,6016.00000,19983.00000,23269.00000,158.00000,-12082.00000,-582.00000,17817.00000,41086.00000
2019-03-31,2833.00000,1191.00000,4461.00000,560.00000,9045.00000,28497.00000,,2174.00000,32014.00000,41059.00000,3247.00000,9902.00000,6002.00000,19971.00000,23218.00000,158.00000,-12010.00000,-594.00000,17841.00000,41059.00000
2018-12-31,4217.00000,1322.00000,4503.00000,422.00000,10464.00000,28010.00000,,2172.00000,31752.00000,42216.00000,3329.00000,11124.00000,5839.00000,20995.00000,24324.00000,158.00000,-12041.00000,-605.00000,17892.00000,42216.00000
