,cash-on-hand,receivables-total,inventory,other-current-assets,total-current-assets,net-property-plant-equipment,goodwill-intangible-assets-total,other-long-term-assets,total-long-term-assets,total-assets,total-current-liabilities,long-term-debt,other-non-current-liabilities,total-long-term-liabilities,total-liabilities,common-stock-net,retained-earnings-accumulated-deficit,comprehensive-income,total-share-holder-equity,total-liabilities-share-holders-equity
2022-09-30,112.90000,2714.30000,1802.70000,469.40000,5099.30000,3260.90000,11656.40000,593.40000,15937.70000,21037.00000,3772.30000,8026.70000,375.50000,10174.80000,13947.10000,364.60000,9205.10000,-1830.50000,7089.90000,21037.00000
2022-06-30,124.90000,2668.00000,1720.70000,391.40000,4905.00000,3264.00000,11966.50000,627.30000,16258.60000,21163.60000,3806.00000,8167.80000,311.20000,10239.20000,14045.20000,364.50000,9003.30000,-1617.90000,7118.40000,21163.60000
2022-03-31,99.40000,2508.20000,1589.90000,407.00000,4604.50000,3285.70000,12219.30000,571.90000,16462.70000,21067.20000,3631.30000,8267.20000,294.70000,10330.80000,13962.10000,364.50000,8840.40000,-1563.60000,7105.10000,21067.20000
2021-12-31,359.90000,2478.40000,1491.80000,357.00000,4687.10000,3288.50000,12288.00000,546.00000,16519.30000,21206.40000,3553.20000,8347.20000,254.10000,10400.10000,13953.30000,364.10000,8814.50000,-1634.80000,7253.10000,21206.40000
2021-09-30,897.90000,2384.10000,1378.20000,326.60000,4986.80000,3069.60000,9015.30000,477.10000,12939.40000,17926.20000,2894.50000,5931.80000,289.10000,8069.90000,10964.40000,363.70000,8659.80000,-1733.50000,6961.80000,17926.20000
2021-06-30,1402.40000,2331.00000,1418.50000,335.50000,5487.40000,3077.90000,9097.80000,479.10000,13046.30000,18533.70000,2880.30000,6708.90000,320.50000,8917.10000,11797.40000,363.20000,8472.80000,-1710.60000,6736.30000,18533.70000
2021-03-31,1189.50000,2272.00000,1347.00000,341.50000,5150.00000,3078.70000,9086.30000,480.60000,13058.10000,18208.10000,2852.20000,6685.80000,324.20000,9035.80000,11888.00000,363.00000,8299.30000,-1914.50000,6320.10000,18208.10000
2020-12-31,1260.20000,2273.80000,1285.20000,298.20000,5117.40000,3124.90000,8983.90000,476.00000,13008.60000,18126.00000,2932.20000,6669.30000,312.40000,8992.30100,11924.50000,362.60000,8243.00000,-1994.40000,6201.50000,18126.00000
2020-09-30,1034.70000,2320.70000,1287.80000,348.80000,4992.00000,3146.20000,8981.40000,543.60000,13105.10000,18097.10000,3106.40000,6667.70000,301.10000,8941.30000,12047.70000,362.10000,8079.90000,-1945.90000,6049.40000,18097.10000
2020-06-30,1369.00000,2255.50000,1228.70000,313.00000,5166.20000,3138.90000,8779.10000,558.30000,12916.20000,18082.40000,3227.70000,6752.00000,260.30000,8964.50000,12192.20000,362.00000,7967.80000,-1989.70000,5890.20000,18082.40000
2020-03-31,1661.90000,2855.90000,1529.70000,389.60000,6437.10000,3920.70000,10823.40000,599.90000,15902.50000,22339.60000,4257.40000,6744.00000,261.30000,9221.60100,13479.00000,360.80000,10136.90000,-2113.70000,8860.60000,22339.60000
2019-12-31,118.80000,2382.00000,1081.60000,295.20000,4828.40000,3228.30000,8496.60000,516.30000,16040.70000,20869.10000,3630.60000,5973.10000,269.80000,8512.70000,12143.30000,359.60000,9993.70000,-2089.70000,8725.80000,20869.10000
2019-09-30,135.90000,2722.50000,1586.70000,425.00000,4870.10000,3861.50000,10948.90000,584.80000,15965.50000,20835.60000,3919.50000,5966.90000,302.70000,8303.70000,12223.20000,359.40000,9699.70000,-1884.70000,8612.40000,20835.60000
2019-06-30,85.70000,2747.10000,1625.30000,395.40000,4853.50000,3866.90000,11010.30000,547.10000,15974.10000,20827.60000,4127.70000,5987.10000,325.40000,8430.50100,12558.20000,358.90000,9368.00000,-1836.40000,8269.40000,20827.60000
2019-03-31,79.00000,2691.60000,1645.60000,334.80000,4751.00000,3878.60000,11201.50000,525.60000,16176.60000,20927.60000,4156.00000,6008.20000,349.70000,8504.70000,12660.70000,358.20000,9131.80000,-1734.90000,8266.90000,20927.60000
2018-12-31,114.70000,2662.50000,1546.40000,354.10000,4677.70000,3836.00000,10875.70000,685.10000,15396.80000,20074.50000,3685.60000,6301.60000,324.80000,8335.30000,12020.90000,357.00000,8909.50000,-1761.70000,8053.60000,20074.50000
2018-09-30,203.60000,2652.70000,1587.90000,378.10000,4822.30000,3778.00000,10898.80000,463.50000,15140.30000,19962.60000,3589.80000,6334.80000,376.30000,8389.80000,11979.60000,356.50000,8646.90000,-1765.40000,7983.00000,19962.60000
2018-06-30,54.20000,2635.40000,1557.60000,360.70000,4607.90000,3758.70000,11100.70000,484.30000,15343.70000,19951.60000,3623.80000,6343.10000,406.90000,8419.30000,12043.10000,355.90000,8329.90000,-1592.70000,7908.50000,19951.60000
2018-03-31,175.50000,2574.30000,1541.80000,305.20000,4596.80000,3779.90000,11315.20000,492.40000,15587.50000,20184.30000,3982.80000,6397.70000,453.40000,8531.60100,12514.40000,355.50000,8097.00000,-1558.30000,7669.90000,20184.30000
2017-12-31,211.40000,2571.40000,1446.50000,365.00000,4594.30000,3707.10000,11184.70000,477.40000,15369.20000,19963.50000,3475.20000,6758.30000,415.30000,8834.50000,12309.70000,354.70000,8011.60000,-1643.40000,7653.80000,19963.50000
2017-09-30,209.10000,2533.20000,1509.00000,363.20000,4614.50000,3617.20000,11194.00000,431.00000,15242.20000,19856.70000,3756.60000,6484.50000,302.50000,8800.90000,12557.50000,354.20000,7598.00000,-1564.30000,7299.20000,19856.70000
2017-06-30,260.70000,2446.80000,1469.80000,354.80000,4532.10000,3497.40000,11065.40000,428.50000,14991.30000,19523.40000,4318.40000,5909.30000,238.20000,8216.30000,12534.70000,354.10000,7312.60000,-1643.90000,6988.70000,19523.40000
2017-03-31,212.10000,2358.00000,1428.30000,308.90000,4307.30000,3424.90000,11033.80000,457.00000,14915.70000,19223.00000,4205.30000,5841.60000,207.00000,8139.20000,12344.50000,353.50000,7123.10000,-1636.10000,6878.50000,19223.00000
2016-12-31,327.40000,2341.20000,1319.40000,291.40000,4279.40000,3365.00000,10200.80000,485.00000,14050.80000,18330.20000,3019.40000,6145.70000,204.80000,8339.90000,11359.30000,352.60000,6975.00000,-1712.90000,6970.90000,18330.20000
2016-09-30,180.60000,2349.60000,1342.40000,299.40000,4172.00000,3292.90000,10429.80000,484.10000,14206.80000,18378.80000,4174.00000,5091.40000,226.40000,7263.00000,11437.00000,352.30000,6716.70000,-1452.30000,6941.80000,18378.80000
2016-06-30,167.40000,2318.00000,1331.70000,278.30000,4095.40000,3257.30000,10482.70000,389.20000,14129.20000,18224.60000,4238.40000,5097.00000,227.80000,7316.60000,11555.00000,351.60000,6444.60000,-1492.70000,6669.60000,18224.60000
2016-03-31,268.50000,2248.80000,1386.10000,291.50000,4194.90000,3227.00000,10506.00000,413.90000,14146.90000,18341.80000,4159.50000,5082.80000,228.60000,7530.20000,11689.70000,351.00000,6288.30000,-1536.10000,6652.10000,18341.80000
2015-12-31,92.80000,2390.20000,1388.20000,326.30000,4447.50000,3228.30000,10600.00000,365.90000,14194.20000,18641.70000,4764.40000,4260.20000,238.40000,6896.90000,11661.30000,350.30000,6160.30000,-1423.30000,6980.40000,18641.70000
2015-09-30,184.80000,2450.00000,1439.20000,333.40000,4642.40000,3212.20000,10671.60000,357.10000,14240.90000,18883.30000,3556.60000,5753.70000,1583.60000,8484.10000,12040.70000,349.50000,6055.00000,-1404.60000,6842.60000,18883.30000
2015-06-30,310.60000,2494.80000,1462.70000,538.40000,4971.10000,3123.40000,10744.40000,378.40000,14246.20000,19217.30000,4446.10000,5124.20000,1627.90000,7891.70000,12337.80000,349.30000,5894.70000,-1195.10000,6879.50000,19217.30000
2015-03-31,237.90000,2546.90000,1503.00000,461.20000,4921.80000,3115.10000,10855.70000,359.40000,14330.20000,19252.00000,4121.00000,5408.70000,1645.50000,8195.00000,12316.00000,348.70000,5690.40000,-1187.40000,6936.00000,19252.00000
2014-12-31,209.60000,2626.70000,1466.90000,366.60000,4853.00000,3050.60000,11173.80000,350.00000,14574.40000,19427.40000,4367.90000,4843.40000,1645.50000,7677.40000,12045.30000,347.70000,5555.10000,-951.90000,7382.10000,19427.40000
2014-09-30,197.80000,2694.40000,1464.40000,349.10000,4871.80000,2978.50000,11432.20000,403.30000,14814.00000,19685.80000,4455.00000,4874.00000,1805.50000,7464.50000,11919.50000,347.20000,5318.70000,-377.30000,7766.30000,19685.80000
2014-06-30,187.00000,2637.30000,1414.30000,366.20000,4772.10000,2938.90000,11498.80000,404.00000,14841.70000,19613.80000,3966.90000,5539.10000,1850.30000,8186.80000,12153.70000,346.70000,5036.30000,-350.80000,7460.10000,19613.80000
2014-03-31,300.30000,2519.60000,1367.10000,345.20000,4703.00000,2889.00000,11557.90000,413.50000,14860.40000,19563.40000,3904.40000,5696.60000,1893.40000,8385.90000,12290.30000,346.40000,4807.20000,-373.30000,7273.10000,19563.40000
2013-12-31,339.20000,2568.00000,1321.90000,306.30000,4698.40000,2882.00000,11648.20000,407.90000,14938.10000,19636.50000,3488.70000,6043.50000,1899.30000,8738.40000,12227.10000,345.10000,4699.00000,-305.20000,7409.40000,19636.50000
2013-09-30,394.40000,2488.90000,1378.10000,338.00000,4796.00000,2786.10000,11663.90000,367.60000,14817.60000,19613.60000,3200.60000,6537.30000,1787.40000,9567.10000,12767.70000,344.60000,4494.70000,-700.40000,6845.90000,19613.60000
2013-06-30,375.20000,2436.30000,1373.30000,309.80000,4698.20000,2779.10000,11807.30000,369.70000,14956.10000,19654.30000,3245.50000,6635.30000,1803.20000,9670.10000,12915.60000,344.10000,4255.90000,-582.00000,6738.70000,19654.30000
