,cash-on-hand,receivables-total,inventory,pre-paid-expenses,total-current-assets,net-property-plant-equipment,long-term-investments,goodwill-intangible-assets-total,other-long-term-assets,total-long-term-assets,total-assets,total-current-liabilities,long-term-debt,other-non-current-liabilities,total-long-term-liabilities,total-liabilities,common-stock-net,retained-earnings-accumulated-deficit,comprehensive-income,total-share-holder-equity,total-liabilities-share-holders-equity
2022-12-31,3655.25900,216.03300,70.09400,88.20100,4029.58700,6896.06000,,245.25300,391.03600,9385.51300,13415.10000,1811.42300,11569.32000,59.56900,13244.04000,15055.46000,1.32300,-2711.80800,-0.40400,-1640.36500,13415.10000
2022-09-30,1948.54100,210.03200,68.31000,96.52400,2323.40700,8498.81400,,250.90100,358.32100,9455.93900,11779.34000,1635.03600,11570.44000,62.74000,11741.27000,13376.31000,1.32100,-2744.22200,10.38800,-1596.96300,11779.34000
2022-06-30,2020.50300,186.38000,69.07500,95.25600,2371.21400,8596.65300,,256.51900,207.31700,9417.31700,11788.53000,1617.26900,11367.86000,68.01400,11545.52000,13162.79000,1.32000,-2601.33100,9.82900,-1374.25400,11788.53000
2022-03-31,2323.08700,187.00700,72.24400,83.26900,2665.60700,8670.72700,,272.29200,206.79300,9513.70200,12179.31000,1154.24600,11872.89000,72.10800,12058.32000,13212.57000,1.31800,-2471.28500,9.30100,-1033.25900,12179.31000
2021-12-31,2527.42600,199.46300,69.96700,79.06100,2875.91700,8765.30800,,307.57800,210.65800,9654.90900,12530.83000,1287.88000,11884.55000,79.42800,12079.16000,13367.04000,1.31400,-2288.07800,6.00400,-836.21500,12530.83000
2021-09-30,2479.37500,221.93300,64.04300,90.53500,2855.88600,8859.15700,,286.12400,228.18400,9751.80900,12607.70000,1286.59200,11693.79000,102.75100,11913.69000,13200.28000,1.31400,-2110.89500,4.11900,-592.58900,12607.70000
2021-06-30,2805.29300,245.95900,66.10000,97.73700,3215.08900,8925.38600,,291.51000,204.17900,9807.57500,13022.67000,2538.30200,10612.56000,106.17100,10838.20000,13376.50000,1.31300,-1944.66800,6.29300,-353.83900,13022.67000
2021-03-31,2893.22000,215.33700,65.25200,75.95700,3249.76600,9050.17800,,287.83600,188.53000,9917.14500,13166.91000,1369.88200,11755.17000,123.84900,11999.97000,13369.85000,1.31300,-1813.31700,6.50100,-202.93900,13166.91000
2020-12-31,3482.03200,200.15800,66.28500,64.67200,3813.14700,9196.64400,,278.19500,182.96700,10056.40000,13869.55000,1880.88800,12469.36000,133.49000,12725.98000,14606.86000,1.23500,-1532.42000,3.60400,-737.31700,13869.55000
2020-09-30,3554.89500,178.82600,73.62700,62.12900,3869.47700,9313.06600,,138.74200,239.42900,10097.64000,13967.12000,1688.70000,12562.97000,136.22900,12825.05000,14513.75000,1.23400,-1262.94700,-0.89800,-546.63100,13967.12000
2020-06-30,3797.74000,296.31800,84.77900,57.54400,4236.38100,9415.31300,,141.29900,245.66000,10649.29000,14885.67000,1869.85100,12477.18000,110.05100,12741.63000,14611.48000,1.23400,-505.09000,-0.90800,274.19800,14885.67000
2020-03-31,2880.97100,380.77100,86.18200,67.44000,3415.36400,9539.40700,,143.85700,240.75300,10857.98000,14273.35000,1884.83700,11133.05000,106.86200,11396.03000,13280.87000,1.23400,132.26600,-0.94700,992.48000,14273.35000
2019-12-31,2351.90400,346.42900,88.51900,69.48500,2856.33700,9623.83200,,146.41400,229.51700,11014.94000,13871.28000,1982.88400,10079.98000,107.76000,10346.92000,12329.81000,1.22800,641.81800,-1.67900,1541.47200,13871.28000
2019-09-30,1676.11000,286.61100,80.48600,68.04500,2111.25200,9621.26800,,148.97200,231.79500,11165.81000,13277.06000,1930.38400,9421.84500,108.98000,9680.79500,11611.18000,1.22800,822.07000,-2.70000,1665.87900,13277.06000
2019-06-30,1501.88600,296.69600,81.76600,86.97500,1967.32300,9640.70400,,133.06600,232.96700,11197.95000,13165.27000,1975.34800,9095.29300,92.24800,9338.98700,11314.33000,1.22800,932.90700,-1.98600,1850.93900,13165.27000
2019-03-31,1822.89100,259.80400,67.37300,91.75900,2241.82700,9361.91200,,133.83700,243.03100,10919.40000,13161.23000,1877.93000,9133.56300,94.03100,9368.05500,11245.98000,1.22600,945.97200,-2.59100,1915.24300,13161.23000
2018-12-31,2215.00100,276.64400,66.62700,83.10400,2641.37600,9385.92000,,222.50600,230.01500,10574.89000,13216.27000,1882.06300,9411.14000,108.27700,9519.41700,11401.48000,1.22100,921.78500,-1.95000,1814.78900,13216.27000
2018-09-30,1949.25300,232.67200,63.07600,91.31900,2336.32000,9221.02800,,223.38200,235.44700,10041.17000,12377.49000,2047.40500,8695.33500,94.46800,8789.80300,10837.21000,1.22100,537.77100,-2.08300,1540.28300,12377.49000
2018-06-30,1504.83300,230.11400,66.76500,86.74600,1888.45800,9053.92200,72.08300,224.00800,220.51900,9928.09800,11816.56000,1746.81900,8133.60200,116.54000,8250.14200,9996.96100,1.22000,462.95000,-1.93800,1819.59500,11816.56000
2018-03-31,2060.87000,228.22600,67.57900,91.62400,2448.29900,8887.84300,100.49400,212.38400,218.18400,9766.87400,12215.17000,2098.90900,9234.67900,110.19800,9344.87700,11443.79000,1.16600,388.52300,-1.87400,771.38800,12215.17000
2017-12-31,2971.24700,224.12800,71.63600,156.77300,3423.78400,8498.75600,160.68200,123.70500,234.27900,9257.95500,12681.74000,1930.29000,9565.93600,107.16300,9673.09900,11603.39000,1.16400,635.06700,-1.84500,1078.35000,12681.74000
2017-09-30,3092.85100,224.13200,82.89700,156.67200,3556.55200,8386.84300,163.36800,124.30100,196.89000,8871.40100,12427.95000,2062.05800,9771.81500,108.59000,9967.68700,12029.74000,1.16100,194.81400,-0.67300,398.21000,12427.95000
2017-06-30,2622.62500,196.17900,84.50800,136.87700,3040.18900,8321.77700,176.43000,124.89700,193.60600,8816.71100,11856.90000,1539.90900,9806.29600,81.95700,9959.28400,11499.19000,1.15900,166.25600,-1.06800,357.70600,11856.90000
2017-03-31,2676.84000,186.00200,86.46600,132.10200,3081.41000,8273.75700,164.37100,112.99300,196.99700,8748.11800,11829.53000,1508.17000,9812.87600,87.20300,9968.69900,11476.87000,1.15600,142.44100,0.70900,352.65900,11829.53000
2016-12-31,2626.55900,218.96800,91.54100,53.29900,2990.36700,8259.63100,128.02300,113.58800,461.94800,8963.19000,11953.56000,1416.30100,10125.35000,87.46200,10279.37000,11695.68000,1.15000,95.09700,1.48400,257.88100,11953.56000
2016-09-30,1736.80400,177.59100,88.72800,54.07400,2057.19700,8270.04700,77.54900,114.18400,406.96700,8868.74600,10925.94000,1430.27000,9440.85600,83.15700,9560.10600,10990.38000,1.14900,32.14800,2.02200,-64.43200,10925.94000
2016-06-30,2112.79300,173.55000,74.79000,53.41000,2414.54300,7775.24400,92.82100,114.78000,212.96300,8195.80800,10610.35000,991.93700,9457.01600,123.38700,9616.71900,10608.66000,1.14900,99.37900,2.09700,1.69500,10610.35000
2016-03-31,2285.79300,188.47600,72.60400,58.62000,2605.49300,7633.43400,73.37400,110.37600,223.88300,8041.06700,10646.56000,970.61600,9408.55500,146.70900,9595.00900,10565.63000,1.14900,79.69700,1.92700,80.93500,10646.56000
2015-12-31,2195.38600,187.88700,74.49300,48.01200,2505.77800,7477.47800,136.98300,110.97200,227.94800,7953.38100,10459.16000,1110.17100,9149.66500,141.12100,9327.14400,10437.31000,1.14600,55.33200,1.09200,21.84500,10459.16000
2015-09-30,2025.24000,204.65000,66.58300,51.72500,2348.19800,7090.44900,126.36000,111.58000,197.53200,7632.98700,9981.18500,1113.45300,8748.44900,143.49600,8928.51500,10041.97000,1.14600,-3.56000,1.74300,-60.78200,9981.18500
2015-06-30,1702.96800,267.96000,66.57600,50.19900,2087.70300,6618.49900,120.64200,112.17600,258.10400,7195.33900,9283.04200,1227.09000,7985.46300,141.15600,8166.61200,9393.70200,1.14600,-26.58300,1.96300,-110.66000,9283.04200
2015-03-31,1968.92200,290.75700,69.91100,53.26200,2382.85200,6245.53000,91.79600,112.77200,228.21800,6768.82800,9151.68000,1247.55200,7850.41300,173.36900,8051.28000,9298.83200,1.14600,-32.38800,1.95300,-147.15200,9151.68000
2014-12-31,2422.30400,237.95700,72.22300,49.84700,2782.33100,5855.84200,14.41600,112.36700,213.49200,6280.53000,9062.86100,1308.31800,7361.24900,152.13100,7543.45200,8851.77000,1.14400,164.48700,2.50500,211.09100,9062.86100
2014-09-30,3141.61000,206.46600,69.97500,52.26800,3470.31900,5460.97100,4.06700,28.98000,152.51100,5711.38000,9181.69900,1344.31200,7372.78700,134.51700,7543.97200,8888.28400,1.14300,308.64100,2.35000,293.41500,9181.69900
2014-06-30,3277.25900,218.90500,70.13200,51.88400,3618.18000,5215.72300,12.61900,29.57600,126.85500,5453.16300,9071.34200,1285.16500,7341.74200,117.62100,7498.01200,8783.17700,1.14300,243.92100,3.11400,288.16500,9071.34200
2014-03-31,3492.49700,230.69000,71.86500,44.13200,3839.18400,5036.43000,40.00700,30.17200,95.74000,5274.03700,9113.22100,1255.32500,7376.57700,117.82400,7537.15400,8792.47900,1.14200,166.66400,2.52800,320.74200,9113.22100
2013-12-31,2609.44000,241.93200,74.73900,42.70300,2968.81400,4934.44900,84.13700,30.76700,290.93700,5408.21600,8377.03000,1455.53400,6633.33700,141.46500,6789.14500,8244.67900,1.14200,66.13000,2.91300,132.35100,8377.03000
2013-09-30,2435.81100,216.24700,73.03800,40.46000,2765.55600,4810.37800,3.94200,31.14600,396.39300,5304.07200,8069.62800,1627.16200,6048.22800,131.87500,6201.12700,7828.28900,1.14100,256.99200,3.07800,241.33900,8069.62800
2013-06-30,2174.61500,207.03100,70.15300,38.53600,2490.33500,4760.88600,4.10500,29.24300,421.61300,5283.00400,7773.33900,1368.04400,6072.41100,125.64700,6227.73100,7595.77500,1.14100,176.08800,2.67800,177.56400,7773.33900
2013-03-31,2153.35300,243.57800,67.90900,39.66400,2504.50400,4723.08300,3.71400,30.18300,206.04200,5031.42200,7535.92600,1234.46600,5857.25300,131.29400,6026.78400,7261.25000,1.13800,147.61200,2.38200,274.67600,7535.92600
2012-12-31,1864.10600,238.57300,63.79900,35.90000,2202.37800,4727.89900,4.27000,31.29700,239.56100,5074.21600,7276.59400,1131.37700,5857.95600,137.83000,6041.28500,7172.66200,1.13700,44.77500,4.17700,103.93200,7276.59400
2012-09-30,2529.83400,213.32200,65.53100,32.59700,2841.28400,4697.69200,4.09400,32.41000,307.08900,5114.94300,7956.22700,1205.55700,5871.77400,122.87800,6031.37000,7236.92700,1.13400,276.56500,3.62500,719.30000,7956.22700
2012-06-30,2152.31900,218.06800,66.28700,34.04400,2470.71800,4744.57400,58.64700,33.52300,119.97000,5009.87400,7480.59100,1337.04800,5382.46100,119.73500,5548.07100,6885.11900,1.13400,214.79100,2.09600,595.47200,7480.59100
2012-03-31,1992.70300,222.54700,68.16300,36.52500,2319.93800,4802.37300,71.95600,34.63700,120.79600,5083.12900,7403.06700,1348.50900,5431.94900,129.64800,5613.56600,6962.07500,1.13400,126.98100,2.30700,440.99200,7403.06700
2011-12-31,1384.65300,238.49000,72.06100,31.24800,1726.45200,4865.33200,4.37600,35.75100,217.21300,5173.04400,6899.49600,1579.89300,2913.63900,128.21600,3096.14900,4676.04200,1.37900,36.36800,0.84000,2223.45400,6899.49600
2011-09-30,1910.44300,190.34600,77.41100,26.93000,2205.13000,4687.02700,110.22800,36.86400,336.47200,5223.84400,7428.97400,1325.75700,3036.91800,128.47100,3241.89900,4567.65600,1.37800,307.06100,-2.86700,2861.31800,7428.97400
2011-06-30,1784.27800,180.79200,75.36800,30.42400,2070.86200,4770.45000,76.89800,37.97800,95.35000,5036.85000,7107.71200,1158.25100,2995.25600,140.40400,3211.72600,4369.97700,1.37800,242.49000,0.92100,2737.73500,7107.71200
2011-03-31,1446.83200,186.84100,80.89600,30.74800,1745.31700,4854.12400,3.93400,39.09100,81.64900,5037.85000,6783.16700,864.53500,3163.94500,61.11800,3302.72800,4167.26300,1.37500,182.84600,-0.00900,2615.90400,6783.16700
2010-12-31,1258.49900,187.46400,86.84700,28.32600,1561.13600,4921.25900,4.23200,40.20500,85.80200,5113.36000,6674.49700,887.92900,3264.85400,64.24800,3405.98300,4293.91200,1.37400,9.04200,0.88900,2380.58500,6674.49700
2010-09-30,1922.33800,141.37900,95.34400,27.08200,2186.14300,4976.27000,4.04800,41.31900,90.16900,5175.74000,7361.88300,742.99200,3176.40800,117.01200,3316.99600,4059.98800,1.36700,-105.44100,2.90000,3301.89500,7361.88300
2010-06-30,1858.42200,157.56000,97.88700,26.92900,2140.79800,5031.78500,4.01100,42.43100,91.38100,5228.37700,7369.17500,694.35900,3231.01300,125.91000,3375.64500,4070.00400,1.36300,-41.02000,-0.10000,3299.17100,7369.17500
2010-03-31,1757.01500,157.86000,107.15800,28.68900,2050.72200,5042.19500,3.89600,43.54500,91.12800,5239.43900,7290.16200,633.89800,3279.05500,132.96900,3430.63600,4064.53400,1.36100,-62.57100,1.85200,3225.62800,7290.16200
2009-12-31,1991.83000,152.87900,107.00500,31.24200,2282.95600,5062.05900,4.10200,44.65900,99.38000,5298.81300,7581.76900,725.58500,3566.42800,129.39300,3695.82100,4421.40600,1.36100,-89.55900,2.44600,3160.36300,7581.76900
2009-09-30,1296.07800,122.25800,111.79300,28.26800,1558.39700,5087.16600,3.90400,45.77300,91.86200,5303.66100,6862.05800,653.41000,4188.74700,124.61100,4313.35800,4966.76800,1.35900,8.77500,2.35400,1895.29000,6862.05800
2009-06-30,1090.18200,118.55300,113.15300,29.73200,1351.62000,5098.56700,4.03200,46.88600,79.54200,5297.10600,6648.72600,554.11700,4124.39000,117.06300,4241.45300,4795.57000,1.35900,-25.43500,2.35400,1853.15600,6648.72600
2009-03-31,1718.72200,123.48500,119.31100,31.40400,1992.92200,5103.98400,4.06500,47.99900,83.48500,5319.51600,7312.43800,604.99400,4753.83500,133.07000,4886.90500,5491.89900,1.35900,-50.95000,2.62600,1820.53900,7312.43800
