,cash-on-hand,receivables-total,inventory,other-current-assets,total-current-assets,net-property-plant-equipment,long-term-investments,goodwill-intangible-assets-total,other-long-term-assets,total-long-term-assets,total-assets,total-current-liabilities,long-term-debt,other-non-current-liabilities,total-long-term-liabilities,total-liabilities,common-stock-net,retained-earnings-accumulated-deficit,comprehensive-income,total-share-holder-equity,total-liabilities-share-holders-equity
2022-12-31,8470.00000,13993.00000,1830.00000,2619.00000,26912.00000,27612.00000,3169.00000,92214.00000,45629.00000,175212.00000,202124.00000,27070.00000,45128.00000,12812.00000,74919.00000,101989.00000,56579.00000,44955.00000,-4478.00000,100135.00000,202124.00000
2022-09-30,11615.00000,12652.00000,1742.00000,3089.00000,29098.00000,27642.00000,3218.00000,92734.00000,44985.00000,174533.00000,203631.00000,29073.00000,45299.00000,12518.00000,75679.00000,104752.00000,56398.00000,43636.00000,-4119.00000,98879.00000,203631.00000
2022-06-30,12959.00000,13685.00000,1590.00000,3188.00000,31422.00000,26510.00000,3236.00000,93279.00000,42554.00000,172652.00000,204074.00000,30704.00000,46022.00000,13456.00000,76937.00000,107641.00000,56087.00000,43462.00000,-6142.00000,96433.00000,204074.00000
2022-03-31,13272.00000,13746.00000,1428.00000,2981.00000,31427.00000,26464.00000,3356.00000,93894.00000,40859.00000,171026.00000,202453.00000,29601.00000,46624.00000,13808.00000,78193.00000,107794.00000,55823.00000,42032.00000,-6312.00000,94659.00000,202453.00000
2021-12-31,14444.00000,14882.00000,1345.00000,2242.00000,32913.00000,26752.00000,3549.00000,94626.00000,39542.00000,170398.00000,203311.00000,30037.00000,47349.00000,14208.00000,78964.00000,109001.00000,55500.00000,41547.00000,-6276.00000,94310.00000,203311.00000
2021-09-30,15959.00000,13367.00000,1331.00000,3000.00000,33657.00000,26972.00000,3935.00000,95186.00000,38207.00000,169952.00000,203609.00000,31077.00000,48540.00000,14522.00000,79521.00000,110598.00000,55471.00000,40429.00000,-6440.00000,93011.00000,203609.00000
2021-06-30,16070.00000,13355.00000,1344.00000,3197.00000,33966.00000,26444.00000,4045.00000,95436.00000,36397.00000,168255.00000,202221.00000,27413.00000,51110.00000,16249.00000,83686.00000,111099.00000,55174.00000,40311.00000,-7837.00000,91122.00000,202221.00000
2021-03-31,15890.00000,12533.00000,1406.00000,3048.00000,32877.00000,26171.00000,4309.00000,95984.00000,34943.00000,167373.00000,200250.00000,26642.00000,50903.00000,16615.00000,83822.00000,110464.00000,55000.00000,39365.00000,-7918.00000,89786.00000,200250.00000
2020-12-31,17068.00000,14051.00000,1480.00000,2275.00000,34874.00000,26637.00000,4037.00000,96442.00000,34272.00000,167014.00000,201888.00000,26546.00000,52878.00000,17205.00000,86614.00000,113160.00000,54663.00000,38456.00000,-8141.00000,88728.00000,201888.00000
2020-09-30,17914.00000,12708.00000,1583.00000,3046.00000,35251.00000,26594.00000,3903.00000,96862.00000,33455.00000,166298.00000,201549.00000,26628.00000,52917.00000,17204.00000,86658.00000,113286.00000,54497.00000,38315.00000,-8322.00000,88263.00000,201549.00000
