,cash-on-hand,receivables-total,inventory,pre-paid-expenses,other-current-assets,total-current-assets,net-property-plant-equipment,long-term-investments,goodwill-intangible-assets-total,other-long-term-assets,total-long-term-assets,total-assets,total-current-liabilities,long-term-debt,other-non-current-liabilities,total-long-term-liabilities,total-liabilities,common-stock-net,retained-earnings-accumulated-deficit,comprehensive-income,other-share-holders-equity,total-share-holder-equity,total-liabilities-share-holders-equity
2020-06-30,621.00000,1746.00000,785.00000,,345.00000,3497.00000,26724.00000,3714.00000,4845.00000,446.00000,40081.00000,43739.00000,4196.00000,17341.00000,6597.00000,27651.00000,31847.00000,5247.00000,6618.00000,-141.00000,,11892.00000,43739.00000
2020-03-31,676.00000,1742.00000,707.00000,,401.00000,3526.00000,26236.00000,3534.00000,4868.00000,465.00000,39542.00000,43232.00000,3972.00000,17026.00000,6609.00000,27272.00000,31244.00000,5235.00000,6732.00000,-145.00000,,11988.00000,43232.00000
2019-12-31,93.00000,1887.00000,759.00000,,347.00000,3086.00000,25317.00000,3788.00000,4857.00000,426.00000,39013.00000,42268.00000,3997.00000,15935.00000,6699.00000,26435.00000,30432.00000,5233.00000,6587.00000,-148.00000,,11836.00000,42268.00000
2019-09-30,76.00000,1717.00000,806.00000,153.00000,233.00000,2985.00000,23758.00000,3669.00000,3233.00000,424.00000,35215.00000,38345.00000,3865.00000,13858.00000,6535.00000,23576.00000,27441.00000,4370.00000,6516.00000,-146.00000,,10904.00000,38345.00000
2019-06-30,62.00000,1529.00000,765.00000,,370.00000,2726.00000,22297.00000,3566.00000,3130.00000,399.00000,33983.00000,36851.00000,3654.00000,13569.00000,6043.00000,22628.00000,26282.00000,4344.00000,6198.00000,-146.00000,,10569.00000,36851.00000
2019-03-31,61.00000,1755.00000,604.00000,,420.00000,2840.00000,21864.00000,3519.00000,3139.00000,338.00000,33456.00000,36434.00000,3647.00000,12776.00000,6005.00000,21767.00000,25414.00000,4324.00000,6364.00000,-143.00000,,11020.00000,36434.00000
2018-12-31,76.00000,1897.00000,811.00000,,476.00000,3260.00000,21650.00000,3368.00000,3142.00000,255.00000,33028.00000,36288.00000,4438.00000,12134.00000,6049.00000,21133.00000,25571.00000,4245.00000,6112.00000,-120.00000,,10717.00000,36288.00000
2018-09-30,104.00000,1773.00000,767.00000,,459.00000,3103.00000,21612.00000,3436.00000,3157.00000,250.00000,32189.00000,35292.00000,2117.00000,13620.00000,6032.00000,22485.00000,24602.00000,4232.00000,6093.00000,-118.00000,,10690.00000,35292.00000
2018-06-30,86.00000,1837.00000,675.00000,,297.00000,2895.00000,21239.00000,3041.00000,3155.00000,262.00000,31435.00000,34330.00000,2499.00000,12705.00000,6003.00000,21513.00000,24012.00000,4205.00000,5760.00000,-121.00000,,10318.00000,34330.00000
2018-03-31,186.00000,1825.00000,597.00000,,349.00000,2957.00000,20870.00000,2852.00000,3160.00000,287.00000,30884.00000,33841.00000,2541.00000,12185.00000,5932.00000,20937.00000,23478.00000,4163.00000,5848.00000,-123.00000,,10363.00000,33841.00000
2017-12-31,89.00000,1856.00000,779.00000,,357.00000,3081.00000,20721.00000,2797.00000,3160.00000,285.00000,30686.00000,33767.00000,2812.00000,12185.00000,5785.00000,20965.00000,23777.00000,3989.00000,5643.00000,-120.00000,,9990.00000,33767.00000
2017-09-30,86.00000,1561.00000,816.00000,,352.00000,2815.00000,20307.00000,2634.00000,3176.00000,311.00000,30256.00000,33071.00000,2598.00000,11795.00000,3363.00000,20620.00000,23218.00000,3978.00000,5515.00000,-120.00000,,9853.00000,33071.00000
2017-06-30,84.00000,1543.00000,743.00000,,261.00000,2631.00000,20063.00000,2550.00000,3181.00000,296.00000,29951.00000,32582.00000,2747.00000,11358.00000,3420.00000,20264.00000,23011.00000,3968.00000,5245.00000,-125.00000,,9571.00000,32582.00000
2017-03-31,102.00000,1509.00000,640.00000,,316.00000,2567.00000,19866.00000,2442.00000,3129.00000,312.00000,29582.00000,32149.00000,1834.00000,11758.00000,3423.00000,20627.00000,22461.00000,3958.00000,5365.00000,-129.00000,,9688.00000,32149.00000
2016-12-31,113.00000,1593.00000,772.00000,,284.00000,2762.00000,19730.00000,2273.00000,3128.00000,277.00000,29279.00000,32041.00000,2437.00000,11269.00000,3393.00000,20105.00000,22542.00000,4030.00000,5114.00000,-133.00000,,9499.00000,32041.00000
2016-09-30,87.00000,1337.00000,793.00000,130.00000,248.00000,2595.00000,18550.00000,2226.00000,2109.00000,296.00000,26867.00000,29462.00000,1969.00000,9478.00000,3357.00000,18344.00000,20313.00000,4137.00000,5131.00000,-138.00000,,9149.00000,29462.00000
2016-06-30,54.00000,1262.00000,717.00000,,225.00000,2258.00000,18295.00000,2101.00000,2115.00000,271.00000,26511.00000,28769.00000,1883.00000,9343.00000,3314.00000,18087.00000,19970.00000,4129.00000,4791.00000,-142.00000,,8799.00000,28769.00000
2016-03-31,58.00000,1265.00000,660.00000,,379.00000,2362.00000,18127.00000,1979.00000,2108.00000,289.00000,26202.00000,28564.00000,2209.00000,8758.00000,3292.00000,17445.00000,19654.00000,4118.00000,4909.00000,-140.00000,,8910.00000,28564.00000
2015-12-31,60.00000,1348.00000,803.00000,,364.00000,2575.00000,18034.00000,1936.00000,2107.00000,318.00000,26087.00000,28662.00000,2528.00000,8760.00000,3233.00000,17339.00000,19867.00000,4123.00000,4794.00000,-145.00000,,8795.00000,28662.00000
2015-09-30,88.00000,1321.00000,840.00000,,451.00000,2700.00000,17867.00000,1883.00000,2107.00000,378.00000,25954.00000,28654.00000,2273.00000,8856.00000,3198.00000,17548.00000,19821.00000,4117.00000,4845.00000,-150.00000,,8833.00000,28654.00000
2015-06-30,251.00000,1364.00000,731.00000,,345.00000,2691.00000,17576.00000,1921.00000,2108.00000,366.00000,25659.00000,28350.00000,2232.00000,8835.00000,3255.00000,17561.00000,19793.00000,4110.00000,4580.00000,-151.00000,,8557.00000,28350.00000
2015-03-31,123.00000,1607.00000,633.00000,,425.00000,2788.00000,17235.00000,1911.00000,2118.00000,373.00000,25280.00000,28068.00000,1839.00000,8838.00000,3141.00000,17551.00000,19390.00000,4093.00000,4727.00000,-155.00000,,8678.00000,28068.00000
2014-12-31,168.00000,1598.00000,804.00000,,442.00000,3012.00000,16820.00000,1869.00000,2120.00000,393.00000,24887.00000,27899.00000,2577.00000,8343.00000,3100.00000,16980.00000,19557.00000,3904.00000,4578.00000,-155.00000,,8342.00000,27899.00000
2014-09-30,121.00000,1377.00000,793.00000,,464.00000,2755.00000,16499.00000,1847.00000,2126.00000,359.00000,23621.00000,26376.00000,2805.00000,7909.00000,3102.00000,15385.00000,18190.00000,3900.00000,4402.00000,-133.00000,,8186.00000,26376.00000
2014-06-30,185.00000,1526.00000,619.00000,,391.00000,2721.00000,16307.00000,1841.00000,2130.00000,336.00000,23468.00000,26189.00000,2819.00000,7813.00000,3118.00000,15344.00000,18163.00000,3896.00000,4246.00000,-134.00000,,8026.00000,26189.00000
2014-03-31,155.00000,1951.00000,480.00000,,387.00000,2973.00000,15985.00000,1791.00000,2136.00000,302.00000,23188.00000,26161.00000,3569.00000,6923.00000,3140.00000,14455.00000,18024.00000,3894.00000,4360.00000,-137.00000,,8137.00000,26161.00000
2013-12-31,175.00000,1669.00000,628.00000,,334.00000,2806.00000,15800.00000,1794.00000,2140.00000,327.00000,23129.00000,25935.00000,3189.00000,7214.00000,3207.00000,14792.00000,17981.00000,3907.00000,4150.00000,-136.00000,,7954.00000,25935.00000
2013-09-30,135.00000,1320.00000,725.00000,,369.00000,2549.00000,15511.00000,1723.00000,2140.00000,328.00000,23682.00000,26231.00000,3008.00000,6846.00000,3190.00000,15313.00000,18321.00000,3885.00000,4142.00000,-151.00000,,7910.00000,26231.00000
2013-06-30,158.00000,1416.00000,627.00000,,295.00000,2496.00000,15190.00000,1654.00000,2156.00000,332.00000,23448.00000,25944.00000,2962.00000,6806.00000,3201.00000,15395.00000,18357.00000,3762.00000,3945.00000,-155.00000,,7587.00000,25944.00000
2013-03-31,283.00000,1549.00000,540.00000,,389.00000,2769.00000,14866.00000,1651.00000,2153.00000,322.00000,23180.00000,25949.00000,2476.00000,7218.00000,3202.00000,15841.00000,18317.00000,3683.00000,4069.00000,-156.00000,,7632.00000,25949.00000
2012-12-31,187.00000,1462.00000,761.00000,,505.00000,2915.00000,14684.00000,1591.00000,2153.00000,348.00000,23424.00000,26339.00000,2768.00000,7014.00000,3241.00000,16160.00000,18928.00000,3587.00000,3944.00000,-158.00000,,7411.00000,26339.00000
2012-09-30,128.00000,1235.00000,785.00000,,524.00000,2730.00000,14404.00000,1566.00000,2087.00000,367.00000,23179.00000,25909.00000,2309.00000,7120.00000,3161.00000,16169.00000,18478.00000,3567.00000,3969.00000,-147.00000,,7431.00000,25909.00000
2012-06-30,295.00000,1403.00000,710.00000,,577.00000,3050.00000,14152.00000,1518.00000,2087.00000,381.00000,23025.00000,26075.00000,2635.00000,7212.00000,3156.00000,16256.00000,18891.00000,3549.00000,3744.00000,-151.00000,,7184.00000,26075.00000
2012-03-31,143.00000,1384.00000,666.00000,,696.00000,2951.00000,13924.00000,1536.00000,2090.00000,386.00000,22895.00000,25846.00000,2530.00000,7093.00000,3183.00000,16169.00000,18699.00000,3453.00000,3804.00000,-153.00000,,7147.00000,25846.00000
2011-12-31,215.00000,1407.00000,791.00000,,732.00000,3196.00000,13746.00000,1462.00000,2093.00000,396.00000,22813.00000,26009.00000,2628.00000,7187.00000,3178.00000,16328.00000,18956.00000,3417.00000,3750.00000,-158.00000,,7053.00000,26009.00000
2011-09-30,119.00000,1327.00000,776.00000,,559.00000,2911.00000,13422.00000,1420.00000,2094.00000,375.00000,21869.00000,24780.00000,2100.00000,7497.00000,3134.00000,15671.00000,17771.00000,3418.00000,3698.00000,-146.00000,,7009.00000,24780.00000
2011-06-30,179.00000,1448.00000,685.00000,,332.00000,2771.00000,13284.00000,1501.00000,2091.00000,371.00000,21808.00000,24579.00000,2246.00000,7507.00000,3068.00000,15509.00000,17755.00000,3415.00000,3516.00000,-146.00000,,6824.00000,24579.00000
2011-03-31,264.00000,1513.00000,536.00000,,355.00000,2800.00000,13053.00000,1482.00000,2089.00000,393.00000,21689.00000,24489.00000,2555.00000,7015.00000,3483.00000,15097.00000,17652.00000,3428.00000,3513.00000,-148.00000,,6837.00000,24489.00000
2010-12-31,185.00000,1753.00000,662.00000,,428.00000,3167.00000,12992.00000,1457.00000,2087.00000,406.00000,21729.00000,24896.00000,2749.00000,7089.00000,3443.00000,15380.00000,18129.00000,3440.00000,3431.00000,-149.00000,,6767.00000,24896.00000
2010-09-30,140.00000,1237.00000,732.00000,,482.00000,2741.00000,12822.00000,1357.00000,2087.00000,436.00000,21525.00000,24266.00000,2513.00000,7074.00000,3587.00000,15064.00000,17577.00000,3422.00000,3374.00000,-150.00000,,6689.00000,24266.00000
2010-06-30,211.00000,1314.00000,565.00000,,340.00000,2581.00000,12771.00000,1252.00000,2082.00000,417.00000,21452.00000,24033.00000,2931.00000,6633.00000,3564.00000,14502.00000,17433.00000,3405.00000,3305.00000,-153.00000,,6600.00000,24033.00000
2010-03-31,232.00000,1463.00000,443.00000,,432.00000,2733.00000,12654.00000,1336.00000,2078.00000,468.00000,21470.00000,24203.00000,2482.00000,7295.00000,3521.00000,15126.00000,17608.00000,3388.00000,3309.00000,-146.00000,,6595.00000,24203.00000
2009-12-31,136.00000,1655.00000,509.00000,,410.00000,2877.00000,12431.00000,1415.00000,2078.00000,414.00000,21318.00000,24195.00000,2645.00000,7370.00000,3515.00000,15234.00000,17879.00000,3257.00000,3168.00000,-147.00000,,6316.00000,24195.00000
2009-09-30,111.00000,1217.00000,585.00000,,515.00000,2654.00000,12395.00000,1421.00000,2094.00000,461.00000,21305.00000,23959.00000,1976.00000,7874.00000,3458.00000,15711.00000,17687.00000,3235.00000,3142.00000,-141.00000,,6272.00000,23959.00000
2009-06-30,111.00000,1281.00000,459.00000,,477.00000,2535.00000,12393.00000,1326.00000,2095.00000,464.00000,21360.00000,23895.00000,2076.00000,7943.00000,3370.00000,15640.00000,17716.00000,3214.00000,3072.00000,-145.00000,,6179.00000,23895.00000
2009-03-31,110.00000,1662.00000,432.00000,,463.00000,2866.00000,12324.00000,1257.00000,2096.00000,458.00000,21322.00000,24188.00000,2833.00000,7495.00000,3396.00000,15203.00000,18036.00000,3192.00000,3076.00000,-157.00000,,6152.00000,24188.00000
