,cash-on-hand,receivables-total,inventory,pre-paid-expenses,total-current-assets,net-property-plant-equipment,long-term-investments,goodwill-intangible-assets-total,other-long-term-assets,total-long-term-assets,total-assets,total-current-liabilities,long-term-debt,other-non-current-liabilities,total-long-term-liabilities,total-liabilities,common-stock-net,retained-earnings-accumulated-deficit,comprehensive-income,total-share-holder-equity,total-liabilities-share-holders-equity
2022-12-31,791.00000,537.00000,1609.00000,206.00000,3143.00000,2332.00000,,4534.00000,192.00000,7112.00000,10255.00000,1482.00000,4162.00000,268.00000,5172.00000,6654.00000,412.00000,1028.00000,-1841.00000,3601.00000,10255.00000
2022-09-30,453.00000,600.00000,1612.00000,181.00000,2846.00000,2288.00000,,4488.00000,201.00000,7083.00000,9929.00000,1381.00000,4170.00000,269.00000,5275.00000,6656.00000,414.00000,917.00000,-2111.00000,3273.00000,9929.00000
2022-06-30,537.00000,550.00000,1563.00000,187.00000,2837.00000,2340.00000,,4546.00000,211.00000,7215.00000,10052.00000,1322.00000,4169.00000,280.00000,5309.00000,6631.00000,416.00000,863.00000,-1992.00000,3421.00000,10052.00000
2022-03-31,520.00000,529.00000,1483.00000,250.00000,2782.00000,2400.00000,,4596.00000,202.00000,7347.00000,10129.00000,1255.00000,4228.00000,291.00000,5417.00000,6672.00000,418.00000,725.00000,-1864.00000,3457.00000,10129.00000
2021-12-31,720.00000,420.00000,1402.00000,195.00000,2737.00000,2467.00000,,4616.00000,215.00000,7482.00000,10219.00000,1253.00000,4227.00000,307.00000,5458.00000,6711.00000,422.00000,603.00000,-1863.00000,3508.00000,10219.00000
2021-09-30,724.00000,465.00000,1420.00000,211.00000,2820.00000,2483.00000,,4631.00000,221.00000,7537.00000,10357.00000,1208.00000,4272.00000,297.00000,5570.00000,6778.00000,428.00000,534.00000,-1911.00000,3579.00000,10357.00000
2021-06-30,715.00000,416.00000,1456.00000,212.00000,2799.00000,2515.00000,,4647.00000,230.00000,7580.00000,10379.00000,1227.00000,4227.00000,303.00000,5554.00000,6781.00000,429.00000,517.00000,-1884.00000,3598.00000,10379.00000
2021-03-31,1238.00000,435.00000,1453.00000,202.00000,3328.00000,2524.00000,,4649.00000,243.00000,7643.00000,10971.00000,1680.00000,4224.00000,305.00000,5629.00000,7309.00000,434.00000,443.00000,-1941.00000,3662.00000,10971.00000
2020-12-31,1610.00000,357.00000,1488.00000,217.00000,3672.00000,2592.00000,,4673.00000,234.00000,7771.00000,11443.00000,1660.00000,4699.00000,324.00000,6206.00000,7866.00000,433.00000,364.00000,-1943.00000,3577.00000,11443.00000
2020-09-30,1365.00000,430.00000,1592.00000,213.00000,3600.00000,2552.00000,,4656.00000,269.00000,7739.00000,11339.00000,1577.00000,4697.00000,371.00000,6261.00000,7838.00000,434.00000,258.00000,-1929.00000,3501.00000,11339.00000
2020-06-30,1281.00000,527.00000,1673.00000,221.00000,3702.00000,2558.00000,,4640.00000,269.00000,7661.00000,11363.00000,1658.00000,4695.00000,365.00000,6256.00000,7914.00000,436.00000,223.00000,-1968.00000,3449.00000,11363.00000
2020-03-31,2591.00000,1534.00000,2512.00000,311.00000,6948.00000,5358.00000,,5104.00000,502.00000,11517.00000,18465.00000,4107.00000,5777.00000,695.00000,9561.00000,13668.00000,436.00000,335.00000,-3369.00000,4797.00000,18465.00000
2019-12-31,1577.00000,932.00000,1607.00000,285.00000,5843.00000,2629.00000,,4666.00000,316.00000,11719.00000,17562.00000,4125.00000,4906.00000,438.00000,8832.00000,12957.00000,433.00000,113.00000,-3329.00000,4605.00000,17562.00000
2019-09-30,1321.00000,1773.00000,2555.00000,259.00000,5908.00000,5377.00000,,5128.00000,605.00000,11576.00000,17484.00000,4460.00000,4905.00000,779.00000,8314.00000,12774.00000,434.00000,-179.00000,-2928.00000,4710.00000,17484.00000
2019-06-30,1357.00000,1795.00000,2606.00000,260.00000,6018.00000,5517.00000,,5186.00000,624.00000,11895.00000,17913.00000,3621.00000,5901.00000,805.00000,9426.00000,13047.00000,440.00000,-256.00000,-2869.00000,4866.00000,17913.00000
2019-03-31,1319.00000,1816.00000,2612.00000,306.00000,6053.00000,5727.00000,,5421.00000,680.00000,12308.00000,18361.00000,3659.00000,5899.00000,817.00000,9524.00000,13183.00000,453.00000,-134.00000,-2852.00000,5178.00000,18361.00000
2018-12-31,2277.00000,1498.00000,2492.00000,314.00000,6581.00000,5704.00000,,5419.00000,416.00000,12112.00000,18693.00000,3520.00000,5896.00000,739.00000,9588.00000,13108.00000,483.00000,-358.00000,-2926.00000,5585.00000,18693.00000
