,cash-on-hand,receivables-total,inventory,pre-paid-expenses,other-current-assets,total-current-assets,net-property-plant-equipment,goodwill-intangible-assets-total,other-long-term-assets,total-long-term-assets,total-assets,total-current-liabilities,long-term-debt,other-non-current-liabilities,total-long-term-liabilities,total-liabilities,common-stock-net,retained-earnings-accumulated-deficit,comprehensive-income,total-share-holder-equity,total-liabilities-share-holders-equity
2022-09-30,12185.00000,1991.00000,2215.00000,986.00000,,17377.00000,29987.00000,6160.00000,1900.00000,49275.00000,66652.00000,21970.00000,34185.00000,7508.00000,52575.00000,74545.00000,6.00000,-9314.00000,-5862.00000,-7893.00000,66652.00000
2022-06-30,13519.00000,1835.00000,2273.00000,898.00000,,18525.00000,29994.00000,6170.00000,1906.00000,49438.00000,67963.00000,22770.00000,34963.00000,7584.00000,53615.00000,76385.00000,6.00000,-9797.00000,-5890.00000,-8422.00000,67963.00000
2022-03-31,13436.00000,1537.00000,2002.00000,787.00000,,17762.00000,29858.00000,6061.00000,1975.00000,49639.00000,67401.00000,21866.00000,35461.00000,7572.00000,54475.00000,76341.00000,6.00000,-10273.00000,-5916.00000,-8940.00000,67401.00000
2021-12-31,13421.00000,1505.00000,1795.00000,615.00000,,17336.00000,29537.00000,6079.00000,2109.00000,49131.00000,66467.00000,19006.00000,35571.00000,7567.00000,54801.00000,73807.00000,6.00000,-8638.00000,-5942.00000,-7340.00000,66467.00000
2021-09-30,15459.00000,1332.00000,1851.00000,553.00000,,19195.00000,29797.00000,6089.00000,1970.00000,49242.00000,68437.00000,18938.00000,36047.00000,7826.00000,56936.00000,75874.00000,6.00000,-7707.00000,-6957.00000,-7437.00000,68437.00000
2021-06-30,18949.00000,1249.00000,1789.00000,660.00000,,22647.00000,30205.00000,6099.00000,1924.00000,49817.00000,72464.00000,21521.00000,37201.00000,8071.00000,58610.00000,80131.00000,6.00000,-7876.00000,-6997.00000,-7667.00000,72464.00000
2021-03-31,14845.00000,971.00000,1658.00000,615.00000,,18089.00000,30897.00000,6110.00000,1921.00000,50560.00000,68649.00000,17333.00000,37247.00000,8511.00000,59261.00000,76594.00000,6.00000,-7895.00000,-7036.00000,-7945.00000,68649.00000
2020-12-31,7473.00000,1342.00000,1614.00000,666.00000,,11095.00000,31699.00000,6120.00000,1816.00000,50913.00000,62008.00000,16569.00000,29796.00000,8664.00000,52306.00000,68875.00000,6.00000,-6664.00000,-7103.00000,-6867.00000,62008.00000
2020-09-30,8792.00000,1135.00000,1633.00000,780.00000,,12340.00000,32256.00000,6130.00000,1643.00000,50433.00000,62773.00000,16584.00000,30076.00000,8648.00000,51717.00000,68301.00000,5.00000,-4487.00000,-6476.00000,-5528.00000,62773.00000
2020-06-30,10352.00000,879.00000,1653.00000,905.00000,,13789.00000,33351.00000,6140.00000,1216.00000,50755.00000,64544.00000,18000.00000,28698.00000,8024.00000,49713.00000,67713.00000,5.00000,-2088.00000,-6463.00000,-3169.00000,64544.00000
