,cash-on-hand,receivables-total,inventory,pre-paid-expenses,total-current-assets,net-property-plant-equipment,goodwill-intangible-assets-total,other-long-term-assets,total-long-term-assets,total-assets,total-current-liabilities,long-term-debt,other-non-current-liabilities,total-long-term-liabilities,total-liabilities,common-stock-net,retained-earnings-accumulated-deficit,comprehensive-income,total-share-holder-equity,total-liabilities-share-holders-equity
2022-12-31,12292.00000,1040.00000,790.00000,686.00000,14808.00000,17342.00000,970.00000,855.00000,20561.00000,35369.00000,10378.00000,8046.00000,3155.00000,14304.00000,24682.00000,888.00000,16261.00000,344.00000,10687.00000,35369.00000
2022-09-30,13673.00000,1316.00000,776.00000,653.00000,16418.00000,16337.00000,970.00000,772.00000,19528.00000,35946.00000,10416.00000,8315.00000,3113.00000,14606.00000,25022.00000,888.00000,16588.00000,305.00000,10924.00000,35946.00000
2022-06-30,16431.00000,1389.00000,751.00000,825.00000,19396.00000,15594.00000,970.00000,847.00000,18906.00000,38302.00000,11711.00000,8877.00000,3302.00000,15471.00000,27182.00000,888.00000,16311.00000,805.00000,11120.00000,38302.00000
2022-03-31,15740.00000,1692.00000,623.00000,767.00000,18822.00000,14937.00000,970.00000,978.00000,18440.00000,37262.00000,10069.00000,10309.00000,3364.00000,16776.00000,26845.00000,888.00000,15551.00000,891.00000,10417.00000,37262.00000
2021-12-31,15504.00000,1357.00000,537.00000,638.00000,18036.00000,14842.00000,970.00000,882.00000,18284.00000,36320.00000,9164.00000,10274.00000,3383.00000,16742.00000,25906.00000,888.00000,15774.00000,388.00000,10414.00000,36320.00000
2021-09-30,16004.00000,1479.00000,511.00000,560.00000,18554.00000,15056.00000,970.00000,919.00000,18556.00000,37110.00000,9135.00000,11013.00000,3583.00000,17725.00000,26860.00000,888.00000,15706.00000,267.00000,10250.00000,37110.00000
2021-06-30,16875.00000,1328.00000,464.00000,521.00000,19188.00000,15242.00000,970.00000,837.00000,19018.00000,38206.00000,12476.00000,9188.00000,3487.00000,16042.00000,28518.00000,888.00000,15260.00000,136.00000,9688.00000,38206.00000
2021-03-31,14348.00000,937.00000,448.00000,367.00000,16100.00000,15648.00000,970.00000,743.00000,19393.00000,35493.00000,8182.00000,10887.00000,3949.00000,18218.00000,26400.00000,888.00000,14912.00000,-60.00000,9093.00000,35493.00000
2020-12-31,13334.00000,1130.00000,414.00000,295.00000,15173.00000,15831.00000,970.00000,722.00000,19415.00000,34588.00000,7506.00000,10420.00000,4590.00000,18206.00000,25712.00000,888.00000,14777.00000,-105.00000,8876.00000,34588.00000
2020-09-30,14562.00000,897.00000,426.00000,248.00000,16133.00000,16056.00000,970.00000,679.00000,19472.00000,35605.00000,7804.00000,10409.00000,4375.00000,18032.00000,25836.00000,888.00000,15685.00000,-102.00000,9769.00000,35605.00000
2020-06-30,14457.00000,770.00000,422.00000,223.00000,15872.00000,16247.00000,970.00000,662.00000,19724.00000,35596.00000,9361.00000,9144.00000,2613.00000,15357.00000,24718.00000,888.00000,16842.00000,-130.00000,10878.00000,35596.00000
2020-03-31,5545.00000,709.00000,518.00000,256.00000,7028.00000,16989.00000,970.00000,620.00000,19857.00000,26885.00000,10241.00000,2486.00000,1869.00000,7569.00000,17810.00000,808.00000,17757.00000,-186.00000,9075.00000,26885.00000
2019-12-31,4072.00000,1086.00000,529.00000,287.00000,5974.00000,17025.00000,970.00000,577.00000,19921.00000,25895.00000,8952.00000,2010.00000,1759.00000,7111.00000,16063.00000,808.00000,17945.00000,-61.00000,9832.00000,25895.00000
2019-09-30,4016.00000,867.00000,528.00000,239.00000,5650.00000,17842.00000,970.00000,653.00000,20817.00000,26467.00000,8629.00000,2570.00000,1680.00000,7907.00000,16536.00000,808.00000,17525.00000,-63.00000,9931.00000,26467.00000
2019-06-30,3986.00000,777.00000,510.00000,281.00000,5554.00000,17733.00000,970.00000,693.00000,20820.00000,26374.00000,8611.00000,2593.00000,1661.00000,7823.00000,16434.00000,808.00000,16962.00000,30.00000,9940.00000,26374.00000
2019-03-31,3861.00000,784.00000,484.00000,354.00000,5483.00000,17773.00000,970.00000,725.00000,20976.00000,26459.00000,8723.00000,2722.00000,1593.00000,7945.00000,16668.00000,808.00000,16320.00000,96.00000,9791.00000,26459.00000
2018-12-31,3689.00000,568.00000,461.00000,310.00000,5028.00000,19525.00000,970.00000,720.00000,21215.00000,26243.00000,7905.00000,4472.00000,1586.00000,8485.00000,16390.00000,808.00000,15967.00000,20.00000,9853.00000,26243.00000
2018-09-30,3820.00000,784.00000,483.00000,514.00000,5601.00000,19279.00000,970.00000,1032.00000,21281.00000,26882.00000,7843.00000,4758.00000,1575.00000,8886.00000,16729.00000,808.00000,15402.00000,412.00000,10153.00000,26882.00000
2018-06-30,3686.00000,765.00000,459.00000,498.00000,5408.00000,19066.00000,970.00000,1021.00000,21057.00000,26465.00000,7716.00000,4768.00000,1570.00000,8752.00000,16468.00000,808.00000,14878.00000,298.00000,9997.00000,26465.00000
2018-03-31,3243.00000,680.00000,430.00000,448.00000,4801.00000,18773.00000,970.00000,959.00000,20702.00000,25503.00000,7162.00000,4790.00000,1716.00000,8722.00000,15884.00000,808.00000,14238.00000,78.00000,9619.00000,25503.00000
2017-12-31,3273.00000,662.00000,420.00000,460.00000,4815.00000,18539.00000,970.00000,786.00000,20295.00000,25110.00000,6863.00000,4710.00000,1777.00000,8606.00000,15469.00000,808.00000,13832.00000,12.00000,9641.00000,25110.00000
2017-09-30,3040.00000,579.00000,438.00000,223.00000,4280.00000,18156.00000,970.00000,843.00000,19969.00000,24249.00000,6965.00000,4074.00000,713.00000,8484.00000,15449.00000,808.00000,12806.00000,-136.00000,8800.00000,24249.00000
2017-06-30,3152.00000,576.00000,365.00000,250.00000,4343.00000,17679.00000,970.00000,929.00000,19578.00000,23921.00000,7097.00000,4046.00000,708.00000,8294.00000,15391.00000,808.00000,12378.00000,-263.00000,8530.00000,23921.00000
2017-03-31,3482.00000,585.00000,356.00000,235.00000,4658.00000,17286.00000,970.00000,849.00000,19105.00000,23763.00000,7458.00000,3956.00000,703.00000,8101.00000,15559.00000,808.00000,11708.00000,-312.00000,8204.00000,23763.00000
2016-12-31,3305.00000,546.00000,337.00000,310.00000,4498.00000,17044.00000,970.00000,774.00000,18788.00000,23286.00000,6844.00000,3899.00000,728.00000,8001.00000,14845.00000,808.00000,11418.00000,-323.00000,8441.00000,23286.00000
2016-09-30,3446.00000,848.00000,331.00000,214.00000,4839.00000,16546.00000,970.00000,690.00000,18206.00000,23045.00000,7816.00000,3312.00000,661.00000,7182.00000,14998.00000,808.00000,10957.00000,-499.00000,8047.00000,23045.00000
2016-06-30,3415.00000,524.00000,328.00000,202.00000,4469.00000,16294.00000,970.00000,714.00000,17978.00000,22447.00000,7833.00000,3294.00000,681.00000,6793.00000,14626.00000,808.00000,10631.00000,-628.00000,7821.00000,22447.00000
2016-03-31,3582.00000,511.00000,289.00000,192.00000,4574.00000,15964.00000,970.00000,733.00000,17667.00000,22241.00000,8253.00000,3180.00000,703.00000,6492.00000,14745.00000,808.00000,9872.00000,-894.00000,7496.00000,22241.00000
2015-12-31,3051.00000,474.00000,311.00000,188.00000,4024.00000,15601.00000,970.00000,717.00000,17288.00000,21312.00000,7406.00000,3298.00000,760.00000,6548.00000,13954.00000,808.00000,9409.00000,-1051.00000,7358.00000,21312.00000
2015-09-30,3096.00000,465.00000,308.00000,239.00000,4573.00000,14929.00000,970.00000,687.00000,16586.00000,21159.00000,7084.00000,3065.00000,931.00000,7107.00000,14191.00000,808.00000,8922.00000,-903.00000,6968.00000,21159.00000
2015-06-30,3132.00000,462.00000,326.00000,255.00000,4596.00000,14860.00000,970.00000,649.00000,16479.00000,21075.00000,6876.00000,3043.00000,708.00000,7041.00000,13917.00000,808.00000,8387.00000,-664.00000,7158.00000,21075.00000
2015-03-31,3438.00000,499.00000,304.00000,270.00000,4963.00000,14607.00000,970.00000,623.00000,16200.00000,21163.00000,6903.00000,3011.00000,1095.00000,7358.00000,14261.00000,808.00000,7829.00000,-742.00000,6902.00000,21163.00000
2014-12-31,2988.00000,365.00000,342.00000,232.00000,3927.00000,14292.00000,970.00000,534.00000,15796.00000,19723.00000,5923.00000,2988.00000,1255.00000,7025.00000,12948.00000,808.00000,7416.00000,-738.00000,6775.00000,19723.00000
2014-09-30,3560.00000,468.00000,429.00000,291.00000,4985.00000,13965.00000,970.00000,619.00000,15554.00000,20539.00000,6446.00000,2646.00000,658.00000,6664.00000,13110.00000,808.00000,7266.00000,-92.00000,7429.00000,20539.00000
2014-06-30,3994.00000,447.00000,435.00000,276.00000,5317.00000,13727.00000,970.00000,877.00000,15574.00000,20891.00000,7027.00000,2621.00000,710.00000,6348.00000,13375.00000,808.00000,6979.00000,111.00000,7516.00000,20891.00000
2014-03-31,3498.00000,457.00000,438.00000,241.00000,4814.00000,13420.00000,970.00000,772.00000,15162.00000,19976.00000,6441.00000,2622.00000,726.00000,6345.00000,12786.00000,808.00000,6555.00000,-12.00000,7190.00000,19976.00000
2013-12-31,3152.00000,419.00000,467.00000,250.00000,4456.00000,13389.00000,970.00000,530.00000,14889.00000,19345.00000,5676.00000,2628.00000,771.00000,6333.00000,12009.00000,808.00000,6431.00000,-3.00000,7336.00000,19345.00000
2013-09-30,3328.00000,463.00000,521.00000,228.00000,4773.00000,13203.00000,970.00000,418.00000,14591.00000,19364.00000,5546.00000,2616.00000,1198.00000,6805.00000,12351.00000,808.00000,6246.00000,-114.00000,7013.00000,19364.00000
2013-06-30,3393.00000,514.00000,461.00000,209.00000,4864.00000,13164.00000,970.00000,384.00000,14518.00000,19382.00000,5779.00000,2671.00000,1211.00000,6822.00000,12601.00000,808.00000,6015.00000,-248.00000,6781.00000,19382.00000
2013-03-31,3135.00000,429.00000,480.00000,215.00000,4514.00000,13130.00000,970.00000,583.00000,14683.00000,19197.00000,5411.00000,2708.00000,1153.00000,6825.00000,12236.00000,808.00000,5818.00000,-111.00000,6961.00000,19197.00000
2012-12-31,2970.00000,332.00000,469.00000,210.00000,4227.00000,12766.00000,970.00000,633.00000,14369.00000,18596.00000,4650.00000,3214.00000,856.00000,6954.00000,11604.00000,808.00000,5768.00000,-119.00000,6992.00000,18596.00000
2012-09-30,3235.00000,430.00000,544.00000,224.00000,4652.00000,12572.00000,970.00000,619.00000,14161.00000,18813.00000,4969.00000,2961.00000,1114.00000,6842.00000,11811.00000,808.00000,5700.00000,-125.00000,7002.00000,18813.00000
2012-06-30,3256.00000,502.00000,446.00000,203.00000,4691.00000,12342.00000,970.00000,513.00000,13825.00000,18516.00000,5080.00000,3019.00000,945.00000,6596.00000,11676.00000,808.00000,5692.00000,-320.00000,6840.00000,18516.00000
2012-03-31,3784.00000,367.00000,432.00000,318.00000,5120.00000,12095.00000,970.00000,641.00000,13706.00000,18826.00000,5047.00000,3048.00000,924.00000,6682.00000,11729.00000,808.00000,5486.00000,-57.00000,7097.00000,18826.00000
2011-12-31,3144.00000,299.00000,401.00000,238.00000,4345.00000,12127.00000,970.00000,626.00000,13723.00000,18068.00000,4533.00000,3107.00000,910.00000,6658.00000,11191.00000,808.00000,5395.00000,-224.00000,6877.00000,18068.00000
2011-09-30,3656.00000,369.00000,459.00000,110.00000,4594.00000,11834.00000,970.00000,487.00000,13291.00000,17885.00000,5320.00000,3220.00000,926.00000,6080.00000,11400.00000,808.00000,5251.00000,-513.00000,6485.00000,17885.00000
2011-06-30,4374.00000,389.00000,394.00000,264.00000,5421.00000,11721.00000,971.00000,832.00000,13524.00000,18945.00000,5318.00000,3242.00000,838.00000,6425.00000,11743.00000,808.00000,5398.00000,-107.00000,7202.00000,18945.00000
2011-03-31,4465.00000,282.00000,320.00000,262.00000,5329.00000,10496.00000,,589.00000,11085.00000,16414.00000,4358.00000,2428.00000,460.00000,5469.00000,9827.00000,808.00000,5399.00000,79.00000,6587.00000,16414.00000
2010-12-31,3538.00000,195.00000,243.00000,89.00000,4279.00000,10578.00000,,606.00000,11184.00000,15463.00000,3305.00000,2875.00000,465.00000,5921.00000,9226.00000,808.00000,5399.00000,-262.00000,6237.00000,15463.00000
2010-09-30,3379.00000,289.00000,231.00000,80.00000,4042.00000,10566.00000,,535.00000,11101.00000,15143.00000,3187.00000,3350.00000,,6006.00000,9193.00000,808.00000,5273.00000,-453.00000,5950.00000,15143.00000
2010-06-30,3124.00000,277.00000,226.00000,92.00000,3971.00000,10627.00000,,389.00000,11016.00000,14987.00000,3338.00000,3324.00000,,6101.00000,9439.00000,808.00000,5075.00000,-641.00000,5548.00000,14987.00000
2010-03-31,2773.00000,235.00000,227.00000,95.00000,3621.00000,10621.00000,,288.00000,10909.00000,14530.00000,2917.00000,3305.00000,,6076.00000,8993.00000,808.00000,4973.00000,-518.00000,5537.00000,14530.00000
2009-12-31,2593.00000,169.00000,221.00000,84.00000,3358.00000,10634.00000,,277.00000,10911.00000,14269.00000,2695.00000,3325.00000,493.00000,6120.00000,8815.00000,808.00000,4971.00000,-578.00000,5454.00000,14269.00000
2009-09-30,2254.00000,225.00000,196.00000,87.00000,3127.00000,10698.00000,,275.00000,10973.00000,14100.00000,3024.00000,3378.00000,,5859.00000,8883.00000,808.00000,4876.00000,-715.00000,5217.00000,14100.00000
2009-06-30,2198.00000,237.00000,200.00000,94.00000,3094.00000,10661.00000,,272.00000,10933.00000,14027.00000,3073.00000,3278.00000,,5808.00000,8881.00000,808.00000,4863.00000,-762.00000,5146.00000,14027.00000
2009-03-31,2134.00000,231.00000,171.00000,95.00000,2996.00000,10813.00000,,370.00000,11183.00000,14179.00000,3123.00000,3447.00000,,6128.00000,9251.00000,808.00000,4819.00000,-922.00000,4928.00000,14179.00000
