,cash-on-hand,receivables-total,inventory,pre-paid-expenses,other-current-assets,total-current-assets,net-property-plant-equipment,long-term-investments,goodwill-intangible-assets-total,other-long-term-assets,total-long-term-assets,total-assets,total-current-liabilities,long-term-debt,other-non-current-liabilities,total-long-term-liabilities,total-liabilities,common-stock-net,retained-earnings-accumulated-deficit,comprehensive-income,total-share-holder-equity,total-liabilities-share-holders-equity
2022-12-31,2346.00000,4627.00000,2923.00000,,1056.00000,10952.00000,4348.00000,,2829.00000,1577.00000,11390.00000,23255.00000,5345.00000,7928.00000,806.00000,9933.00000,15278.00000,2664.00000,10572.00000,-230.00000,7977.00000,23255.00000
2022-09-30,1977.00000,4614.00000,2842.00000,,978.00000,10411.00000,4203.00000,,2828.00000,1541.00000,11225.00000,22563.00000,4968.00000,7927.00000,747.00000,9950.00000,14918.00000,2664.00000,10024.00000,-181.00000,7645.00000,22563.00000
2022-06-30,2226.00000,4390.00000,2654.00000,,992.00000,10262.00000,4165.00000,,2828.00000,1593.00000,11289.00000,22445.00000,4766.00000,8525.00000,754.00000,10531.00000,15297.00000,2665.00000,9617.00000,-179.00000,7148.00000,22445.00000
2022-03-31,2154.00000,4026.00000,2578.00000,,959.00000,9717.00000,4270.00000,,2850.00000,1580.00000,11443.00000,22073.00000,4444.00000,8530.00000,791.00000,10596.00000,15040.00000,2665.00000,9780.00000,-178.00000,7033.00000,22073.00000
2021-12-31,3044.00000,3666.00000,2361.00000,,872.00000,9943.00000,4326.00000,,2843.00000,1580.00000,11444.00000,22321.00000,4306.00000,9127.00000,823.00000,11287.00000,15593.00000,2665.00000,9710.00000,-183.00000,6728.00000,22321.00000
2021-09-30,2632.00000,3525.00000,2354.00000,,920.00000,9431.00000,4235.00000,,2841.00000,1385.00000,10610.00000,21025.00000,3946.00000,9125.00000,807.00000,11386.00000,15332.00000,2666.00000,8927.00000,-360.00000,5693.00000,21025.00000
2021-06-30,2658.00000,3459.00000,2355.00000,,1455.00000,9927.00000,4214.00000,,2804.00000,1063.00000,10255.00000,20917.00000,4334.00000,9124.00000,806.00000,11154.00000,15488.00000,2666.00000,8896.00000,-360.00000,5429.00000,20917.00000
2021-03-31,2446.00000,3250.00000,2349.00000,,1475.00000,9520.00000,4231.00000,,2804.00000,1095.00000,10295.00000,20575.00000,4225.00000,9127.00000,808.00000,11171.00000,15396.00000,2666.00000,8709.00000,-362.00000,5179.00000,20575.00000
2020-12-31,2563.00000,3071.00000,2349.00000,,1492.00000,9475.00000,4325.00000,,2804.00000,1124.00000,10419.00000,20680.00000,4421.00000,9132.00000,824.00000,11276.00000,15697.00000,2666.00000,8691.00000,-362.00000,4983.00000,20680.00000
2020-09-30,2115.00000,3145.00000,2580.00000,,1183.00000,9023.00000,5033.00000,,2804.00000,1197.00000,11090.00000,20874.00000,3923.00000,9632.00000,832.00000,11748.00000,15671.00000,2666.00000,8987.00000,-340.00000,5203.00000,20874.00000
2020-06-30,1811.00000,3345.00000,2745.00000,,1198.00000,9099.00000,5156.00000,,2801.00000,1264.00000,11255.00000,21104.00000,4094.00000,9638.00000,886.00000,11814.00000,15908.00000,2666.00000,9098.00000,-342.00000,5196.00000,21104.00000
2020-03-31,1385.00000,4850.00000,3220.00000,,1200.00000,10655.00000,6223.00000,,2812.00000,1440.00000,12070.00000,23622.00000,5053.00000,9633.00000,813.00000,11726.00000,16779.00000,2669.00000,10814.00000,-351.00000,6843.00000,23622.00000
2019-12-31,2268.00000,4577.00000,3139.00000,,1228.00000,11212.00000,7310.00000,,2812.00000,1429.00000,13234.00000,25377.00000,4878.00000,10316.00000,808.00000,12474.00000,17352.00000,2669.00000,11989.00000,-362.00000,8025.00000,25377.00000
2019-09-30,1571.00000,5290.00000,3380.00000,,979.00000,11220.00000,8721.00000,,2832.00000,1687.00000,14584.00000,26789.00000,4692.00000,10313.00000,784.00000,12335.00000,17027.00000,2670.00000,13800.00000,-353.00000,9762.00000,26789.00000
2019-06-30,1176.00000,5700.00000,3347.00000,,997.00000,11220.00000,8778.00000,,2825.00000,1671.00000,14682.00000,26880.00000,4955.00000,10307.00000,864.00000,12401.00000,17356.00000,2670.00000,13652.00000,-352.00000,9524.00000,26880.00000
2019-03-31,1380.00000,5622.00000,3264.00000,,922.00000,11188.00000,8853.00000,,2824.00000,1757.00000,14782.00000,26989.00000,5047.00000,10307.00000,798.00000,12317.00000,17364.00000,2671.00000,13734.00000,-354.00000,9625.00000,26989.00000
2018-12-31,2008.00000,5234.00000,3028.00000,,881.00000,11151.00000,8873.00000,,2825.00000,1749.00000,14831.00000,25982.00000,4802.00000,10312.00000,841.00000,11636.00000,16438.00000,2671.00000,13739.00000,-355.00000,9544.00000,25982.00000
2018-09-30,2057.00000,5526.00000,2887.00000,,966.00000,11436.00000,8821.00000,,2800.00000,1566.00000,14315.00000,25751.00000,4953.00000,10424.00000,763.00000,11781.00000,16734.00000,2672.00000,13216.00000,-463.00000,9017.00000,25751.00000
2018-06-30,2472.00000,5403.00000,2637.00000,,924.00000,11436.00000,8825.00000,,2824.00000,1563.00000,14329.00000,25765.00000,5107.00000,10427.00000,803.00000,11815.00000,16922.00000,2672.00000,12939.00000,-470.00000,8843.00000,25765.00000
2018-03-31,2332.00000,5255.00000,2458.00000,,990.00000,11035.00000,8596.00000,,2707.00000,1626.00000,14156.00000,25191.00000,4969.00000,10428.00000,815.00000,11831.00000,16800.00000,2672.00000,12586.00000,-471.00000,8391.00000,25191.00000
2017-12-31,2337.00000,5036.00000,2396.00000,,1008.00000,10777.00000,8521.00000,,2693.00000,1864.00000,14308.00000,25085.00000,4862.00000,10430.00000,835.00000,11874.00000,16736.00000,2673.00000,12668.00000,-469.00000,8349.00000,25085.00000
2017-09-30,1898.00000,4852.00000,2444.00000,53.00000,897.00000,10144.00000,8432.00000,,2685.00000,2338.00000,15646.00000,25790.00000,4601.00000,10423.00000,949.00000,11943.00000,16544.00000,2673.00000,13649.00000,-448.00000,9246.00000,25790.00000
2017-06-30,2139.00000,4385.00000,2283.00000,557.00000,896.00000,10260.00000,8374.00000,,2407.00000,2052.00000,15065.00000,25325.00000,4068.00000,10816.00000,938.00000,12304.00000,16372.00000,2673.00000,13441.00000,-450.00000,8953.00000,25325.00000
2017-03-31,2107.00000,4008.00000,2295.00000,555.00000,863.00000,9828.00000,8415.00000,,2419.00000,2082.00000,15057.00000,24885.00000,3842.00000,10812.00000,703.00000,12054.00000,15896.00000,2674.00000,13569.00000,-452.00000,8989.00000,24885.00000
2016-12-31,4009.00000,3922.00000,2275.00000,585.00000,886.00000,11677.00000,8532.00000,,2414.00000,2417.00000,15323.00000,27000.00000,4023.00000,12214.00000,741.00000,13529.00000,17552.00000,2674.00000,14141.00000,-454.00000,9448.00000,27000.00000
2016-09-30,3289.00000,4360.00000,2475.00000,703.00000,933.00000,11760.00000,8741.00000,,2383.00000,1927.00000,14995.00000,26755.00000,3631.00000,12163.00000,786.00000,13398.00000,17029.00000,2675.00000,14445.00000,-360.00000,9726.00000,26755.00000
2016-06-30,3108.00000,4725.00000,2650.00000,1099.00000,998.00000,12580.00000,8961.00000,,2383.00000,1957.00000,15157.00000,27737.00000,4478.00000,12158.00000,875.00000,13482.00000,17960.00000,2675.00000,14595.00000,-361.00000,9777.00000,27737.00000
2016-03-31,9593.00000,4983.00000,2893.00000,1198.00000,438.00000,19105.00000,9252.00000,,2383.00000,3192.00000,14827.00000,33932.00000,7412.00000,12207.00000,806.00000,13460.00000,20872.00000,2676.00000,17958.00000,-364.00000,13060.00000,33932.00000
2015-12-31,10077.00000,5317.00000,2993.00000,527.00000,1156.00000,20070.00000,12117.00000,,2385.00000,1818.00000,16872.00000,36942.00000,5337.00000,14687.00000,944.00000,16110.00000,21447.00000,2677.00000,20524.00000,-363.00000,15495.00000,36942.00000
