,cash-on-hand,receivables-total,inventory,pre-paid-expenses,other-current-assets,total-current-assets,net-property-plant-equipment,long-term-investments,goodwill-intangible-assets-total,other-long-term-assets,total-long-term-assets,total-assets,total-current-liabilities,long-term-debt,other-non-current-liabilities,total-long-term-liabilities,total-liabilities,common-stock-net,retained-earnings-accumulated-deficit,comprehensive-income,other-share-holders-equity,total-share-holder-equity,total-liabilities-share-holders-equity
2018-06-30,505.00000,1052.00000,,151.00000,136.00000,1844.00000,351.00000,,10471.00000,1209.00000,12142.00000,13986.00000,2378.00000,7564.00000,1757.00000,11048.00000,13426.00000,3.00000,-6697.00000,-742.00000,,560.00000,13986.00000
2018-03-31,683.00000,980.00000,,161.00000,184.00000,2008.00000,358.00000,,10541.00000,1242.00000,12252.00000,14260.00000,2488.00000,6558.00000,1738.00000,10025.00000,12513.00000,3.00000,-6868.00000,-680.00000,,1747.00000,14260.00000
2017-12-31,670.00000,1041.00000,,127.00000,169.00000,2007.00000,353.00000,,10513.00000,1244.00000,12221.00000,14228.00000,2462.00000,6556.00000,1759.00000,10075.00000,12537.00000,3.00000,-6981.00000,-741.00000,,1691.00000,14228.00000
2017-09-30,796.00000,933.00000,,130.00000,46.00000,1905.00000,346.00000,,10498.00000,1392.00000,12318.00000,14223.00000,2033.00000,6564.00000,2433.00000,10742.00000,12775.00000,3.00000,-7384.00000,-820.00000,,1448.00000,14223.00000
2017-06-30,909.00000,921.00000,,123.00000,46.00000,1999.00000,338.00000,,10468.00000,1382.00000,12270.00000,14269.00000,1989.00000,6572.00000,2421.00000,10765.00000,12754.00000,3.00000,-7514.00000,-867.00000,,1515.00000,14269.00000
2017-03-31,986.00000,911.00000,,129.00000,43.00000,2069.00000,341.00000,,10422.00000,1373.00000,12218.00000,14287.00000,1967.00000,6588.00000,2391.00000,10724.00000,12691.00000,3.00000,-7631.00000,-918.00000,,1596.00000,14287.00000
2016-12-31,1183.00000,768.00000,,89.00000,39.00000,3557.00000,341.00000,,10513.00000,1371.00000,22654.00000,26211.00000,2684.00000,6583.00000,2381.00000,17678.00000,20362.00000,3.00000,-3323.00000,-1001.00000,,5849.00000,26211.00000
2016-09-30,1131.00000,1166.00000,508.00000,171.00000,48.00000,3024.00000,9020.00000,132.00000,11288.00000,1403.00000,22847.00000,25871.00000,2598.00000,9883.00000,2316.00000,16782.00000,19380.00000,10.00000,-2866.00000,-826.00000,,6491.00000,25871.00000
2016-06-30,1081.00000,1152.00000,459.00000,186.00000,52.00000,2930.00000,9107.00000,129.00000,11316.00000,1390.00000,22923.00000,25853.00000,2663.00000,9900.00000,2250.00000,16844.00000,19507.00000,10.00000,-2984.00000,-826.00000,,6346.00000,25853.00000
2016-03-31,973.00000,1065.00000,469.00000,193.00000,38.00000,2738.00000,9098.00000,127.00000,11373.00000,1411.00000,22983.00000,25721.00000,2545.00000,9878.00000,2272.00000,16971.00000,19516.00000,10.00000,-3152.00000,-774.00000,,6205.00000,25721.00000
2015-12-31,856.00000,1102.00000,442.00000,147.00000,38.00000,2585.00000,9119.00000,138.00000,11392.00000,1423.00000,23037.00000,25622.00000,2443.00000,10249.00000,2066.00000,17228.00000,19671.00000,10.00000,-3392.00000,-784.00000,,5951.00000,25622.00000
2015-09-30,904.00000,1072.00000,430.00000,182.00000,38.00000,2646.00000,9132.00000,154.00000,11434.00000,1544.00000,23286.00000,25932.00000,2558.00000,9945.00000,2615.00000,18194.00000,20752.00000,10.00000,-4137.00000,-793.00000,,5180.00000,25932.00000
2015-06-30,759.00000,1100.00000,424.00000,146.00000,52.00000,2501.00000,9191.00000,156.00000,11514.00000,1686.00000,23550.00000,26051.00000,2426.00000,10400.00000,2569.00000,18556.00000,20982.00000,10.00000,-4347.00000,-673.00000,,5069.00000,26051.00000
2015-03-31,816.00000,1048.00000,421.00000,153.00000,31.00000,2489.00000,9193.00000,156.00000,11480.00000,1601.00000,23416.00000,25905.00000,2298.00000,10572.00000,2622.00000,18985.00000,21283.00000,10.00000,-4508.00000,-868.00000,,4622.00000,25905.00000
2014-12-31,768.00000,1104.00000,404.00000,133.00000,90.00000,2499.00000,7483.00000,170.00000,11791.00000,3205.00000,23626.00000,26125.00000,2257.00000,10803.00000,2640.00000,19154.00000,21411.00000,10.00000,-4658.00000,-628.00000,,4714.00000,26125.00000
2014-09-30,831.00000,982.00000,350.00000,172.00000,56.00000,2414.00000,9124.00000,174.00000,11867.00000,1736.00000,23910.00000,26324.00000,2140.00000,11124.00000,2629.00000,19434.00000,21574.00000,10.00000,-4816.00000,-404.00000,,4750.00000,26324.00000
2014-06-30,829.00000,975.00000,359.00000,166.00000,65.00000,2417.00000,9036.00000,257.00000,11970.00000,1800.00000,24080.00000,26497.00000,2120.00000,11314.00000,2665.00000,19630.00000,21750.00000,10.00000,-4999.00000,-186.00000,,4747.00000,26497.00000
2014-03-31,722.00000,903.00000,397.00000,182.00000,68.00000,2295.00000,9031.00000,264.00000,11974.00000,1816.00000,24098.00000,26393.00000,1986.00000,11551.00000,2666.00000,19960.00000,21946.00000,10.00000,-5208.00000,-236.00000,,4447.00000,26393.00000
2013-12-31,860.00000,927.00000,396.00000,148.00000,29.00000,2383.00000,9058.00000,260.00000,11984.00000,1855.00000,24179.00000,26562.00000,2142.00000,11751.00000,2666.00000,20144.00000,22286.00000,10.00000,-5331.00000,-264.00000,,4276.00000,26562.00000
2013-09-30,1226.00000,934.00000,386.00000,156.00000,40.00000,2817.00000,9071.00000,268.00000,11940.00000,1705.00000,23912.00000,26729.00000,2410.00000,13923.00000,2803.00000,21766.00000,24176.00000,1.00000,-5357.00000,-417.00000,,2553.00000,26729.00000
2013-06-30,,,,,,,,,0.00000,,,0.00000,,,,,0.00000,0.00000,,,0.00000,0.00000,0.00000
2013-03-31,,,,,,,,,0.00000,,,0.00000,,,,,0.00000,0.00000,,,0.00000,0.00000,0.00000
2012-12-31,,,,,,,,,,,,0.00000,,,,,,,,,,,
2012-09-30,,,,,,,,,0.00000,,,0.00000,,,,,0.00000,0.00000,,,0.00000,0.00000,0.00000
2011-12-31,1439.00000,741.00000,552.00000,,301.00000,3033.00000,10382.00000,334.00000,11903.00000,2813.00000,25544.00000,27312.00000,2207.00000,15969.00000,2428.00000,23403.00000,25610.00000,1.00000,-6098.00000,,-655.00000,1702.00000,27312.00000
2010-12-31,,,,,,,,,0.00000,,,0.00000,,,,,0.00000,0.00000,,,0.00000,0.00000,0.00000
