,cash-on-hand,receivables-total,pre-paid-expenses,other-current-assets,total-current-assets,net-property-plant-equipment,long-term-investments,goodwill-intangible-assets-total,other-long-term-assets,total-long-term-assets,total-assets,total-current-liabilities,long-term-debt,other-non-current-liabilities,total-long-term-liabilities,total-liabilities,common-stock-net,retained-earnings-accumulated-deficit,comprehensive-income,total-share-holder-equity,total-liabilities-share-holders-equity
2018-04-30,7159.00000,1763.00000,562.00000,667.00000,10151.00000,1950.00000,1024.00000,8259.00000,1430.00000,12812.00000,22963.00000,7895.00000,3172.00000,836.00000,4008.00000,11903.00000,1.00000,969.00000,-33.00000,11060.00000,22963.00000
2018-01-31,4521.00000,3921.00000,471.00000,671.00000,9584.00000,1947.00000,677.00000,8141.00000,1489.00000,12400.00000,21984.00000,10067.00000,695.00000,846.00000,1541.00000,11608.00000,1.00000,635.00000,-12.00000,10376.00000,21984.00000
2017-10-31,3628.66500,1519.91600,469.94600,,5946.17000,1864.89100,670.40600,8189.90900,424.88800,11543.87000,17490.04000,7216.44400,696.55500,747.66700,1444.22200,8660.66600,0.72200,-404.98700,3.55400,8829.37000,17490.04000
2017-07-31,3501.24500,1569.32200,438.24600,,5811.34100,1866.57600,657.68700,8260.26800,457.99600,11607.46000,17418.80000,7526.18500,713.42200,727.88200,1441.30400,8967.48900,0.71900,-456.38100,17.53500,8451.31400,17418.80000
2017-04-30,3219.55000,1439.87500,447.64700,,5404.49100,1846.41300,639.19100,8331.40900,475.23400,11654.44000,17058.93000,7625.86300,695.84500,802.73400,1498.57900,9124.44200,0.71200,-474.11700,9.51300,7934.48800,17058.93000
2017-01-31,2208.88700,3196.64300,279.52700,,5996.82700,1787.53400,566.95300,8377.22100,486.86900,11588.10000,17584.92000,7295.46600,2008.39100,780.93900,2789.33000,10084.80000,0.70800,-464.91000,-75.84100,7500.12700,17584.92000
2016-10-31,1200.80700,1281.42500,281.59300,,3001.55400,1756.67300,1106.29100,6616.99900,1100.43600,11386.12000,14387.67000,4975.53400,1804.37100,785.28700,2606.09800,7581.63200,0.69700,-413.47000,-62.94300,6806.03700,14387.67000
2016-07-31,1174.28300,1323.11400,543.85200,,3277.99900,1728.24300,1093.92100,6029.89500,1455.79700,11103.32000,14381.31000,5376.09600,1796.92900,1060.35200,2872.64200,8248.73800,0.68500,-376.16100,-11.21500,6132.57600,14381.31000
2016-04-30,2031.19200,1192.96500,306.62500,,3774.67200,1711.47200,2205.01000,4129.65600,409.18500,9042.59800,12817.27000,5085.10300,1293.17000,839.72500,2147.90300,7233.00600,0.67800,-605.78300,-28.57700,5584.26400,12817.27000
2016-01-31,2725.37700,2496.16500,250.59400,,5731.32300,1715.82800,520.72100,4339.94300,142.09700,7031.59700,12762.92000,5617.00500,1286.09500,833.06500,2143.04600,7760.05100,0.67100,-653.27100,-49.91700,5002.86900,12762.92000
2015-10-31,1358.00500,1060.72600,311.90900,,2938.77300,1742.14200,1440.11000,3849.05400,396.72700,7973.19300,10911.97000,3976.97800,1287.76100,878.04800,2185.03400,6162.01200,0.66400,-627.76200,-33.32500,4749.95400,10911.97000
2015-07-31,1170.46900,1067.79900,330.29100,136.91400,2916.78700,1725.18400,1374.38000,3804.28800,415.43200,7877.19000,10793.98000,4112.99400,1281.61200,843.51700,2145.18000,6258.17400,0.66000,-602.60500,-28.14400,4535.80300,10793.98000
2015-04-30,1019.01500,926.38100,310.98300,140.34500,2604.82500,1737.09400,903.46100,3791.58300,754.37800,7760.85700,10365.68000,3960.87600,1275.50300,870.05100,2169.60300,6130.47900,0.65600,-601.75300,-28.35200,4235.20300,10365.68000
2015-01-31,995.42900,1905.50600,245.02600,143.19700,3514.54400,1125.86600,1070.62900,3782.66000,575.23400,7150.58300,10665.13000,4390.10300,1370.69200,894.46800,2299.84100,6689.94400,0.65100,-605.84500,-24.10800,3975.18300,10665.13000
2014-10-31,926.10400,794.59000,287.61200,258.13200,2439.15500,1109.81600,901.17300,3782.56900,595.16300,6973.50900,9412.66300,3308.35200,1364.68300,917.69200,2313.69700,5622.04900,0.63100,-540.08000,-1.25100,3790.61400,9412.66300
2014-07-31,844.57500,834.32300,296.36100,160.18100,2304.68700,1189.93000,827.18300,3492.71300,604.55600,6705.14100,9009.82800,3502.73800,1298.73700,871.45500,2206.52200,5709.26000,0.61900,-501.15600,11.16300,3300.56800,9009.82800
2014-04-30,879.12400,684.15500,313.60800,,2039.38100,1251.00000,650.76400,3500.82300,600.09000,6601.96300,8641.34400,3359.95400,1300.31500,812.87000,2149.47600,5509.43000,0.61400,-440.06800,15.29800,3131.91400,8641.34400
2014-01-31,838.77400,1360.83700,309.18000,,2680.25200,1240.74600,482.24300,3500.82300,613.49000,6472.67800,9152.93000,3980.18800,1301.93000,783.89200,2134.23200,6114.42000,0.61000,-343.15700,17.68000,3038.51000,9152.93000
2013-10-31,703.54200,604.04500,367.24500,,1800.88600,1205.34900,381.76500,3495.02100,599.51100,6296.74800,8097.63400,3096.68900,1303.58300,736.64900,2088.58900,5185.27800,0.60300,-226.53400,16.80600,2912.35600,8097.63400
2013-07-31,623.49100,599.54300,355.62800,,1698.16500,1184.86100,306.51700,3503.68100,633.42800,6271.73000,7969.89600,3063.31500,1305.27100,727.85400,2087.93200,5151.24700,0.59600,-102.10000,11.23900,2818.64900,7969.89600
2013-04-30,2099.81700,502.60900,154.11400,,2876.03900,623.68400,979.64000,1544.58400,190.62300,3637.67000,6513.70900,2729.68700,1166.54400,96.31900,1321.22600,4050.91300,0.59000,-178.70300,13.72600,2462.79600,6513.70900
2013-01-31,867.62100,872.63400,133.31400,,2015.88000,604.66900,890.66400,1529.37800,168.96000,3513.07600,5528.95600,2917.62400,,229.34400,293.69900,3211.32300,0.58600,-110.98200,17.13700,2317.63300,5528.95600
2012-10-31,605.56400,418.59000,117.60000,,1257.28500,583.83900,810.48600,1525.15400,153.80000,3385.00500,4642.29000,2323.21600,63.62900,106.24500,235.45900,2558.67500,0.14200,-90.13800,23.64900,2083.61500,4642.29000
2012-07-31,1107.66300,446.91700,146.90100,,1853.12500,556.77600,696.60200,840.53100,148.03900,2600.44500,4453.57000,2329.16700,49.79000,113.52200,232.08900,2561.25600,0.13900,130.15900,19.73000,1892.31400,4453.57000
2012-04-30,710.38800,371.39500,99.78900,,1323.03300,549.73200,946.70100,831.00400,151.49400,2833.05900,4156.09200,1676.85200,550.11400,42.01000,669.47100,2346.32300,0.13800,139.98800,10.19700,1809.76900,4156.09200
2012-01-31,777.86600,683.74500,80.31900,,1672.22200,527.94600,669.30800,785.38100,155.14900,2491.93200,4164.15400,2300.03100,72.09100,115.99900,276.76300,2576.79400,0.13700,159.46300,12.68300,1587.36000,4164.15400
2011-10-31,645.84800,312.33100,79.42800,,1148.24000,504.82700,650.84500,732.06200,156.41800,2363.03800,3511.27800,1832.58900,52.55900,114.97500,180.30000,2012.88900,0.13600,163.54100,3.97700,1498.38900,3511.27800
2011-07-31,577.37600,342.39700,95.04200,,1114.82200,470.07000,709.28200,671.57000,145.50000,2306.50600,3421.32800,1814.05700,46.08800,125.54900,189.14800,2003.20500,0.13500,167.29700,7.21900,1418.12300,3421.32800
2011-04-30,763.83600,270.81600,63.88600,,1188.12900,446.26800,758.44900,406.88900,109.59500,1939.93900,3128.06800,1685.21200,49.06200,116.92300,187.21400,1872.42600,0.13400,171.56500,0.07600,1255.64200,3128.06800
2011-01-31,496.97000,426.94300,55.72100,,1074.92400,387.17400,910.58700,396.08100,104.37100,2016.24100,3091.16500,1276.46600,498.02500,18.48100,538.20800,1814.67400,0.13300,171.03500,6.71900,1276.49100,3091.16500
2010-10-31,769.84800,258.76400,64.34300,,1192.93600,116.07800,1032.59200,187.03800,69.19400,1547.75800,2740.69400,993.04500,494.79600,18.28400,535.18300,1528.22800,0.13100,160.12200,9.03000,1212.46600,2740.69400
2010-07-31,742.26700,228.55000,50.13800,,1112.13600,100.94600,1116.66100,184.53900,53.35700,1586.34000,2698.47600,928.56600,475.75900,18.47400,514.35500,1442.92100,0.13000,139.05000,7.85500,1255.55500,2698.47600
2010-04-30,951.75200,183.61200,45.85800,,1263.75200,86.71000,949.79600,47.74900,41.72700,1224.34500,2488.09700,838.10000,467.45400,17.10100,501.63000,1339.73000,0.12900,124.30600,0.07000,1148.36700,2488.09700
2010-01-31,1241.96500,320.95600,55.73400,,1706.15900,89.71100,485.08300,48.95500,39.76500,754.04210,2460.20100,908.13000,463.68300,17.55100,495.40500,1403.53500,0.12700,106.56100,-1.43000,1056.66600,2460.20100
2009-10-31,445.33400,191.29700,62.22700,,762.91500,95.59800,624.75800,45.40200,33.97600,880.28600,1643.20100,726.47800,14.95200,19.29800,46.18300,772.66100,0.12500,86.16700,-3.23900,870.54000,1643.20100
2009-07-31,420.12600,168.84200,49.15300,,701.31800,96.47000,610.28000,44.87200,29.28400,855.20900,1556.52700,712.58800,14.79600,16.57900,41.54900,754.13700,0.12400,65.47600,-2.01600,802.39000,1556.52700
2009-04-30,516.61400,145.86900,36.24200,,762.86000,88.47900,467.21000,44.87200,31.58700,704.83990,1467.70000,690.09400,14.87900,14.04100,38.80300,728.89700,0.12400,44.27800,-4.05000,738.80300,1467.70000
2009-01-31,697.60300,266.55500,33.11500,,1068.55700,77.02700,184.96200,44.87200,30.12700,411.26500,1479.82200,766.96600,7.61600,12.49000,30.36900,797.33500,0.12300,25.84200,-2.90500,682.48700,1479.82200
