,cash-on-hand,receivables-total,inventory,other-current-assets,total-current-assets,net-property-plant-equipment,goodwill-intangible-assets-total,other-long-term-assets,total-long-term-assets,total-assets,total-current-liabilities,long-term-debt,other-non-current-liabilities,total-long-term-liabilities,total-liabilities,common-stock-net,retained-earnings-accumulated-deficit,comprehensive-income,total-share-holder-equity,total-liabilities-share-holders-equity
2022-12-31,95.96600,709.32100,441.69400,128.10800,1375.08900,778.60000,966.22400,345.40200,2117.30600,3492.39500,1147.73100,1908.48000,300.03100,2319.87100,3467.60200,0.44800,6726.86600,-227.23300,24.79300,3492.39500
2022-09-30,122.13600,611.39900,451.32000,131.04700,1315.90200,728.60200,933.52400,281.44600,1978.55800,3294.46000,1164.93700,1825.25300,310.54700,2212.33200,3377.26900,0.44800,6463.34900,-324.51400,-82.80900,3294.46000
2022-06-30,109.44900,626.59300,463.32100,125.33800,1324.70100,760.85600,941.81100,272.06300,2011.72900,3336.43000,1118.58100,1821.45800,320.55100,2210.58700,3329.16800,0.44800,6242.94300,-282.36500,7.26200,3336.43000
2022-03-31,116.94900,617.88000,446.49000,128.56700,1309.88600,787.47200,955.19700,264.70800,2046.29700,3356.18300,1087.41300,1766.83200,352.19400,2184.20000,3271.61300,0.44800,6030.87300,-250.87400,84.57000,3356.18300
2021-12-31,98.56400,647.33500,414.54300,108.91600,1269.35800,799.36500,956.07200,262.50700,2057.44000,3326.79800,1146.53800,1580.80800,365.80100,2008.83900,3155.37700,0.44800,5859.27200,-255.22400,171.42100,3326.79800
2021-09-30,183.67200,603.36400,381.45700,77.73100,1246.22400,783.81300,927.77700,210.07500,1960.93700,3207.16100,1001.56100,1639.58300,364.19000,2046.42900,3047.99000,0.44800,5631.96500,-297.85200,159.17100,3207.16100
2021-06-30,142.25200,600.19100,350.15900,80.00900,1172.61100,790.51200,935.90500,202.63600,1970.29300,3142.90400,938.36900,1602.00500,375.51900,2013.11100,2951.48000,0.44800,5429.08500,-302.59200,191.42400,3142.90400
2021-03-31,106.65400,574.41800,321.34100,77.79500,1080.20800,780.16600,939.33200,189.42200,1948.16000,3028.36800,841.80900,1561.05400,388.16500,1983.91600,2825.72500,0.44800,5244.38700,-311.74400,202.64300,3028.36800
2020-12-31,94.25400,593.80900,297.61100,71.23000,1056.90400,798.86800,747.05510,169.88600,1757.64500,2814.54900,840.32700,1284.17400,372.92500,1691.54700,2531.87400,0.44800,5095.59600,-334.92500,282.67500,2814.54900
2020-09-30,153.68600,521.77700,292.32900,78.52800,1046.32000,758.01000,740.87300,184.21800,1720.21600,2766.53600,764.08100,1169.13600,348.27300,1559.38800,2323.46900,0.44800,4882.28700,-327.27300,443.06700,2766.53600
2020-06-30,127.27700,490.42900,299.74600,72.35600,989.80800,743.39300,739.75500,170.91400,1689.83900,2679.64700,702.82900,1146.59000,335.20900,1526.72500,2229.55400,0.44800,4720.52300,-345.60500,450.09300,2679.64700
2020-03-31,323.58500,518.55600,292.11000,66.61400,1200.86500,742.65100,742.59000,164.13600,1684.91500,2885.78000,679.83800,1513.02000,341.62400,1899.54500,2579.38300,0.44800,4595.18300,-347.70100,306.39700,2885.78000
2019-12-31,207.78500,566.25600,274.28500,61.32100,1109.64700,748.65700,742.22100,151.81800,1679.67400,2789.32100,754.51200,1235.35000,333.41200,1614.02900,2368.54100,0.44800,4499.28800,-323.67300,420.78000,2789.32100
