,cash-on-hand,receivables-total,inventory,pre-paid-expenses,total-current-assets,net-property-plant-equipment,long-term-investments,goodwill-intangible-assets-total,other-long-term-assets,total-long-term-assets,total-assets,total-current-liabilities,long-term-debt,other-non-current-liabilities,total-long-term-liabilities,total-liabilities,common-stock-net,retained-earnings-accumulated-deficit,comprehensive-income,total-share-holder-equity,total-liabilities-share-holders-equity
2022-09-30,1486.00000,4329.00000,5153.00000,1360.00000,12328.00000,14823.00000,4386.00000,2340.00000,845.00000,24163.00000,36491.00000,7634.00000,10445.00000,2106.00000,16652.00000,24286.00000,19.00000,9232.00000,-1811.00000,12205.00000,36491.00000
2022-06-30,1066.00000,5407.00000,5097.00000,1275.00000,12845.00000,14741.00000,4544.00000,2414.00000,617.00000,24179.00000,37024.00000,7653.00000,11062.00000,1939.00000,17127.00000,24780.00000,19.00000,9050.00000,-1716.00000,12244.00000,37024.00000
2022-03-31,1794.00000,5391.00000,4979.00000,1127.00000,13291.00000,14729.00000,4743.00000,2539.00000,647.00000,24563.00000,37854.00000,7539.00000,11175.00000,2215.00000,17603.00000,25142.00000,19.00000,9514.00000,-1735.00000,12712.00000,37854.00000
2021-12-31,1486.00000,4808.00000,4901.00000,1022.00000,12217.00000,14556.00000,4786.00000,2570.00000,667.00000,24525.00000,36742.00000,7230.00000,11246.00000,2295.00000,17640.00000,24870.00000,19.00000,8563.00000,-1803.00000,11872.00000,36742.00000
2021-09-30,1934.00000,5251.00000,4982.00000,1819.00000,13986.00000,14836.00000,4888.00000,2560.00000,603.00000,24676.00000,38662.00000,7408.00000,12945.00000,2383.00000,19440.00000,26848.00000,19.00000,8216.00000,-1883.00000,11814.00000,38662.00000
2021-06-30,1519.00000,4897.00000,4840.00000,1641.00000,12897.00000,14645.00000,4902.00000,2608.00000,573.00000,24362.00000,37259.00000,6595.00000,13482.00000,2657.00000,20126.00000,26721.00000,19.00000,6837.00000,-1849.00000,10538.00000,37259.00000
2021-03-31,1846.00000,3961.00000,4632.00000,1525.00000,11964.00000,14390.00000,4794.00000,2621.00000,511.00000,23782.00000,35746.00000,6875.00000,13785.00000,2554.00000,20057.00000,26932.00000,19.00000,5158.00000,-1864.00000,8814.00000,35746.00000
2020-12-31,2467.00000,3441.00000,4344.00000,1382.00000,11634.00000,14386.00000,4729.00000,2704.00000,458.00000,23769.00000,35403.00000,5502.00000,15286.00000,2957.00000,21913.00000,27415.00000,19.00000,4440.00000,-1943.00000,7988.00000,35403.00000
2020-09-30,2845.00000,2974.00000,4005.00000,935.00000,10759.00000,14133.00000,2620.00000,2632.00000,419.00000,21190.00000,31949.00000,4782.00000,13759.00000,3038.00000,19844.00000,24626.00000,19.00000,3940.00000,-2088.00000,7323.00000,31949.00000
2020-06-30,3229.00000,2588.00000,3768.00000,892.00000,10477.00000,14526.00000,2105.00000,2586.00000,422.00000,21064.00000,31541.00000,4435.00000,13674.00000,2968.00000,19729.00000,24164.00000,19.00000,4188.00000,-2259.00000,7377.00000,31541.00000
2020-03-31,1832.00000,3043.00000,3973.00000,844.00000,9692.00000,14387.00000,2058.00000,2608.00000,902.00000,21408.00000,31100.00000,5521.00000,12159.00000,2808.00000,18236.00000,23757.00000,19.00000,4227.00000,-2313.00000,7343.00000,31100.00000
