,cash-on-hand,receivables-total,inventory,other-current-assets,total-current-assets,net-property-plant-equipment,goodwill-intangible-assets-total,other-long-term-assets,total-long-term-assets,total-assets,total-current-liabilities,long-term-debt,other-non-current-liabilities,total-long-term-liabilities,total-liabilities,common-stock-net,retained-earnings-accumulated-deficit,comprehensive-income,total-share-holder-equity,total-liabilities-share-holders-equity
2022-12-31,4058.00000,3004.00000,1300.00000,209.00000,8571.00000,1680.00000,6670.00000,2922.00000,14555.00000,23126.00000,2543.00000,7208.00000,1503.00000,8907.00000,11450.00000,5.00000,2985.00000,-219.00000,11676.00000,23126.00000
2022-09-30,4950.00000,2268.00000,1020.00000,257.00000,8495.00000,1681.00000,6685.00000,2229.00000,13929.00000,22424.00000,2362.00000,7207.00000,1077.00000,8477.00000,10839.00000,5.00000,2795.00000,-228.00000,11585.00000,22424.00000
2022-06-30,5200.00000,2128.00000,791.00000,162.00000,8281.00000,1682.00000,6711.00000,2071.00000,13904.00000,22185.00000,2296.00000,7206.00000,1120.00000,8514.00000,10810.00000,6.00000,2461.00000,-226.00000,11375.00000,22185.00000
2022-03-31,4634.00000,2338.00000,786.00000,158.00000,7916.00000,1646.00000,6736.00000,2099.00000,14100.00000,22016.00000,2121.00000,7205.00000,1297.00000,8677.00000,10798.00000,6.00000,2300.00000,-301.00000,11218.00000,22016.00000
2021-12-31,4255.00000,2952.00000,1148.00000,159.00000,8514.00000,1650.00000,6763.00000,2276.00000,14364.00000,22878.00000,2870.00000,7204.00000,1342.00000,8718.00000,11588.00000,6.00000,2308.00000,-304.00000,11290.00000,22878.00000
2021-09-30,5411.00000,2192.00000,1135.00000,137.00000,8875.00000,1656.00000,6687.00000,2290.00000,14286.00000,23161.00000,2869.00000,7203.00000,1357.00000,8862.00000,11731.00000,6.00000,2409.00000,-312.00000,11430.00000,23161.00000
2021-06-30,5886.00000,2029.00000,729.00000,105.00000,8749.00000,1708.00000,6589.00000,2058.00000,14177.00000,22926.00000,3002.00000,7202.00000,1336.00000,8799.00000,11801.00000,6.00000,1982.00000,-318.00000,11125.00000,22926.00000
2021-03-31,5765.00000,2153.00000,685.00000,91.00000,8694.00000,1626.00000,6559.00000,2175.00000,14213.00000,22907.00000,2985.00000,7201.00000,1412.00000,8838.00000,11823.00000,6.00000,1912.00000,-392.00000,11084.00000,22907.00000
2020-12-31,4502.00000,2776.00000,1020.00000,142.00000,8440.00000,1606.00000,6578.00000,2167.00000,14314.00000,22754.00000,2213.00000,7949.00000,1469.00000,9620.00000,11833.00000,6.00000,1657.00000,-401.00000,10921.00000,22754.00000
2020-09-30,5061.00000,1997.00000,1271.00000,134.00000,8463.00000,1539.00000,6592.00000,1940.00000,14034.00000,22497.00000,2012.00000,7947.00000,1422.00000,9679.00000,11691.00000,6.00000,1525.00000,-408.00000,10806.00000,22497.00000
2020-06-30,4645.00000,1888.00000,856.00000,97.00000,7486.00000,1498.00000,6607.00000,1801.00000,14264.00000,21750.00000,1906.00000,7946.00000,1482.00000,9733.00000,11639.00000,6.00000,674.00000,-417.00000,10111.00000,21750.00000
2020-03-31,3196.00000,2453.00000,971.00000,124.00000,6744.00000,1386.00000,6173.00000,1548.00000,13493.00000,20237.00000,1780.00000,6754.00000,1312.00000,8324.00000,10104.00000,6.00000,589.00000,-291.00000,10133.00000,20237.00000
2019-12-31,1991.00000,2733.00000,1544.00000,130.00000,6398.00000,1330.00000,5902.00000,2422.00000,14052.00000,20450.00000,1816.00000,6753.00000,1312.00000,8281.00000,10097.00000,6.00000,775.00000,-296.00000,10353.00000,20450.00000
2019-09-30,3340.00000,2108.00000,1463.00000,138.00000,7049.00000,1314.00000,5555.00000,2131.00000,13485.00000,20534.00000,1890.00000,6752.00000,1355.00000,8314.00000,10204.00000,7.00000,696.00000,-304.00000,10330.00000,20534.00000
2019-06-30,3234.00000,1967.00000,1129.00000,148.00000,6478.00000,1313.00000,5542.00000,1525.00000,13031.00000,19509.00000,1712.00000,6751.00000,899.00000,7839.00000,9551.00000,7.00000,357.00000,-308.00000,9958.00000,19509.00000
2019-03-31,2818.00000,1949.00000,1074.00000,123.00000,5964.00000,1286.00000,5546.00000,1176.00000,11693.00000,17657.00000,1297.00000,6750.00000,863.00000,7749.00000,9046.00000,7.00000,101.00000,-214.00000,8611.00000,17657.00000
2018-12-31,1951.00000,2438.00000,1422.00000,66.00000,5877.00000,1150.00000,5606.00000,833.00000,7589.00000,13466.00000,1241.00000,,607.00000,1819.00000,3060.00000,,,-202.00000,10406.00000,13466.00000
2018-09-30,,,,,,,0.00000,,,0.00000,,,,,0.00000,0.00000,,,0.00000,0.00000
2018-06-30,,,,,,,,,,0.00000,,,,,,,,,,
2018-03-31,,,,,,,0.00000,,,0.00000,,,,,0.00000,0.00000,,,0.00000,0.00000
2017-12-31,,,,,,,0.00000,,,0.00000,,,,,0.00000,0.00000,,,0.00000,0.00000
2017-06-30,,,,,,,0.00000,,,0.00000,,,,,0.00000,0.00000,,,0.00000,0.00000
