,cash-on-hand,receivables-total,inventory,other-current-assets,total-current-assets,net-property-plant-equipment,long-term-investments,goodwill-intangible-assets-total,other-long-term-assets,total-long-term-assets,total-assets,total-current-liabilities,long-term-debt,other-non-current-liabilities,total-long-term-liabilities,total-liabilities,common-stock-net,retained-earnings-accumulated-deficit,comprehensive-income,other-share-holders-equity,total-share-holder-equity,total-liabilities-share-holders-equity
2019-12-31,1045.00000,667.00000,1192.00000,313.00000,3267.00000,2448.00000,,13569.00000,732.00000,16749.00000,20016.00000,1791.00000,7365.00000,923.00000,8570.00000,10361.00000,64.00000,-2845.00000,75.00000,,9655.00000,20016.00000
2019-09-30,3537.00000,786.00000,1134.00000,426.00000,5944.00000,2401.00000,,12197.00000,712.00000,15310.00000,21254.00000,3126.00000,7363.00000,885.00000,8738.00000,11864.00000,67.00000,-2037.00000,67.00000,,9390.00000,21254.00000
2019-06-30,3030.00000,780.00000,1144.00000,396.00000,5431.00000,2397.00000,,12525.00000,706.00000,15628.00000,21059.00000,2983.00000,7361.00000,858.00000,8751.00000,11734.00000,67.00000,-1998.00000,118.00000,,9325.00000,21059.00000
2019-03-31,2192.00000,800.00000,1241.00000,387.00000,4620.00000,2407.00000,,12946.00000,699.00000,16052.00000,20672.00000,3262.00000,6223.00000,866.00000,7479.00000,10741.00000,67.00000,-2112.00000,109.00000,,9931.00000,20672.00000
2018-12-31,2789.00000,792.00000,1279.00000,365.00000,5225.00000,2436.00000,,13324.00000,545.00000,16305.00000,21530.00000,3385.00000,6247.00000,758.00000,7455.00000,10840.00000,67.00000,-1907.00000,123.00000,,10690.00000,21530.00000
2018-09-30,1944.00000,845.00000,1284.00000,330.00000,4403.00000,2394.00000,,13627.00000,632.00000,16653.00000,21056.00000,3596.00000,5354.00000,799.00000,6655.00000,10251.00000,71.00000,-996.00000,126.00000,,10805.00000,21056.00000
2018-06-30,2981.00000,790.00000,1326.00000,414.00000,5511.00000,2352.00000,,13988.00000,793.00000,17133.00000,22644.00000,1850.00000,5341.00000,985.00000,7064.00000,8914.00000,71.00000,-2368.00000,120.00000,,13730.00000,22644.00000
2018-03-31,3983.00000,791.00000,1251.00000,536.00000,6561.00000,2307.00000,,14371.00000,888.00000,17566.00000,24127.00000,3165.00000,5329.00000,1093.00000,7072.00000,10237.00000,71.00000,-2389.00000,212.00000,,13890.00000,24127.00000
2017-12-31,3547.00000,879.00000,1236.00000,382.00000,6044.00000,2295.00000,,14729.00000,981.00000,18005.00000,24049.00000,2718.00000,5814.00000,1100.00000,7804.00000,10522.00000,71.00000,-2339.00000,177.00000,,13527.00000,24049.00000
2017-09-30,3065.00000,915.00000,1205.00000,321.00000,5506.00000,2288.00000,862.00000,15137.00000,,18287.00000,23793.00000,2703.00000,5802.00000,974.00000,8101.00000,10804.00000,71.00000,-2700.00000,180.00000,,12989.00000,23793.00000
2017-06-30,2642.00000,915.00000,1178.00000,336.00000,5071.00000,2306.00000,,15466.00000,785.00000,18557.00000,23628.00000,2714.00000,5790.00000,913.00000,8082.00000,10796.00000,71.00000,-2766.00000,159.00000,,12832.00000,23628.00000
2017-03-31,2238.00000,983.00000,1144.00000,317.00000,4682.00000,2279.00000,,15837.00000,816.00000,18932.00000,23614.00000,2065.00000,6498.00000,939.00000,8926.00000,10991.00000,71.00000,-2737.00000,100.00000,,12623.00000,23614.00000
2016-12-31,1894.00000,1033.00000,1113.00000,254.00000,5398.00000,2352.00000,962.00000,16186.00000,,19500.00000,24898.00000,2433.00000,8766.00000,884.00000,11309.00000,13742.00000,71.00000,-3934.00000,34.00000,,11156.00000,24898.00000
2016-09-30,1569.00000,1157.00000,1141.00000,244.00000,5203.00000,2366.00000,,16566.00000,657.00000,19589.00000,24792.00000,2563.00000,8761.00000,904.00000,11475.00000,14038.00000,71.00000,-4282.00000,232.00000,,10754.00000,24792.00000
2016-06-30,1335.00000,1085.00000,1167.00000,251.00000,4939.00000,2403.00000,,16720.00000,519.00000,19642.00000,24581.00000,2592.00000,8272.00000,781.00000,10920.00000,13512.00000,71.00000,-4350.00000,201.00000,,11069.00000,24581.00000
2016-03-31,1488.00000,1054.00000,1452.00000,243.00000,4245.00000,2848.00000,,17685.00000,595.00000,21128.00000,25373.00000,2698.00000,8270.00000,870.00000,11184.00000,13882.00000,71.00000,-4290.00000,241.00000,,11491.00000,25373.00000
2015-12-31,1614.00000,1047.00000,1879.00000,257.00000,4812.00000,2922.00000,,18018.00000,602.00000,21542.00000,26354.00000,2548.00000,8656.00000,1054.00000,12291.00000,14839.00000,68.00000,-3542.00000,181.00000,,11515.00000,26354.00000
2015-09-30,2492.00000,657.00000,751.00000,140.00000,4399.00000,1097.00000,78.00000,2303.00000,373.00000,3851.00000,8250.00000,1777.00000,4518.00000,528.00000,5316.00000,7093.00000,51.00000,-4318.00000,191.00000,,1157.00000,8250.00000
2015-06-30,2435.00000,574.00000,756.00000,125.00000,4257.00000,1078.00000,75.00000,2321.00000,462.00000,3936.00000,8193.00000,1320.00000,5014.00000,686.00000,5972.00000,7292.00000,51.00000,-4670.00000,198.00000,,901.00000,8193.00000
2015-03-31,1355.00000,585.00000,772.00000,115.00000,2894.00000,1107.00000,73.00000,2512.00000,479.00000,4171.00000,7065.00000,1325.00000,4012.00000,726.00000,5005.00000,6330.00000,51.00000,-4950.00000,189.00000,,735.00000,7065.00000
2014-12-31,1185.00000,593.00000,755.00000,97.00000,2630.00000,1123.00000,,2694.00000,403.00000,4220.00000,6850.00000,1320.00000,3936.00000,717.00000,4729.00000,6049.00000,51.00000,-4804.00000,210.00000,,801.00000,6850.00000
2014-09-30,594.00000,728.00000,748.00000,99.00000,2183.00000,1087.00000,59.00000,2796.00000,141.00000,4083.00000,6266.00000,1265.00000,3790.00000,140.00000,4170.00000,5435.00000,51.00000,-4777.00000,307.00000,,831.00000,6266.00000
2014-06-30,661.00000,669.00000,751.00000,121.00000,2216.00000,1079.00000,56.00000,2995.00000,150.00000,4280.00000,6496.00000,1286.00000,3543.00000,165.00000,3956.00000,5242.00000,51.00000,-4891.00000,350.00000,,1254.00000,6496.00000
2014-03-31,720.00000,590.00000,740.00000,112.00000,2187.00000,1045.00000,53.00000,3061.00000,143.00000,4302.00000,6489.00000,1235.00000,3546.00000,179.00000,3971.00000,5206.00000,51.00000,-5044.00000,350.00000,,1283.00000,6489.00000
2013-12-31,670.00000,542.00000,740.00000,116.00000,2092.00000,1048.00000,52.00000,3113.00000,144.00000,4357.00000,6449.00000,1193.00000,3281.00000,182.00000,3710.00000,4903.00000,51.00000,-5105.00000,347.00000,,1546.00000,6449.00000
2013-09-30,941.00000,582.00000,754.00000,118.00000,2413.00000,1032.00000,50.00000,3110.00000,139.00000,4331.00000,6744.00000,1605.00000,3232.00000,200.00000,3701.00000,5306.00000,51.00000,-5105.00000,307.00000,,1438.00000,6744.00000
2013-06-30,569.00000,544.00000,742.00000,121.00000,1997.00000,1030.00000,47.00000,3094.00000,128.00000,4299.00000,6296.00000,1181.00000,3331.00000,191.00000,3782.00000,4963.00000,51.00000,-5247.00000,264.00000,,1333.00000,6296.00000
2013-03-31,595.00000,512.00000,730.00000,99.00000,1956.00000,1039.00000,46.00000,3109.00000,131.00000,4325.00000,6281.00000,1403.00000,3149.00000,189.00000,3603.00000,5006.00000,51.00000,-5352.00000,270.00000,,1275.00000,6281.00000
2012-12-31,617.00000,510.00000,715.00000,90.00000,1954.00000,1070.00000,45.00000,3242.00000,128.00000,4485.00000,6439.00000,1496.00000,3185.00000,205.00000,3659.00000,5155.00000,51.00000,-5334.00000,300.00000,,1284.00000,6439.00000
2012-09-30,702.00000,485.00000,671.00000,105.00000,1971.00000,1086.00000,42.00000,3258.00000,144.00000,4530.00000,6501.00000,1309.00000,3338.00000,226.00000,3788.00000,5097.00000,51.00000,-5218.00000,343.00000,,1404.00000,6501.00000
2012-06-30,837.00000,467.00000,644.00000,96.00000,2061.00000,1044.00000,39.00000,3247.00000,145.00000,4475.00000,6536.00000,1105.00000,3767.00000,447.00000,4214.00000,5319.00000,51.00000,-5333.00000,303.00000,,1217.00000,6536.00000
2012-03-31,782.00000,433.00000,619.00000,117.00000,1989.00000,1049.00000,38.00000,3461.00000,145.00000,4693.00000,6682.00000,1404.00000,3447.00000,477.00000,3924.00000,5328.00000,51.00000,-5243.00000,359.00000,,1354.00000,6682.00000
2011-12-31,743.00000,479.00000,618.00000,82.00000,1966.00000,1063.00000,37.00000,3402.00000,144.00000,4646.00000,6612.00000,1049.00000,3747.00000,241.00000,4206.00000,5255.00000,51.00000,-5219.00000,323.00000,,1357.00000,6612.00000
2011-09-30,865.00000,446.00000,610.00000,111.00000,2077.00000,1107.00000,89.00000,3590.00000,151.00000,4937.00000,7014.00000,1230.00000,3772.00000,452.00000,4224.00000,5454.00000,51.00000,-5037.00000,364.00000,,1560.00000,7014.00000
2011-06-30,859.00000,470.00000,571.00000,122.00000,2159.00000,1156.00000,114.00000,3894.00000,173.00000,5639.00000,7798.00000,1835.00000,4065.00000,466.00000,4552.00000,6387.00000,51.00000,-5338.00000,472.00000,,1411.00000,7798.00000
2011-03-31,879.00000,463.00000,537.00000,129.00000,2155.00000,1148.00000,129.00000,3875.00000,156.00000,5598.00000,7753.00000,1681.00000,4198.00000,475.00000,4695.00000,6376.00000,51.00000,-5422.00000,483.00000,,1377.00000,7753.00000
2010-12-31,898.00000,438.00000,513.00000,129.00000,2136.00000,1164.00000,151.00000,3785.00000,135.00000,5501.00000,7637.00000,1748.00000,4128.00000,522.00000,4670.00000,6418.00000,51.00000,-5609.00000,538.00000,,1219.00000,7637.00000
2010-09-30,962.00000,570.00000,504.00000,187.00000,2223.00000,,159.00000,4156.00000,168.00000,4483.00000,7911.00000,1897.00000,4140.00000,569.00000,4709.00000,6606.00000,,,,1305.00000,1305.00000,7911.00000
2010-06-30,842.00000,524.00000,517.00000,226.00000,2109.00000,,166.00000,3859.00000,206.00000,4231.00000,7528.00000,2041.00000,4447.00000,490.00000,4937.00000,6978.00000,42.00000,-5926.00000,,865.00000,550.00000,7528.00000
2010-03-31,,,,,,,,0.00000,,,0.00000,,,,,0.00000,0.00000,,,0.00000,0.00000,0.00000
2009-12-31,1026.00000,448.00000,522.00000,517.00000,2513.00000,2301.00000,78.00000,4278.00000,382.00000,7039.00000,8579.00000,2253.00000,4673.00000,612.00000,5285.00000,7538.00000,42.00000,-5153.00000,,597.00000,1041.00000,8579.00000
2009-09-30,,,,,,,,,,,0.00000,,,,,,,,,,,
