,cash-on-hand,receivables-total,inventory,pre-paid-expenses,other-current-assets,total-current-assets,net-property-plant-equipment,long-term-investments,goodwill-intangible-assets-total,other-long-term-assets,total-long-term-assets,total-assets,total-current-liabilities,long-term-debt,other-non-current-liabilities,total-long-term-liabilities,total-liabilities,common-stock-net,retained-earnings-accumulated-deficit,comprehensive-income,other-share-holders-equity,total-share-holder-equity,total-liabilities-share-holders-equity
2022-09-30,30679.00000,2308.00000,10087.00000,2309.00000,1625.00000,47008.00000,7266.00000,10398.00000,9289.00000,2748.00000,34465.00000,81473.00000,36035.00000,4023.00000,198.00000,7406.00000,43441.00000,29825.00000,,,,38032.00000,81473.00000
2022-06-30,30872.00000,2365.00000,11351.00000,2837.00000,928.00000,48371.00000,6654.00000,10960.00000,8055.00000,4211.00000,34296.00000,82667.00000,38143.00000,3681.00000,239.00000,6982.00000,45125.00000,30056.00000,,,,37542.00000,82667.00000
2022-03-31,29357.00000,2008.00000,10851.00000,2114.00000,1295.00000,45625.00000,6666.00000,11344.00000,8480.00000,4099.00000,35170.00000,80795.00000,34547.00000,2462.00000,275.00000,6083.00000,40630.00000,32573.00000,,,,40165.00000,80795.00000
2021-12-31,30013.00000,1867.00000,11863.00000,1797.00000,1484.00000,47024.00000,5170.00000,12916.00000,5115.00000,3423.00000,30888.00000,77912.00000,34779.00000,1473.00000,280.00000,4598.00000,39377.00000,,5305.00000,-956.00000,249.00000,38535.00000,77912.00000
2021-09-30,30452.34000,1699.61600,9318.68200,1625.12000,1725.44800,44821.20000,4327.67400,13816.84000,4934.77900,3086.10400,30146.50000,74967.71000,31686.55000,1938.81700,349.34000,4801.66600,36488.21000,33416.26000,,,,38479.50000,74967.71000
2021-06-30,27585.62000,2160.28500,10186.21000,1843.96700,2435.46000,44234.18000,3893.00400,14367.51000,4815.89300,2293.56000,29509.25000,73743.42000,30498.43000,1922.33200,372.86900,4803.21400,35301.64000,33571.68000,,,,38441.79000,73743.42000
2021-03-31,21192.51000,1183.06500,9085.19600,1268.31500,1985.61000,34735.47000,3428.53200,14721.62000,4536.93800,2101.61900,28605.72000,63341.19000,24762.12000,1926.58600,47.58900,6754.34100,31516.49000,,,,,31824.73000,63341.19000
2020-12-31,23156.54000,1089.95400,9031.80400,979.82100,1599.26400,35984.87000,3463.07600,14955.78000,4366.62300,2040.74000,28733.57000,64718.44000,26669.22000,1920.42300,50.82300,6710.37800,33379.60000,0.06200,5734.62800,-543.76500,234.98500,31338.84000,64718.44000
2020-09-30,18657.83000,985.60600,8151.52900,873.73700,1849.34200,30571.36000,3178.25200,11747.08000,4227.17300,1826.84600,24557.10000,55128.46000,25420.59000,1942.27400,23.18700,6444.84100,31865.43000,,,,,23263.04000,55128.46000
2020-06-30,17840.54000,1369.30100,7710.68300,1257.21200,866.82200,29083.33000,2534.93000,10561.84000,3479.57100,1031.00500,20807.03000,49890.37000,24337.73000,1923.54300,26.12700,5731.59700,30069.33000,,,,,19821.04000,49890.37000
2020-03-31,10611.83000,1167.11700,7143.92400,890.14500,578.19200,20414.65000,2469.76900,8128.09600,2970.93200,1029.93700,17108.75000,37523.41000,19291.26000,2419.42700,29.20700,5905.99100,25197.25000,,,,,12326.16000,37523.41000
2019-12-31,9267.00800,889.22200,8321.43400,585.78300,693.38400,19979.68000,2966.77200,8186.52000,3109.17300,977.65800,17327.29000,37306.98000,20112.19000,1443.84800,32.44600,5034.16300,25146.35000,0.05500,-1711.14900,597.99900,209.59600,12160.63000,37306.98000
2019-09-30,8285.91700,841.42500,6752.58400,729.72700,1522.50800,18132.16000,2728.79700,7594.59000,3001.37100,908.48990,16261.00000,34393.16000,18575.57000,1425.25200,35.06500,4939.40800,23514.98000,0.05300,-2166.83400,688.39800,195.92500,10878.19000,34393.16000
2019-06-30,8763.87000,1225.71800,6630.87200,1002.45400,895.83600,18566.15000,2801.07600,8031.64900,3104.59800,825.23690,17193.67000,35759.81000,20405.00000,1441.86800,38.74800,4859.00200,25264.00000,,,,,10495.81000,35759.81000
2019-03-31,6088.83900,1239.06500,5697.33600,701.71100,404.18400,14165.59000,2830.84000,7905.81100,3165.99100,773.48100,17770.41000,31936.01000,17127.07000,1444.08200,42.06200,4713.90300,21840.97000,,,,,10095.04000,31936.01000
2018-12-31,5750.51000,1615.88100,6403.91000,559.69900,525.54400,15250.64000,3066.37200,6873.41900,3218.82500,768.51800,15171.13000,30421.77000,17578.65000,1436.19900,44.86800,3990.39800,21569.05000,0.05500,-3496.19400,488.56000,203.68100,8852.71600,30421.77000
2018-09-30,6244.29700,2292.11300,5803.02400,1393.15900,215.89600,15948.49000,2680.96900,7296.62100,3200.77100,765.13500,15143.44000,31091.93000,17718.98000,1440.59400,42.75100,3980.48600,21699.46000,,,,,9392.46500,31091.93000
2018-06-30,7975.78400,2597.86600,6559.16200,1432.66300,1351.04900,19916.52000,2424.90700,5851.12500,3020.99700,789.41900,13125.09000,33041.61000,20155.74000,1483.65000,45.65500,3983.34400,24139.08000,,,,,8902.53300,33041.61000
2018-03-31,7952.23300,2559.24900,5765.39300,1080.26700,657.02900,18014.17000,2177.17400,4931.71400,3181.03700,363.40200,11529.28000,29543.45000,17037.38000,1152.15600,48.75600,3793.41100,20830.79000,,,,,8712.66500,29543.45000
2017-12-31,5899.88100,2514.35500,6409.23100,347.18500,1720.04600,17679.58000,1932.61600,4392.53300,3134.51600,342.42800,10609.15000,28288.73000,18174.79000,1678.77200,51.83500,2061.94600,20236.73000,0.05800,-3417.39700,283.12300,97.74600,8051.99700,28288.73000
2017-09-30,6281.06700,2751.69200,5457.46200,1177.31200,2917.01100,18584.54000,1498.90000,2918.32400,3059.76800,342.89000,8534.26500,27118.81000,16578.27000,2345.04400,54.45700,2751.08700,19329.36000,,,,,7789.44800,27118.81000
2017-06-30,6793.16300,2919.31800,4594.78000,1198.42700,3809.35800,19315.05000,1269.89500,2636.24100,2425.36200,404.02400,7335.34600,26650.39000,16156.54000,2586.23400,57.52700,3021.92200,19178.47000,,,,,7471.92600,26650.39000
2017-03-31,7422.26000,2626.23800,3902.33500,380.41300,403.79400,17108.71000,1063.34200,3262.12800,2473.15100,579.88900,7696.37600,24805.09000,16121.79000,1955.12500,60.68800,3471.46400,19593.26000,0.05500,-3120.95300,237.64800,19.31300,5211.83300,24805.09000
2016-12-31,6168.46300,2515.39800,4163.82500,316.70700,408.15000,15401.42000,1065.39400,3354.90200,2512.38300,477.56200,7697.16600,23098.59000,15085.73000,1571.17000,63.47000,3092.38300,18178.11000,0.05400,-3148.54500,222.29500,19.14700,4920.47500,23098.59000
2016-09-30,6147.39600,2213.91300,3389.46700,292.18100,468.08700,13979.42000,1061.04100,3360.35000,2646.01200,318.35700,7646.13500,21620.69000,13300.79000,1534.89600,66.59500,3016.95500,16314.07000,0.05650,-3069.11500,206.65520,8.32980,5306.61700,21620.69000
2016-06-30,6529.96400,2131.64200,3609.71100,182.86400,392.70500,13869.70000,1085.75900,1908.81100,2760.25200,711.60000,6629.99000,20757.58000,11196.42000,1885.76400,69.32600,3386.60500,14766.47000,0.05740,-2961.01600,143.18710,8.46520,5991.10500,20757.58000
2016-03-31,5355.48600,1704.48000,3162.71100,141.70430,322.81400,11114.72000,1045.69800,1479.15100,1070.51200,356.21200,4159.31500,15089.94000,8592.53000,619.07300,,2037.02700,10501.44000,0.05490,-3039.81100,78.04020,8.51280,4588.50000,15089.94000
2015-12-31,3513.42400,1467.82600,3170.75900,232.13550,276.43500,9025.91700,962.22600,1523.67800,1127.72900,325.21400,4121.47400,13300.29000,7568.75100,425.09800,,842.70300,8509.27500,0.05590,-2885.37900,122.19950,8.67670,4791.01200,13300.29000
2015-09-30,3678.78500,1049.89300,2681.08700,110.23500,446.76500,8218.03300,853.70200,1963.99100,1623.36500,240.05200,4852.79400,13070.83000,6722.94000,110.76800,,563.72900,7286.66900,0.05600,-1734.52900,-20.03900,2.39200,5784.15800,13070.83000
2015-06-30,4062.16000,871.82900,2855.10500,184.20400,354.30500,8456.12500,513.57000,1920.48000,1706.12900,124.17800,4647.76600,13103.89000,6711.67200,,,470.88300,7182.55500,0.05800,-1692.41500,-64.95300,2.42100,5921.33600,13103.89000
2015-03-31,4315.63500,488.48900,2090.78100,313.49500,229.72600,7485.11200,404.43400,1301.96400,1691.78500,104.96700,3893.47000,11378.58000,5007.86000,,,396.18300,5404.04300,0.05800,-1610.34900,-51.21000,2.42100,5974.53900,11378.58000
2014-12-31,32114.58000,2971.91000,12190.84000,,495.87000,49941.70000,388.17000,164.56000,1703.19000,100.79000,2356.71000,66493.17000,28995.11000,,,,28995.11000,0.05000,-9272.34000,,-58.20000,37498.07000,10716.76000
2014-09-30,6164.68000,65.66000,1807.57000,,205.89000,8243.81000,,82.90000,1755.95000,92.17000,1931.02000,10744.35000,4576.79000,,,,4576.79000,0.05000,-1434.61000,,-45.10000,6167.56000,10744.35000
2014-06-30,5672.88000,243.69000,1737.92000,,234.98000,7889.49000,,51.96000,1797.34000,73.99000,1923.29000,10296.67000,4197.68000,,,,4197.68000,0.05000,-1392.95000,,-47.24000,6098.98000,10296.67000
2014-03-31,,,,,,,,,,,,0.00000,,,,,,,,,,,
2013-12-31,,,,,163.34900,,166.90000,6.03000,136.99100,66.38500,376.30600,0.00000,,,,,0.00000,0.03300,,,-43.93600,0.00000,4296.51400
2013-09-30,2169.77000,69.80000,1062.74000,,92.06000,3394.40000,,6.06000,136.94000,56.38000,199.38000,3896.84000,2377.58000,,,,2377.58000,0.03000,-678.56000,,-37.21000,1519.25000,3896.84000
2013-06-30,,,,,,,,,,,,0.00000,,,,,,,,,,,
2012-12-31,1662.97800,78.29100,776.76900,,43.98400,2562.02200,,0.46400,126.21700,70.25300,196.93400,2922.55800,1876.38800,,,,1876.38800,0.03000,-688.38500,,-24.85000,1046.17000,2922.55800
