,cash-on-hand,receivables-total,inventory,pre-paid-expenses,other-current-assets,total-current-assets,net-property-plant-equipment,goodwill-intangible-assets-total,other-long-term-assets,total-long-term-assets,total-assets,total-current-liabilities,long-term-debt,other-non-current-liabilities,total-long-term-liabilities,total-liabilities,common-stock-net,retained-earnings-accumulated-deficit,comprehensive-income,total-share-holder-equity,total-liabilities-share-holders-equity
2022-11-30,644.10000,1834.00000,2121.30000,731.20000,,5330.60000,3358.00000,21450.80000,1180.40000,25989.20000,31319.80000,9208.20000,8622.50000,930.10000,11739.50000,20947.70000,75.50000,18991.90000,-2078.00000,10372.10000,31319.80000
2022-08-31,594.40000,1730.40000,2089.90000,719.30000,,5134.00000,3358.60000,21434.00000,1180.60000,25973.20000,31107.20000,8595.50000,8474.60000,949.10000,11686.10000,20281.60000,75.50000,19027.60000,-1998.40000,10825.60000,31107.20000
2022-05-31,569.40000,1692.10000,1867.30000,802.10000,158.90000,5089.80000,3393.80000,21378.40000,1228.10000,26000.30000,31090.10000,8019.90000,9134.80000,929.10000,12282.20000,20302.10000,75.50000,18532.60000,-1970.50000,10788.00000,31090.10000
2022-02-28,844.40000,1750.40000,1710.00000,723.80000,,5028.60000,3287.90000,21557.60000,1269.70000,26115.20000,31143.80000,6839.00000,10944.70000,1118.40000,14229.10000,21068.10000,75.50000,17713.10000,-2122.70000,10075.70000,31143.80000
2021-11-30,1021.00000,1766.10000,1797.30000,764.80000,1263.20000,6612.40000,3291.50000,21337.10000,1240.60000,25869.20000,32481.60000,7813.20000,10973.60000,1743.20000,14863.70000,22676.90000,75.50000,17363.20000,-2364.10000,9804.70000,32481.60000
2021-08-31,710.60000,1691.70000,1935.20000,734.30000,1248.40000,6320.20000,3343.20000,21380.90000,1287.90000,26012.00000,32332.20000,8135.40000,10326.90000,1808.10000,14211.00000,22346.40000,75.50000,17384.50000,-2397.70000,9985.80000,32332.20000
2021-05-31,1505.20000,1638.50000,1820.50000,790.30000,,5754.50000,3606.80000,21213.00000,1267.60000,26087.40000,31841.90000,8265.80000,9786.90000,1897.60000,13802.90000,22068.70000,75.50000,17069.80000,-2429.20000,9773.20000,31841.90000
2021-02-28,2754.20000,1776.20000,1758.80000,323.20000,,6612.40000,3505.50000,21182.90000,1348.00000,26036.40000,32648.80000,9589.70000,9766.60000,2098.40000,13871.20000,23460.90000,75.50000,16655.00000,-2842.70000,9187.90000,32648.80000
2020-11-30,2582.80000,1784.30000,1712.50000,328.60000,,6408.20000,3529.80000,21167.90000,1201.70000,25899.40000,32307.60000,8464.20000,10952.50000,2098.90000,14990.80000,23455.00000,75.50000,16374.20000,-2867.60000,8852.60000,32307.60000
2020-08-31,1796.70000,1633.00000,1605.10000,320.00000,,5354.80000,3557.00000,21160.50000,1189.90000,25907.40000,31262.20000,7612.70000,10832.90000,2134.20000,14891.60000,22504.30000,75.50000,16312.50000,-2908.70000,8757.90000,31262.20000
2020-05-31,1677.80000,1615.10000,1426.30000,402.10000,,5121.30000,3580.60000,21019.00000,1085.80000,25685.40000,30806.70000,7491.50000,10929.00000,2089.60000,14965.70000,22457.20000,75.50000,15982.10000,-2914.40000,8349.50000,30806.70000
2020-02-29,606.90000,1731.10000,1542.10000,428.40000,,4308.50000,3535.00000,21059.20000,1346.00000,25940.20000,30248.70000,6696.60000,11589.60000,2075.20000,15692.00000,22388.60000,75.50000,15360.00000,-2584.50000,7860.10000,30248.70000
