,cash-on-hand,receivables-total,inventory,other-current-assets,total-current-assets,net-property-plant-equipment,goodwill-intangible-assets-total,other-long-term-assets,total-long-term-assets,total-assets,total-current-liabilities,long-term-debt,other-non-current-liabilities,total-long-term-liabilities,total-liabilities,common-stock-net,retained-earnings-accumulated-deficit,comprehensive-income,total-share-holder-equity,total-liabilities-share-holders-equity
2022-12-31,775.00000,1504.00000,2074.00000,760.00000,5113.00000,4307.00000,5272.00000,904.00000,10618.00000,15731.00000,4004.00000,8741.00000,1797.00000,10921.00000,14925.00000,1466.00000,24573.00000,-4055.00000,806.00000,15731.00000
2022-09-30,938.00000,1425.00000,2073.00000,842.00000,5278.00000,4123.00000,5757.00000,948.00000,11010.00000,16288.00000,4492.00000,8219.00000,1973.00000,10743.00000,15235.00000,1466.00000,24566.00000,-4179.00000,1053.00000,16288.00000
2022-06-30,858.00000,1490.00000,2012.00000,800.00000,5160.00000,3765.00000,5552.00000,1046.00000,10551.00000,15711.00000,4395.00000,7957.00000,2375.00000,10758.00000,15153.00000,1466.00000,24342.00000,-4306.00000,558.00000,15711.00000
2022-03-31,877.00000,1532.00000,1924.00000,656.00000,4989.00000,3752.00000,5707.00000,1082.00000,10734.00000,15723.00000,4566.00000,7588.00000,2462.00000,10429.00000,14995.00000,1466.00000,24149.00000,-4248.00000,728.00000,15723.00000
2021-12-31,832.00000,1297.00000,1692.00000,576.00000,4397.00000,3730.00000,5746.00000,974.00000,10643.00000,15040.00000,4051.00000,7194.00000,2429.00000,10018.00000,14069.00000,1466.00000,24350.00000,-4386.00000,971.00000,15040.00000
2021-09-30,958.00000,1424.00000,1670.00000,618.00000,4670.00000,3633.00000,6404.00000,913.00000,11210.00000,15880.00000,4281.00000,7682.00000,2491.00000,10572.00000,14853.00000,1466.00000,24201.00000,-4434.00000,1027.00000,15880.00000
2021-06-30,937.00000,1443.00000,1700.00000,572.00000,4652.00000,3665.00000,6540.00000,859.00000,11347.00000,15999.00000,4203.00000,7951.00000,2562.00000,10934.00000,15137.00000,1466.00000,23946.00000,-4368.00000,862.00000,15999.00000
2021-03-31,995.00000,1402.00000,1676.00000,490.00000,4563.00000,3609.00000,6488.00000,940.00000,11238.00000,15801.00000,4539.00000,7570.00000,2614.00000,10599.00000,15138.00000,1466.00000,23624.00000,-4455.00000,663.00000,15801.00000
2020-12-31,888.00000,1264.00000,1673.00000,513.00000,4338.00000,3716.00000,6718.00000,857.00000,11582.00000,15920.00000,4404.00000,7334.00000,2655.00000,10415.00000,14819.00000,1466.00000,23699.00000,-4345.00000,1101.00000,15920.00000
2020-09-30,989.00000,1292.00000,1578.00000,508.00000,4367.00000,3506.00000,6549.00000,836.00000,11099.00000,15466.00000,4481.00000,6971.00000,2535.00000,9912.00000,14393.00000,1466.00000,23052.00000,-4421.00000,1073.00000,15466.00000
