,cash-on-hand,receivables-total,inventory,pre-paid-expenses,total-current-assets,net-property-plant-equipment,goodwill-intangible-assets-total,other-long-term-assets,total-long-term-assets,total-assets,total-current-liabilities,long-term-debt,other-non-current-liabilities,total-long-term-liabilities,total-liabilities,common-stock-net,retained-earnings-accumulated-deficit,comprehensive-income,total-share-holder-equity,total-liabilities-share-holders-equity
2022-09-30,545.40000,1278.50000,2128.60000,581.90000,4534.40000,1801.60000,13935.30000,1062.00000,16798.90000,21333.30000,2295.70000,5055.20000,1190.00000,6786.50000,9082.20000,3.10000,9739.90000,-244.90000,12251.10000,21333.30000
2022-06-30,386.40000,1282.10000,2122.70000,671.70000,4462.90000,1796.60000,14173.30000,1019.90000,16989.80000,21452.70000,2463.60000,5172.00000,1166.30000,6864.50000,9328.10000,3.10000,9606.50000,-192.50000,12124.60000,21452.70000
2022-03-31,435.80000,1254.20000,2132.10000,694.70000,4516.80000,1825.90000,14287.40000,987.40000,17100.70000,21617.50000,2674.10000,5286.30000,1145.60000,6922.00000,9596.10000,3.10000,9503.10000,-158.90000,12021.40000,21617.50000
2021-12-31,378.10000,1259.60000,2148.00000,597.70000,4885.00000,1836.60000,14453.00000,1005.00000,18571.40000,23456.40000,3467.90000,5463.70000,1131.50000,7322.10000,10790.00000,3.10000,10292.20000,-231.60000,12666.40000,23456.40000
2021-09-30,919.60000,1392.00000,2517.40000,483.40000,5312.40000,2008.20000,15682.30000,1005.70000,18696.20000,24008.60000,2939.10000,6458.10000,1203.30000,8355.30000,11294.40000,3.10000,10426.30000,-298.10000,12714.20000,24008.60000
2021-06-30,1042.40000,1420.40000,2533.00000,361.00000,5356.80000,2005.20000,15890.30000,970.90000,18866.40000,24223.20000,2928.50000,6802.50000,1186.10000,8711.39900,11639.90000,3.10000,10331.00000,-287.00000,12583.30000,24223.20000
2021-03-31,724.30000,1380.20000,2511.70000,383.90000,5000.10000,2021.90000,16034.40000,970.20000,19026.50000,24026.60000,2089.40000,7538.70000,1183.00000,9487.40000,11576.80000,3.10000,10237.70000,-276.70000,12449.80000,24026.60000
2020-12-31,802.10000,1452.70000,2450.70000,377.80000,5083.30000,2047.70000,16317.30000,969.40000,19334.40000,24417.70000,2556.90000,7626.50000,1244.50000,9661.40000,12218.30000,3.10000,10086.90000,-297.80000,12199.40000,24417.70000
2020-09-30,967.30000,1340.70000,2492.20000,352.40000,5152.60000,2042.50000,15889.40000,941.00000,18872.90000,24025.50000,2266.20000,7840.20000,1293.10000,9881.10000,12147.30000,3.10000,9802.90000,-287.00000,11878.20000,24025.50000
2020-06-30,713.40000,1064.50000,2496.50000,432.40000,4706.80000,2056.50000,15919.80000,964.50000,18940.80000,23647.60000,2161.20000,7759.30000,1278.30000,9842.50000,12003.70000,3.10000,9610.00000,-265.80000,11643.90000,23647.60000
2020-03-31,2433.60000,1039.10000,2463.20000,435.00000,6370.90000,2065.50000,16028.90000,1047.60000,19142.00000,25512.90000,3779.60000,7724.20000,1268.80000,9850.60000,13630.20000,3.10000,9866.20000,-255.10000,11882.70000,25512.90000
2019-12-31,617.90000,1363.90000,2385.00000,357.10000,4723.90000,2077.40000,16857.30000,980.10000,19914.80000,24638.70000,3441.50000,6721.40000,1242.90000,8804.40000,12245.90000,3.10000,10427.30000,-241.90000,12392.80000,24638.70000
2019-09-30,512.50000,1150.80000,2362.30000,375.90000,4401.50000,2055.30000,16884.80000,973.60000,19913.70000,24315.20000,3773.90000,6345.90000,1197.70000,8455.80000,12229.70000,3.10000,10155.30000,-223.20000,12085.50000,24315.20000
2019-06-30,403.10000,1247.10000,2344.50000,396.50000,4391.20000,2035.80000,17117.90000,660.80000,19814.50000,24205.70000,3677.80000,6719.30000,1196.50000,8865.69900,12543.50000,3.10000,9772.70000,-171.80000,11662.20000,24205.70000
2019-03-31,586.80000,1225.30000,2310.20000,376.90000,4499.20000,2014.00000,17092.50000,683.30000,19789.80000,24289.00000,2255.00000,8310.60000,1193.90000,10494.70000,12749.70000,3.10000,9688.10000,-183.50000,11539.30000,24289.00000
2018-12-31,542.80000,1275.80000,2256.50000,352.30000,4427.40000,2015.40000,17279.00000,405.00000,19699.40000,24126.80000,2421.30000,8413.70000,1016.20000,10429.40000,12850.70000,3.10000,9491.20000,-187.40000,11276.10000,24126.80000
2018-09-30,524.60000,1262.70000,2219.50000,506.50000,4513.30000,2002.40000,18421.00000,445.30000,20868.70000,25382.00000,2391.20000,8597.40000,1116.40000,10767.80000,13159.00000,3.10000,10441.20000,-168.10000,12223.00000,25382.00000
2018-06-30,481.20000,1335.30000,2158.50000,500.20000,4475.20000,1986.90000,18592.50000,436.20000,21015.60000,25490.80000,1853.60000,9413.30000,1098.80000,11593.00000,13446.60000,3.10000,10327.90000,-163.00000,12044.20000,25490.80000
2018-03-31,1765.40000,1418.50000,2125.90000,465.50000,5775.30000,2031.30000,18964.80000,409.80000,21405.90000,27181.20000,3424.50000,9486.90000,1178.20000,11757.20000,15181.70000,3.10000,10191.70000,-51.30000,11999.50000,27181.20000
2017-12-31,524.40000,1544.10000,2068.30000,428.00000,4564.80000,2038.60000,19021.80000,388.80000,21449.20000,26014.00000,3069.70000,8917.50000,1189.80000,11208.80000,14278.50000,3.10000,10022.80000,-83.20000,11735.50000,26014.00000
2017-09-30,480.80000,1318.50000,2084.20000,549.80000,4433.30000,2048.60000,19369.80000,565.80000,21984.20000,26417.50000,3010.20000,9199.70000,877.60000,12957.10000,15967.30000,3.00000,8837.20000,-159.90000,10450.20000,26417.50000
2017-06-30,450.00000,1423.00000,2023.90000,527.20000,4424.10000,2057.40000,19409.50000,568.20000,22035.10000,26459.20000,2996.40000,9354.40000,919.80000,13183.30000,16179.70000,3.00000,8787.60000,-264.40000,10279.50000,26459.20000
2017-03-31,1039.50000,1600.10000,1977.00000,463.30000,5079.90000,2053.20000,19335.70000,519.00000,21907.90000,26987.80000,2656.10000,10537.80000,887.10000,14397.50000,17053.60000,3.10000,8649.60000,-423.80000,9934.20000,26987.80000
2016-12-31,634.10000,1604.40000,1959.40000,465.70000,4663.60000,2037.90000,19429.30000,553.60000,22020.80000,26684.40000,2381.50000,10665.80000,936.30000,14633.00000,17014.50000,3.10000,8467.10000,-434.00000,9669.90000,26684.40000
2016-09-30,488.70000,1603.60000,2070.00000,535.80000,4698.10000,2080.80000,19771.20000,486.40000,22338.40000,27036.50000,2312.10000,11006.20000,887.50000,14978.20000,17290.30000,3.00000,8442.70000,-303.40000,9746.20000,27036.50000
2016-06-30,976.30000,1593.30000,1962.10000,518.90000,5050.60000,2033.80000,18363.50000,523.40000,20920.70000,25971.30000,2101.20000,10533.50000,963.10000,14320.80000,16422.00000,3.00000,8331.90000,-339.30000,9549.30000,25971.30000
2016-03-31,1010.20000,1568.20000,2082.90000,420.70000,5082.00000,2039.00000,18617.10000,559.20000,21215.30000,26297.30000,1514.60000,11117.40000,989.20000,15121.70000,16636.30000,3.00000,8407.50000,-242.90000,9661.00000,26297.30000
2015-12-31,1623.90000,1446.50000,2254.10000,529.20000,5853.70000,2062.60000,18680.50000,563.80000,21306.90000,27160.60000,1617.90000,11497.40000,1005.70000,15653.30000,17271.20000,3.00000,8347.70000,-329.00000,9889.40000,27160.60000
2015-09-30,1810.20000,1385.10000,2357.80000,475.80000,6394.70000,1989.00000,17503.20000,802.20000,20294.40000,26689.10000,1786.50000,11689.60000,870.80000,14909.30000,16695.80000,3.00000,8264.80000,-253.10000,9993.30000,26689.10000
2015-06-30,1883.60000,1490.30000,2441.40000,551.70000,6751.50000,1998.60000,17672.20000,781.70000,20452.50000,27204.00000,2163.10000,11749.80000,802.00000,14915.00000,17078.10000,3.00000,8232.30000,-40.50000,10125.90000,27204.00000
2015-03-31,9281.90000,869.80000,1217.00000,246.80000,11917.20000,1300.70000,2995.30000,976.90000,5272.90000,17190.10000,908.70000,9061.20000,637.20000,9698.40000,10607.10000,2.70000,8426.80000,-31.50000,6583.00000,17190.10000
2014-12-31,1695.80000,912.10000,1193.30000,317.20000,4313.30000,1285.30000,3117.70000,941.70000,5344.70000,9658.00000,1024.00000,1425.50000,610.90000,2082.30000,3106.30000,2.70000,8362.10000,38.10000,6551.70000,9658.00000
2014-09-30,1747.10000,947.60000,1177.50000,136.20000,4332.70000,1279.00000,3153.40000,905.80000,5338.20000,9670.90000,1093.00000,1426.40000,610.10000,2036.50000,3129.50000,2.70000,8165.90000,268.50000,6541.40000,9670.90000
2014-06-30,1698.00000,950.20000,1147.20000,130.30000,4229.80000,1275.40000,3257.60000,875.50000,5408.50000,9638.30000,952.90000,1687.40000,545.70000,2233.10000,3186.00000,2.70000,8036.50000,356.10000,6452.30000,9638.30000
2014-03-31,1588.10000,939.10000,1125.90000,96.30000,4046.70000,1235.60000,3294.30000,803.50000,5333.40000,9380.10000,918.70000,1680.10000,543.60000,2223.70000,3142.40000,2.60000,7897.30000,375.70000,6237.70000,9380.10000
2013-12-31,1807.60000,936.60000,1074.50000,107.10000,4197.70000,1224.70000,3318.90000,839.30000,5382.89900,9580.60000,1031.60000,1672.30000,576.60000,2248.90000,3280.50000,2.60000,7712.70000,367.10000,6300.10000,9580.60000
2013-09-30,1505.80000,898.90000,1081.90000,98.00000,3837.20000,1234.10000,3315.00000,971.10000,5520.20000,9357.40000,804.20000,1686.00000,728.20000,2414.20000,3218.40000,2.60000,7510.60000,324.80000,6139.00000,9357.40000
2013-06-30,1235.80000,942.50000,1052.90000,121.30000,3591.70000,1225.20000,3296.40000,984.10000,5505.70000,9097.40000,804.30000,1688.10000,715.40000,2403.50000,3207.80000,2.60000,7389.20000,296.90000,5889.60000,9097.40000
2013-03-31,1201.20000,912.50000,1039.10000,100.80000,3464.00000,1219.50000,3257.50000,803.60000,5280.60000,8744.60000,763.30000,1702.80000,566.10000,2268.90000,3032.20000,2.60000,7271.00000,316.10000,5712.40000,8744.60000
2012-12-31,1555.90000,884.60000,995.30000,76.30000,3708.70000,1210.70000,3312.50000,780.50000,5303.70000,9012.40000,866.00000,1720.80000,559.30000,2280.10000,3146.10000,2.60000,7085.90000,343.90000,5866.30000,9012.40000
2012-09-30,1488.90000,874.90000,994.10000,72.30000,3631.90000,1185.60000,3409.10000,557.50000,5152.20000,8784.10000,755.50000,1734.10000,463.60000,2197.70000,2953.20000,2.60000,6966.30000,311.20000,5830.90000,8784.10000
2012-06-30,1335.90000,906.70000,956.00000,83.10000,3478.30000,1176.80000,3386.40000,575.00000,5138.20000,8616.50000,683.10000,1726.50000,494.70000,2221.20000,2904.30000,2.60000,6819.40000,275.50000,5712.20000,8616.50000
2012-03-31,1229.10000,895.00000,937.00000,64.70000,3322.50000,1192.70000,3442.60000,645.90000,5281.20000,8603.70000,861.80000,1572.80000,507.50000,2080.30000,2942.10000,2.60000,6636.30000,327.60000,5661.60000,8603.70000
2011-12-31,1223.80000,838.80000,929.80000,73.70000,3276.60000,1207.30000,3424.50000,606.90000,5238.70000,8515.30000,867.10000,1576.00000,557.40000,2133.40000,3000.50000,2.50000,6426.80000,271.40000,5514.80000,8515.30000
2011-09-30,977.90000,827.90000,968.40000,68.50000,3073.30000,1210.30000,3429.00000,486.20000,5125.50000,8198.80000,674.60000,1543.50000,372.00000,1915.50000,2590.10000,2.50000,6302.80000,370.10000,5608.70000,8198.80000
2011-06-30,945.50000,888.40000,975.10000,66.70000,3108.30000,1213.00000,3505.50000,422.40000,5140.90000,8249.20000,679.00000,1147.30000,407.10000,1554.40000,2233.40000,2.50000,6111.30000,447.50000,6015.80000,8249.20000
2011-03-31,866.20000,876.30000,958.40000,104.10000,3030.70000,1218.30000,3507.30000,361.40000,5087.00000,8117.70000,713.40000,1140.20000,399.80000,1540.00000,2253.40000,2.50000,5908.30000,409.70000,5864.30000,8117.70000
2010-12-31,934.00000,775.90000,936.40000,127.70000,3009.70000,1213.80000,3407.90000,368.50000,4990.20000,7999.90000,702.50000,1142.10000,384.00000,1526.10000,2228.60000,2.50000,5699.40000,321.00000,5771.30000,7999.90000
2010-09-30,981.60000,757.80000,925.40000,104.70000,3007.30000,1177.40000,3552.80000,266.20000,4996.40000,8003.70000,698.60000,1138.60000,344.60000,1483.20000,2181.80000,2.50000,5664.50000,325.30000,5821.90000,8003.70000
2010-06-30,986.70000,765.10000,885.80000,127.60000,2982.80000,1170.60000,3456.10000,217.80000,4844.50000,7827.30000,601.80000,1130.60000,360.40000,1491.00000,2092.80000,2.50000,5473.40000,224.10000,5734.50000,7827.30000
2010-03-31,871.40000,767.10000,896.50000,118.00000,2873.80000,1190.50000,3546.30000,211.40000,4948.20000,7822.00000,655.20000,1127.00000,325.90000,1452.90000,2108.10000,2.50000,5307.90000,304.90000,5713.90000,7822.00000
2009-12-31,758.10000,751.40000,913.20000,105.40000,2738.00000,1221.70000,3641.50000,184.30000,5047.50000,7785.50000,690.70000,1127.60000,328.50000,1456.10000,2146.80000,2.50000,5102.50000,358.60000,5638.70000,7785.50000
2009-09-30,442.50000,743.20000,972.10000,65.50000,2448.80000,1239.70000,3757.10000,202.50000,5199.30000,7648.10000,676.70000,600.20000,392.50000,992.70000,1669.40000,2.50000,4947.70000,351.20000,5978.70000,7648.10000
2009-06-30,280.20000,768.70000,980.90000,81.80000,2328.70000,1254.40000,3689.20000,189.80000,5133.40000,7462.10000,669.20000,653.50000,333.80000,987.30000,1656.50000,2.50000,4797.80000,282.40000,5805.60000,7462.10000
2009-03-31,215.50000,725.60000,947.00000,103.40000,2195.70000,1257.20000,3611.90000,167.10000,5036.20000,7231.90000,703.60000,660.40000,312.50000,972.90000,1676.50000,2.50000,4587.70000,228.70000,5555.40000,7231.90000
