,cash-on-hand,receivables-total,inventory,pre-paid-expenses,other-current-assets,total-current-assets,net-property-plant-equipment,long-term-investments,goodwill-intangible-assets-total,other-long-term-assets,total-long-term-assets,total-assets,total-current-liabilities,long-term-debt,other-non-current-liabilities,total-long-term-liabilities,total-liabilities,common-stock-net,retained-earnings-accumulated-deficit,comprehensive-income,total-share-holder-equity,total-liabilities-share-holders-equity
2022-12-31,196.75600,184.76300,160.23300,,23.43100,565.18300,223.85100,,1437.23600,53.19400,1798.21800,2363.40100,128.39500,200.00000,18.33600,407.90000,536.29500,1.57100,1199.97600,-75.12500,1827.10600,2363.40100
2022-09-30,203.07500,174.17400,150.00900,,24.77300,552.03100,224.09800,,1450.95200,53.89500,1798.69000,2350.72100,137.62900,264.66100,19.60100,461.93800,599.56700,0.39200,1162.51500,-91.81000,1751.15400,2350.72100
2022-06-30,247.02900,194.54800,141.12300,,22.85600,605.55600,223.24200,,1353.62300,46.82800,1689.24900,2294.80500,176.01800,243.41000,17.23900,417.77600,593.79400,1.56600,1122.93700,-75.20000,1701.01100,2294.80500
2022-03-31,231.17200,202.09500,128.28300,,31.55800,593.10800,218.39800,,1378.96000,45.97600,1706.78400,2299.89200,166.83800,246.51400,17.56900,419.73200,586.57000,0.39300,1132.80700,-55.14500,1713.32200,2299.89200
2021-12-31,278.98000,152.89600,121.85800,,36.49600,590.23000,211.81400,,1401.40300,37.10600,1714.61600,2304.84600,154.80900,269.61800,18.74700,447.50600,602.31500,0.39300,1145.64100,-59.47400,1702.53100,2304.84600
2021-09-30,235.06100,147.54800,117.36600,,43.77300,543.74800,207.13400,,1436.32000,11.58900,1726.43900,2270.18700,133.99200,287.72300,37.64600,489.24000,623.23200,0.39300,1119.33700,-64.21600,1646.95500,2270.18700
2021-06-30,231.55400,145.38500,116.74800,,16.91900,510.60600,207.90700,,1459.03500,11.57500,1752.35100,2262.95700,152.28400,328.82700,49.86200,539.43900,691.72300,0.39000,1085.46100,-57.29100,1571.23400,2262.95700
2021-03-31,276.24400,157.79000,109.99000,,22.58200,566.60600,198.97500,,1235.63800,11.59300,1518.03600,2084.64200,137.64000,202.93100,30.91200,399.06000,536.70000,0.38900,1088.78800,-64.02300,1547.94200,2084.64200
2020-12-31,282.95200,128.24300,106.59000,,24.14800,541.93300,195.60200,,1250.83800,11.33900,1525.93300,2067.86600,117.56800,219.03500,31.39500,419.44400,537.01200,0.38800,1104.76200,-64.23800,1530.85400,2067.86600
2020-09-30,287.39000,122.63500,106.00300,,25.86500,541.89300,191.67700,,1239.22700,10.28100,1511.20300,2053.09600,105.42400,311.13900,30.18000,508.38700,613.81100,0.38600,1073.36200,-83.14200,1439.28500,2053.09600
2020-06-30,270.89300,122.53400,103.15200,,24.34100,520.92000,176.82900,,1244.85300,13.52200,1506.66900,2027.58900,106.66800,344.24300,27.14800,539.72900,646.39700,0.38500,1057.47000,-97.19900,1381.19200,2027.58900
2020-03-31,261.08800,117.45200,99.67300,,13.71500,491.92800,165.01200,,1256.16400,12.16700,1507.09400,1999.02200,104.98500,407.34800,29.75200,602.76900,707.75400,0.38100,1012.71300,-103.45800,1291.26800,1999.02200
2019-12-31,243.95000,111.75300,95.35100,,14.02000,465.07400,164.31300,,1283.95300,9.25100,1533.34100,1998.41500,104.95300,370.45200,23.39000,570.11400,675.06700,0.38300,1038.78300,-78.35200,1323.34800,1998.41500
2019-09-30,158.41100,122.72400,90.85500,,19.95500,391.94500,156.78300,,1293.75000,5.58800,1533.08300,1925.02800,88.26800,473.55600,27.58000,662.53610,750.80400,0.38100,931.35800,-91.62700,1174.22400,1925.02800
2019-06-30,166.03300,137.46600,91.05000,,18.05800,412.60700,154.03900,,1312.09600,5.66800,1471.80300,1884.41000,101.98500,492.66000,34.42200,616.83600,718.82100,0.37900,931.93400,-83.52100,1165.58900,1884.41000
2019-03-31,178.79000,133.92700,93.83900,,16.87700,423.43300,145.31900,,1298.75000,5.11600,1449.18500,1872.61800,98.04700,509.76500,21.69600,628.30500,726.35200,0.37800,927.77300,-79.63300,1146.26600,1872.61800
2018-12-31,156.53300,113.28300,90.90500,,19.21300,379.93400,145.26200,,1314.62800,5.00800,1464.89800,1844.83200,87.43200,532.86900,23.99300,660.97500,748.40700,0.37700,895.20500,-83.01100,1096.42500,1844.83200
2018-09-30,163.72100,114.75300,90.91800,,13.72000,383.11200,146.51100,,1337.47600,5.09900,1489.08600,1872.19800,83.44200,548.97300,16.47100,679.28700,762.72900,0.37800,905.13900,-70.63200,1109.46900,1872.19800
2018-06-30,181.75400,120.29600,85.64800,,10.66800,398.36600,145.34800,,1044.22200,5.26600,1194.83600,1593.20200,79.51000,339.00000,9.33800,434.63100,514.14100,0.37600,876.93100,-44.81400,1079.06100,1593.20200
2018-03-31,176.43400,109.75900,88.58600,18.72500,,393.50400,142.77900,,1054.46100,27.06400,1224.30400,1617.80800,70.88900,392.50000,9.14000,488.62700,559.51600,0.37500,847.31000,-15.86200,1058.29200,1617.80800
2017-12-31,162.38500,98.49800,68.28000,16.92300,,346.08600,138.46100,,1027.46100,43.41400,1209.33600,1555.42200,111.67900,362.50000,9.32100,445.92400,557.60300,0.37500,839.56400,-56.81700,997.81900,1555.42200
2017-09-30,122.72500,107.32500,66.53200,10.57600,,307.15800,136.84600,,1038.80400,44.57200,1220.22200,1527.38000,107.03100,337.50000,6.25500,460.53900,567.57000,0.37400,802.43400,-49.75900,959.81000,1527.38000
2017-06-30,157.71400,116.83000,60.15100,,13.33000,348.02500,135.12400,,1031.06800,44.00200,1210.19400,1558.21900,135.52200,343.77100,8.70300,473.07000,608.59200,0.37400,799.02700,-48.93500,949.62700,1558.21900
2017-03-31,113.62000,118.33500,63.76700,10.32000,,306.04200,132.14600,,1052.43100,42.81200,1227.38900,1533.43100,142.20000,343.63700,7.59700,483.30600,625.50600,0.37300,778.83600,-65.29400,907.92500,1533.43100
2016-12-31,115.49500,104.36800,66.08900,8.15400,,294.10600,131.95200,,1051.27300,42.69400,1225.91900,1520.02500,120.32600,343.65900,32.22800,509.12600,629.45200,0.37300,769.00500,-67.22000,890.57300,1520.02500
2016-09-30,121.97000,109.81300,70.51900,7.84900,,310.15100,133.80500,,1069.41500,4.10600,1207.32600,1517.47800,107.01600,343.50000,36.05400,515.06600,622.08200,0.37300,774.73400,-63.92500,895.36900,1517.47800
2016-06-30,95.83500,93.39300,57.10200,,7.56100,253.89100,132.36200,,741.40600,1.92200,875.69000,1129.58100,54.14700,91.50000,41.81700,196.15400,250.30100,0.37200,770.55300,-70.40500,879.28000,1129.58100
2016-03-31,84.58700,88.22100,57.06600,6.86500,,236.73900,133.66600,,750.04400,1.47400,885.18400,1121.92400,46.61600,157.80800,3.16400,222.34500,268.96200,0.37200,756.92600,-76.48000,852.96200,1121.92400
2015-12-31,113.92300,67.33000,58.67500,6.94200,,258.38300,134.04300,,739.44200,1.58500,875.07000,1133.45300,35.82900,162.78900,3.22000,241.28100,277.11000,0.37200,738.53800,-51.52700,856.34300,1133.45300
2015-09-30,87.26500,71.88700,58.96700,6.20100,,240.99700,132.85200,,752.71300,1.75700,887.32200,1128.32000,45.04000,164.36800,3.14600,245.33300,290.37300,0.37200,724.58600,-53.61500,837.94700,1128.32000
2015-06-30,110.92100,70.03400,49.57700,,6.24000,248.28300,129.74900,,683.47700,1.85100,815.07700,1063.36000,39.76800,73.00000,42.22800,176.65700,216.42500,0.37100,713.85100,-30.59300,846.93500,1063.36000
2015-03-31,159.95000,66.82700,51.04500,5.18700,,294.73800,124.48500,,683.14400,1.93800,809.56700,1104.30500,38.51300,152.01100,37.14400,245.72600,284.23900,0.37200,699.46600,-41.62200,820.06600,1104.30500
2014-12-31,139.93800,62.56900,52.81500,5.11800,,273.53000,124.77600,4.08500,714.90600,1.70100,845.46800,1118.99800,44.28000,151.03700,36.89600,254.03600,298.31600,0.37100,687.06000,-24.47700,820.68200,1118.99800
2014-09-30,130.81200,61.53700,52.19500,4.41900,,268.11100,122.00600,13.57500,612.74200,1.82600,750.14900,1018.26000,40.61800,118.99700,0.70800,184.22900,224.84700,0.37000,665.71400,-22.97900,793.41300,1018.26000
2014-06-30,363.35400,55.00100,38.84700,,2.58800,469.41300,117.12000,14.02100,260.24900,1.68800,393.07800,862.49100,26.39100,,6.99700,40.83500,67.22600,0.37000,653.27900,-5.38800,795.26500,862.49100
2014-03-31,220.13100,50.45800,38.38600,2.04700,,319.53100,116.64900,151.35700,240.76400,2.26500,511.03500,830.56600,24.36400,,,29.16100,53.52500,0.36900,637.92300,-3.90900,777.04100,830.56600
2013-12-31,186.85600,40.43500,39.99200,1.98000,,279.14100,115.15900,162.59000,242.90700,2.36800,523.02400,802.16500,22.10900,,,31.52800,53.63700,0.36900,617.72200,-9.95300,748.52800,802.16500
2013-09-30,184.69900,44.16800,39.95700,2.28500,,280.63600,113.36200,138.47700,244.32300,2.49200,498.65400,779.29000,20.27600,,,32.25100,52.52700,0.36900,604.10200,-14.32100,726.76300,779.29000
2013-06-30,332.93700,40.17500,34.87700,1.52700,,409.51600,108.75600,132.90700,124.88800,2.03100,368.58200,778.09800,32.08400,,,8.47300,40.55700,0.36800,587.72500,14.55300,737.54100,778.09800
2013-03-31,312.87500,39.87400,35.67500,1.73300,,390.15700,105.20200,135.76500,126.09000,3.07600,370.13300,760.29000,32.48100,,,8.30000,40.78100,0.36800,572.18600,12.83700,719.50900,760.29000
2012-12-31,286.09500,34.32500,37.60000,1.71100,,359.73100,101.13300,128.56900,132.10400,3.03300,364.83900,724.57000,21.26800,,,8.73700,30.00500,0.36800,550.12000,10.25000,694.56500,724.57000
2012-09-30,273.06700,36.91000,38.39700,1.76900,,350.14300,94.92000,131.71300,133.00900,2.84400,362.48600,712.62900,22.90100,,,9.12300,32.02400,0.36800,535.80500,12.14100,680.60500,712.62900
2012-06-30,268.98600,37.74100,38.27700,1.50300,,346.50700,93.78800,145.02200,132.15800,1.84900,372.81700,719.32400,35.75000,,,9.13200,44.88200,0.36800,520.44800,21.77500,674.44200,719.32400
2012-03-31,219.60500,44.74200,40.49700,1.42800,,306.27200,94.61400,146.65100,134.87600,1.62100,377.76200,684.03400,30.72100,,,8.81600,39.53700,0.36900,505.83400,6.87700,644.49700,684.03400
2011-12-31,137.75200,34.54500,40.97800,1.02000,,227.21600,94.60400,167.29000,133.91900,1.21900,397.03200,624.24800,14.12300,,,12.61900,26.74200,0.36900,487.52400,-20.90400,597.50600,624.24800
2011-09-30,133.35500,35.63900,42.11600,1.17000,,219.01000,94.35200,168.38400,135.39000,11.30000,409.42600,628.43600,26.23600,,,12.84600,39.08200,0.37000,479.55100,-20.22000,589.35400,628.43600
2011-06-30,140.81300,37.86000,44.90600,1.04100,,230.41700,95.39800,151.62100,138.91500,1.31900,387.25300,617.67000,18.18800,,,13.36000,31.54800,0.37100,472.73000,-16.29100,586.12200,617.67000
2011-03-31,213.89800,37.51400,13.61900,0.85800,,276.72600,94.14500,183.60800,26.60100,1.20000,306.09300,582.81900,16.54200,,,,16.54200,0.37100,454.42800,-15.84300,566.27700,582.81900
2010-12-31,194.86200,31.88500,13.73600,0.95800,,253.56000,95.09600,178.67800,26.77100,0.44000,302.04800,555.60800,13.67200,,,,13.67200,0.37100,433.38700,-19.05000,541.93600,555.60800
2010-09-30,172.63400,33.05700,13.81800,1.06300,,233.19900,96.32200,181.74800,26.94200,0.47700,306.42500,539.62400,16.05900,,,,16.05900,0.37100,416.86300,-17.29100,523.56500,539.62400
2010-06-30,138.81100,34.13700,13.73700,0.97600,,201.04000,97.40000,191.73000,27.11200,0.52300,317.77600,518.81600,17.02400,,,,17.02400,0.37000,400.11900,-21.23400,501.79200,518.81600
2010-03-31,153.15800,37.93700,13.45100,1.14700,,219.32200,97.74500,175.22800,27.35200,0.56900,302.57000,521.89200,19.74800,,,,19.74800,0.37300,399.42900,-19.77900,502.14400,521.89200
2009-12-31,249.47900,27.80100,12.98800,1.00500,,300.95900,98.91000,70.41800,27.59200,0.61800,201.27400,502.23300,13.68700,,,,13.68700,0.37300,378.13900,-9.47500,488.54600,502.23300
2009-09-30,227.27500,31.72500,12.46800,1.01300,,281.88400,98.80600,74.39300,27.83200,0.68400,205.16200,487.04600,16.04000,,,,16.04000,0.37200,363.10200,-10.54800,471.00600,487.04600
2009-06-30,202.88700,31.15300,11.26900,0.81300,,255.46700,100.13300,83.98200,28.07200,0.75000,216.53800,472.00500,15.52300,,,,15.52300,0.37200,345.64100,-7.47700,456.48200,472.00500
2009-03-31,167.11700,34.61200,10.74900,0.90000,,222.67500,97.42800,89.38300,28.31200,0.81300,219.12800,441.80300,14.91400,,,,14.91400,0.37300,331.33600,-22.55000,426.88900,441.80300
