,cash-on-hand,receivables-total,inventory,other-current-assets,total-current-assets,net-property-plant-equipment,long-term-investments,goodwill-intangible-assets-total,other-long-term-assets,total-long-term-assets,total-assets,total-current-liabilities,long-term-debt,other-non-current-liabilities,total-long-term-liabilities,total-liabilities,common-stock-net,retained-earnings-accumulated-deficit,comprehensive-income,total-share-holder-equity,total-liabilities-share-holders-equity
2022-11-30,10581.00000,3318.00000,8359.00000,663.00000,22921.00000,39335.00000,1426.00000,1656.00000,1171.00000,44953.00000,67874.00000,6525.00000,10094.00000,1324.00000,12043.00000,18568.00000,123.00000,46873.00000,-473.00000,49306.00000,67874.00000
2022-08-31,9331.00000,5130.00000,6663.00000,657.00000,21781.00000,38549.00000,1647.00000,1649.00000,1277.00000,44502.00000,66283.00000,7539.00000,6803.00000,1424.00000,8837.00000,16376.00000,123.00000,47274.00000,-560.00000,49907.00000,66283.00000
2022-05-31,10227.00000,6229.00000,5629.00000,623.00000,22708.00000,36665.00000,1646.00000,1643.00000,1262.00000,42588.00000,65296.00000,7009.00000,6856.00000,1521.00000,9006.00000,16015.00000,122.00000,45916.00000,-364.00000,49281.00000,65296.00000
2022-02-28,10122.00000,5384.00000,5383.00000,613.00000,21502.00000,36171.00000,1717.00000,1642.00000,1315.00000,42194.00000,63696.00000,6918.00000,6953.00000,1445.00000,8933.00000,15851.00000,122.00000,43407.00000,-138.00000,47845.00000,63696.00000
2021-11-30,9580.00000,5250.00000,4827.00000,534.00000,20191.00000,35155.00000,1817.00000,1575.00000,1188.00000,41055.00000,61246.00000,6512.00000,6904.00000,1399.00000,8826.00000,15338.00000,122.00000,41267.00000,-91.00000,45908.00000,61246.00000
2021-08-31,8633.00000,5311.00000,4487.00000,1476.00000,19907.00000,33213.00000,1765.00000,1577.00000,1054.00000,38942.00000,58849.00000,6424.00000,6621.00000,1367.00000,8492.00000,14916.00000,122.00000,39051.00000,2.00000,43933.00000,58849.00000
2021-05-31,8349.00000,4231.00000,4537.00000,1444.00000,18561.00000,32209.00000,1399.00000,1578.00000,816.00000,37382.00000,55943.00000,5462.00000,6418.00000,1291.00000,8222.00000,13684.00000,120.00000,36452.00000,47.00000,42259.00000,55943.00000
2021-02-28,7184.00000,3353.00000,4743.00000,1999.00000,17279.00000,31848.00000,1316.00000,1570.00000,821.00000,36856.00000,54135.00000,5433.00000,6298.00000,1213.00000,8039.00000,13472.00000,120.00000,34723.00000,81.00000,40663.00000,54135.00000
2020-11-30,7032.00000,3691.00000,5521.00000,285.00000,16529.00000,32229.00000,1264.00000,1564.00000,802.00000,37162.00000,53691.00000,5688.00000,6356.00000,1211.00000,8096.00000,13784.00000,120.00000,34138.00000,110.00000,39907.00000,53691.00000
2020-08-31,8142.00000,3912.00000,5373.00000,538.00000,17965.00000,31031.00000,1048.00000,1562.00000,781.00000,35713.00000,53678.00000,6635.00000,6373.00000,1141.00000,8047.00000,14682.00000,119.00000,33384.00000,71.00000,38996.00000,53678.00000
2020-05-31,8658.00000,3603.00000,5405.00000,233.00000,17899.00000,30081.00000,577.00000,1560.00000,514.00000,34106.00000,52005.00000,6185.00000,6356.00000,1006.00000,8000.00000,14185.00000,119.00000,32402.00000,-11.00000,37820.00000,52005.00000
2020-02-29,7481.00000,3049.00000,5208.00000,238.00000,15976.00000,29647.00000,586.00000,1560.00000,510.00000,33672.00000,49648.00000,5822.00000,5188.00000,969.00000,6803.00000,12625.00000,119.00000,31602.00000,-9.00000,37023.00000,49648.00000
2019-11-30,7588.00000,3419.00000,4943.00000,217.00000,16167.00000,29352.00000,599.00000,1561.00000,579.00000,33482.00000,49649.00000,6317.00000,5188.00000,1035.00000,6832.00000,13149.00000,119.00000,31218.00000,6.00000,36500.00000,49649.00000
2019-08-31,7955.00000,3195.00000,5118.00000,235.00000,16503.00000,28240.00000,1164.00000,1568.00000,575.00000,32384.00000,48887.00000,6390.00000,4541.00000,1088.00000,5727.00000,12117.00000,118.00000,30761.00000,9.00000,36770.00000,48887.00000
2019-05-31,6689.00000,3257.00000,4905.00000,215.00000,15066.00000,27138.00000,1167.00000,1567.00000,533.00000,31222.00000,46288.00000,5397.00000,3564.00000,1039.00000,4701.00000,10098.00000,118.00000,30201.00000,8.00000,36190.00000,46288.00000
2019-02-28,7533.00000,4416.00000,4390.00000,211.00000,16550.00000,26204.00000,1614.00000,1578.00000,779.00000,30937.00000,47487.00000,7361.00000,3606.00000,993.00000,4696.00000,12057.00000,118.00000,29364.00000,6.00000,35430.00000,47487.00000
2018-11-30,5563.00000,5418.00000,3876.00000,182.00000,15039.00000,24807.00000,1565.00000,1584.00000,758.00000,29556.00000,44595.00000,5189.00000,3736.00000,834.00000,4667.00000,9856.00000,117.00000,27769.00000,-5.00000,34739.00000,44595.00000
2018-08-31,6802.00000,5478.00000,3595.00000,164.00000,16039.00000,23672.00000,473.00000,1559.00000,611.00000,27337.00000,43376.00000,5754.00000,3780.00000,581.00000,4458.00000,10212.00000,117.00000,24395.00000,10.00000,33164.00000,43376.00000
2018-05-31,7071.00000,4912.00000,3369.00000,147.00000,15499.00000,22705.00000,487.00000,1562.00000,603.00000,26346.00000,41845.00000,5883.00000,5895.00000,549.00000,6444.00000,12327.00000,117.00000,20070.00000,22.00000,29518.00000,41845.00000
2018-02-28,8042.00000,4437.00000,3184.00000,173.00000,15836.00000,21864.00000,520.00000,1576.00000,441.00000,25427.00000,41263.00000,6135.00000,7816.00000,746.00000,8562.00000,14697.00000,116.00000,16247.00000,43.00000,26566.00000,41263.00000
2017-11-30,6174.00000,3876.00000,3160.00000,148.00000,13358.00000,20723.00000,314.00000,1596.00000,469.00000,23833.00000,37191.00000,5583.00000,7662.00000,553.00000,8215.00000,13798.00000,116.00000,12938.00000,24.00000,23393.00000,37191.00000
2017-08-31,5428.00000,3759.00000,3123.00000,147.00000,12457.00000,19431.00000,617.00000,1615.00000,450.00000,22879.00000,35336.00000,5334.00000,9893.00000,639.00000,10532.00000,15866.00000,112.00000,10260.00000,29.00000,19470.00000,35336.00000
