,cash-on-hand,receivables-total,inventory,other-current-assets,total-current-assets,net-property-plant-equipment,long-term-investments,goodwill-intangible-assets-total,other-long-term-assets,total-long-term-assets,total-assets,total-current-liabilities,long-term-debt,other-non-current-liabilities,total-long-term-liabilities,total-liabilities,common-stock-net,retained-earnings-accumulated-deficit,comprehensive-income,total-share-holder-equity,total-liabilities-share-holders-equity
2022-12-31,3207.00000,4756.00000,9886.00000,1770.00000,19619.00000,6710.00000,4431.00000,26387.00000,3931.00000,42062.00000,61681.00000,27336.00000,34875.00000,3825.00000,40656.00000,67992.00000,,34289.00000,-9559.00000,-6311.00000,61681.00000
2022-09-30,5368.00000,4611.00000,7153.00000,1903.00000,19035.00000,5610.00000,4087.00000,8351.00000,2952.00000,21682.00000,40717.00000,20772.00000,21762.00000,4663.00000,27348.00000,48120.00000,,33865.00000,-9288.00000,-7403.00000,40717.00000
2022-06-30,5036.00000,4593.00000,7551.00000,1196.00000,18376.00000,5965.00000,4328.00000,8974.00000,2603.00000,22584.00000,40960.00000,20547.00000,22345.00000,4472.00000,27673.00000,48220.00000,,33755.00000,-9043.00000,-7260.00000,40960.00000
2022-03-31,4622.00000,4418.00000,8684.00000,1000.00000,18724.00000,6004.00000,4312.00000,9418.00000,2581.00000,23009.00000,41733.00000,20417.00000,24019.00000,4749.00000,29519.00000,49936.00000,,33468.00000,-9760.00000,-8203.00000,41733.00000
2021-12-31,4496.00000,3940.00000,8720.00000,561.00000,17717.00000,6168.00000,4463.00000,9498.00000,2549.00000,23573.00000,41290.00000,19255.00000,24783.00000,4734.00000,30243.00000,49498.00000,,33082.00000,-9577.00000,-8208.00000,41290.00000
2021-09-30,4491.00000,4182.00000,8173.00000,1000.00000,17846.00000,6061.00000,4624.00000,9707.00000,2268.00000,23743.00000,41589.00000,17877.00000,25768.00000,5856.00000,32344.00000,50221.00000,,32935.00000,-10520.00000,-8632.00000,41589.00000
2021-06-30,4915.00000,4445.00000,8690.00000,693.00000,18743.00000,5975.00000,4633.00000,7800.00000,2423.00000,21943.00000,40686.00000,15884.00000,27414.00000,6083.00000,34002.00000,49886.00000,,32465.00000,-10665.00000,-9200.00000,40686.00000
2021-03-31,3902.00000,4087.00000,9019.00000,902.00000,17910.00000,5952.00000,4637.00000,7720.00000,2515.00000,21894.00000,39804.00000,15215.00000,27276.00000,6376.00000,34163.00000,49378.00000,,32178.00000,-10746.00000,-9574.00000,39804.00000
2020-12-31,7280.00000,3761.00000,9591.00000,860.00000,21492.00000,6365.00000,4798.00000,7983.00000,2767.00000,23323.00000,44815.00000,19615.00000,28168.00000,6979.00000,35831.00000,55446.00000,,31638.00000,-11181.00000,-10631.00000,44815.00000
2020-09-30,4821.00000,3712.00000,8160.00000,760.00000,17453.00000,6134.00000,4579.00000,7573.00000,2165.00000,21676.00000,39129.00000,15525.00000,27346.00000,5842.00000,33849.00000,49374.00000,,31537.00000,-10567.00000,-10245.00000,39129.00000
2020-06-30,4200.00000,3944.00000,8968.00000,664.00000,17776.00000,6184.00000,4516.00000,7601.00000,1926.00000,21386.00000,39162.00000,15792.00000,27043.00000,5672.00000,33490.00000,49282.00000,,31103.00000,-10009.00000,-10120.00000,39162.00000
2020-03-31,3746.00000,3334.00000,9045.00000,736.00000,16861.00000,6107.00000,4390.00000,7134.00000,1889.00000,20633.00000,37494.00000,16584.00000,24999.00000,6136.00000,31973.00000,48557.00000,,30984.00000,-10774.00000,-11063.00000,37494.00000
2019-12-31,6861.00000,3717.00000,9235.00000,701.00000,20514.00000,6631.00000,4635.00000,7971.00000,1971.00000,22361.00000,42875.00000,18833.00000,26656.00000,6077.00000,33641.00000,52474.00000,,30987.00000,-9363.00000,-9599.00000,42875.00000
2019-09-30,6507.00000,3729.00000,8529.00000,810.00000,19575.00000,6636.00000,4499.00000,7808.00000,1934.00000,21845.00000,41420.00000,18045.00000,26426.00000,5199.00000,32530.00000,50575.00000,,31197.00000,-8966.00000,-9155.00000,41420.00000
2019-06-30,4008.00000,4074.00000,8255.00000,826.00000,17163.00000,6917.00000,4665.00000,7958.00000,2178.00000,22760.00000,39923.00000,18046.00000,24858.00000,5642.00000,31286.00000,49332.00000,,31128.00000,-9051.00000,-9409.00000,39923.00000
2019-03-31,3081.00000,3535.00000,8318.00000,807.00000,15741.00000,6894.00000,4578.00000,7904.00000,1974.00000,22301.00000,38042.00000,18486.00000,23131.00000,5689.00000,29741.00000,48227.00000,,30588.00000,-9237.00000,-10185.00000,38042.00000
2018-12-31,6593.00000,3564.00000,8804.00000,481.00000,19442.00000,7201.00000,1269.00000,9467.00000,1445.00000,20359.00000,39801.00000,17191.00000,26975.00000,5476.00000,33349.00000,50540.00000,,31014.00000,-10111.00000,-10739.00000,39801.00000
2018-09-30,5880.00000,3522.00000,8440.00000,696.00000,18538.00000,7138.00000,1361.00000,9588.00000,1765.00000,20842.00000,39380.00000,15599.00000,28179.00000,4735.00000,33723.00000,49322.00000,,30877.00000,-9199.00000,-9942.00000,39380.00000
2018-06-30,6587.00000,3772.00000,8925.00000,744.00000,20028.00000,7113.00000,1352.00000,9648.00000,1671.00000,20693.00000,40721.00000,17441.00000,28048.00000,4607.00000,33448.00000,50889.00000,,30406.00000,-8908.00000,-10168.00000,40721.00000
2018-03-31,7200.00000,3894.00000,8592.00000,907.00000,20593.00000,7459.00000,1395.00000,10122.00000,2351.00000,22477.00000,43070.00000,17688.00000,29578.00000,5464.00000,35864.00000,53552.00000,,29985.00000,-8883.00000,-10482.00000,43070.00000
2017-12-31,8447.00000,3738.00000,8806.00000,603.00000,21594.00000,7271.00000,1074.00000,10098.00000,1924.00000,21374.00000,42968.00000,15962.00000,31334.00000,5103.00000,37236.00000,53198.00000,,29859.00000,-8535.00000,-10230.00000,42968.00000
2017-09-30,7667.00000,3985.00000,8283.00000,924.00000,20859.00000,6857.00000,1080.00000,10182.00000,1835.00000,21092.00000,41951.00000,18514.00000,28065.00000,3968.00000,33070.00000,51584.00000,,30831.00000,-8797.00000,-9633.00000,41951.00000
2017-06-30,6197.00000,3648.00000,7730.00000,857.00000,18432.00000,6629.00000,1072.00000,10141.00000,1586.00000,20228.00000,38660.00000,17243.00000,26595.00000,3737.00000,31694.00000,48937.00000,,30528.00000,-9070.00000,-10277.00000,38660.00000
2017-03-31,5076.00000,3090.00000,8007.00000,711.00000,16884.00000,6264.00000,1079.00000,10002.00000,1564.00000,19743.00000,36627.00000,13355.00000,28588.00000,3502.00000,33829.00000,47184.00000,,30367.00000,-9265.00000,-10557.00000,36627.00000
2016-12-31,4239.00000,3499.00000,9017.00000,853.00000,17608.00000,6064.00000,1011.00000,9794.00000,1515.00000,19243.00000,36851.00000,16467.00000,25851.00000,3536.00000,31284.00000,47751.00000,,30397.00000,-9559.00000,-10900.00000,36851.00000
2016-09-30,4884.00000,3100.00000,7486.00000,654.00000,16574.00000,6133.00000,986.00000,10224.00000,1660.00000,19003.00000,35577.00000,14258.00000,26960.00000,3300.00000,31636.00000,45894.00000,,30305.00000,-8889.00000,-10317.00000,35577.00000
2016-06-30,3814.00000,3085.00000,7989.00000,689.00000,16046.00000,5931.00000,948.00000,10225.00000,1652.00000,18756.00000,34802.00000,12672.00000,28098.00000,3368.00000,32929.00000,45601.00000,,29985.00000,-8955.00000,-10799.00000,34802.00000
2016-03-31,2944.00000,2989.00000,8699.00000,811.00000,15928.00000,5865.00000,942.00000,10347.00000,1539.00000,18693.00000,34621.00000,14091.00000,26683.00000,3363.00000,31424.00000,45515.00000,,29785.00000,-8914.00000,-10894.00000,34621.00000
2015-12-31,3417.00000,2778.00000,8473.00000,648.00000,15804.00000,5721.00000,890.00000,10038.00000,1143.00000,18152.00000,33956.00000,15386.00000,25250.00000,3253.00000,30046.00000,45432.00000,,29842.00000,-9402.00000,-11476.00000,33956.00000
2015-09-30,2393.00000,3322.00000,7207.00000,804.00000,14112.00000,5600.00000,919.00000,10025.00000,1355.00000,17899.00000,32011.00000,14102.00000,25800.00000,2721.00000,30135.00000,44237.00000,,30178.00000,-8927.00000,-12226.00000,32011.00000
2015-06-30,1838.00000,3619.00000,7207.00000,680.00000,13772.00000,5815.00000,1020.00000,10721.00000,1385.00000,18941.00000,32713.00000,15386.00000,24566.00000,2760.00000,29125.00000,44511.00000,,29822.00000,-8107.00000,-11798.00000,32713.00000
2015-03-31,1524.00000,3741.00000,7552.00000,1001.00000,14275.00000,5697.00000,1064.00000,10775.00000,1444.00000,18980.00000,33255.00000,14980.00000,25572.00000,2974.00000,30521.00000,45501.00000,,29489.00000,-8090.00000,-12246.00000,33255.00000
2014-12-31,1682.00000,4004.00000,8592.00000,673.00000,15484.00000,6071.00000,1083.00000,11373.00000,1176.00000,19703.00000,35187.00000,15112.00000,26929.00000,2800.00000,31278.00000,46390.00000,,29249.00000,-6826.00000,-11203.00000,35187.00000
2014-09-30,2043.00000,3785.00000,7979.00000,573.00000,14761.00000,6273.00000,1371.00000,11841.00000,1155.00000,20640.00000,35401.00000,15117.00000,25395.00000,1857.00000,28961.00000,44078.00000,,29192.00000,-5022.00000,-8677.00000,35401.00000
2014-06-30,1541.00000,4081.00000,8271.00000,403.00000,14710.00000,6648.00000,1508.00000,12294.00000,1165.00000,21615.00000,36325.00000,13580.00000,27161.00000,1911.00000,30592.00000,44172.00000,,28601.00000,-4314.00000,-7847.00000,36325.00000
2014-03-31,1823.00000,3408.00000,8724.00000,447.00000,14825.00000,6670.00000,1460.00000,12243.00000,939.00000,21312.00000,36137.00000,13971.00000,25989.00000,1843.00000,29323.00000,43294.00000,,28228.00000,-4213.00000,-7157.00000,36137.00000
2013-12-31,2154.00000,3853.00000,9846.00000,497.00000,16852.00000,6755.00000,1536.00000,12086.00000,939.00000,21316.00000,38168.00000,17066.00000,24023.00000,1876.00000,27376.00000,44442.00000,,27843.00000,-4190.00000,-6274.00000,38168.00000
2013-09-30,3382.00000,3659.00000,8026.00000,585.00000,16016.00000,6583.00000,665.00000,12467.00000,1064.00000,20779.00000,36795.00000,16018.00000,21877.00000,3001.00000,27968.00000,43986.00000,,27359.00000,-4820.00000,-7191.00000,36795.00000
