,cash-on-hand,receivables-total,total-current-assets,net-property-plant-equipment,goodwill-intangible-assets-total,other-long-term-assets,total-long-term-assets,total-assets,total-current-liabilities,long-term-debt,other-non-current-liabilities,total-long-term-liabilities,total-liabilities,common-stock-net,retained-earnings-accumulated-deficit,comprehensive-income,total-share-holder-equity,total-liabilities-share-holders-equity
2022-09-30,176.96900,861.11700,1038.08600,22306.54000,8728.10500,5332.89800,36923.74000,39215.22000,1621.40600,15758.51000,341.55200,18675.08000,21660.20000,2.85100,-4336.20100,-862.80400,17555.02000,39215.22000
2022-06-30,99.22600,797.20800,896.43400,20800.39000,7545.10700,4849.14100,33748.65000,35956.06000,1619.22200,14294.31000,341.14000,15288.08000,18325.84000,2.82400,-4211.68500,-475.56100,17630.22000,35956.06000
2022-03-31,157.96400,774.57700,932.54100,20932.96000,7802.44000,5104.98800,34386.06000,36680.54000,1572.35700,14388.22000,346.90800,15426.97000,18471.84000,2.82400,-3916.85400,-188.84400,18208.71000,36680.54000
2021-12-31,142.69800,671.72100,814.41900,20762.24000,7937.44000,4902.63400,34149.70000,36369.56000,1882.35200,13448.21000,336.57800,14498.23000,17892.77000,2.82400,-3631.92900,-173.88000,18476.79000,36369.56000
2021-09-30,116.00200,610.41600,726.41800,20581.99000,8062.91400,4480.81000,33678.57000,35847.64000,1341.86400,14087.54000,341.77800,15196.19000,18081.29000,2.81800,-4359.03300,-111.56000,17766.36000,35847.64000
2021-06-30,120.48200,630.08600,750.56800,20782.35000,8185.93100,4440.36100,33948.02000,36151.22000,1367.24000,13927.82000,362.60600,15074.04000,17986.97000,2.80600,-4153.40700,31.73300,18164.25000,36151.22000
2021-03-31,221.14000,657.09600,878.23600,20210.80000,8125.70600,4307.68200,33168.39000,35542.49000,1305.92100,13256.84000,362.00800,14309.49000,17197.17000,2.79500,-3952.49700,-77.78300,18345.32000,35542.49000
2020-12-31,108.50100,603.11100,711.61200,20582.95000,8330.99600,4535.59000,33977.72000,36076.29000,1744.54800,13304.72000,371.65900,14416.69000,17629.96000,2.78800,-3997.93800,135.01000,18446.34000,36076.29000
2020-09-30,971.30500,585.50600,1556.81100,19402.54000,8012.25600,4589.81800,32515.24000,35435.33000,2187.59600,12874.76000,489.16500,13405.19000,17036.85000,2.78400,-3726.90100,-123.62300,18398.49000,35435.33000
2020-06-30,505.17400,542.75000,1047.92400,18587.27000,7791.52200,1435.66700,31439.29000,33862.64000,1828.29000,12371.62000,488.34200,12900.55000,16179.99000,2.67000,-3386.52500,-358.34900,17682.65000,33862.64000
2020-03-31,246.48000,527.69900,774.17900,18124.89000,7466.04600,1398.79400,30974.50000,33113.30000,1732.31800,12251.33000,481.79100,12773.15000,15936.76000,2.62200,-3139.35000,-444.22200,17176.54000,33113.30000
2019-12-31,89.81700,305.50100,395.31800,14230.58000,3363.07000,3971.74300,22044.13000,23068.13000,1243.77400,10122.45000,211.42400,10522.72000,12460.03000,2.07300,-3046.57900,-87.92200,10608.10000,23068.13000
2019-09-30,7.19000,304.71200,311.90200,13905.85000,3338.16800,2266.23100,22226.78000,23172.77000,938.74000,10924.04000,380.66410,11323.79000,12961.91000,2.06900,-3136.66800,-68.62500,10210.86000,23172.77000
2019-06-30,33.53600,320.93800,354.47400,14849.48000,3353.53800,1232.59400,22426.67000,23430.09000,984.81200,10842.58000,397.38100,11257.30000,12956.37000,2.06700,-2961.30700,-89.58800,10473.72000,23430.09000
2019-03-31,123.87900,328.00900,451.88800,14611.73000,3358.46300,1199.13800,22229.59000,23342.07000,9446.03300,1756.19400,414.19300,2188.06500,12359.57000,2.06600,-2767.70800,-91.69900,10982.50000,23342.07000
2018-12-31,126.70000,299.62100,426.32100,14904.62000,4348.00700,480.10600,23340.37000,23766.70000,1381.75000,11101.48000,409.42400,11526.74000,12908.49000,2.05100,-2633.07100,-115.64700,10858.21000,23766.70000
2018-09-30,54.31000,308.70900,363.01900,14055.78000,3373.34200,481.40100,21099.09000,21462.11000,1059.35500,9179.87100,441.86900,9639.29300,10698.65000,2.04900,-2455.18900,-103.20100,10763.46000,21462.11000
2018-06-30,27.03200,282.28700,309.31900,13967.18000,3378.32500,487.55800,21102.10000,21411.42000,1031.79400,9106.08400,423.81200,9582.70100,10614.50000,2.04700,-2314.29100,-107.07000,10796.93000,21411.42000
2018-03-31,29.70000,309.32800,339.02800,13922.36000,3405.11000,543.96400,21242.89000,21581.92000,1012.49000,9147.71200,435.30000,9632.88300,10645.37000,2.04500,-2177.26900,-103.97400,10936.54000,21581.92000
2017-12-31,13.18100,276.34700,289.52800,13677.71000,3389.59500,618.68100,21114.82000,21404.35000,1286.56100,8542.03500,472.39600,9068.33400,10354.89000,2.04400,-2055.55200,-108.43200,11049.45000,21404.35000
2017-09-30,210.33100,258.49000,468.82100,13354.03000,3384.39400,552.63200,20763.68000,21232.50000,1024.39400,8484.24400,485.92800,9034.68100,10059.08000,2.04300,-1915.58600,-116.73200,11173.42000,21232.50000
2017-06-30,41.31400,229.45000,270.76400,9252.71500,778.86200,359.95900,12308.81000,12579.57000,850.60200,6437.62000,260.05500,6697.67500,7548.27700,1.61100,-1722.61000,-110.70900,5031.29400,12579.57000
2017-03-31,25.39700,195.40600,220.80300,9076.09500,757.44400,354.50500,12108.75000,12329.55000,804.37100,6201.32900,253.40300,6454.73100,7259.10300,1.58400,-1629.63300,-122.54000,5070.44500,12329.55000
