,cash-on-hand,receivables-total,inventory,other-current-assets,total-current-assets,net-property-plant-equipment,long-term-investments,goodwill-intangible-assets-total,other-long-term-assets,total-long-term-assets,total-assets,total-current-liabilities,long-term-debt,other-non-current-liabilities,total-long-term-liabilities,total-liabilities,common-stock-net,retained-earnings-accumulated-deficit,comprehensive-income,other-share-holders-equity,total-share-holder-equity,total-liabilities-share-holders-equity
2022-12-31,3886.00000,7755.00000,6988.00000,1848.00000,20477.00000,20442.00000,4382.00000,11086.00000,,40126.00000,60603.00000,11331.00000,14698.00000,7412.00000,28025.00000,39356.00000,8.00000,23180.00000,-7139.00000,,21247.00000,60603.00000
2022-09-30,2216.00000,8530.00000,7571.00000,1460.00000,19777.00000,20032.00000,4517.00000,11007.00000,,39780.00000,59557.00000,12315.00000,12921.00000,7423.00000,28613.00000,40928.00000,8.00000,23068.00000,-9582.00000,,18629.00000,59557.00000
2022-06-30,2367.00000,9717.00000,8225.00000,1460.00000,21769.00000,20160.00000,4644.00000,11221.00000,,40374.00000,62143.00000,13309.00000,13065.00000,7533.00000,29327.00000,42636.00000,8.00000,22827.00000,-9204.00000,,19507.00000,62143.00000
2022-03-31,3143.00000,9959.00000,7760.00000,1303.00000,22165.00000,20347.00000,4888.00000,11477.00000,,41170.00000,63335.00000,13054.00000,14108.00000,7682.00000,30856.00000,43910.00000,8.00000,21672.00000,-8796.00000,,19425.00000,63335.00000
2021-12-31,2988.00000,9554.00000,7372.00000,934.00000,20848.00000,20555.00000,5238.00000,11645.00000,,42142.00000,62990.00000,13226.00000,14280.00000,7533.00000,31025.00000,44251.00000,8.00000,20623.00000,-8977.00000,,18739.00000,62990.00000
2021-09-30,2911.00000,9409.00000,7111.00000,962.00000,20393.00000,19648.00000,4963.00000,11763.00000,,41356.00000,61749.00000,12793.00000,14027.00000,7386.00000,31928.00000,44721.00000,8.00000,19357.00000,-9665.00000,,17028.00000,61749.00000
2021-06-30,3491.00000,9106.00000,6952.00000,803.00000,20352.00000,19864.00000,4518.00000,11926.00000,,41416.00000,61768.00000,12308.00000,15093.00000,7403.00000,33307.00000,45615.00000,8.00000,18200.00000,-9676.00000,,16153.00000,61768.00000
2021-03-31,4133.00000,8265.00000,6157.00000,608.00000,19163.00000,19897.00000,4056.00000,12018.00000,,41274.00000,60437.00000,11354.00000,16200.00000,7326.00000,34520.00000,45874.00000,8.00000,16829.00000,-9913.00000,,14563.00000,60437.00000
2020-12-31,5104.00000,7390.00000,5701.00000,889.00000,19084.00000,20239.00000,4102.00000,12260.00000,,42386.00000,61470.00000,11108.00000,16491.00000,7292.00000,37357.00000,48465.00000,8.00000,16361.00000,-10855.00000,,13005.00000,61470.00000
2020-09-30,4549.00000,7072.00000,5609.00000,559.00000,17789.00000,20413.00000,3464.00000,12296.00000,,42156.00000,59945.00000,10207.00000,16698.00000,8524.00000,36806.00000,47013.00000,8.00000,15472.00000,-9941.00000,,12932.00000,59945.00000
2020-06-30,3726.00000,6881.00000,5784.00000,606.00000,16997.00000,20618.00000,3482.00000,12333.00000,,42279.00000,59276.00000,9786.00000,16288.00000,8442.00000,36393.00000,46179.00000,8.00000,16017.00000,-10225.00000,,13097.00000,59276.00000
2020-03-31,3634.00000,7611.00000,6324.00000,569.00000,18138.00000,20806.00000,3371.00000,12416.00000,,42548.00000,60686.00000,11121.00000,16313.00000,7985.00000,36104.00000,47225.00000,8.00000,16763.00000,-10529.00000,,13461.00000,60686.00000
2019-12-31,2367.00000,7555.00000,6214.00000,679.00000,16815.00000,20996.00000,3992.00000,12555.00000,,43709.00000,60524.00000,10679.00000,15975.00000,7607.00000,35751.00000,46430.00000,8.00000,17045.00000,-10246.00000,,14094.00000,60524.00000
2019-09-30,2834.00000,8808.00000,6416.00000,891.00000,18949.00000,21003.00000,5744.00000,13644.00000,,45988.00000,64937.00000,11201.00000,17213.00000,7975.00000,35750.00000,46951.00000,7.00000,19873.00000,-9219.00000,,17986.00000,64937.00000
2019-06-30,2466.00000,8569.00000,6841.00000,761.00000,18637.00000,21250.00000,5526.00000,13848.00000,,46252.00000,64889.00000,11605.00000,17155.00000,6676.00000,34784.00000,46389.00000,7.00000,20110.00000,-8988.00000,,18500.00000,64889.00000
2019-03-31,,,,,,,,0.00000,,,0.00000,,,,,0.00000,0.00000,,,0.00000,0.00000,0.00000
2018-12-31,,,,,,,,,,,0.00000,,,,,,,,,,,
2018-09-30,,,,,,,,0.00000,,,0.00000,,,,,0.00000,0.00000,,,0.00000,0.00000,0.00000
2018-06-30,,,,,,,,0.00000,,,0.00000,,,,,0.00000,0.00000,,,0.00000,0.00000,0.00000
2017-12-31,6192.00000,12049.00000,8376.00000,627.00000,27244.00000,60426.00000,6252.00000,19487.00000,594.00000,89310.00000,79940.00000,14377.00000,19765.00000,18025.00000,38554.00000,52931.00000,0.00000,28050.00000,,-7594.00000,27009.00000,79940.00000
2016-12-31,,,,,,,,0.00000,,,0.00000,,,,,0.00000,0.00000,,,0.00000,0.00000,0.00000
