,cash-on-hand,receivables-total,inventory,pre-paid-expenses,other-current-assets,total-current-assets,net-property-plant-equipment,long-term-investments,goodwill-intangible-assets-total,other-long-term-assets,total-long-term-assets,total-assets,total-current-liabilities,long-term-debt,other-non-current-liabilities,total-long-term-liabilities,total-liabilities,common-stock-net,retained-earnings-accumulated-deficit,comprehensive-income,total-share-holder-equity,total-liabilities-share-holders-equity
2022-12-31,837.00000,1972.00000,2509.00000,545.00000,,5863.00000,3687.00000,,6858.00000,304.00000,11612.00000,17475.00000,4393.00000,6840.00000,688.00000,8671.00000,13064.00000,15.00000,866.00000,-901.00000,4411.00000,17475.00000
2022-09-30,562.00000,1984.00000,2590.00000,549.00000,164.00000,5849.00000,3589.00000,,6846.00000,258.00000,11443.00000,17292.00000,4589.00000,6879.00000,715.00000,8727.00000,13316.00000,15.00000,588.00000,-1048.00000,3976.00000,17292.00000
2022-06-30,775.00000,1935.00000,2439.00000,512.00000,192.00000,5853.00000,3646.00000,,6942.00000,206.00000,11573.00000,17426.00000,5103.00000,6340.00000,672.00000,8182.00000,13285.00000,15.00000,534.00000,-880.00000,4141.00000,17426.00000
2022-03-31,1077.00000,2090.00000,2420.00000,583.00000,,6170.00000,3772.00000,,7088.00000,227.00000,11817.00000,17987.00000,4424.00000,7177.00000,688.00000,8986.00000,13410.00000,15.00000,604.00000,-807.00000,4577.00000,17987.00000
2021-12-31,626.00000,1889.00000,2273.00000,603.00000,,5391.00000,3695.00000,,7119.00000,215.00000,11747.00000,17138.00000,4293.00000,6548.00000,640.00000,8326.00000,12619.00000,15.00000,515.00000,-885.00000,4519.00000,17138.00000
2021-09-30,633.00000,1938.00000,2113.00000,595.00000,,5279.00000,3701.00000,,7177.00000,180.00000,11765.00000,17044.00000,4017.00000,6524.00000,659.00000,8322.00000,12339.00000,15.00000,473.00000,-862.00000,4705.00000,17044.00000
2021-06-30,850.00000,1864.00000,1991.00000,561.00000,,5266.00000,3761.00000,,7254.00000,184.00000,11922.00000,17188.00000,4345.00000,6186.00000,678.00000,8022.00000,12367.00000,15.00000,452.00000,-766.00000,4821.00000,17188.00000
2021-03-31,690.00000,1775.00000,1876.00000,429.00000,,4770.00000,3681.00000,,7267.00000,168.00000,11822.00000,16592.00000,3670.00000,6497.00000,608.00000,8217.00000,11887.00000,15.00000,378.00000,-899.00000,4705.00000,16592.00000
2020-12-31,755.00000,1681.00000,1843.00000,434.00000,,4713.00000,3767.00000,,7357.00000,170.00000,12005.00000,16718.00000,3678.00000,6432.00000,634.00000,8192.00000,11870.00000,16.00000,293.00000,-884.00000,4848.00000,16718.00000
2020-09-30,757.00000,1673.00000,1784.00000,398.00000,,4612.00000,3649.00000,,7333.00000,176.00000,11853.00000,16465.00000,3626.00000,6361.00000,615.00000,8095.00000,11721.00000,16.00000,258.00000,-1019.00000,4744.00000,16465.00000
