,cash-on-hand,receivables-total,inventory,pre-paid-expenses,other-current-assets,total-current-assets,net-property-plant-equipment,long-term-investments,goodwill-intangible-assets-total,other-long-term-assets,total-long-term-assets,total-assets,total-current-liabilities,long-term-debt,other-non-current-liabilities,total-long-term-liabilities,total-liabilities,common-stock-net,retained-earnings-accumulated-deficit,comprehensive-income,total-share-holder-equity,total-liabilities-share-holders-equity
2022-09-30,3756.00000,4599.00000,1855.00000,889.00000,104.00000,11203.00000,22586.00000,,36375.00000,4159.00000,63120.00000,74323.00000,15061.00000,10608.00000,9715.00000,20336.00000,35397.00000,1.00000,19845.00000,-8094.00000,38926.00000,74323.00000
2022-06-30,3655.00000,4803.00000,1786.00000,950.00000,78.00000,11272.00000,23993.00000,,38312.00000,4308.00000,66613.00000,77885.00000,15295.00000,11177.00000,10373.00000,21563.00000,36858.00000,1.00000,19159.00000,-6466.00000,41027.00000,77885.00000
2022-03-31,4464.00000,4845.00000,1766.00000,1082.00000,100.00000,12257.00000,25595.00000,,40328.00000,4587.00000,70510.00000,82767.00000,14506.00000,12833.00000,11038.00000,23884.00000,38390.00000,1.00000,19387.00000,-4938.00000,44377.00000,82767.00000
2021-12-31,2823.00000,4499.00000,1733.00000,970.00000,134.00000,10159.00000,26003.00000,2619.00000,40840.00000,1984.00000,71446.00000,81605.00000,13643.00000,11335.00000,4188.00000,22534.00000,36177.00000,1.00000,18710.00000,-5048.00000,45428.00000,81605.00000
2021-09-30,4700.00000,4367.00000,1694.00000,1080.00000,166.00000,12007.00000,26180.00000,,41226.00000,4778.00000,72184.00000,84191.00000,14758.00000,11539.00000,12157.00000,23709.00000,38467.00000,1.00000,18240.00000,-5618.00000,45724.00000,84191.00000
2021-06-30,3137.00000,4342.00000,1692.00000,1102.00000,173.00000,10446.00000,26917.00000,,42114.00000,4868.00000,73899.00000,84345.00000,14676.00000,9984.00000,12457.00000,22454.00000,37130.00000,1.00000,17820.00000,-4908.00000,47215.00000,84345.00000
2021-03-31,4096.00000,4139.00000,1695.00000,1065.00000,137.00000,11132.00000,26934.00000,,42031.00000,4896.00000,73861.00000,84993.00000,15027.00000,9950.00000,12383.00000,22346.00000,37373.00000,1.00000,17563.00000,-5345.00000,47620.00000,84993.00000
2020-12-31,3754.00000,4167.00000,1729.00000,1112.00000,162.00000,10924.00000,28711.00000,2061.00000,44385.00000,2148.00000,77305.00000,88229.00000,13740.00000,12152.00000,5519.00000,24920.00000,38660.00000,1.00000,17178.00000,-4690.00000,49569.00000,88229.00000
2020-09-30,5199.00000,4033.00000,1733.00000,1127.00000,173.00000,12265.00000,27945.00000,,42970.00000,4029.00000,74944.00000,87209.00000,14792.00000,11959.00000,11866.00000,23838.00000,38630.00000,1.00000,16927.00000,-5973.00000,48579.00000,87209.00000
2020-06-30,4941.00000,3994.00000,1715.00000,1194.00000,229.00000,12073.00000,27693.00000,,42084.00000,4006.00000,73783.00000,85856.00000,15095.00000,11078.00000,11746.00000,22837.00000,37932.00000,1.00000,16782.00000,-6621.00000,47924.00000,85856.00000
2020-03-31,4014.00000,4084.00000,1689.00000,1255.00000,471.00000,11513.00000,27418.00000,,41412.00000,4026.00000,72856.00000,84369.00000,15490.00000,10021.00000,11615.00000,21728.00000,37218.00000,1.00000,16850.00000,-7388.00000,47151.00000,84369.00000
2019-12-31,2700.00000,4322.00000,1697.00000,1265.00000,368.00000,10352.00000,29064.00000,2027.00000,43156.00000,2013.00000,76260.00000,86612.00000,12160.00000,10693.00000,4888.00000,22930.00000,35090.00000,1.00000,16842.00000,-4814.00000,51522.00000,86612.00000
2019-09-30,2120.00000,4238.00000,1653.00000,1202.00000,599.00000,9812.00000,28460.00000,,42097.00000,4025.00000,74582.00000,84394.00000,10883.00000,10567.00000,11636.00000,22217.00000,33100.00000,1.00000,16810.00000,-5600.00000,51294.00000,84394.00000
2019-06-30,2686.00000,4483.00000,1708.00000,1116.00000,688.00000,10681.00000,29540.00000,,42751.00000,4217.00000,76508.00000,87189.00000,10521.00000,12255.00000,11519.00000,23789.00000,34310.00000,1.00000,16555.00000,-4377.00000,52879.00000,87189.00000
2019-03-31,5791.00000,4390.00000,1667.00000,1203.00000,2037.00000,15088.00000,29418.00000,,42764.00000,4371.00000,76553.00000,91641.00000,11140.00000,12190.00000,11664.00000,23869.00000,35009.00000,1.00000,16569.00000,-4235.00000,56632.00000,91641.00000
2018-12-31,4466.00000,4297.00000,1651.00000,1077.00000,5781.00000,17272.00000,29717.00000,1838.00000,43097.00000,1462.00000,76114.00000,93386.00000,12956.00000,12288.00000,3435.00000,23350.00000,36306.00000,1.00000,16529.00000,-4456.00000,57080.00000,93386.00000
2018-09-30,600.00000,1852.00000,622.00000,231.00000,,3305.00000,11725.00000,,3714.00000,1235.00000,16674.00000,19979.00000,3860.00000,6615.00000,2754.00000,9384.00000,13244.00000,4.00000,13913.00000,-4656.00000,6735.00000,19979.00000
2018-06-30,479.00000,1877.00000,606.00000,202.00000,,3164.00000,11701.00000,,3725.00000,1246.00000,16672.00000,19836.00000,3279.00000,7229.00000,2786.00000,10029.00000,13308.00000,4.00000,13690.00000,-4596.00000,6528.00000,19836.00000
2018-03-31,545.00000,1900.00000,619.00000,265.00000,,3329.00000,12113.00000,,3821.00000,1329.00000,17263.00000,20592.00000,3534.00000,7336.00000,2825.00000,10174.00000,13708.00000,4.00000,13447.00000,-3980.00000,6884.00000,20592.00000
2017-12-31,617.00000,1710.00000,614.00000,344.00000,,3285.00000,11825.00000,727.00000,4018.00000,581.00000,17151.00000,20436.00000,3307.00000,7783.00000,1588.00000,10618.00000,13925.00000,4.00000,13224.00000,-4098.00000,6511.00000,20436.00000
2017-09-30,607.00000,1809.00000,587.00000,240.00000,,3243.00000,11992.00000,,3797.00000,1343.00000,17132.00000,20375.00000,2922.00000,8243.00000,2468.00000,10722.00000,13644.00000,4.00000,13417.00000,-4025.00000,6731.00000,20375.00000
2017-06-30,535.00000,1791.00000,568.00000,225.00000,,3119.00000,11806.00000,,3750.00000,1290.00000,16846.00000,19965.00000,3043.00000,8177.00000,2475.00000,10662.00000,13705.00000,4.00000,13223.00000,-4244.00000,6260.00000,19965.00000
2017-03-31,519.00000,1730.00000,561.00000,204.00000,,3014.00000,11692.00000,,3715.00000,1244.00000,16651.00000,19665.00000,2249.00000,8947.00000,2494.00000,11451.00000,13700.00000,4.00000,13041.00000,-4285.00000,5965.00000,19665.00000
