,cash-on-hand,receivables-total,inventory,pre-paid-expenses,other-current-assets,total-current-assets,net-property-plant-equipment,goodwill-intangible-assets-total,other-long-term-assets,total-long-term-assets,total-assets,total-current-liabilities,long-term-debt,other-non-current-liabilities,total-long-term-liabilities,total-liabilities,common-stock-net,retained-earnings-accumulated-deficit,comprehensive-income,total-share-holder-equity,total-liabilities-share-holders-equity
2022-11-30,39.70000,910.50000,2347.70000,118.50000,,3416.40000,2688.20000,14759.10000,1550.30000,18997.60000,22414.00000,3722.70000,8081.80000,1871.80000,9953.60000,13676.30000,2921.20000,6536.50000,-24.60000,8737.70000,22414.00000
2022-08-31,67.40000,788.60000,2229.40000,121.40000,27.00000,3233.80000,2704.60000,14776.80000,1504.30000,18985.70000,22219.50000,4160.30000,7584.10000,1898.40000,9482.50000,13642.80000,2921.20000,6314.80000,-23.40000,8576.70000,22219.50000
2022-05-31,83.30000,867.40000,1966.70000,116.30000,,3033.70000,2737.20000,15187.00000,1477.20000,19401.40000,22435.10000,3518.80000,8088.20000,1965.90000,10054.10000,13572.90000,2921.20000,6550.70000,-11.20000,8862.20000,22435.10000
2022-02-28,79.70000,914.50000,1766.50000,129.50000,24.40000,2914.60000,2655.50000,15410.00000,1519.20000,19584.70000,22499.30000,3524.60000,8089.10000,2032.30000,10121.40000,13646.00000,2921.20000,6541.20000,-13.30000,8853.30000,22499.30000
2021-11-30,68.70000,977.20000,1858.70000,111.10000,23.60000,3039.30000,2622.80000,15424.20000,1505.70000,19552.70000,22592.00000,3277.00000,8527.80000,2030.30000,10558.10000,13835.10000,2921.20000,6473.30000,-24.80000,8756.90000,22592.00000
2021-08-31,67.00000,834.40000,1954.60000,116.20000,,2972.20000,2646.20000,15509.90000,1411.60000,19567.70000,22539.90000,3090.30000,8779.60000,2034.10000,10813.70000,13904.00000,2921.20000,6348.30000,-9.40000,8635.90000,22539.90000
2021-05-31,79.20000,793.90000,1709.70000,95.00000,24.30000,2702.10000,2572.00000,15463.50000,1458.00000,19493.50000,22195.60000,3306.20000,8275.20000,1982.80000,10258.00000,13564.20000,2921.20000,6262.60000,5.80000,8631.40000,22195.60000
2021-02-28,80.70000,841.40000,1579.20000,126.60000,,2627.90000,2526.80000,15659.20000,1291.20000,19477.20000,22105.10000,3291.10000,8278.10000,2206.10000,10484.20000,13775.30000,2921.20000,6086.70000,-85.70000,8329.80000,22105.10000
2020-11-30,68.00000,948.50000,1622.80000,156.90000,1.50000,2797.70000,2478.00000,15672.20000,1328.80000,19479.00000,22276.70000,3351.40000,8279.70000,2176.10000,10455.80000,13807.20000,2921.20000,5938.70000,-85.10000,8469.50000,22276.70000
2020-08-31,438.20000,807.80000,1579.60000,108.40000,1.10000,2935.10000,2430.70000,15742.50000,1269.00000,19442.20000,22377.30000,3101.90000,8897.60000,2178.80000,11076.40000,14178.30000,2921.20000,5694.60000,-95.80000,8199.00000,22377.30000
2020-05-31,553.30000,860.80000,1364.80000,93.90000,13.10000,2885.90000,2365.40000,15663.90000,1388.80000,19418.10000,22304.00000,3287.40000,8900.80000,2165.10000,11065.90000,14353.30000,2921.20000,5471.20000,-109.60000,7950.70000,22304.00000
2020-02-29,99.00000,854.20000,1646.50000,105.00000,4.70000,2709.40000,2317.80000,15922.50000,1252.40000,19492.70000,22202.10000,3127.10000,9093.70000,2117.40000,11211.10000,14338.20000,2921.20000,5375.20000,-72.00000,7863.90000,22202.10000
2019-11-30,192.00000,947.60000,1770.40000,100.50000,19.10000,3029.60000,2322.20000,15937.00000,1203.80000,19463.00000,22492.60000,3425.80000,9295.90000,2080.30000,11376.20000,14802.00000,2921.20000,5274.70000,-131.00000,7690.60000,22492.60000
